,Par_3_Performance_RANK THIS WEEK,Par_3_Performance_RANK LAST WEEK,Par_3_Performance_PLAYER NAME,Par_3_Performance_ROUNDS,Par_3_Performance_STATUS,Par_3_Performance_PAR 3 AVG,Par_3_Performance_TOTAL PAR
0,1,1,Pat Perez,90,-15,2.96,1089
1,2,2,Paul Stankowski,62,-14,2.94,750
2,3,3,David Toms,86,-12,2.97,1038
3,4,4,Aron Price,70,-11,2.96,846
4,5,5,David Duval,71,-10,2.97,870
5,6,6,Chad Campbell,94,-8,2.98,1131
6,T7,T7,Spencer Levin,110,-7,2.98,1347
7,T7,T7,Michael Sim,64,-7,2.97,750
8,T9,T9,Shaun Micheel,70,-6,2.98,840
9,T9,T9,Jeff Overton,89,-6,2.98,1056
10,11,11,Chad Collins,87,-4,2.99,1062
11,T12,T12,Ryuji Imada,90,-3,2.99,1095
12,T12,T12,Steve Stricker,73,-3,2.99,840
13,T12,T12,Chris Tidland,77,-3,2.99,927
14,15,15,Dean Wilson,54,-2,2.99,660
15,T16,T16,Luke Donald,71,-1,3.0,819
16,T16,T16,Tom Gillis,97,-1,3.0,1185
17,T18,T18,Chris DiMarco,88,E,3.0,1089
18,T18,T18,Freddie Jacobson,83,E,3.0,1002
19,T18,T18,Zach Johnson,93,E,3.0,1065
20,T18,T18,Michael Letzig,84,E,3.0,1029
21,22,22,Heath Slocum,97,+1,3.0,1143
22,T23,T23,Michael Bradley,77,+2,3.01,924
23,T23,T23,Jason Day,82,+2,3.01,975
24,T23,T23,Mark Wilson,87,+2,3.01,1053
25,26,26,John Mallinger,78,+3,3.01,948
26,27,27,Rickie Fowler,98,+4,3.01,1170
27,T28,T28,Tim Clark,88,+5,3.01,1029
28,T28,T28,Kevin Na,94,+5,3.01,1122
29,T30,T30,Briny Baird,87,+6,3.02,1065
30,T30,T30,K.J. Choi,82,+6,3.02,987
31,T30,T30,Derek Lamely,81,+6,3.02,993
32,T33,T33,Paul Casey,64,+7,3.03,666
33,T33,T33,Steve Elkington,74,+7,3.02,921
34,T33,T33,Jim Furyk,76,+7,3.02,891
35,T33,T33,Marc Leishman,87,+7,3.02,1023
36,T37,T37,Jason Bohn,84,+8,3.02,1029
37,T37,T37,J.P. Hayes,79,+8,3.02,969
38,T37,T37,Matt Kuchar,97,+8,3.02,1122
39,T37,T37,Justin Rose,78,+8,3.03,939
40,T37,T37,Jerod Turner,54,+8,3.04,663
41,T42,T42,Greg Chalmers,93,+9,3.02,1149
42,T42,T42,Lee Janzen,77,+9,3.03,948
43,T42,T42,John Senden,103,+9,3.02,1233
44,T42,T42,Garrett Willis,82,+9,3.03,1002
45,T46,T46,Woody Austin,93,+10,3.03,1140
46,T46,T46,Matt Jones,89,+10,3.03,1095
47,T46,T46,Bill Lunde,79,+10,3.03,975
48,T46,T46,Troy Merritt,86,+10,3.03,1053
49,T46,T46,Sean O'Hair,84,+10,3.03,963
50,T46,T46,Tom Pernice Jr.,74,+10,3.03,873
51,T46,T46,Chris Riley,73,+10,3.03,891
52,T53,T53,Brendon de Jonge,114,+11,3.02,1401
53,T53,T53,Nathan Green,86,+11,3.03,1044
54,T53,T53,Bill Haas,87,+11,3.03,1056
55,T53,T53,Davis Love III,79,+11,3.04,939
56,T53,T53,Jeff Maggert,76,+11,3.04,930
57,T53,T53,Jeff Quinney,91,+11,3.03,1125
58,T53,T53,Jeev Milkha Singh,59,+11,3.05,690
59,T53,T53,Jay Williamson,76,+11,3.04,930
60,T61,T61,Stephen Ames,75,+12,3.04,900
61,T61,T61,Retief Goosen,75,+12,3.04,843
62,T61,T61,Brandt Snedeker,89,+12,3.03,1095
63,T64,T64,Brad Faxon,58,+13,3.05,714
64,T64,T64,Charles Howell III,103,+13,3.03,1266
65,T64,T64,Jerry Kelly,99,+13,3.03,1182
66,T64,T64,Hunter Mahan,85,+13,3.04,999
67,T64,T64,Brenden Pappas,66,+13,3.05,813
68,T64,T64,Charles Warren,64,+13,3.05,774
69,T64,T64,Brett Wetterich,54,+13,3.06,654
70,T71,T71,Mark Calcavecchia,50,+14,3.07,579
71,T71,T71,Brian Gay,101,+14,3.04,1173
72,T71,T71,Padraig Harrington,57,+14,3.06,675
73,T71,T71,Charley Hoffman,85,+14,3.04,1038
74,T71,T71,Phil Mickelson,76,+14,3.05,891
75,T71,T71,Scott Piercy,88,+14,3.04,1068
76,T77,T77,Brian Davis,101,+15,3.04,1236
77,T77,T77,Dustin Johnson,83,+15,3.05,957
78,T79,T79,Craig Bowden,56,+16,3.07,681
79,T79,T79,George McNeill,79,+16,3.05,948
80,T79,T79,Bryce Molder,84,+16,3.05,1029
81,T79,T79,Ian Poulter,55,+16,3.08,570
82,T79,T79,Josh Teater,101,+16,3.04,1239
83,T79,T79,Cameron Tringale,55,+16,3.07,669
84,T85,T85,David Lutterus,69,+17,3.06,840
85,T85,T85,Garth Mulroy,53,+17,3.08,648
86,T85,T85,Adam Scott,70,+17,3.06,807
87,T85,T85,Kevin Streelman,90,+17,3.05,1095
88,T85,T85,Vaughn Taylor,87,+17,3.05,1059
89,T90,T90,Cameron Beckman,68,+18,3.07,825
90,T90,T90,Tim Herron,79,+18,3.06,963
91,T90,T90,Greg Kraft,52,+18,3.08,636
92,T90,T90,Ryan Moore,80,+18,3.06,939
93,T90,T90,Geoff Ogilvy,62,+18,3.08,708
94,T90,T90,Brett Quigley,96,+18,3.05,1179
95,T90,T90,Andres Romero,73,+18,3.06,885
96,T90,T90,Roger Tambellini,77,+18,3.06,945
97,T90,T90,Camilo Villegas,78,+18,3.06,852
98,T90,T90,Boo Weekley,88,+18,3.05,1065
99,T100,T100,Jonathan Byrd,85,+19,3.05,1041
100,T100,T100,Chris Couch,66,+19,3.07,804
101,T100,T100,Robert Garrigus,71,+19,3.07,858
102,T100,T100,Cliff Kresge,50,+19,3.09,612
103,T100,T100,Steve Lowery,67,+19,3.07,828
104,T100,T100,Andrew McLardy,52,+19,3.09,633
105,T100,T100,Rocco Mediate,71,+19,3.07,876
106,T100,T100,Alex Prugh,88,+19,3.05,1077
107,T100,T100,Nick Watney,91,+19,3.06,1035
108,T100,T100,Charlie Wi,95,+19,3.05,1167
109,T110,T110,Rich Barcelo,70,+20,3.07,852
110,T110,T110,Ricky Barnes,103,+20,3.05,1245
111,T110,T110,Kris Blanks,91,+20,3.05,1110
112,T110,T110,Martin Flores,75,+20,3.07,915
113,T110,T110,Troy Matteson,84,+20,3.06,1002
114,T110,T110,Kenny Perry,69,+20,3.07,804
115,T110,T110,Kevin Sutherland,86,+20,3.06,1065
116,T110,T110,Jimmy Walker,82,+20,3.06,1014
117,T118,T118,Robert Allenby,76,+21,3.07,864
118,T118,T118,John Daly,63,+21,3.08,756
119,T118,T118,Brent Delahoussaye,57,+21,3.09,699
120,T118,T118,Justin Leonard,89,+21,3.06,1059
121,T118,T118,Scott Verplank,74,+21,3.07,861
122,T123,T123,Ben Crane,85,+22,3.07,978
123,T123,T123,Jarrod Lyle,54,+22,3.1,654
124,T123,T123,Rod Pampling,77,+22,3.07,945
125,T123,T123,Cameron Percy,73,+22,3.08,876
126,T123,T123,D.A. Points,90,+22,3.06,1089
127,T123,T123,Webb Simpson,98,+22,3.05,1209
128,T129,T129,Ben Curtis,78,+23,3.07,924
129,T129,T129,Steve Flesch,78,+23,3.07,963
130,T129,T129,Vance Veazey,58,+23,3.1,711
131,T129,T129,Johnson Wagner,85,+23,3.07,1038
132,T133,T133,Justin Bolli,55,+24,3.11,672
133,T133,T133,Mathias Grönberg,61,+24,3.1,741
134,T133,T133,Richard Johnson,90,+24,3.07,1068
135,T133,T133,Steve Marino,81,+24,3.08,951
136,T133,T133,Mike Weir,59,+24,3.1,687
137,T138,T138,Jason Dufner,87,+25,3.07,1050
138,T138,T138,Jeff Gove,57,+25,3.11,696
139,T138,T138,Skip Kendall,58,+25,3.11,702
140,T138,T138,Rory McIlroy,54,+25,3.13,600
141,T138,T138,John Merrick,109,+25,3.06,1314
142,T143,T143,Alex Cejka,81,+26,3.08,996
143,T143,T143,Kevin Stadler,86,+26,3.07,1044
144,T143,T143,Bo Van Pelt,104,+26,3.06,1233
145,T143,T143,Steve Wheatcroft,74,+26,3.09,909
146,T147,T147,Blake Adams,84,+27,3.08,1032
147,T147,T147,Joe Durant,67,+27,3.1,822
148,T147,T147,Scott McCarron,90,+27,3.07,1110
149,T150,T150,Michael Connell,89,+28,3.08,1077
150,T150,T150,Graham DeLaet,88,+28,3.08,1071
151,T150,T150,Trevor Immelman,55,+28,3.13,657
152,T150,T150,James Nitties,92,+28,3.07,1131
153,T150,T150,Vijay Singh,75,+28,3.1,867
154,T150,T150,Brian Stuard,81,+28,3.08,993
155,T156,T156,Henrik Bjornstad,72,+29,3.1,879
156,T156,T156,Ángel Cabrera,64,+29,3.12,732
157,T156,T156,James Driscoll,78,+29,3.09,957
158,T156,T156,Bob Estes,79,+29,3.09,978
159,T156,T156,Will MacKenzie,72,+29,3.1,876
160,T156,T156,Greg Owen,69,+29,3.1,846
161,T156,T156,Ryan Palmer,84,+29,3.08,1029
162,T163,T163,Lucas Glover,75,+31,3.11,864
163,T163,T163,Kevin Johnson,62,+31,3.12,756
164,T163,T163,Tim Petrovic,105,+31,3.07,1266
165,T163,T163,Carl Pettersson,99,+31,3.08,1218
166,T167,T167,Aaron Baddeley,94,+32,3.08,1152
167,T167,T167,Martin Laird,91,+32,3.09,1086
168,T167,T167,Ted Purdy,86,+32,3.09,1056
169,T170,T170,Stuart Appleby,101,+33,3.08,1233
170,T170,T170,Mathew Goggin,85,+33,3.1,1026
171,T170,T170,John Rollins,81,+33,3.1,969
172,T170,T170,Rory Sabbatini,79,+33,3.11,933
173,T174,T174,Stewart Cink,84,+34,3.11,930
174,T174,T174,Sergio Garcia,58,+34,3.17,615
175,T174,T174,Roland Thatcher,72,+34,3.12,885
176,T177,T177,Omar Uresti,74,+35,3.12,909
177,T177,T177,Y.E. Yang,72,+35,3.13,804
178,T179,T179,Matt Every,60,+36,3.15,744
179,T179,T179,Bubba Watson,77,+36,3.12,930
180,181,181,Ernie Els,72,+37,3.13,828
181,182,182,Billy Mayfair,78,+38,3.12,948
182,T183,T183,J.J. Henry,92,+40,3.11,1128
183,T183,T183,D.J. Trahan,92,+40,3.11,1113
184,185,185,J.B. Holmes,100,+41,3.1,1191
185,186,186,Chris Wilson,65,+43,3.16,795
186,T187,T187,Paul Goydos,78,+44,3.14,939
187,T187,T187,Joe Ogilvie,99,+44,3.11,1215
188,189,189,Chris Stroud,90,+47,3.13,1104
189,190,190,Nicholas Thompson,88,+51,3.14,1080
190,191,191,Matt Bettencourt,91,+55,3.15,1119
191,192,192,Daniel Chopra,74,+64,3.21,918
