,Front_9_Scoring_Average_RANK THIS WEEK,Front_9_Scoring_Average_RANK LAST WEEK,Front_9_Scoring_Average_PLAYER NAME,Front_9_Scoring_Average_ROUNDS,Front_9_Scoring_Average_AVG,Front_9_Scoring_Average_TOTAL STROKES,Front_9_Scoring_Average_TOTAL HOLES
0,1,1,Dean Wilson,54,34.37,1856,54
1,2,2,Paul Casey,64,34.47,1999,58
2,3,3,Matt Kuchar,97,34.48,3276,95
3,T4,T4,Greg Chalmers,93,34.61,3219,93
4,T4,T4,Chad Collins,87,34.61,3011,87
5,6,6,Retief Goosen,75,34.63,2459,71
6,7,7,Pat Perez,90,34.69,3122,90
7,8,8,Graham DeLaet,88,34.7,3054,88
8,9,9,Steve Elkington,74,34.74,2571,74
9,10,10,Joe Durant,67,34.75,2328,67
10,11,11,J.J. Henry,92,34.76,3198,92
11,12,12,Tom Gillis,97,34.78,3374,97
12,13,13,Jeev Milkha Singh,59,34.8,1949,56
13,14,14,Kevin Na,94,34.81,3237,93
14,T15,T15,Jonathan Byrd,85,34.82,2960,85
15,T15,T15,Paul Stankowski,62,34.82,2159,62
16,17,17,Steve Stricker,73,34.83,2508,72
17,T18,T18,Briny Baird,87,34.84,3031,87
18,T18,T18,Phil Mickelson,76,34.84,2648,76
19,T18,T18,Tom Pernice Jr.,74,34.84,2578,74
20,T18,T18,Chris Riley,73,34.84,2543,73
21,T18,T18,Bo Van Pelt,104,34.84,3623,104
22,T23,T23,Jeff Overton,89,34.85,3102,89
23,T23,T23,Kevin Sutherland,86,34.85,2997,86
24,T25,T25,Chris Couch,66,34.86,2301,66
25,T25,T25,Justin Rose,78,34.86,2719,78
26,T27,T27,Spencer Levin,110,34.87,3836,110
27,T27,T27,David Toms,86,34.87,2964,85
28,T27,T27,Brett Wetterich,54,34.87,1883,54
29,30,30,Freddie Jacobson,83,34.88,2895,83
30,T31,T31,Brendon de Jonge,114,34.89,3977,114
31,T31,T31,Charles Howell III,103,34.89,3594,103
32,T33,T33,Ben Crane,85,34.91,2863,82
33,T33,T33,Ernie Els,72,34.91,2444,70
34,T33,T33,Charley Hoffman,85,34.91,2967,85
35,T33,T33,Brandt Snedeker,89,34.91,3107,89
36,T37,T37,Bill Haas,87,34.92,3038,87
37,T37,T37,Zach Johnson,93,34.92,3178,91
38,T39,T39,Richard Johnson,90,34.93,3144,90
39,T39,T39,Scott McCarron,90,34.93,3144,90
40,T39,T39,Carl Pettersson,99,34.93,3458,99
41,T42,T42,Tim Clark,88,34.95,2971,85
42,T42,T42,Steve Marino,81,34.95,2831,81
43,T44,T44,Jason Bohn,84,34.96,2937,84
44,T44,T44,Michael Bradley,77,34.96,2692,77
45,T44,T44,J.B. Holmes,100,34.96,3496,100
46,T47,T47,Charles Warren,64,34.97,2238,64
47,T47,T47,Charlie Wi,95,34.97,3322,95
48,T49,T49,Brian Gay,101,34.98,3428,98
49,T49,T49,Michael Sim,64,34.98,2204,63
50,T51,T51,Matt Jones,89,34.99,3114,89
51,T51,T51,Hunter Mahan,85,34.99,2939,84
52,T51,T51,John Senden,103,34.99,3604,103
53,T54,T54,Stewart Cink,84,35.0,2800,80
54,T54,T54,Scott Verplank,74,35.0,2555,73
55,T56,T56,Rickie Fowler,98,35.01,3431,98
56,T56,T56,John Merrick,109,35.01,3816,109
57,T56,T56,Kenny Perry,69,35.01,2381,68
58,T59,T59,Chris DiMarco,88,35.02,3082,88
59,T59,T59,Ryan Palmer,84,35.02,2942,84
60,T61,T61,Luke Donald,71,35.03,2382,68
61,T61,T61,Nick Watney,91,35.03,3083,88
62,T61,T61,Boo Weekley,88,35.03,3083,88
63,T64,T64,Rory McIlroy,54,35.04,1822,52
64,T64,T64,Brett Quigley,96,35.04,3364,96
65,T64,T64,Jeff Quinney,91,35.04,3189,91
66,T64,T64,D.J. Trahan,92,35.04,3224,92
67,T64,T64,Garrett Willis,82,35.04,2873,82
68,T69,T69,K.J. Choi,82,35.05,2874,82
69,T69,T69,Bob Estes,79,35.05,2769,79
70,T69,T69,Davis Love III,79,35.05,2769,79
71,T69,T69,Webb Simpson,98,35.05,3435,98
72,T69,T69,Jimmy Walker,82,35.05,2874,82
73,74,74,Bubba Watson,77,35.06,2700,77
74,T75,T75,Blake Adams,84,35.07,2946,84
75,T75,T75,Bryce Molder,84,35.07,2946,84
76,T77,T77,Ricky Barnes,103,35.09,3614,103
77,T77,T77,Ryuji Imada,90,35.09,3158,90
78,T77,T77,Justin Leonard,89,35.09,3088,88
79,T77,T77,John Mallinger,78,35.09,2737,78
80,T77,T77,Vaughn Taylor,87,35.09,3053,87
81,T82,T82,Aaron Baddeley,94,35.1,3299,94
82,T82,T82,Y.E. Yang,72,35.1,2457,70
83,T84,T84,Marc Leishman,87,35.11,3055,87
84,T84,T84,D.A. Points,90,35.11,3160,90
85,T84,T84,Alex Prugh,88,35.11,3090,88
86,T84,T84,Chris Stroud,90,35.11,3160,90
87,T88,T88,Stephen Ames,75,35.12,2599,74
88,T88,T88,Michael Connell,89,35.12,3126,89
89,T88,T88,Jason Day,82,35.12,2880,82
90,T88,T88,James Nitties,92,35.12,3231,92
91,T88,T88,Heath Slocum,97,35.12,3407,97
92,T88,T88,Kevin Streelman,90,35.12,3161,90
93,T94,T94,Tim Petrovic,105,35.13,3689,105
94,T94,T94,Aron Price,70,35.13,2459,70
95,T94,T94,Kevin Stadler,86,35.13,3021,86
96,T97,T97,Woody Austin,93,35.14,3268,93
97,T97,T97,Tim Herron,79,35.14,2776,79
98,T99,T99,Chad Campbell,94,35.15,3269,93
99,T99,T99,Jerry Kelly,99,35.15,3480,99
100,T99,T99,Michael Letzig,84,35.15,2953,84
101,T99,T99,Will MacKenzie,72,35.15,2531,72
102,T99,T99,Scott Piercy,88,35.15,3093,88
103,T99,T99,John Rollins,81,35.15,2847,81
104,T105,T105,Robert Allenby,76,35.16,2602,74
105,T105,T105,Padraig Harrington,57,35.16,1969,56
106,T107,T107,Jim Furyk,76,35.18,2603,74
107,T107,T107,J.P. Hayes,79,35.18,2779,79
108,T107,T107,Adam Scott,70,35.18,2392,68
109,T107,T107,Mark Wilson,87,35.18,3061,87
110,111,111,Jarrod Lyle,54,35.19,1900,54
111,112,112,Steve Wheatcroft,74,35.2,2605,74
112,T113,T113,Sean O'Hair,84,35.21,2887,82
113,T113,T113,Jay Williamson,76,35.21,2676,76
114,115,115,Vijay Singh,75,35.22,2606,74
115,116,116,Chris Tidland,77,35.23,2713,77
116,T117,T117,Ángel Cabrera,64,35.24,2220,63
117,T117,T117,Josh Teater,101,35.24,3559,101
118,T119,T119,Joe Ogilvie,99,35.25,3490,99
119,T119,T119,Andres Romero,73,35.25,2573,73
120,T121,T121,Ben Curtis,78,35.26,2750,78
121,T121,T121,James Driscoll,78,35.26,2750,78
122,T121,T121,Cameron Percy,73,35.26,2574,73
123,124,124,Martin Laird,91,35.27,3210,91
124,T125,T125,Brian Davis,101,35.28,3563,101
125,T125,T125,Mathias Grönberg,61,35.28,2152,61
126,T125,T125,Ryan Moore,80,35.28,2787,79
127,T125,T125,Camilo Villegas,78,35.28,2540,72
128,T129,T129,Lee Janzen,77,35.3,2718,77
129,T129,T129,Shaun Micheel,70,35.3,2471,70
130,131,131,Cameron Beckman,68,35.31,2401,68
131,132,132,Cliff Kresge,50,35.32,1766,50
132,T133,T133,Jeff Maggert,76,35.33,2685,76
133,T133,T133,Ian Poulter,55,35.33,1731,49
134,T135,T135,Robert Garrigus,71,35.34,2509,71
135,T135,T135,Bill Lunde,79,35.34,2792,79
136,T137,T137,Greg Owen,69,35.35,2439,69
137,T137,T137,Brian Stuard,81,35.35,2863,81
138,T139,T139,Stuart Appleby,101,35.36,3571,101
139,T139,T139,Nathan Green,86,35.36,3041,86
140,141,141,Geoff Ogilvy,62,35.37,2122,60
141,142,142,Rod Pampling,77,35.38,2724,77
142,143,143,Rocco Mediate,71,35.39,2513,71
143,T144,T144,Matt Bettencourt,91,35.4,3221,91
144,T144,T144,Jeff Gove,57,35.4,2018,57
145,T144,T144,Rory Sabbatini,79,35.4,2761,78
146,T144,T144,Roger Tambellini,77,35.4,2726,77
147,T148,T148,Lucas Glover,75,35.41,2620,74
148,T148,T148,Billy Mayfair,78,35.41,2762,78
149,150,150,Garth Mulroy,53,35.42,1877,53
150,T151,T151,Craig Bowden,56,35.43,1984,56
151,T151,T151,Nicholas Thompson,88,35.43,3118,88
152,T153,T153,Jason Dufner,87,35.45,3084,87
153,T153,T153,Troy Merritt,86,35.45,3049,86
154,T153,T153,Omar Uresti,74,35.45,2623,74
155,T156,T156,Dustin Johnson,83,35.46,2908,82
156,T156,T156,Roland Thatcher,72,35.46,2553,72
157,T158,T158,Martin Flores,75,35.47,2660,75
158,T158,T158,Skip Kendall,58,35.47,2057,58
159,160,160,John Daly,63,35.48,2235,63
160,T161,T161,Henrik Bjornstad,72,35.49,2555,72
161,T161,T161,Steve Flesch,78,35.49,2768,78
162,T161,T161,Johnson Wagner,85,35.49,3017,85
163,164,164,Sergio Garcia,58,35.5,1846,52
164,T165,T165,Rich Barcelo,70,35.51,2486,70
165,T165,T165,Brent Delahoussaye,57,35.51,2024,57
166,T165,T165,Derek Lamely,81,35.51,2876,81
167,T168,T168,Matt Every,60,35.53,2132,60
168,T168,T168,Brenden Pappas,66,35.53,2345,66
169,T168,T168,Cameron Tringale,55,35.53,1954,55
170,T171,T171,Mathew Goggin,85,35.54,3021,85
171,T171,T171,Paul Goydos,78,35.54,2772,78
172,T171,T171,Troy Matteson,84,35.54,2985,84
173,T174,T174,Kris Blanks,91,35.55,3235,91
174,T174,T174,Daniel Chopra,74,35.55,2631,74
175,176,176,George McNeill,79,35.57,2810,79
176,177,177,Mike Weir,59,35.61,2030,57
177,T178,T178,David Duval,71,35.65,2531,71
178,T178,T178,Ted Purdy,86,35.65,3066,86
179,180,180,Alex Cejka,81,35.7,2892,81
180,181,181,Trevor Immelman,55,35.71,1964,55
