,Front_9_Scoring_Average_RANK THIS WEEK,Front_9_Scoring_Average_RANK LAST WEEK,Front_9_Scoring_Average_PLAYER NAME,Front_9_Scoring_Average_ROUNDS,Front_9_Scoring_Average_AVG,Front_9_Scoring_Average_TOTAL STROKES,Front_9_Scoring_Average_TOTAL HOLES
181,T182,T182,Steve Lowery,67,35.79,2398,67
182,T182,T182,Andrew McLardy,52,35.79,1861,52
183,184,184,Jerod Turner,54,35.83,1935,54
184,185,185,Kevin Johnson,62,35.85,2223,62
185,186,186,David Lutterus,69,35.88,2476,69
186,T187,T187,Justin Bolli,55,35.95,1977,55
187,T187,T187,Chris Wilson,65,35.95,2337,65
188,189,189,Mark Calcavecchia,50,36.04,1802,50
189,190,190,Brad Faxon,58,36.07,2092,58
190,191,191,Vance Veazey,58,36.16,2097,58
191,192,192,Greg Kraft,52,36.31,1888,52
