,Par_5_Performance_RANK THIS WEEK,Par_5_Performance_RANK LAST WEEK,Par_5_Performance_PLAYER NAME,Par_5_Performance_ROUNDS,Par_5_Performance_STATUS,Par_5_Performance_PAR 5 AVG,Par_5_Performance_TOTAL PAR
0,1,1,J.B. Holmes,100,-138,4.55,1545
1,T2,T2,Charles Howell III,103,-131,4.6,1650
2,T2,T2,John Merrick,109,-131,4.62,1720
3,4,4,Matt Kuchar,97,-130,4.56,1490
4,5,5,Brendon de Jonge,114,-129,4.65,1845
5,6,6,Tom Gillis,97,-128,4.59,1565
6,7,7,Bo Van Pelt,104,-126,4.61,1605
7,8,8,D.J. Trahan,92,-122,4.59,1490
8,9,9,Matt Bettencourt,91,-119,4.61,1515
9,10,10,Bubba Watson,77,-117,4.52,1230
10,T11,T11,Bill Haas,87,-116,4.59,1410
11,T11,T11,Charley Hoffman,85,-116,4.57,1350
12,13,13,Webb Simpson,98,-114,4.62,1495
13,14,14,Dustin Johnson,83,-111,4.58,1315
14,15,15,Joe Ogilvie,99,-110,4.65,1575
15,T16,T16,J.J. Henry,92,-109,4.62,1435
16,T16,T16,Matt Jones,89,-109,4.61,1415
17,T16,T16,Spencer Levin,110,-109,4.68,1705
18,T16,T16,Kevin Stadler,86,-109,4.62,1430
19,20,20,Vaughn Taylor,87,-108,4.62,1425
20,21,21,Martin Laird,91,-107,4.63,1430
21,T22,T22,Woody Austin,93,-106,4.64,1480
22,T22,T22,Phil Mickelson,76,-106,4.58,1265
23,T22,T22,James Nitties,92,-106,4.64,1465
24,T22,T22,Brett Quigley,96,-106,4.66,1565
25,26,26,John Senden,103,-105,4.68,1645
26,27,27,Kevin Sutherland,86,-104,4.63,1405
27,28,28,Jerry Kelly,99,-103,4.67,1580
28,29,29,Stewart Cink,84,-102,4.59,1240
29,T30,T30,Jonathan Byrd,85,-101,4.61,1295
30,T30,T30,Nick Watney,91,-101,4.65,1425
31,T32,T32,Brandt Snedeker,89,-99,4.65,1395
32,T32,T32,Josh Teater,101,-99,4.7,1625
33,T34,T34,Davis Love III,79,-97,4.6,1215
34,T34,T34,Kevin Na,94,-97,4.66,1425
35,T34,T34,Tim Petrovic,105,-97,4.71,1670
36,T34,T34,Chris Stroud,90,-97,4.66,1425
37,38,38,Rickie Fowler,98,-96,4.69,1560
38,T39,T39,Graham DeLaet,88,-95,4.65,1355
39,T39,T39,Alex Prugh,88,-95,4.66,1395
40,T41,T41,Briny Baird,87,-94,4.64,1295
41,T41,T41,Kevin Streelman,90,-94,4.67,1435
42,T43,T43,Ryan Moore,80,-93,4.63,1265
43,T43,T43,Steve Stricker,73,-93,4.58,1120
44,45,45,Scott Piercy,88,-92,4.67,1405
45,T46,T46,Aaron Baddeley,94,-91,4.69,1485
46,T46,T46,Greg Chalmers,93,-91,4.69,1475
47,T46,T46,K.J. Choi,82,-91,4.65,1315
48,T49,T49,Steve Elkington,74,-90,4.63,1225
49,T49,T49,Ryuji Imada,90,-90,4.68,1395
50,T49,T49,Hunter Mahan,85,-90,4.66,1335
51,T49,T49,Scott McCarron,90,-90,4.69,1440
52,T49,T49,D.A. Points,90,-90,4.69,1435
53,T54,T54,Stuart Appleby,101,-89,4.71,1535
54,T54,T54,Ricky Barnes,103,-89,4.73,1625
55,T54,T54,Chad Collins,87,-89,4.66,1325
56,T54,T54,Michael Letzig,84,-89,4.65,1285
57,T58,T58,Kris Blanks,91,-88,4.71,1500
58,T58,T58,James Driscoll,78,-88,4.63,1200
59,T58,T58,Justin Rose,78,-88,4.63,1175
60,T61,T61,Robert Allenby,76,-87,4.62,1130
61,T61,T61,Brian Davis,101,-87,4.73,1640
62,T61,T61,Jason Dufner,87,-87,4.69,1420
63,T61,T61,Lucas Glover,75,-87,4.63,1170
64,T61,T61,Heath Slocum,97,-87,4.72,1575
65,T61,T61,Charlie Wi,95,-87,4.7,1450
66,T67,T67,Brian Gay,101,-86,4.72,1530
67,T67,T67,Retief Goosen,75,-86,4.6,1075
68,T67,T67,J.P. Hayes,79,-86,4.67,1305
69,T67,T67,Troy Merritt,86,-86,4.68,1355
70,T71,T71,Martin Flores,75,-85,4.66,1235
71,T71,T71,Marc Leishman,87,-85,4.67,1295
72,T71,T71,John Rollins,81,-85,4.66,1260
73,T71,T71,Vijay Singh,75,-85,4.61,1095
74,T75,T75,Ben Crane,85,-84,4.67,1265
75,T75,T75,Rory Sabbatini,79,-84,4.68,1310
76,T77,T77,Jason Bohn,84,-83,4.69,1355
77,T77,T77,Michael Connell,89,-83,4.7,1375
78,T77,T77,Ernie Els,72,-83,4.63,1120
79,T77,T77,Richard Johnson,90,-83,4.69,1355
80,T77,T77,Rod Pampling,77,-83,4.67,1265
81,82,82,Mathew Goggin,85,-82,4.69,1330
82,T83,T83,Zach Johnson,93,-81,4.71,1400
83,T83,T83,Troy Matteson,84,-81,4.7,1330
84,T83,T83,Mark Wilson,87,-81,4.71,1385
85,T86,T86,Pat Perez,90,-80,4.72,1435
86,T86,T86,Ted Purdy,86,-80,4.71,1380
87,T88,T88,Daniel Chopra,74,-79,4.67,1185
88,T88,T88,Jason Day,82,-79,4.68,1235
89,T88,T88,Nicholas Thompson,88,-79,4.72,1430
90,T88,T88,Chris Tidland,77,-79,4.69,1255
91,T88,T88,Boo Weekley,88,-79,4.7,1335
92,T93,T93,Tim Clark,88,-78,4.71,1335
93,T93,T93,Steve Flesch,78,-78,4.7,1305
94,T95,T95,John Mallinger,78,-77,4.69,1250
95,T95,T95,Ryan Palmer,84,-77,4.72,1355
96,T95,T95,Tom Pernice Jr.,74,-77,4.66,1135
97,T95,T95,Garrett Willis,82,-77,4.71,1320
98,T99,T99,Tim Herron,79,-75,4.69,1225
99,T99,T99,Will MacKenzie,72,-75,4.66,1115
100,T99,T99,Sean O'Hair,84,-75,4.72,1325
101,T99,T99,Jeff Overton,89,-75,4.72,1355
102,T99,T99,Aron Price,70,-75,4.65,1080
103,T99,T99,David Toms,86,-75,4.72,1330
104,105,105,Adam Scott,70,-74,4.67,1135
105,T106,T106,Justin Leonard,89,-73,4.71,1275
106,T106,T106,Steve Marino,81,-73,4.73,1335
107,T106,T106,Jeff Quinney,91,-73,4.74,1415
108,T106,T106,Johnson Wagner,85,-73,4.73,1360
109,110,110,Derek Lamely,81,-72,4.72,1295
110,T111,T111,Henrik Bjornstad,72,-71,4.7,1175
111,T111,T111,Chris Couch,66,-71,4.67,1080
112,T111,T111,Chris DiMarco,88,-71,4.74,1390
113,T111,T111,George McNeill,79,-71,4.71,1240
114,T111,T111,Cameron Percy,73,-71,4.7,1195
115,T116,T116,Jim Furyk,76,-70,4.7,1175
116,T116,T116,Lee Janzen,77,-70,4.71,1200
117,T116,T116,Bryce Molder,84,-70,4.74,1345
118,T119,T119,Blake Adams,84,-69,4.73,1260
119,T119,T119,Bill Lunde,79,-69,4.74,1340
120,T119,T119,Paul Stankowski,62,-69,4.63,940
121,122,122,Carl Pettersson,99,-68,4.78,1570
122,T123,T123,Michael Bradley,77,-67,4.73,1230
123,T123,T123,Bob Estes,79,-67,4.73,1220
124,T123,T123,Roland Thatcher,72,-67,4.7,1135
125,T126,T126,Chad Campbell,94,-66,4.77,1445
126,T126,T126,Joe Durant,67,-66,4.67,1000
