,Tenth_Tee_Late_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_1_Scoring_Average_AVG,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Marc Leishman,66.0,66,1
1,T1,T1,Ian Poulter,66.0,66,1
2,3,3,Andres Romero,67.5,135,2
3,T4,T4,Robert Allenby,67.67,203,3
4,T4,T4,Retief Goosen,67.67,203,3
5,6,6,Jason Day,67.75,271,4
6,7,7,Blake Adams,67.83,407,6
7,T8,T8,Ernie Els,68.0,68,1
8,T8,T8,J.P. Hayes,68.0,136,2
9,10,10,Paul Casey,68.2,341,5
10,T11,T11,Jason Dufner,68.33,410,6
11,T11,T11,George McNeill,68.33,205,3
12,13,13,Bo Van Pelt,68.67,412,6
13,14,14,Cameron Tringale,68.75,275,4
14,15,15,Garrett Willis,68.8,344,5
15,16,16,John Rollins,68.83,413,6
16,T17,T17,Joe Durant,69.0,414,6
17,T17,T17,Charley Hoffman,69.0,414,6
18,T17,T17,Skip Kendall,69.0,207,3
19,20,20,Michael Letzig,69.1,691,10
20,21,21,Vijay Singh,69.25,277,4
21,T22,T22,Martin Laird,69.4,347,5
22,T22,T22,Heath Slocum,69.4,347,5
23,24,24,Tim Clark,69.5,417,6
24,T25,T25,Chris Couch,69.57,487,7
25,T25,T25,Brendon de Jonge,69.57,487,7
26,T27,T27,Richard Johnson,69.67,209,3
27,T27,T27,David Toms,69.67,209,3
28,T27,T27,Nick Watney,69.67,418,6
29,T30,T30,K.J. Choi,69.75,279,4
30,T30,T30,David Duval,69.75,279,4
31,T30,T30,Adam Scott,69.75,279,4
32,T30,T30,Nicholas Thompson,69.75,279,4
33,T30,T30,Charles Warren,69.75,279,4
34,T35,T35,Ricky Barnes,69.8,698,10
35,T35,T35,Matt Jones,69.8,349,5
36,T35,T35,Bryce Molder,69.8,349,5
37,T35,T35,Dean Wilson,69.8,349,5
38,39,39,Tim Petrovic,69.82,768,11
39,40,40,Charles Howell III,69.86,489,7
40,T41,T41,Webb Simpson,69.88,559,8
41,T41,T41,D.J. Trahan,69.88,559,8
42,T43,T43,Ángel Cabrera,70.0,140,2
43,T43,T43,J.B. Holmes,70.0,420,6
44,T43,T43,Shaun Micheel,70.0,350,5
45,T43,T43,Carl Pettersson,70.0,630,9
46,T43,T43,Vance Veazey,70.0,70,1
47,T43,T43,Brett Wetterich,70.0,210,3
48,49,49,Jeff Maggert,70.14,491,7
49,50,50,John Merrick,70.17,421,6
50,51,51,Matt Every,70.2,351,5
51,52,52,Charlie Wi,70.22,632,9
52,53,53,Tom Gillis,70.27,773,11
53,54,54,Brett Quigley,70.29,492,7
54,55,55,Spencer Levin,70.3,703,10
55,T56,T56,John Daly,70.33,211,3
56,T56,T56,Chris DiMarco,70.33,422,6
57,T56,T56,Will MacKenzie,70.33,422,6
58,T56,T56,Garth Mulroy,70.33,211,3
59,60,60,Michael Connell,70.4,352,5
60,61,61,Jonathan Byrd,70.43,493,7
61,T62,T62,Steve Elkington,70.5,423,6
62,T62,T62,Matt Kuchar,70.5,282,4
63,T62,T62,Rod Pampling,70.5,141,2
64,T62,T62,Pat Perez,70.5,282,4
65,T62,T62,Kenny Perry,70.5,282,4
66,T62,T62,John Senden,70.5,705,10
67,T62,T62,Kevin Stadler,70.5,705,10
68,T62,T62,Josh Teater,70.5,564,8
69,T62,T62,Y.E. Yang,70.5,282,4
70,T71,T71,D.A. Points,70.57,494,7
71,T71,T71,Kevin Streelman,70.57,494,7
72,73,73,Bill Haas,70.58,847,12
73,74,74,Cameron Percy,70.6,353,5
74,75,75,Ryuji Imada,70.64,777,11
75,T76,T76,Ben Crane,70.67,424,6
