,Early_Par_5_Scoring_Average_RANK THIS WEEK,Early_Par_5_Scoring_Average_RANK LAST WEEK,Early_Par_5_Scoring_Average_PLAYER NAME,Early_Par_5_Scoring_Average_ROUNDS,Early_Par_5_Scoring_Average_AVG,Early_Par_5_Scoring_Average_TOTAL STROKES,Early_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Charley Hoffman,85,4.48,596,133
1,T2,T2,Matt Kuchar,97,4.5,540,120
2,T2,T2,D.J. Trahan,92,4.5,626,139
3,T4,T4,Jonathan Byrd,85,4.52,578,128
4,T4,T4,Bubba Watson,77,4.52,556,123
5,T6,T6,Dustin Johnson,83,4.53,498,110
6,T6,T6,Phil Mickelson,76,4.53,476,105
7,8,8,Stewart Cink,84,4.54,558,123
8,T9,T9,J.B. Holmes,100,4.57,750,164
9,T9,T9,Aron Price,70,4.57,407,89
10,T9,T9,Steve Stricker,73,4.57,430,94
11,12,12,Matt Jones,89,4.58,659,144
12,T13,T13,Ryan Moore,80,4.59,537,117
13,T13,T13,Tom Pernice Jr.,74,4.59,537,117
14,T13,T13,Paul Stankowski,62,4.59,487,106
15,T16,T16,Graham DeLaet,88,4.6,612,133
16,T16,T16,Jim Furyk,76,4.6,469,102
17,T16,T16,Retief Goosen,75,4.6,497,108
18,T16,T16,Charles Howell III,103,4.6,892,194
19,T16,T16,Davis Love III,79,4.6,524,114
20,T21,T21,James Driscoll,78,4.61,548,119
21,T21,T21,Padraig Harrington,57,4.61,341,74
22,T21,T21,J.J. Henry,92,4.61,733,159
23,T21,T21,Kevin Stadler,86,4.61,646,140
24,T25,T25,Matt Bettencourt,91,4.62,739,160
25,T25,T25,Jason Day,82,4.62,536,116
26,T25,T25,Bill Haas,87,4.62,540,117
27,T25,T25,John Mallinger,78,4.62,485,105
28,T25,T25,Garth Mulroy,53,4.62,388,84
29,T25,T25,Joe Ogilvie,99,4.62,739,160
30,T25,T25,Pat Perez,90,4.62,734,159
31,T25,T25,Justin Rose,78,4.62,573,124
32,T25,T25,Webb Simpson,98,4.62,707,153
33,T25,T25,Vijay Singh,75,4.62,508,110
34,T25,T25,Vaughn Taylor,87,4.62,693,150
35,T36,T36,Chris Couch,66,4.63,417,90
36,T36,T36,Matt Every,60,4.63,403,87
37,T36,T36,Lucas Glover,75,4.63,519,112
38,T36,T36,Ted Purdy,86,4.63,736,159
39,T36,T36,John Rollins,81,4.63,583,126
40,T36,T36,John Senden,103,4.63,676,146
41,T36,T36,Chris Stroud,90,4.63,653,141
42,T36,T36,Kevin Sutherland,86,4.63,634,137
43,T36,T36,Bo Van Pelt,104,4.63,746,161
44,T36,T36,Brett Wetterich,54,4.63,333,72
45,T46,T46,Henrik Bjornstad,72,4.64,627,135
46,T46,T46,Brian Gay,101,4.64,780,168
47,T46,T46,Tom Gillis,97,4.64,729,157
48,T46,T46,Michael Letzig,84,4.64,659,142
49,T46,T46,Troy Merritt,86,4.64,677,146
50,T46,T46,Ryan Palmer,84,4.64,668,144
51,T52,T52,Woody Austin,93,4.65,716,154
52,T52,T52,Paul Casey,64,4.65,316,68
53,T52,T52,Jason Dufner,87,4.65,749,161
54,T52,T52,Steve Elkington,74,4.65,553,119
55,T52,T52,Martin Flores,75,4.65,539,116
56,T52,T52,Jerry Kelly,99,4.65,707,152
57,T52,T52,Will MacKenzie,72,4.65,544,117
58,T52,T52,Steve Marino,81,4.65,576,124
59,T52,T52,John Merrick,109,4.65,903,194
60,T52,T52,Kevin Streelman,90,4.65,740,159
61,T52,T52,Roland Thatcher,72,4.65,516,111
62,T52,T52,David Toms,86,4.65,618,133
63,T64,T64,K.J. Choi,82,4.66,573,123
64,T64,T64,Daniel Chopra,74,4.66,596,128
