,Round_2_Scoring_Average_RANK THIS WEEK,Round_2_Scoring_Average_RANK LAST WEEK,Round_2_Scoring_Average_PLAYER NAME,Round_2_Scoring_Average_AVG,Round_2_Scoring_Average_TOTAL STROKES,Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Spencer Levin,69.23,2146,31
1,2,2,Retief Goosen,69.33,1248,18
2,3,3,Joe Durant,69.42,1319,19
3,4,4,Phil Mickelson,69.5,1390,20
4,T5,T5,Michael Connell,69.52,1738,25
5,T5,T5,Kevin Na,69.52,1738,25
6,7,7,Kevin Sutherland,69.56,1739,25
7,8,8,Chad Campbell,69.58,1809,26
8,9,9,Steve Elkington,69.62,1462,21
9,10,10,Charlie Wi,69.63,1880,27
10,11,11,Bryce Molder,69.65,1811,26
11,12,12,Steve Stricker,69.67,1254,18
12,13,13,Dustin Johnson,69.68,1533,22
13,14,14,Justin Rose,69.73,1534,22
14,15,15,Greg Chalmers,69.74,1883,27
15,16,16,Charley Hoffman,69.79,1675,24
16,T17,T17,Shaun Micheel,69.81,1466,21
17,T17,T17,Johnson Wagner,69.81,1885,27
18,T19,T19,Graham DeLaet,69.82,1955,28
19,T19,T19,Cliff Kresge,69.82,1187,17
20,21,21,Dean Wilson,69.83,1257,18
21,22,22,Jeff Overton,69.84,1746,25
22,23,23,J.B. Holmes,69.85,1816,26
23,T24,T24,Ryuji Imada,69.89,1957,28
24,T24,T24,Paul Stankowski,69.89,1258,18
25,26,26,Chris DiMarco,69.91,1608,23
26,27,27,Aaron Baddeley,69.92,1818,26
27,T28,T28,Charles Howell III,69.93,1958,28
28,T28,T28,Brett Quigley,69.93,1958,28
29,30,30,Brendon de Jonge,69.94,2238,32
30,31,31,D.J. Trahan,69.96,1889,27
31,T32,T32,Matt Kuchar,70.0,1750,25
32,T32,T32,Tom Pernice Jr.,70.0,1540,22
33,34,34,Tom Gillis,70.04,1891,27
34,35,35,Jim Furyk,70.05,1401,20
35,36,36,Lucas Glover,70.09,1542,22
36,37,37,Robert Allenby,70.1,1402,20
37,38,38,Bo Van Pelt,70.14,1964,28
38,39,39,Boo Weekley,70.15,1894,27
39,40,40,J.P. Hayes,70.16,1754,25
40,T41,T41,Paul Casey,70.19,1123,16
41,T41,T41,Pat Perez,70.19,1825,26
42,T43,T43,Rickie Fowler,70.21,1966,28
43,T43,T43,Zach Johnson,70.21,1685,24
44,T45,T45,Lee Janzen,70.23,1826,26
45,T45,T45,Brandt Snedeker,70.23,1826,26
46,T47,T47,Robert Garrigus,70.24,1475,21
47,T47,T47,Brian Gay,70.24,2037,29
48,49,49,Tim Herron,70.25,1686,24
49,T50,T50,Stewart Cink,70.27,1546,22
50,T50,T50,Justin Leonard,70.27,1827,26
51,T52,T52,Carl Pettersson,70.28,2038,29
52,T52,T52,D.A. Points,70.28,2038,29
53,T54,T54,Freddie Jacobson,70.29,1687,24
54,T54,T54,Andres Romero,70.29,1476,21
55,56,56,Tim Petrovic,70.31,2250,32
56,57,57,Webb Simpson,70.32,2180,31
57,58,58,Jay Williamson,70.33,1688,24
58,59,59,Stephen Ames,70.35,1407,20
59,60,60,Camilo Villegas,70.37,1337,19
60,T61,T61,Blake Adams,70.38,1830,26
61,T61,T61,Chad Collins,70.38,1830,26
62,63,63,Jason Day,70.39,1619,23
63,64,64,Bill Haas,70.4,1760,25
64,65,65,Aron Price,70.41,1549,22
65,T66,T66,John Merrick,70.42,2183,31
66,T66,T66,John Rollins,70.42,1831,26
67,T68,T68,Jerry Kelly,70.43,1972,28
68,T68,T68,Chris Tidland,70.43,1620,23
69,T70,T70,Scott Piercy,70.44,1902,27
70,T70,T70,Omar Uresti,70.44,1902,27
71,72,72,Luke Donald,70.47,1339,19
72,T73,T73,Briny Baird,70.48,1903,27
73,T73,T73,Tim Clark,70.48,1621,23
74,T73,T73,Richard Johnson,70.48,1903,27
75,T73,T73,Kevin Streelman,70.48,1903,27
76,77,77,Jeev Milkha Singh,70.5,1269,18
77,T78,T78,J.J. Henry,70.52,1904,27
78,T78,T78,Matt Jones,70.52,1904,27
79,80,80,John Senden,70.53,2116,30
80,81,81,Alex Prugh,70.54,1975,28
81,T82,T82,Matt Every,70.56,1270,18
82,T82,T82,Jeff Maggert,70.56,1764,25
83,T82,T82,Heath Slocum,70.56,1764,25
84,T82,T82,Jimmy Walker,70.56,1905,27
85,T82,T82,Brett Wetterich,70.56,1129,16
86,87,87,Greg Owen,70.57,1623,23
87,88,88,Josh Teater,70.58,2188,31
88,89,89,Troy Matteson,70.61,1977,28
89,90,90,Jonathan Byrd,70.62,1836,26
90,91,91,Ernie Els,70.63,1342,19
91,92,92,Mark Wilson,70.64,1978,28
92,T93,T93,Michael Bradley,70.67,1696,24
93,T93,T93,Ben Curtis,70.67,1696,24
94,T93,T93,Garrett Willis,70.67,1696,24
95,T96,T96,K.J. Choi,70.68,1555,22
96,T96,T96,Will MacKenzie,70.68,1555,22
97,T96,T96,Adam Scott,70.68,1343,19
98,T99,T99,Sergio Garcia,70.71,990,14
99,T99,T99,Hunter Mahan,70.71,1697,24
100,T99,T99,Chris Riley,70.71,1697,24
101,102,102,Skip Kendall,70.72,1273,18
102,T103,T103,Ben Crane,70.73,1556,22
103,T103,T103,James Nitties,70.73,2122,30
104,T103,T103,Bubba Watson,70.73,1556,22
105,T106,T106,John Daly,70.74,1344,19
106,T106,T106,Brian Davis,70.74,2193,31
107,T106,T106,Chris Stroud,70.74,1910,27
108,109,109,David Toms,70.75,1698,24
109,T110,T110,Woody Austin,70.76,2052,29
110,T110,T110,Billy Mayfair,70.76,1769,25
111,T112,T112,Stuart Appleby,70.77,2194,31
112,T112,T112,Alex Cejka,70.77,1840,26
113,114,114,Jarrod Lyle,70.78,1274,18
114,T115,T115,Bill Lunde,70.81,1912,27
115,T115,T115,Kevin Stadler,70.81,1912,27
116,117,117,Padraig Harrington,70.82,1204,17
117,118,118,Nick Watney,70.87,1630,23
118,119,119,Roland Thatcher,70.88,1772,25
119,120,120,Michael Sim,70.89,1347,19
120,121,121,Charles Warren,70.9,1489,21
121,T122,T122,Marc Leishman,70.92,1844,26
122,T122,T122,Sean O'Hair,70.92,1702,24
123,T124,T124,Ricky Barnes,71.0,1988,28
124,T124,T124,Martin Laird,71.0,1846,26
125,T124,T124,Scott McCarron,71.0,2059,29
126,T124,T124,Joe Ogilvie,71.0,2272,32
127,T124,T124,Vaughn Taylor,71.0,1846,26
128,129,129,Rod Pampling,71.04,1847,26
129,130,130,Jason Bohn,71.08,1777,25
130,T131,T131,James Driscoll,71.12,1849,26
131,T131,T131,Martin Flores,71.12,1849,26
132,T133,T133,Davis Love III,71.13,1707,24
133,T133,T133,Cameron Percy,71.13,1707,24
134,T135,T135,Steve Marino,71.17,1637,23
135,T135,T135,Brenden Pappas,71.17,1708,24
136,137,137,Steve Flesch,71.2,1780,25
137,138,138,Paul Goydos,71.21,1709,24
138,139,139,Nathan Green,71.22,1923,27
139,T140,T140,George McNeill,71.26,1924,27
140,T140,T140,Kenny Perry,71.26,1354,19
141,142,142,Jeff Quinney,71.28,2067,29
142,143,143,Chris Couch,71.29,1497,21
143,144,144,Kris Blanks,71.31,2068,29
144,T145,T145,Cameron Beckman,71.32,1783,25
145,T145,T145,Trevor Immelman,71.32,1355,19
146,T145,T145,Brian Stuard,71.32,1997,28
147,T148,T148,Bob Estes,71.35,1855,26
148,T148,T148,Rocco Mediate,71.35,1641,23
149,150,150,Ian Poulter,71.36,999,14
150,151,151,Henrik Bjornstad,71.38,1856,26
151,152,152,Scott Verplank,71.4,1428,20
152,153,153,Jeff Gove,71.41,1571,22
153,154,154,Michael Letzig,71.46,1858,26
154,155,155,Steve Wheatcroft,71.48,1930,27
155,T156,T156,Geoff Ogilvy,71.5,1287,18
156,T156,T156,Vance Veazey,71.5,1573,22
157,158,158,Derek Lamely,71.52,1931,27
158,159,159,John Mallinger,71.54,2003,28
159,160,160,Matt Bettencourt,71.55,2218,31
160,161,161,Mathew Goggin,71.57,2004,28
161,162,162,Cameron Tringale,71.59,1575,22
162,163,163,Brent Delahoussaye,71.62,1504,21
163,164,164,Ted Purdy,71.63,2149,30
164,T165,T165,Rich Barcelo,71.68,1792,25
165,T165,T165,David Lutterus,71.68,1792,25
166,T165,T165,Vijay Singh,71.68,1577,22
167,168,168,Ryan Moore,71.7,1649,23
168,169,169,Ryan Palmer,71.74,1937,27
169,170,170,Y.E. Yang,71.75,1435,20
170,T171,T171,Nicholas Thompson,71.76,2081,29
171,T171,T171,Jerod Turner,71.76,1220,17
172,173,173,Roger Tambellini,71.77,1866,26
173,174,174,Craig Bowden,71.79,1364,19
174,175,175,Andrew McLardy,71.8,1436,20
175,176,176,Mike Weir,71.83,1293,18
176,177,177,Ángel Cabrera,71.89,1294,18
177,178,178,Mathias Grönberg,71.95,1583,22
178,179,179,Steve Lowery,71.96,1799,25
179,180,180,Garth Mulroy,72.0,1368,19
180,T181,T181,Daniel Chopra,72.04,1945,27
181,T181,T181,Rory Sabbatini,72.04,1801,25
182,183,183,Jason Dufner,72.08,1802,25
183,184,184,Troy Merritt,72.14,2092,29
184,185,185,David Duval,72.25,1734,24
185,186,186,Chris Wilson,72.32,1808,25
186,187,187,Mark Calcavecchia,72.38,1158,16
187,188,188,Greg Kraft,72.48,1522,21
188,189,189,Rory McIlroy,72.6,1089,15
189,190,190,Justin Bolli,72.96,1678,23
190,191,191,Kevin Johnson,73.0,1825,25
191,192,192,Brad Faxon,73.32,1613,22
