,Early_Round_1_Scoring_Average_RANK THIS WEEK,Early_Round_1_Scoring_Average_RANK LAST WEEK,Early_Round_1_Scoring_Average_PLAYER NAME,Early_Round_1_Scoring_Average_AVG,Early_Round_1_Scoring_Average_TOTAL STROKES,Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Steve Stricker,68.2,341,5
1,2,2,Charley Hoffman,68.58,823,12
2,3,3,Paul Goydos,68.6,1029,15
3,4,4,Bubba Watson,68.67,824,12
4,5,5,Matt Kuchar,68.82,1170,17
5,6,6,Garrett Willis,68.91,758,11
6,T7,T7,Joe Durant,69.0,759,11
7,T7,T7,Zach Johnson,69.0,621,9
8,9,9,K.J. Choi,69.08,829,12
9,10,10,Dustin Johnson,69.14,484,7
10,11,11,Justin Rose,69.15,899,13
11,T12,T12,Jason Day,69.17,830,12
12,T12,T12,Rory McIlroy,69.17,415,6
13,T12,T12,Tom Pernice Jr.,69.17,830,12
14,15,15,Vijay Singh,69.18,761,11
15,T16,T16,Matt Jones,69.2,1038,15
16,T16,T16,Paul Stankowski,69.2,692,10
17,18,18,Phil Mickelson,69.22,623,9
18,19,19,Mike Weir,69.3,693,10
19,20,20,Ryan Moore,69.31,901,13
20,T21,T21,Jeff Quinney,69.33,1040,15
21,T21,T21,John Senden,69.33,832,12
22,T21,T21,Kevin Sutherland,69.33,832,12
23,24,24,Jonathan Byrd,69.43,972,14
24,T25,T25,Chad Collins,69.5,1112,16
25,T25,T25,Rickie Fowler,69.5,1112,16
26,T25,T25,Charles Howell III,69.5,1112,16
27,T25,T25,Jeev Milkha Singh,69.5,556,8
28,29,29,Ryuji Imada,69.54,904,13
29,T30,T30,James Driscoll,69.55,765,11
30,T30,T30,Jeff Overton,69.55,765,11
31,32,32,J.B. Holmes,69.6,1044,15
32,33,33,Heath Slocum,69.62,905,13
33,34,34,Woody Austin,69.63,1114,16
34,35,35,Chris DiMarco,69.64,975,14
35,T36,T36,Ben Crane,69.67,627,9
36,T36,T36,Chris Tidland,69.67,836,12
37,38,38,J.J. Henry,69.75,837,12
38,39,39,Jarrod Lyle,69.78,628,9
39,T40,T40,Luke Donald,69.8,698,10
40,T40,T40,Bob Estes,69.8,1047,15
41,42,42,Jay Williamson,69.81,1117,16
42,43,43,Chris Couch,69.83,838,12
43,44,44,Ryan Palmer,69.88,1188,17
44,T45,T45,Briny Baird,69.92,839,12
45,T45,T45,Jason Bohn,69.92,839,12
46,T45,T45,David Toms,69.92,909,13
47,T48,T48,Brent Delahoussaye,70.0,560,8
48,T48,T48,Matt Every,70.0,700,10
49,T48,T48,Jerry Kelly,70.0,980,14
50,T48,T48,Kenny Perry,70.0,700,10
51,T48,T48,Vaughn Taylor,70.0,980,14
52,53,53,Pat Perez,70.06,1121,16
53,T54,T54,Chris Riley,70.07,981,14
54,T54,T54,D.J. Trahan,70.07,981,14
55,T56,T56,Padraig Harrington,70.11,631,9
56,T56,T56,Dean Wilson,70.11,631,9
57,T58,T58,Steve Marino,70.14,982,14
58,T58,T58,Sean O'Hair,70.14,982,14
