,Par_4_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_4_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_4_Birdie_or_Better_Leaders_PLAYER NAME,Par_4_Birdie_or_Better_Leaders_ROUNDS,Par_4_Birdie_or_Better_Leaders_%,Par_4_Birdie_or_Better_Leaders_PAR 4 BIRDIES OR BETTER,Par_4_Birdie_or_Better_Leaders_PAR 4 HOLES
95,T95,T95,Brian Gay,101,16.4,175,1067
96,97,97,Mark Calcavecchia,50,16.36,89,544
97,T98,T98,Tom Pernice Jr.,74,16.34,133,814
98,T98,T98,John Senden,103,16.34,182,1114
99,100,100,Bill Haas,87,16.31,152,932
100,101,101,Brett Wetterich,54,16.27,96,590
101,102,102,Chad Collins,87,16.26,154,947
102,103,103,Bob Estes,79,16.2,138,852
103,104,104,Jeff Maggert,76,16.16,133,823
104,105,105,Jason Day,82,16.15,146,904
105,T106,T106,Cameron Beckman,68,16.11,120,745
106,T106,T106,Scott Verplank,74,16.11,130,807
107,108,108,Woody Austin,93,16.03,160,998
108,T109,T109,Richard Johnson,90,16.01,159,993
109,T109,T109,Boo Weekley,88,16.01,154,962
110,111,111,Jarrod Lyle,54,15.99,94,588
111,112,112,D.A. Points,90,15.98,155,970
112,T113,T113,Charles Howell III,103,15.97,176,1102
113,T113,T113,Skip Kendall,58,15.97,100,626
114,T115,T115,Mathias Grönberg,61,15.96,106,664
115,T115,T115,Alex Prugh,88,15.96,151,946
116,117,117,Jerry Kelly,99,15.95,171,1072
117,T118,T118,Billy Mayfair,78,15.93,134,841
118,T118,T118,Josh Teater,101,15.93,172,1080
119,120,120,Hunter Mahan,85,15.9,145,912
120,121,121,Aron Price,70,15.88,121,762
121,122,122,Chris Tidland,77,15.86,131,826
122,123,123,Kenny Perry,69,15.81,117,740
123,124,124,Greg Owen,69,15.8,116,734
124,125,125,Ryuji Imada,90,15.78,154,976
125,126,126,James Driscoll,78,15.74,133,845
126,127,127,Tim Petrovic,105,15.7,178,1134
127,128,128,Sergio Garcia,58,15.66,88,562
128,129,129,Ryan Moore,80,15.65,134,856
129,130,130,Jeev Milkha Singh,59,15.64,96,614
130,131,131,Joe Ogilvie,99,15.63,166,1062
131,132,132,Scott McCarron,90,15.59,150,962
132,133,133,Kevin Johnson,62,15.54,103,663
133,134,134,Marc Leishman,87,15.53,150,966
134,135,135,James Nitties,92,15.52,153,986
135,136,136,Padraig Harrington,57,15.46,94,608
136,137,137,David Duval,71,15.45,116,751
137,138,138,Lee Janzen,77,15.42,128,830
138,139,139,J.J. Henry,92,15.41,153,993
139,140,140,Mathew Goggin,85,15.4,142,922
140,141,141,Sean O'Hair,84,15.39,137,890
141,T142,T142,Steve Elkington,74,15.38,120,780
142,T142,T142,Brian Stuard,81,15.38,135,878
143,T144,T144,Stuart Appleby,101,15.36,169,1100
144,T144,T144,Davis Love III,79,15.36,133,866
145,T144,T144,Brett Quigley,96,15.36,157,1022
146,147,147,Tim Herron,79,15.3,131,856
147,148,148,Kris Blanks,91,15.29,148,968
148,149,149,Chris DiMarco,88,15.27,144,943
149,150,150,Alex Cejka,81,15.23,131,860
150,151,151,Matt Bettencourt,91,15.18,146,962
151,152,152,John Merrick,109,15.17,179,1180
152,153,153,John Mallinger,78,15.16,127,838
153,154,154,Martin Laird,91,15.15,150,990
154,155,155,Jason Dufner,87,15.13,141,932
155,156,156,Daniel Chopra,74,15.08,119,789
156,157,157,Rich Barcelo,70,15.04,114,758
157,158,158,Mark Wilson,87,15.03,141,938
158,159,159,Michael Bradley,77,15.02,125,832
159,160,160,Brenden Pappas,66,14.96,105,702
160,161,161,Ian Poulter,55,14.89,81,544
161,162,162,Brent Delahoussaye,57,14.82,91,614
162,163,163,Cameron Tringale,55,14.8,87,588
163,T164,T164,Nathan Green,86,14.78,138,934
164,T164,T164,Steve Lowery,67,14.78,106,717
165,166,166,Chris Wilson,65,14.74,102,692
166,167,167,Martin Flores,75,14.66,117,798
167,168,168,Vance Veazey,58,14.63,91,622
168,169,169,Omar Uresti,74,14.56,115,790
169,170,170,Ted Purdy,86,14.35,132,920
170,171,171,Jerod Turner,54,14.33,84,586
171,172,172,Ben Curtis,78,14.32,123,859
172,173,173,Steve Flesch,78,14.23,117,822
173,174,174,Roland Thatcher,72,14.21,110,774
174,175,175,Troy Matteson,84,14.14,129,912
175,176,176,Roger Tambellini,77,14.08,116,824
176,177,177,Brian Davis,101,14.01,151,1078
177,178,178,Trevor Immelman,55,13.93,84,603
178,179,179,Rocco Mediate,71,13.91,106,762
179,180,180,Mike Weir,59,13.89,85,612
180,T181,T181,Briny Baird,87,13.87,132,952
181,T181,T181,Bill Lunde,79,13.87,115,829
182,183,183,Garth Mulroy,53,13.83,78,564
183,184,184,Jeff Gove,57,13.77,84,610
184,T185,T185,Craig Bowden,56,13.62,82,602
185,T185,T185,Andrew McLardy,52,13.62,76,558
186,187,187,Brad Faxon,58,13.61,84,617
187,188,188,Derek Lamely,81,13.59,118,868
188,189,189,David Lutterus,69,13.01,96,738
189,190,190,Rod Pampling,77,12.84,105,818
190,191,191,Greg Kraft,52,12.59,70,556
191,192,192,Justin Bolli,55,12.41,73,588
