,First_Tee_Late_Round_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_3_Scoring_Average_AVG,First_Tee_Late_Round_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Scott Piercy,67.0,268,4
1,T1,T1,Brett Wetterich,67.0,201,3
2,3,3,Richard Johnson,67.2,336,5
3,4,4,Chad Collins,67.4,337,5
4,5,5,Scott McCarron,67.6,338,5
5,6,6,Troy Merritt,67.67,203,3
6,T7,T7,Steve Flesch,68.0,68,1
7,T7,T7,Lee Janzen,68.0,272,4
8,T7,T7,Skip Kendall,68.0,136,2
9,10,10,Matt Jones,68.13,545,8
10,11,11,Jeff Overton,68.22,614,9
11,12,12,Ben Curtis,68.25,273,4
12,13,13,Cameron Percy,68.33,205,3
13,T14,T14,Bill Haas,68.5,822,12
14,T14,T14,Paul Stankowski,68.5,274,4
15,T14,T14,Roger Tambellini,68.5,274,4
16,T14,T14,Jimmy Walker,68.5,274,4
17,T18,T18,Briny Baird,68.67,412,6
18,T18,T18,Bob Estes,68.67,412,6
19,T18,T18,Justin Leonard,68.67,412,6
20,21,21,Chris Couch,68.71,481,7
21,T22,T22,Blake Adams,68.8,344,5
22,T22,T22,Brandt Snedeker,68.8,344,5
23,T22,T22,Dean Wilson,68.8,344,5
24,25,25,Michael Sim,68.83,413,6
25,T26,T26,Ryan Palmer,68.86,482,7
26,T26,T26,Kenny Perry,68.86,482,7
27,28,28,Carl Pettersson,68.89,620,9
28,29,29,Brendon de Jonge,68.9,689,10
29,T30,T30,Stuart Appleby,69.0,345,5
30,T30,T30,Freddie Jacobson,69.0,207,3
31,T30,T30,Jeff Maggert,69.0,414,6
32,T30,T30,Mark Wilson,69.0,345,5
33,34,34,Jim Furyk,69.1,691,10
34,T35,T35,Aaron Baddeley,69.14,484,7
35,T35,T35,Davis Love III,69.14,484,7
36,T35,T35,Tim Petrovic,69.14,484,7
37,T35,T35,Boo Weekley,69.14,484,7
38,39,39,Ernie Els,69.17,415,6
39,40,40,Steve Stricker,69.2,692,10
40,T41,T41,Ryan Moore,69.22,623,9
41,T41,T41,Nick Watney,69.22,623,9
42,43,43,Kevin Na,69.3,693,10
43,T44,T44,Jonathan Byrd,69.33,624,9
44,T44,T44,Michael Connell,69.33,416,6
45,T44,T44,Martin Flores,69.33,208,3
46,T44,T44,Cameron Tringale,69.33,208,3
47,T48,T48,Will MacKenzie,69.4,347,5
48,T48,T48,D.A. Points,69.4,347,5
49,T48,T48,Andres Romero,69.4,347,5
50,51,51,John Senden,69.42,833,12
51,52,52,Webb Simpson,69.44,625,9
52,53,53,Charlie Wi,69.45,764,11
53,T54,T54,Luke Donald,69.5,695,10
54,T54,T54,Martin Laird,69.5,556,8
55,T54,T54,Spencer Levin,69.5,695,10
56,T54,T54,Troy Matteson,69.5,417,6
57,T54,T54,Billy Mayfair,69.5,278,4
58,T54,T54,Scott Verplank,69.5,278,4
59,T54,T54,Bubba Watson,69.5,417,6
60,T61,T61,Justin Rose,69.57,487,7
61,T61,T61,Heath Slocum,69.57,487,7
62,63,63,Cameron Beckman,69.6,348,5
63,T64,T64,Michael Bradley,69.67,209,3
64,T64,T64,Tom Gillis,69.67,418,6
