,Back_9_Par_5_Scoring_Average_RANK THIS WEEK,Back_9_Par_5_Scoring_Average_RANK LAST WEEK,Back_9_Par_5_Scoring_Average_PLAYER NAME,Back_9_Par_5_Scoring_Average_ROUNDS,Back_9_Par_5_Scoring_Average_AVG,Back_9_Par_5_Scoring_Average_TOTAL STROKES,Back_9_Par_5_Scoring_Average_TOTAL HOLES
0,T1,T1,J.B. Holmes,100,4.55,747,164
1,T1,T1,Bubba Watson,77,4.55,591,130
2,3,3,Charley Hoffman,85,4.56,679,149
3,4,4,Charles Howell III,103,4.57,796,174
4,5,5,Vaughn Taylor,87,4.58,705,154
5,T6,T6,Matt Kuchar,97,4.59,743,162
6,T6,T6,John Merrick,109,4.59,845,184
7,T6,T6,D.J. Trahan,92,4.59,730,159
8,T9,T9,Tom Gillis,97,4.6,755,164
9,T9,T9,Bill Haas,87,4.6,662,144
10,T9,T9,Adam Scott,70,4.6,543,118
11,T12,T12,Matt Every,60,4.62,485,105
12,T12,T12,Webb Simpson,98,4.62,753,163
13,T12,T12,Steve Stricker,73,4.62,554,120
14,T12,T12,Bo Van Pelt,104,4.62,776,168
15,T16,T16,Phil Mickelson,76,4.63,621,134
16,T16,T16,Justin Rose,78,4.63,579,125
17,T16,T16,Kevin Stadler,86,4.63,723,156
18,T19,T19,Trevor Immelman,55,4.64,418,90
19,T19,T19,Dustin Johnson,83,4.64,640,138
20,T19,T19,Matt Jones,89,4.64,696,150
21,T19,T19,Ryan Moore,80,4.64,622,134
22,T19,T19,Nick Watney,91,4.64,706,152
23,T24,T24,Robert Allenby,76,4.65,558,120
24,T24,T24,Matt Bettencourt,91,4.65,762,164
25,T24,T24,Jonathan Byrd,85,4.65,674,145
26,T24,T24,Kevin Sutherland,86,4.65,734,158
27,T24,T24,Cameron Tringale,55,4.65,446,96
28,T24,T24,Mark Wilson,87,4.65,698,150
29,T30,T30,Stewart Cink,84,4.66,596,128
30,T30,T30,Brendon de Jonge,114,4.66,904,194
31,T30,T30,Graham DeLaet,88,4.66,680,146
32,T30,T30,James Driscoll,78,4.66,611,131
33,T30,T30,Lucas Glover,75,4.66,550,118
34,T30,T30,Ryuji Imada,90,4.66,708,152
35,T30,T30,Michael Letzig,84,4.66,671,144
36,T30,T30,Spencer Levin,110,4.66,839,180
