,Late_Par_3_Scoring_Average_RANK THIS WEEK,Late_Par_3_Scoring_Average_RANK LAST WEEK,Late_Par_3_Scoring_Average_PLAYER NAME,Late_Par_3_Scoring_Average_ROUNDS,Late_Par_3_Scoring_Average_AVG,Late_Par_3_Scoring_Average_TOTAL STROKES,Late_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,David Toms,86,2.9,504,174
1,2,2,Aron Price,70,2.92,482,165
2,3,3,Pat Perez,90,2.94,485,165
3,T4,T4,Jeff Overton,89,2.95,540,183
4,T4,T4,Michael Sim,64,2.95,436,148
5,T4,T4,Steve Stricker,73,2.95,496,168
6,7,7,Michael Connell,89,2.96,500,169
7,T8,T8,Chris DiMarco,88,2.98,491,165
8,T8,T8,Ryuji Imada,90,2.98,518,174
9,T8,T8,Paul Stankowski,62,2.98,325,109
10,T11,T11,David Duval,71,2.99,401,134
11,T11,T11,Tim Herron,79,2.99,488,163
12,T11,T11,Brenden Pappas,66,2.99,407,136
13,T14,T14,Chad Campbell,94,3.0,495,165
14,T14,T14,Spencer Levin,110,3.0,662,221
15,T14,T14,John Senden,103,3.0,679,226
16,T17,T17,Briny Baird,87,3.01,509,169
17,T17,T17,Chad Collins,87,3.01,527,175
18,T17,T17,Luke Donald,71,3.01,524,174
19,T17,T17,Bill Haas,87,3.01,624,207
20,T17,T17,Marc Leishman,87,3.01,455,151
21,T17,T17,Ryan Moore,80,3.01,512,170
22,T17,T17,Kevin Na,94,3.01,593,197
23,T17,T17,Kevin Streelman,90,3.01,494,164
24,T17,T17,Johnson Wagner,85,3.01,518,172
25,T26,T26,Jonathan Byrd,85,3.02,532,176
26,T26,T26,Rickie Fowler,98,3.02,634,210
27,T26,T26,Jim Furyk,76,3.02,522,173
28,T26,T26,Zach Johnson,93,3.02,537,178
29,T26,T26,Andrew McLardy,52,3.02,317,105
30,T26,T26,Shaun Micheel,70,3.02,471,156
31,T26,T26,D.A. Points,90,3.02,496,164
32,T26,T26,Brett Quigley,96,3.02,493,163
33,T26,T26,Andres Romero,73,3.02,402,133
34,T35,T35,Greg Chalmers,93,3.03,549,181
35,T35,T35,Tim Clark,88,3.03,527,174
36,T35,T35,Chris Couch,66,3.03,472,156
37,T35,T35,Ben Crane,85,3.03,421,139
38,T35,T35,Brendon de Jonge,114,3.03,781,258
39,T35,T35,Steve Elkington,74,3.03,475,157
40,T35,T35,Martin Flores,75,3.03,481,159
41,T35,T35,Robert Garrigus,71,3.03,400,132
42,T35,T35,Retief Goosen,75,3.03,439,145
43,T35,T35,Sean O'Hair,84,3.03,558,184
44,T35,T35,Chris Riley,73,3.03,457,151
45,T35,T35,Justin Rose,78,3.03,452,149
46,T35,T35,Heath Slocum,97,3.03,552,182
47,T35,T35,Camilo Villegas,78,3.03,457,151
48,T35,T35,Garrett Willis,82,3.03,442,146
49,T35,T35,Dean Wilson,54,3.03,312,103
50,T51,T51,Woody Austin,93,3.04,544,179
51,T51,T51,Kris Blanks,91,3.04,627,206
52,T51,T51,Jason Bohn,84,3.04,490,161
53,T51,T51,Michael Bradley,77,3.04,359,118
54,T51,T51,K.J. Choi,82,3.04,526,173
55,T51,T51,Brian Davis,101,3.04,612,201
56,T51,T51,Brian Gay,101,3.04,548,180
57,T51,T51,Tom Gillis,97,3.04,583,192
58,T51,T51,J.P. Hayes,79,3.04,459,151
59,T51,T51,Freddie Jacobson,83,3.04,414,136
