,First_Tee_Early_Round_2_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_2_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_2_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_2_Scoring_Average_AVG,First_Tee_Early_Round_2_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,David Toms,66.33,199,3
1,2,2,Bryce Molder,66.83,401,6
2,T3,T3,Chris DiMarco,67.8,339,5
3,T3,T3,Dean Wilson,67.8,339,5
4,T5,T5,Daniel Chopra,68.0,204,3
5,T5,T5,Jay Williamson,68.0,68,1
6,7,7,Pat Perez,68.17,409,6
7,8,8,Matt Jones,68.2,341,5
8,9,9,Freddie Jacobson,68.4,342,5
9,10,10,Retief Goosen,68.43,479,7
10,T11,T11,Jeff Overton,68.6,343,5
11,T11,T11,Cameron Percy,68.6,343,5
12,T13,T13,Lee Janzen,68.67,412,6
13,T13,T13,Marc Leishman,68.67,206,3
14,15,15,Justin Rose,68.75,275,4
15,16,16,Robert Garrigus,68.83,413,6
16,17,17,Johnson Wagner,68.86,482,7
17,18,18,Spencer Levin,68.89,620,9
18,T19,T19,Robert Allenby,69.0,207,3
19,T19,T19,Chris Stroud,69.0,552,8
20,T19,T19,Charles Warren,69.0,276,4
21,22,22,Charlie Wi,69.11,622,9
22,23,23,Bo Van Pelt,69.13,553,8
23,24,24,Blake Adams,69.14,484,7
24,25,25,John Merrick,69.17,415,6
25,T26,T26,Ryuji Imada,69.25,831,12
26,T26,T26,Hunter Mahan,69.25,277,4
27,T26,T26,Chris Riley,69.25,277,4
28,T26,T26,Heath Slocum,69.25,554,8
29,30,30,Michael Sim,69.43,486,7
30,T31,T31,Paul Casey,69.5,417,6
31,T31,T31,Skip Kendall,69.5,278,4
32,T31,T31,Cliff Kresge,69.5,417,6
33,T31,T31,James Nitties,69.5,417,6
34,T31,T31,Kevin Streelman,69.5,556,8
35,T31,T31,D.J. Trahan,69.5,556,8
36,T31,T31,Steve Wheatcroft,69.5,417,6
37,38,38,Boo Weekley,69.56,626,9
38,39,39,Scott Piercy,69.57,487,7
39,T40,T40,Shaun Micheel,69.6,348,5
40,T40,T40,Camilo Villegas,69.6,348,5
41,T42,T42,John Daly,69.67,209,3
42,T42,T42,Tom Gillis,69.67,836,12
43,T42,T42,Charley Hoffman,69.67,627,9
44,T42,T42,Scott McCarron,69.67,627,9
45,T42,T42,Garth Mulroy,69.67,209,3
46,T42,T42,Webb Simpson,69.67,627,9
47,T42,T42,Cameron Tringale,69.67,209,3
48,T42,T42,Bubba Watson,69.67,209,3
49,T50,T50,Charles Howell III,69.71,488,7
50,T50,T50,Jeev Milkha Singh,69.71,488,7
51,52,52,Josh Teater,69.75,558,8
52,T53,T53,Michael Letzig,69.8,698,10
53,T53,T53,Greg Owen,69.8,349,5
54,T55,T55,Joe Durant,69.83,419,6
55,T55,T55,Derek Lamely,69.83,419,6
56,T57,T57,Stephen Ames,69.86,489,7
57,T57,T57,Dustin Johnson,69.86,489,7
58,T57,T57,Jeff Maggert,69.86,489,7
59,60,60,John Senden,69.9,699,10
60,61,61,Tim Petrovic,69.92,839,12
61,T62,T62,Chad Campbell,70.0,490,7
62,T62,T62,Brendon de Jonge,70.0,490,7
63,T62,T62,Graham DeLaet,70.0,490,7
64,T62,T62,Sergio Garcia,70.0,280,4
65,T62,T62,Brian Gay,70.0,770,11
66,T62,T62,Padraig Harrington,70.0,350,5
67,T62,T62,J.B. Holmes,70.0,490,7
68,T62,T62,Tom Pernice Jr.,70.0,490,7
69,T62,T62,Ian Poulter,70.0,140,2
70,T62,T62,Paul Stankowski,70.0,210,3
71,T62,T62,Kevin Sutherland,70.0,280,4
72,T62,T62,Garrett Willis,70.0,350,5
73,74,74,Roland Thatcher,70.08,841,12
74,75,75,Tim Herron,70.13,561,8
75,T76,T76,Matt Every,70.17,421,6
76,T76,T76,Brian Stuard,70.17,421,6
77,T78,T78,Tim Clark,70.2,351,5
78,T78,T78,Steve Marino,70.2,351,5
79,T80,T80,Will MacKenzie,70.29,492,7
80,T80,T80,Brett Quigley,70.29,492,7
81,T82,T82,Matt Kuchar,70.33,422,6
82,T82,T82,Adam Scott,70.33,422,6
83,T84,T84,John Rollins,70.43,493,7
84,T84,T84,Nick Watney,70.43,493,7
85,T86,T86,Greg Chalmers,70.5,423,6
86,T86,T86,K.J. Choi,70.5,423,6
87,T86,T86,Michael Connell,70.5,423,6
88,T86,T86,Jason Day,70.5,282,4
89,T86,T86,Ernie Els,70.5,141,2
90,T86,T86,Lucas Glover,70.5,282,4
91,T86,T86,Rod Pampling,70.5,141,2
92,T86,T86,Chris Tidland,70.5,423,6
93,T86,T86,Mike Weir,70.5,141,2
94,95,95,J.J. Henry,70.55,776,11
95,T96,T96,Ben Crane,70.56,635,9
96,T96,T96,Kevin Stadler,70.56,635,9
97,98,98,Michael Bradley,70.57,494,7
98,99,99,Omar Uresti,70.6,353,5
99,T100,T100,Alex Cejka,70.63,565,8
100,T100,T100,David Lutterus,70.63,565,8
101,T102,T102,Woody Austin,70.67,424,6
102,T102,T102,Briny Baird,70.67,424,6
103,T102,T102,Ángel Cabrera,70.67,212,3
104,T102,T102,Bob Estes,70.67,424,6
105,T102,T102,Bill Haas,70.67,848,12
106,T102,T102,Brett Wetterich,70.67,212,3
107,T108,T108,Bill Lunde,70.75,566,8
108,T108,T108,Kevin Na,70.75,566,8
109,T110,T110,Carl Pettersson,70.78,637,9
110,T110,T110,Alex Prugh,70.78,637,9
111,T112,T112,Brian Davis,70.8,354,5
112,T112,T112,Steve Lowery,70.8,354,5
113,114,114,Stuart Appleby,70.86,496,7
114,115,115,Joe Ogilvie,70.9,709,10
115,T116,T116,Ricky Barnes,71.0,923,13
116,T116,T116,Rickie Fowler,71.0,355,5
117,T116,T116,Martin Laird,71.0,426,6
118,T116,T116,Justin Leonard,71.0,497,7
119,T116,T116,Rocco Mediate,71.0,284,4
120,T116,T116,Phil Mickelson,71.0,142,2
121,T116,T116,Vaughn Taylor,71.0,710,10
122,T116,T116,Nicholas Thompson,71.0,284,4
123,T116,T116,Y.E. Yang,71.0,426,6
124,125,125,Jimmy Walker,71.1,711,10
125,126,126,Jason Dufner,71.14,498,7
126,T127,T127,Cameron Beckman,71.17,427,6
127,T127,T127,Roger Tambellini,71.17,427,6
128,T129,T129,Henrik Bjornstad,71.2,356,5
129,T129,T129,Stewart Cink,71.2,356,5
130,T129,T129,Trevor Immelman,71.2,356,5
131,T132,T132,George McNeill,71.25,285,4
132,T132,T132,Rory Sabbatini,71.25,285,4
133,T132,T132,Steve Stricker,71.25,285,4
134,T135,T135,Matt Bettencourt,71.33,856,12
135,T135,T135,Brad Faxon,71.33,214,3
136,T135,T135,Troy Matteson,71.33,642,9
137,T135,T135,Ted Purdy,71.33,642,9
138,T135,T135,Andres Romero,71.33,214,3
139,T135,T135,Jerod Turner,71.33,428,6
140,141,141,Justin Bolli,71.38,571,8
141,142,142,Jarrod Lyle,71.4,357,5
142,T143,T143,Steve Elkington,71.43,500,7
143,T143,T143,Billy Mayfair,71.43,500,7
144,145,145,Jonathan Byrd,71.44,643,9
145,T146,T146,Chad Collins,71.5,429,6
146,T146,T146,John Mallinger,71.5,572,8
147,148,148,Brandt Snedeker,71.56,644,9
148,149,149,Kris Blanks,71.57,1002,14
149,T150,T150,Luke Donald,71.6,358,5
150,T150,T150,Aron Price,71.6,358,5
151,152,152,D.A. Points,71.63,573,8
152,T153,T153,Mathias Grönberg,71.67,430,6
153,T153,T153,Zach Johnson,71.67,645,9
154,155,155,Brent Delahoussaye,71.71,502,7
155,156,156,J.P. Hayes,71.75,287,4
156,157,157,Rich Barcelo,71.83,862,12
157,158,158,Jerry Kelly,71.86,503,7
158,T159,T159,Ryan Palmer,71.88,575,8
159,T159,T159,Mark Wilson,71.88,575,8
160,T161,T161,James Driscoll,72.0,360,5
161,T161,T161,Jeff Gove,72.0,432,6
162,T161,T161,Richard Johnson,72.0,360,5
163,T161,T161,Greg Kraft,72.0,216,3
164,T161,T161,Davis Love III,72.0,216,3
165,T161,T161,Ryan Moore,72.0,288,4
166,T161,T161,Chris Wilson,72.0,720,10
167,T168,T168,Chris Couch,72.14,505,7
168,T168,T168,Steve Flesch,72.14,505,7
169,T168,T168,Andrew McLardy,72.14,505,7
170,T171,T171,Aaron Baddeley,72.2,361,5
171,T171,T171,Sean O'Hair,72.2,361,5
172,173,173,Jason Bohn,72.38,579,8
173,174,174,Kevin Johnson,72.5,725,10
174,T175,T175,Martin Flores,72.6,363,5
175,T175,T175,Paul Goydos,72.6,363,5
176,T177,T177,Kenny Perry,72.67,436,6
177,T177,T177,Vijay Singh,72.67,436,6
178,T179,T179,Ben Curtis,73.0,511,7
179,T179,T179,Jim Furyk,73.0,73,1
180,181,181,Mathew Goggin,73.13,585,8
181,T182,T182,Brenden Pappas,73.14,512,7
182,T182,T182,Scott Verplank,73.14,512,7
183,184,184,Jeff Quinney,73.17,439,6
184,185,185,Mark Calcavecchia,73.4,367,5
185,186,186,Nathan Green,73.6,368,5
186,T187,T187,Craig Bowden,74.0,222,3
187,T187,T187,Troy Merritt,74.0,592,8
188,T187,T187,Vance Veazey,74.0,148,2
189,190,190,Rory McIlroy,74.6,373,5
190,191,191,Geoff Ogilvy,74.75,299,4
191,192,192,David Duval,75.2,376,5
