,Sub-Par_Rounds_RANK THIS WEEK,Sub-Par_Rounds_RANK LAST WEEK,Sub-Par_Rounds_PLAYER NAME,Sub-Par_Rounds_EVENTS
0,1,1,Spencer Levin,31
1,2,2,Matt Kuchar,26
2,T3,T3,Brendon de Jonge,32
3,T3,T3,Bo Van Pelt,28
4,5,5,John Senden,30
5,T6,T6,Tim Petrovic,32
6,T6,T6,Charlie Wi,27
7,8,8,Kevin Na,26
8,T9,T9,Rickie Fowler,28
9,T9,T9,Charles Howell III,28
10,T9,T9,Nick Watney,24
11,T12,T12,J.B. Holmes,26
12,T12,T12,Pat Perez,27
13,T12,T12,Carl Pettersson,29
14,T15,T15,Brian Gay,30
15,T15,T15,Tom Gillis,27
16,T17,T17,Bill Haas,25
17,T17,T17,Freddie Jacobson,24
18,T17,T17,John Merrick,31
19,T17,T17,Josh Teater,31
20,T21,T21,Greg Chalmers,27
21,T21,T21,Michael Connell,25
22,T21,T21,Graham DeLaet,28
23,T21,T21,Charley Hoffman,24
24,25,25,Heath Slocum,25
25,T26,T26,Ricky Barnes,28
26,T26,T26,Chad Collins,26
27,T26,T26,Brian Davis,32
28,T26,T26,Jerry Kelly,29
29,T26,T26,Jeff Overton,26
30,T26,T26,Webb Simpson,31
31,T32,T32,Zach Johnson,25
32,T32,T32,Scott McCarron,29
33,T34,T34,Chad Campbell,28
34,T34,T34,Tim Clark,24
35,T34,T34,Matt Jones,27
36,T34,T34,D.J. Trahan,27
37,T38,T38,Aaron Baddeley,26
38,T38,T38,Steve Elkington,22
39,T38,T38,Martin Laird,26
40,T38,T38,Phil Mickelson,20
41,T38,T38,Joe Ogilvie,32
42,T38,T38,Scott Piercy,28
43,T38,T38,Steve Stricker,19
44,T38,T38,Chris Stroud,27
45,T38,T38,Boo Weekley,27
46,T38,T38,Mark Wilson,28
47,T48,T48,Jason Bohn,25
48,T48,T48,Ryuji Imada,28
49,T48,T48,Jeff Quinney,29
50,T48,T48,Brandt Snedeker,26
51,T48,T48,Kevin Streelman,28
52,T48,T48,Kevin Sutherland,25
53,T48,T48,Bubba Watson,22
54,T55,T55,J.J. Henry,27
55,T55,T55,Michael Letzig,27
