,Late_Round_1_Scoring_Average_RANK THIS WEEK,Late_Round_1_Scoring_Average_RANK LAST WEEK,Late_Round_1_Scoring_Average_PLAYER NAME,Late_Round_1_Scoring_Average_AVG,Late_Round_1_Scoring_Average_TOTAL STROKES,Late_Round_1_Scoring_Average_TOTAL ROUNDS
75,76,76,Chad Collins,70.9,709,10
76,T77,T77,Davis Love III,70.91,780,11
77,T77,T77,Phil Mickelson,70.91,780,11
78,T79,T79,Brian Gay,70.92,922,13
79,T79,T79,Matt Jones,70.92,851,12
80,T79,T79,Shaun Micheel,70.92,851,12
81,T82,T82,D.A. Points,70.93,1064,15
82,T82,T82,Boo Weekley,70.93,993,14
83,T84,T84,Alex Prugh,70.94,1135,16
84,T84,T84,John Senden,70.94,1277,18
85,T86,T86,Martin Flores,71.0,781,11
86,T86,T86,Charles Howell III,71.0,852,12
87,T86,T86,Zach Johnson,71.0,1065,15
88,T86,T86,John Rollins,71.0,923,13
89,T86,T86,Andres Romero,71.0,639,9
90,T86,T86,Michael Sim,71.0,710,10
91,T86,T86,Heath Slocum,71.0,852,12
92,T86,T86,Camilo Villegas,71.0,497,7
93,T94,T94,John Mallinger,71.06,1137,16
94,T94,T94,James Nitties,71.06,1137,16
95,T96,T96,Ben Crane,71.07,995,14
96,T96,T96,J.J. Henry,71.07,1066,15
97,T96,T96,Jeff Overton,71.07,1066,15
98,T96,T96,Jeff Quinney,71.07,995,14
99,T96,T96,Kevin Stadler,71.07,1066,15
100,T101,T101,Jason Bohn,71.08,924,13
101,T101,T101,D.J. Trahan,71.08,924,13
102,103,103,Nathan Green,71.09,782,11
103,T104,T104,Sean O'Hair,71.1,711,10
104,T104,T104,Tom Pernice Jr.,71.1,711,10
105,T104,T104,Bubba Watson,71.1,711,10
106,107,107,Josh Teater,71.13,1067,15
107,T108,T108,Greg Chalmers,71.14,996,14
108,T108,T108,Roland Thatcher,71.14,996,14
109,110,110,Woody Austin,71.15,925,13
110,T111,T111,Chad Campbell,71.17,854,12
111,T111,T111,Jason Dufner,71.17,854,12
112,T111,T111,Rickie Fowler,71.17,854,12
113,T111,T111,Vaughn Taylor,71.17,854,12
114,115,115,Vijay Singh,71.18,783,11
115,116,116,Rory Sabbatini,71.2,712,10
116,T117,T117,Jarrod Lyle,71.22,641,9
117,T117,T117,Tim Petrovic,71.22,1282,18
118,T119,T119,Michael Bradley,71.25,855,12
119,T119,T119,Padraig Harrington,71.25,570,8
120,T119,T119,Jay Williamson,71.25,570,8
121,T122,T122,Lucas Glover,71.27,784,11
122,T122,T122,Andrew McLardy,71.27,784,11
123,T122,T122,Roger Tambellini,71.27,784,11
124,125,125,Adam Scott,71.31,927,13
125,T126,T126,Justin Rose,71.33,642,9
126,T126,T126,Nicholas Thompson,71.33,642,9
127,T126,T126,Scott Verplank,71.33,642,9
128,129,129,Jeev Milkha Singh,71.4,714,10
129,T130,T130,Mark Calcavecchia,71.44,643,9
130,T130,T130,Brad Faxon,71.44,643,9
131,T130,T130,Joe Ogilvie,71.44,1286,18
132,T133,T133,James Driscoll,71.47,1072,15
133,T133,T133,Jerry Kelly,71.47,1072,15
134,T133,T133,Brian Stuard,71.47,1215,17
135,T136,T136,Derek Lamely,71.5,858,12
136,T136,T136,Steve Marino,71.5,715,10
137,T136,T136,Paul Stankowski,71.5,572,8
138,139,139,Graham DeLaet,71.53,1073,15
139,T140,T140,Stewart Cink,71.55,787,11
140,T140,T140,Rocco Mediate,71.55,787,11
141,142,142,Sergio Garcia,71.56,644,9
142,T143,T143,Stephen Ames,71.6,716,10
143,T143,T143,Jeff Gove,71.6,716,10
144,145,145,Robert Garrigus,71.63,573,8
145,146,146,Richard Johnson,71.64,788,11
146,147,147,Alex Cejka,71.67,860,12
147,148,148,Brent Delahoussaye,71.69,932,13
148,T149,T149,Matt Bettencourt,71.71,1004,14
149,T149,T149,Jeff Maggert,71.71,1004,14
150,151,151,Mathias Grönberg,71.73,789,11
151,T152,T152,Cameron Beckman,71.75,861,12
152,T152,T152,Cliff Kresge,71.75,574,8
153,154,154,Steve Flesch,71.83,862,12
154,155,155,Greg Owen,71.86,1006,14
155,T156,T156,Ben Curtis,71.92,863,12
156,T156,T156,Kevin Sutherland,71.92,935,13
157,158,158,Jimmy Walker,71.93,1007,14
158,159,159,Henrik Bjornstad,71.94,1223,17
159,T160,T160,Stuart Appleby,72.0,864,12
160,T160,T160,Michael Connell,72.0,1008,14
161,T160,T160,Trevor Immelman,72.0,648,9
162,T160,T160,Brenden Pappas,72.0,936,13
163,T160,T160,Johnson Wagner,72.0,864,12
164,T160,T160,Steve Wheatcroft,72.0,936,13
165,166,166,Chris Tidland,72.08,865,12
166,167,167,Justin Leonard,72.18,794,11
167,168,168,Billy Mayfair,72.2,722,10
168,169,169,Troy Matteson,72.23,939,13
169,170,170,Daniel Chopra,72.27,795,11
170,171,171,Justin Bolli,72.29,1012,14
171,172,172,Cameron Percy,72.3,723,10
172,T173,T173,Greg Kraft,72.33,651,9
173,T173,T173,Rory McIlroy,72.33,651,9
174,T173,T173,Mark Wilson,72.33,868,12
175,176,176,Mike Weir,72.38,579,8
176,177,177,Chris Wilson,72.4,1086,15
177,178,178,David Duval,72.44,652,9
178,179,179,Omar Uresti,72.45,797,11
179,180,180,David Lutterus,72.46,942,13
180,181,181,Bill Lunde,72.47,1232,17
181,182,182,Bob Estes,72.55,798,11
182,183,183,Rich Barcelo,72.64,1017,14
183,184,184,Kevin Johnson,72.69,1163,16
184,185,185,Vance Veazey,72.8,728,10
185,186,186,Ted Purdy,72.81,1165,16
186,187,187,Craig Bowden,73.0,730,10
187,188,188,Mathew Goggin,73.07,1096,15
188,189,189,Brian Davis,73.21,1025,14
189,190,190,Ryan Palmer,73.4,734,10
190,T191,T191,Paul Goydos,73.8,738,10
191,T191,T191,Jerod Turner,73.8,738,10
