,Early_Round_2_Scoring_Average_RANK THIS WEEK,Early_Round_2_Scoring_Average_RANK LAST WEEK,Early_Round_2_Scoring_Average_PLAYER NAME,Early_Round_2_Scoring_Average_AVG,Early_Round_2_Scoring_Average_TOTAL STROKES,Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Bryce Molder,67.83,814,12
1,2,2,Lee Janzen,68.09,749,11
2,T3,T3,Jim Furyk,68.22,614,9
3,T3,T3,Retief Goosen,68.22,614,9
4,5,5,Chris DiMarco,68.56,617,9
5,6,6,Lucas Glover,69.0,690,10
6,7,7,Kevin Na,69.13,1037,15
7,T8,T8,Blake Adams,69.15,899,13
8,T8,T8,Kevin Sutherland,69.15,899,13
9,10,10,Stephen Ames,69.18,761,11
10,11,11,Webb Simpson,69.19,1107,16
11,T12,T12,Paul Casey,69.2,692,10
12,T12,T12,Phil Mickelson,69.2,692,10
13,14,14,Charlie Wi,69.22,1246,18
14,15,15,Boo Weekley,69.23,900,13
15,16,16,Chad Campbell,69.25,831,12
16,17,17,Greg Chalmers,69.27,1039,15
17,18,18,Spencer Levin,69.33,1248,18
18,19,19,Padraig Harrington,69.44,625,9
19,T20,T20,Cameron Percy,69.45,764,11
20,T20,T20,David Toms,69.45,764,11
21,T22,T22,Michael Connell,69.46,903,13
22,T22,T22,Bo Van Pelt,69.46,903,13
23,24,24,Graham DeLaet,69.47,1042,15
24,T25,T25,Robert Allenby,69.5,556,8
25,T25,T25,Dustin Johnson,69.5,973,14
26,T25,T25,Charles Warren,69.5,695,10
27,T25,T25,Jay Williamson,69.5,695,10
28,T25,T25,Dean Wilson,69.5,695,10
29,T30,T30,Tim Herron,69.54,904,13
30,T30,T30,Charles Howell III,69.54,904,13
31,32,32,Cliff Kresge,69.56,626,9
32,33,33,Charley Hoffman,69.57,974,14
33,34,34,Steve Marino,69.6,696,10
34,T35,T35,Brett Quigley,69.69,1115,16
35,T35,T35,D.J. Trahan,69.69,906,13
36,T37,T37,Ernie Els,69.73,767,11
37,T37,T37,Tom Gillis,69.73,1046,15
38,T39,T39,J.B. Holmes,69.75,837,12
