,Round_3_Scoring_Average_RANK THIS WEEK,Round_3_Scoring_Average_RANK LAST WEEK,Round_3_Scoring_Average_PLAYER NAME,Round_3_Scoring_Average_AVG,Round_3_Scoring_Average_TOTAL STROKES,Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Brandt Snedeker,68.61,1235,18
1,2,2,Paul Stankowski,68.69,893,13
2,3,3,Dean Wilson,68.89,620,9
3,4,4,Bill Haas,68.94,1241,18
4,5,5,Justin Bolli,69.0,345,5
5,6,6,Brendon de Jonge,69.04,1726,25
6,7,7,Joe Durant,69.07,967,14
7,8,8,Cameron Percy,69.08,829,12
8,T9,T9,Chris Couch,69.09,760,11
9,T9,T9,Charles Warren,69.09,760,11
10,T11,T11,Graham DeLaet,69.13,1106,16
11,T11,T11,Scott McCarron,69.13,1106,16
12,T11,T11,Ryan Palmer,69.13,1037,15
13,14,14,Chad Collins,69.22,1246,18
14,15,15,Brett Wetterich,69.27,762,11
15,16,16,Boo Weekley,69.29,1178,17
16,17,17,Jeff Maggert,69.42,833,12
17,18,18,Jim Furyk,69.47,1181,17
18,19,19,Charlie Wi,69.48,1459,21
19,20,20,Geoff Ogilvy,69.5,834,12
20,21,21,Nick Watney,69.52,1460,21
21,22,22,Greg Chalmers,69.53,1321,19
22,23,23,Carl Pettersson,69.55,1391,20
23,24,24,Brenden Pappas,69.56,626,9
24,25,25,Kevin Na,69.59,1531,22
25,T26,T26,Luke Donald,69.6,1044,15
26,T26,T26,Steve Elkington,69.6,1044,15
27,T28,T28,Justin Leonard,69.61,1253,18
28,T28,T28,Steve Stricker,69.61,1253,18
29,30,30,Alex Prugh,69.63,1114,16
30,31,31,Matt Jones,69.65,1184,17
31,32,32,Rocco Mediate,69.67,836,12
32,T33,T33,Michael Letzig,69.69,1115,16
33,T33,T33,Aron Price,69.69,906,13
34,35,35,Jeev Milkha Singh,69.7,697,10
35,36,36,Spencer Levin,69.71,1673,24
36,T37,T37,Stewart Cink,69.72,1255,18
37,T37,T37,Pat Perez,69.72,1255,18
38,T39,T39,Matt Kuchar,69.73,1534,22
39,T39,T39,Rory McIlroy,69.73,767,11
40,41,41,Freddie Jacobson,69.78,1256,18
41,42,42,Will MacKenzie,69.79,977,14
42,43,43,Troy Merritt,69.8,1047,15
43,44,44,Martin Flores,69.82,768,11
44,45,45,Cameron Tringale,69.83,419,6
45,46,46,Chris Riley,69.85,908,13
46,T47,T47,Michael Bradley,69.86,978,14
47,T47,T47,Chris DiMarco,69.86,1467,21
48,49,49,John Rollins,69.87,1048,15
49,T50,T50,Briny Baird,69.88,1118,16
50,T50,T50,Justin Rose,69.88,1188,17
51,T52,T52,Webb Simpson,69.89,1258,18
52,T52,T52,Kevin Sutherland,69.89,1258,18
53,54,54,Tom Gillis,69.9,1468,21
54,55,55,Paul Casey,69.92,909,13
55,56,56,Vijay Singh,69.93,1049,15
56,T57,T57,Blake Adams,69.94,1119,16
57,T57,T57,Jason Bohn,69.94,1189,17
58,T57,T57,Jason Day,69.94,1259,18
59,T57,T57,Tom Pernice Jr.,69.94,1119,16
60,T61,T61,Ernie Els,70.0,1120,16
61,T61,T61,Bob Estes,70.0,980,14
62,T61,T61,J.B. Holmes,70.0,1680,24
63,T61,T61,Kevin Johnson,70.0,420,6
