,First_Tee_Late_Round_1_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_1_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_1_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_1_Scoring_Average_AVG,First_Tee_Late_Round_1_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Bill Haas,67.0,67,1
1,2,2,Michael Letzig,67.5,135,2
2,3,3,Matt Bettencourt,68.67,206,3
3,4,4,Kris Blanks,68.71,481,7
4,T5,T5,Ricky Barnes,68.75,275,4
5,T5,T5,Chad Collins,68.75,275,4
6,T5,T5,Tom Gillis,68.75,275,4
7,T5,T5,Boo Weekley,68.75,275,4
8,9,9,Luke Donald,68.8,344,5
9,T10,T10,Chris DiMarco,69.0,276,4
10,T10,T10,Freddie Jacobson,69.0,483,7
11,T10,T10,Steve Lowery,69.0,345,5
12,T13,T13,Aron Price,69.13,553,8
13,T13,T13,David Toms,69.13,553,8
14,T15,T15,Steve Elkington,69.17,415,6
15,T15,T15,Geoff Ogilvy,69.17,415,6
16,17,17,Charlie Wi,69.22,623,9
17,18,18,Davis Love III,69.25,554,8
18,T19,T19,Matt Every,69.33,208,3
19,T19,T19,Carl Pettersson,69.33,416,6
20,T19,T19,Scott Verplank,69.33,208,3
21,T22,T22,Tim Herron,69.4,347,5
22,T22,T22,Lee Janzen,69.4,347,5
23,24,24,Ryan Moore,69.43,486,7
24,25,25,Kevin Na,69.5,556,8
25,T26,T26,K.J. Choi,69.67,418,6
26,T26,T26,Pat Perez,69.67,418,6
27,T26,T26,Brandt Snedeker,69.67,418,6
28,29,29,John Mallinger,69.71,488,7
29,30,30,Dean Wilson,69.75,279,4
30,31,31,Aaron Baddeley,69.78,628,9
31,32,32,Jonathan Byrd,69.8,349,5
32,33,33,Nick Watney,69.83,419,6
33,34,34,Scott McCarron,69.88,559,8
34,35,35,Spencer Levin,69.89,629,9
35,T36,T36,Stephen Ames,70.0,280,4
36,T36,T36,Ángel Cabrera,70.0,420,6
37,T36,T36,Paul Casey,70.0,420,6
38,T36,T36,John Daly,70.0,560,8
39,T36,T36,Dustin Johnson,70.0,700,10
40,T36,T36,Matt Kuchar,70.0,280,4
41,T36,T36,Hunter Mahan,70.0,490,7
42,T36,T36,Bryce Molder,70.0,490,7
43,T36,T36,Tom Pernice Jr.,70.0,140,2
44,T36,T36,Chris Riley,70.0,350,5
45,T36,T36,Bo Van Pelt,70.0,350,5
46,47,47,Ernie Els,70.1,701,10
47,48,48,Scott Piercy,70.14,491,7
48,49,49,Steve Stricker,70.15,912,13
49,T50,T50,Chris Stroud,70.2,351,5
50,T50,T50,Brian Stuard,70.2,702,10
51,T52,T52,J.J. Henry,70.25,281,4
52,T52,T52,Jarrod Lyle,70.25,281,4
53,T52,T52,Jeff Quinney,70.25,562,8
54,55,55,Graham DeLaet,70.29,492,7
55,T56,T56,Tim Clark,70.33,422,6
56,T56,T56,Nathan Green,70.33,422,6
57,58,58,J.P. Hayes,70.44,634,9
58,T59,T59,Cameron Beckman,70.5,423,6
59,T59,T59,Martin Flores,70.5,282,4
60,T59,T59,Lucas Glover,70.5,564,8
61,T59,T59,Retief Goosen,70.5,282,4
62,T59,T59,Zach Johnson,70.5,705,10
63,T59,T59,Camilo Villegas,70.5,282,4
64,65,65,Brett Quigley,70.56,635,9
65,T66,T66,Jason Bohn,70.57,494,7
66,T66,T66,John Merrick,70.57,494,7
67,T66,T66,Troy Merritt,70.57,494,7
68,T66,T66,Garth Mulroy,70.57,494,7
69,T66,T66,Greg Owen,70.57,494,7
70,T71,T71,Chad Campbell,70.6,353,5
71,T71,T71,Kenny Perry,70.6,353,5
72,73,73,Greg Chalmers,70.63,565,8
73,T74,T74,Mathias Grönberg,70.67,424,6
74,T74,T74,Ryuji Imada,70.67,212,3
75,T74,T74,Sean O'Hair,70.67,424,6
76,T74,T74,Charles Warren,70.67,424,6
77,78,78,Briny Baird,70.7,707,10
78,79,79,Kevin Streelman,70.71,495,7
79,T80,T80,Phil Mickelson,70.8,708,10
80,T80,T80,Jeff Overton,70.8,708,10
81,T82,T82,Marc Leishman,70.88,567,8
82,T82,T82,Rod Pampling,70.88,567,8
83,T84,T84,Jim Furyk,70.89,638,9
84,T84,T84,Bubba Watson,70.89,638,9
85,T86,T86,Brad Faxon,71.0,426,6
86,T86,T86,Rickie Fowler,71.0,568,8
87,T86,T86,Brian Gay,71.0,284,4
88,T86,T86,Padraig Harrington,71.0,355,5
89,T86,T86,Charley Hoffman,71.0,426,6
90,T86,T86,Cliff Kresge,71.0,142,2
91,T86,T86,Will MacKenzie,71.0,213,3
92,T86,T86,Andrew McLardy,71.0,213,3
93,T86,T86,Brenden Pappas,71.0,355,5
94,T86,T86,Michael Sim,71.0,213,3
95,T86,T86,Paul Stankowski,71.0,355,5
96,T86,T86,Cameron Tringale,71.0,497,7
97,T86,T86,Brett Wetterich,71.0,213,3
98,99,99,James Nitties,71.1,711,10
99,100,100,Alex Prugh,71.13,569,8
100,101,101,Rory Sabbatini,71.14,498,7
101,T102,T102,Mark Calcavecchia,71.2,356,5
102,T102,T102,Troy Matteson,71.2,356,5
103,T102,T102,Ian Poulter,71.2,356,5
104,T102,T102,Y.E. Yang,71.2,356,5
105,T106,T106,Woody Austin,71.25,570,8
106,T106,T106,Steve Marino,71.25,285,4
107,T106,T106,D.A. Points,71.25,570,8
108,T109,T109,Justin Rose,71.29,499,7
109,T109,T109,Webb Simpson,71.29,499,7
110,T109,T109,Jay Williamson,71.29,499,7
111,112,112,Omar Uresti,71.33,428,6
112,T113,T113,Ben Crane,71.38,571,8
113,T113,T113,Garrett Willis,71.38,571,8
114,T115,T115,Robert Allenby,71.4,357,5
115,T115,T115,Derek Lamely,71.4,357,5
116,117,117,George McNeill,71.44,643,9
