,Par_5_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_5_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_5_Birdie_or_Better_Leaders_PLAYER NAME,Par_5_Birdie_or_Better_Leaders_ROUNDS,Par_5_Birdie_or_Better_Leaders_%,Par_5_Birdie_or_Better_Leaders_PAR 5 BIRDIES OR BETTER,Par_5_Birdie_or_Better_Leaders_PAR 5 HOLES
118,119,119,Blake Adams,84,38.49,97,252
119,120,120,Ricky Barnes,103,38.46,125,325
120,121,121,Jason Bohn,84,38.38,104,271
121,T122,T122,Kris Blanks,91,38.33,115,300
122,T122,T122,Lee Janzen,77,38.33,92,240
123,124,124,Garrett Willis,82,38.26,101,264
124,125,125,Scott Verplank,74,38.18,84,220
125,126,126,Bill Lunde,79,38.06,102,268
126,127,127,Justin Leonard,89,38.04,97,255
127,128,128,Greg Chalmers,93,37.97,112,295
128,129,129,Brian Stuard,81,37.75,94,249
129,130,130,D.A. Points,90,37.63,108,287
130,131,131,David Toms,86,37.59,100,266
131,132,132,Chris Riley,73,37.56,80,213
132,133,133,Paul Goydos,78,37.55,95,253
133,134,134,Boo Weekley,88,37.45,100,267
134,135,135,Mark Wilson,87,37.18,103,277
135,136,136,Andres Romero,73,37.07,86,232
136,137,137,Jerod Turner,54,36.97,61,165
137,138,138,Richard Johnson,90,36.9,100,271
138,139,139,Brian Davis,101,36.89,121,328
139,140,140,Freddie Jacobson,83,36.86,94,255
140,141,141,Nicholas Thompson,88,36.71,105,286
141,142,142,Rich Barcelo,70,36.7,80,218
142,T143,T143,Jim Furyk,76,36.6,86,235
143,T143,T143,Jeff Maggert,76,36.6,86,235
144,T145,T145,Michael Bradley,77,36.59,90,246
145,T145,T145,Jeev Milkha Singh,59,36.59,60,164
146,147,147,Andrew McLardy,52,36.53,61,167
147,148,148,Stephen Ames,75,36.52,84,230
148,T149,T149,Alex Cejka,81,36.47,97,266
149,T149,T149,Mathew Goggin,85,36.47,97,266
150,T151,T151,Billy Mayfair,78,36.44,90,247
151,T151,T151,Roger Tambellini,77,36.44,90,247
152,153,153,Bryce Molder,84,36.43,98,269
153,154,154,Rory McIlroy,54,36.42,59,162
154,155,155,Skip Kendall,58,36.41,67,184
155,156,156,Ben Curtis,78,36.29,86,237
156,157,157,Brenden Pappas,66,36.28,78,215
157,158,158,Jimmy Walker,82,36.26,95,262
158,159,159,Dean Wilson,54,36.25,58,160
159,160,160,Chris Wilson,65,36.15,77,213
160,161,161,Bob Estes,79,36.07,88,244
161,162,162,Michael Connell,89,36.0,99,275
162,163,163,Heath Slocum,97,35.87,113,315
163,164,164,David Duval,71,35.86,85,237
164,165,165,Greg Owen,69,35.84,81,226
165,T166,T166,Trevor Immelman,55,35.71,60,168
166,T166,T166,Cliff Kresge,50,35.71,55,154
167,168,168,Mike Weir,59,35.68,66,185
168,169,169,Kenny Perry,69,35.65,77,216
169,T170,T170,Cameron Beckman,68,35.29,72,204
170,T170,T170,Chad Campbell,94,35.29,102,289
171,172,172,Rocco Mediate,71,35.27,79,224
172,173,173,Tim Clark,88,35.21,94,267
173,174,174,Charlie Wi,95,34.83,101,290
174,175,175,Brian Gay,101,34.64,106,306
175,176,176,Jay Williamson,76,34.62,81,234
176,177,177,Nathan Green,86,34.59,92,266
177,178,178,Chris DiMarco,88,34.53,96,278
178,179,179,David Lutterus,69,34.38,77,224
179,180,180,Kevin Johnson,62,33.83,68,201
180,181,181,Michael Sim,64,33.67,66,196
181,182,182,Brad Faxon,58,33.33,63,189
182,183,183,Omar Uresti,74,32.64,78,239
183,184,184,Justin Bolli,55,32.58,58,178
184,185,185,Steve Lowery,67,32.39,69,213
185,186,186,Carl Pettersson,99,32.17,101,314
186,187,187,Shaun Micheel,70,31.65,69,218
187,188,188,Jeff Gove,57,30.43,56,184
188,189,189,Vance Veazey,58,30.27,56,185
189,190,190,Brent Delahoussaye,57,30.17,54,179
190,191,191,Greg Kraft,52,26.79,45,168
191,192,192,Craig Bowden,56,23.46,42,179
