,First_Tee_Late_Round_4_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_4_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_4_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_4_Scoring_Average_AVG,First_Tee_Late_Round_4_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Matt Bettencourt,67.25,269,4
1,2,2,Roger Tambellini,67.5,135,2
2,3,3,Cameron Beckman,67.6,338,5
3,4,4,Chris Riley,67.83,407,6
4,5,5,Michael Sim,67.88,543,8
5,T6,T6,Craig Bowden,68.0,68,1
6,T6,T6,Ryan Palmer,68.0,340,5
7,T8,T8,Stuart Appleby,68.17,409,6
8,T8,T8,Josh Teater,68.17,409,6
9,10,10,Vaughn Taylor,68.2,341,5
10,11,11,Garrett Willis,68.25,273,4
11,12,12,Jeev Milkha Singh,68.33,205,3
12,T13,T13,Retief Goosen,68.5,822,12
13,T13,T13,Charles Howell III,68.5,548,8
14,T13,T13,Jeff Quinney,68.5,274,4
15,16,16,Johnson Wagner,68.6,343,5
16,17,17,Mark Wilson,68.8,344,5
17,T18,T18,Rory McIlroy,68.83,413,6
18,T18,T18,Scott Verplank,68.83,413,6
19,T20,T20,Michael Connell,69.0,345,5
20,T20,T20,Ben Crane,69.0,276,4
21,T20,T20,Tim Herron,69.0,207,3
22,T20,T20,Greg Kraft,69.0,69,1
23,T20,T20,Jarrod Lyle,69.0,207,3
24,25,25,Jeff Overton,69.11,622,9
25,T26,T26,James Driscoll,69.25,277,4
26,T26,T26,Mathew Goggin,69.25,277,4
27,28,28,Matt Kuchar,69.38,902,13
28,T29,T29,Briny Baird,69.4,347,5
29,T29,T29,Richard Johnson,69.4,347,5
30,T31,T31,Marc Leishman,69.5,417,6
31,T31,T31,Troy Matteson,69.5,278,4
32,T31,T31,Scott Piercy,69.5,417,6
33,T31,T31,Omar Uresti,69.5,139,2
34,35,35,Bo Van Pelt,69.54,904,13
35,T36,T36,Martin Laird,69.57,487,7
36,T36,T36,Aron Price,69.57,487,7
37,38,38,Steve Stricker,69.58,835,12
38,39,39,Kevin Stadler,69.6,348,5
39,40,40,Jonathan Byrd,69.67,418,6
40,T41,T41,Bob Estes,69.71,488,7
41,T41,T41,Shaun Micheel,69.71,488,7
42,43,43,Kevin Streelman,69.8,349,5
43,44,44,D.J. Trahan,69.86,489,7
44,45,45,Kris Blanks,69.88,559,8
45,T46,T46,Chad Campbell,70.0,490,7
46,T46,T46,Paul Casey,70.0,770,11
47,T46,T46,Graham DeLaet,70.0,560,8
48,T46,T46,David Duval,70.0,280,4
49,T46,T46,Martin Flores,70.0,210,3
50,T46,T46,Mathias Grönberg,70.0,140,2
51,T46,T46,Rocco Mediate,70.0,280,4
