,Front_9_Par_4_Scoring_Average_RANK THIS WEEK,Front_9_Par_4_Scoring_Average_RANK LAST WEEK,Front_9_Par_4_Scoring_Average_PLAYER NAME,Front_9_Par_4_Scoring_Average_ROUNDS,Front_9_Par_4_Scoring_Average_AVG,Front_9_Par_4_Scoring_Average_TOTAL STROKES,Front_9_Par_4_Scoring_Average_TOTAL HOLES
0,T1,T1,Matt Kuchar,97,3.93,2080,529
1,T1,T1,Carl Pettersson,99,3.93,2128,541
2,3,3,Dean Wilson,54,3.94,1199,304
3,T4,T4,Paul Casey,64,3.95,1288,326
4,T4,T4,Graham DeLaet,88,3.95,1929,488
5,T4,T4,Joe Durant,67,3.95,1480,375
6,T7,T7,Greg Chalmers,93,3.96,2040,515
7,T7,T7,Chris Couch,66,3.96,1438,363
8,T7,T7,Steve Marino,81,3.96,1749,442
9,T7,T7,Bo Van Pelt,104,3.96,2287,578
10,T7,T7,Y.E. Yang,72,3.96,1562,394
11,T12,T12,Steve Elkington,74,3.97,1566,394
12,T12,T12,Ernie Els,72,3.97,1533,386
13,T12,T12,Rory McIlroy,54,3.97,1151,290
14,T12,T12,Chris Riley,73,3.97,1625,409
15,T12,T12,Adam Scott,70,3.97,1470,370
16,T17,T17,Ben Crane,85,3.98,1835,461
17,T17,T17,Brian Gay,101,3.98,2161,543
18,T17,T17,Retief Goosen,75,3.98,1572,395
19,T17,T17,Freddie Jacobson,83,3.98,1833,461
20,T17,T17,Richard Johnson,90,3.98,2018,507
21,T17,T17,Scott McCarron,90,3.98,1967,494
22,T17,T17,Kevin Na,94,3.98,2077,522
23,T17,T17,Jeff Overton,89,3.98,2004,503
24,T17,T17,Pat Perez,90,3.98,1990,500
25,T17,T17,Justin Rose,78,3.98,1742,438
26,T17,T17,John Senden,103,3.98,2281,573
27,T17,T17,Jeev Milkha Singh,59,3.98,1258,316
28,T17,T17,Kevin Sutherland,86,3.98,1886,474
29,T17,T17,Charles Warren,64,3.98,1410,354
30,T31,T31,Jonathan Byrd,85,3.99,1908,478
31,T31,T31,Stewart Cink,84,3.99,1773,444
32,T31,T31,Chad Collins,87,3.99,1924,482
33,T31,T31,Michael Connell,89,3.99,1943,487
34,T31,T31,Brendon de Jonge,114,3.99,2468,618
35,T31,T31,Rickie Fowler,98,3.99,2163,542
36,T31,T31,Tom Gillis,97,3.99,2102,527
37,T31,T31,Bill Haas,87,3.99,1881,471
38,T31,T31,J.J. Henry,92,3.99,2019,506
39,T31,T31,Charles Howell III,103,3.99,2236,561
40,T31,T31,Zach Johnson,93,3.99,2024,507
41,T31,T31,Justin Leonard,89,3.99,2013,504
42,T31,T31,Spencer Levin,110,3.99,2412,604
43,T31,T31,Ryan Palmer,84,3.99,1827,458
44,T31,T31,Tom Pernice Jr.,74,3.99,1640,411
45,T31,T31,Kenny Perry,69,3.99,1516,380
46,T31,T31,D.A. Points,90,3.99,1995,500
47,T31,T31,Jeff Quinney,91,3.99,2007,503
48,T31,T31,Steve Stricker,73,3.99,1610,404
49,T31,T31,Chris Stroud,90,3.99,1974,495
50,T31,T31,Scott Verplank,74,3.99,1649,413
51,T31,T31,Charlie Wi,95,3.99,2112,529
52,T53,T53,Blake Adams,84,4.0,1847,462
53,T53,T53,Jason Bohn,84,4.0,1834,458
54,T53,T53,Michael Bradley,77,4.0,1693,423
