,Par_5_Eagle_Leaders_RANK THIS WEEK,Par_5_Eagle_Leaders_RANK LAST WEEK,Par_5_Eagle_Leaders_PLAYER NAME,Par_5_Eagle_Leaders_ROUNDS,Par_5_Eagle_Leaders_TOTAL,Par_5_Eagle_Leaders_TOTAL PAR 5 HOLES,Par_5_Eagle_Leaders_TOTAL HOLE OUTS
0,1,1,Matt Bettencourt,91,17,303,4.0
1,2,2,Dustin Johnson,83,13,263,2.0
2,T3,T3,J.B. Holmes,100,12,309,1.0
3,T3,T3,Martin Laird,91,12,286,
4,T3,T3,Bubba Watson,77,12,246,3.0
5,T6,T6,Aaron Baddeley,94,10,297,3.0
6,T6,T6,Ricky Barnes,103,10,325,2.0
7,T6,T6,Charley Hoffman,85,10,270,1.0
8,T6,T6,Scott Piercy,88,10,281,2.0
9,T6,T6,Kevin Stadler,86,10,286,
10,T6,T6,D.J. Trahan,92,10,298,2.0
11,T12,T12,John Daly,63,9,185,1.0
12,T12,T12,Rickie Fowler,98,9,312,2.0
13,T12,T12,Bill Haas,87,9,282,3.0
14,T12,T12,Matt Jones,89,9,283,3.0
15,T12,T12,Michael Letzig,84,9,257,1.0
16,T12,T12,Hunter Mahan,85,9,267,1.0
17,T12,T12,Phil Mickelson,76,9,253,1.0
18,T12,T12,Joe Ogilvie,99,9,315,5.0
19,T12,T12,Kevin Sutherland,86,9,281,1.0
20,T12,T12,Nick Watney,91,9,285,3.0
21,T22,T22,Woody Austin,93,8,296,2.0
22,T22,T22,Michael Connell,89,8,275,2.0
23,T22,T22,Jason Dufner,87,8,284,2.0
24,T22,T22,Richard Johnson,90,8,271,2.0
25,T22,T22,Derek Lamely,81,8,259,2.0
26,T22,T22,Davis Love III,79,8,243,3.0
27,T22,T22,Bill Lunde,79,8,268,1.0
28,T22,T22,James Nitties,92,8,293,
29,T22,T22,Andres Romero,73,8,232,1.0
30,T22,T22,Josh Teater,101,8,325,2.0
31,T22,T22,Charles Warren,64,8,200,
32,T33,T33,Stuart Appleby,101,7,307,
33,T33,T33,Rich Barcelo,70,7,218,2.0
34,T33,T33,Brendon de Jonge,114,7,369,1.0
35,T33,T33,Tom Gillis,97,7,313,1.0
36,T33,T33,Mathew Goggin,85,7,266,
37,T33,T33,J.J. Henry,92,7,287,2.0
38,T33,T33,Charles Howell III,103,7,330,2.0
39,T33,T33,Matt Kuchar,97,7,298,2.0
40,T33,T33,Scott McCarron,90,7,288,2.0
41,T33,T33,Sean O'Hair,84,7,265,
42,T33,T33,Rod Pampling,77,7,253,2.0
43,T33,T33,Kenny Perry,69,7,216,2.0
44,T33,T33,Carl Pettersson,99,7,314,1.0
45,T33,T33,Alex Prugh,88,7,279,1.0
46,T33,T33,Vijay Singh,75,7,219,3.0
47,T33,T33,Boo Weekley,88,7,267,2.0
48,T49,T49,Robert Allenby,76,6,226,2.0
49,T49,T49,Jason Bohn,84,6,271,2.0
50,T49,T49,Jonathan Byrd,85,6,259,2.0
51,T49,T49,Paul Casey,64,6,170,
52,T49,T49,Greg Chalmers,93,6,295,1.0
53,T49,T49,Stewart Cink,84,6,248,2.0
54,T49,T49,Chad Collins,87,6,265,2.0
55,T49,T49,Chris Couch,66,6,216,1.0
56,T49,T49,Ben Crane,85,6,253,3.0
57,T49,T49,James Driscoll,78,6,240,2.0
58,T49,T49,Steve Flesch,78,6,261,2.0
59,T49,T49,Lucas Glover,75,6,234,
60,T49,T49,J.P. Hayes,79,6,261,3.0
61,T49,T49,George McNeill,79,6,248,
62,T49,T49,John Merrick,109,6,344,
63,T49,T49,Troy Merritt,86,6,271,2.0
64,T49,T49,Garth Mulroy,53,6,174,
65,T49,T49,Jeff Overton,89,6,271,
66,T49,T49,Ryan Palmer,84,6,271,1.0
67,T49,T49,Brett Quigley,96,6,313,2.0
68,T49,T49,Adam Scott,70,6,227,1.0
69,T49,T49,Kevin Streelman,90,6,287,2.0
70,T49,T49,Bo Van Pelt,104,6,321,
71,T49,T49,Johnson Wagner,85,6,272,2.0
72,T73,T73,K.J. Choi,82,5,263,
73,T73,T73,Daniel Chopra,74,5,237,2.0
74,T73,T73,Brian Davis,101,5,328,1.0
75,T73,T73,Joe Durant,67,5,200,1.0
76,T73,T73,Steve Elkington,74,5,245,3.0
77,T73,T73,Martin Flores,75,5,247,1.0
78,T73,T73,Padraig Harrington,57,5,175,
79,T73,T73,Jerry Kelly,99,5,316,2.0
80,T73,T73,John Mallinger,78,5,250,1.0
81,T73,T73,Steve Marino,81,5,267,1.0
82,T73,T73,Billy Mayfair,78,5,247,
83,T73,T73,Ryan Moore,80,5,253,
84,T73,T73,Kevin Na,94,5,285,1.0
85,T73,T73,D.A. Points,90,5,287,3.0
86,T73,T73,Aron Price,70,5,216,1.0
87,T73,T73,John Rollins,81,5,252,2.0
88,T73,T73,Rory Sabbatini,79,5,262,1.0
89,T73,T73,Brandt Snedeker,89,5,279,1.0
90,T73,T73,Steve Stricker,73,5,224,2.0
91,T73,T73,Vaughn Taylor,87,5,285,3.0
92,T73,T73,Nicholas Thompson,88,5,286,
