,Tenth_Tee_Early_Par_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Par_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Par_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Par_4_Scoring_Average_ROUNDS,Tenth_Tee_Early_Par_4_Scoring_Average_AVG,Tenth_Tee_Early_Par_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Matt Kuchar,97,3.88,597,154
1,2,2,Paul Casey,64,3.89,210,54
2,3,3,Michael Connell,89,3.9,671,172
3,T4,T4,Greg Chalmers,93,3.92,730,186
4,T4,T4,Carl Pettersson,99,3.92,671,171
5,T4,T4,Bo Van Pelt,104,3.92,816,208
6,T7,T7,Michael Bradley,77,3.93,605,154
7,T7,T7,Jim Furyk,76,3.93,719,183
8,T7,T7,Zach Johnson,93,3.93,468,119
9,T10,T10,Tim Clark,88,3.94,488,124
10,T10,T10,Brent Delahoussaye,57,3.94,512,130
11,T10,T10,Cliff Kresge,50,3.94,201,51
12,T10,T10,Tom Pernice Jr.,74,3.94,347,88
13,T10,T10,Garrett Willis,82,3.94,753,191
14,T10,T10,Y.E. Yang,72,3.94,303,77
15,T16,T16,Robert Allenby,76,3.95,348,88
16,T16,T16,Aaron Baddeley,94,3.95,762,193
17,T16,T16,Luke Donald,71,3.95,336,85
18,T16,T16,Ernie Els,72,3.95,584,148
19,T16,T16,Skip Kendall,58,3.95,509,129
20,T16,T16,Andres Romero,73,3.95,726,184
21,T16,T16,Camilo Villegas,78,3.95,470,119
22,T23,T23,Steve Elkington,74,3.96,547,138
23,T23,T23,Dustin Johnson,83,3.96,463,117
24,T23,T23,Rory McIlroy,54,3.96,265,67
25,T23,T23,Justin Rose,78,3.96,630,159
26,T23,T23,Vijay Singh,75,3.96,634,160
27,T23,T23,Charles Warren,64,3.96,511,129
28,T29,T29,Chad Campbell,94,3.97,651,164
29,T29,T29,Rickie Fowler,98,3.97,890,224
30,T29,T29,Padraig Harrington,57,3.97,473,119
31,T29,T29,Charles Howell III,103,3.97,683,172
32,T29,T29,Phil Mickelson,76,3.97,714,180
33,T29,T29,Adam Scott,70,3.97,524,132
34,T29,T29,John Senden,103,3.97,429,108
35,T29,T29,Steve Stricker,73,3.97,599,151
36,T29,T29,Kevin Sutherland,86,3.97,743,187
37,T29,T29,Mike Weir,59,3.97,469,118
38,T39,T39,Blake Adams,84,3.98,589,148
39,T39,T39,Graham DeLaet,88,3.98,653,164
40,T39,T39,Matt Every,60,3.98,418,105
41,T39,T39,Robert Garrigus,71,3.98,569,143
42,T39,T39,Lucas Glover,75,3.98,477,120
43,T39,T39,Paul Goydos,78,3.98,640,161
44,T39,T39,Martin Laird,91,3.98,716,180
45,T39,T39,Kenny Perry,69,3.98,430,108
46,T39,T39,Webb Simpson,98,3.98,1016,255
47,T39,T39,David Toms,86,3.98,645,162
48,T39,T39,Bubba Watson,77,3.98,732,184
