,Early_Par_4_Scoring_Average_RANK THIS WEEK,Early_Par_4_Scoring_Average_RANK LAST WEEK,Early_Par_4_Scoring_Average_PLAYER NAME,Early_Par_4_Scoring_Average_ROUNDS,Early_Par_4_Scoring_Average_AVG,Early_Par_4_Scoring_Average_TOTAL STROKES,Early_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Rory McIlroy,54,3.94,1124,285
1,T2,T2,Matt Kuchar,97,3.95,1811,459
2,T2,T2,Kevin Sutherland,86,3.95,1760,446
3,T4,T4,Paul Casey,64,3.96,962,243
4,T4,T4,Joe Durant,67,3.96,1465,370
5,T4,T4,Ernie Els,72,3.96,1427,360
6,T4,T4,Chris Riley,73,3.96,1571,397
7,T4,T4,Dean Wilson,54,3.96,1271,321
8,T9,T9,Greg Chalmers,93,3.97,2085,525
9,T9,T9,Graham DeLaet,88,3.97,1906,480
10,T9,T9,Luke Donald,71,3.97,1071,270
11,T9,T9,Jim Furyk,76,3.97,1319,332
12,T9,T9,Carl Pettersson,99,3.97,2048,516
13,T14,T14,Stephen Ames,75,3.98,1667,419
14,T14,T14,Tim Clark,88,3.98,1827,459
15,T14,T14,Michael Connell,89,3.98,2051,515
16,T14,T14,Steve Elkington,74,3.98,1509,379
17,T14,T14,Phil Mickelson,76,3.98,1323,332
18,T14,T14,Kevin Na,94,3.98,1903,478
19,T14,T14,Pat Perez,90,3.98,2090,525
20,T14,T14,Justin Rose,78,3.98,1790,450
21,T14,T14,Vijay Singh,75,3.98,1691,425
22,T14,T14,Steve Stricker,73,3.98,1330,334
23,T14,T14,Bo Van Pelt,104,3.98,2209,555
24,T25,T25,Ricky Barnes,103,3.99,2126,533
25,T25,T25,Ben Crane,85,3.99,2049,514
26,T25,T25,Brian Gay,101,3.99,2294,575
27,T25,T25,Paul Goydos,78,3.99,1662,417
28,T25,T25,Charley Hoffman,85,3.99,1748,438
29,T25,T25,J.B. Holmes,100,3.99,2308,578
30,T25,T25,Freddie Jacobson,83,3.99,2121,532
31,T25,T25,Cliff Kresge,50,3.99,1094,274
32,T25,T25,Bryce Molder,84,3.99,1641,411
33,T25,T25,Cameron Percy,73,3.99,1503,377
34,T25,T25,Webb Simpson,98,3.99,2165,542
35,T25,T25,Jeev Milkha Singh,59,3.99,1427,358
36,T25,T25,David Toms,86,3.99,1800,451
37,T25,T25,Charles Warren,64,3.99,1396,350
38,T25,T25,Charlie Wi,95,3.99,2102,527
39,T40,T40,Aaron Baddeley,94,4.0,2085,521
40,T40,T40,Michael Bradley,77,4.0,2083,521
41,T40,T40,Chad Collins,87,4.0,1930,482
42,T40,T40,Chris Couch,66,4.0,1209,302
43,T40,T40,Chris DiMarco,88,4.0,2074,518
44,T40,T40,Matt Every,60,4.0,1144,286
45,T40,T40,Rickie Fowler,98,4.0,2014,504
46,T40,T40,Skip Kendall,58,4.0,1305,326
47,T40,T40,Steve Marino,81,4.0,1589,397
48,T40,T40,John Rollins,81,4.0,1733,433
49,T40,T40,John Senden,103,4.0,2061,515
50,T40,T40,Heath Slocum,97,4.0,2201,550
51,T40,T40,Kevin Streelman,90,4.0,2160,540
52,T40,T40,Nick Watney,91,4.0,1753,438
53,T40,T40,Boo Weekley,88,4.0,1970,492
54,T40,T40,Jay Williamson,76,4.0,1846,462
55,T40,T40,Y.E. Yang,72,4.0,1781,445
56,T57,T57,Briny Baird,87,4.01,2028,506
57,T57,T57,Brendon de Jonge,114,4.01,2182,544
58,T57,T57,Retief Goosen,75,4.01,1477,368
59,T57,T57,J.J. Henry,92,4.01,2210,551
60,T57,T57,Charles Howell III,103,4.01,2449,611
61,T57,T57,Justin Leonard,89,4.01,1938,483
62,T57,T57,Jarrod Lyle,54,4.01,1304,325
63,T57,T57,Scott McCarron,90,4.01,1963,490
64,T57,T57,Joe Ogilvie,99,4.01,2210,551
65,T57,T57,Tom Pernice Jr.,74,4.01,1683,420
66,T57,T57,Tim Petrovic,105,4.01,2394,597
67,T57,T57,Alex Prugh,88,4.01,1862,464
68,T57,T57,Jeff Quinney,91,4.01,2114,527
69,T57,T57,Rory Sabbatini,79,4.01,1873,467
70,T57,T57,Chris Stroud,90,4.01,1953,487
71,T57,T57,Nicholas Thompson,88,4.01,1975,492
72,T57,T57,D.J. Trahan,92,4.01,1849,461
73,T57,T57,Camilo Villegas,78,4.01,1511,377
74,T57,T57,Jimmy Walker,82,4.01,1882,469
75,T57,T57,Bubba Watson,77,4.01,1751,437
76,T57,T57,Brett Wetterich,54,4.01,1112,277
77,T57,T57,Garrett Willis,82,4.01,1959,488
78,T79,T79,K.J. Choi,82,4.02,1699,423
79,T79,T79,Stewart Cink,84,4.02,1771,441
80,T79,T79,Bob Estes,79,4.02,1675,417
81,T79,T79,Tom Gillis,97,4.02,2169,540
82,T79,T79,Lucas Glover,75,4.02,1523,379
83,T79,T79,Bill Haas,87,4.02,1551,386
84,T79,T79,Dustin Johnson,83,4.02,1476,367
85,T79,T79,Michael Letzig,84,4.02,2004,499
86,T79,T79,Spencer Levin,110,4.02,2451,609
87,T79,T79,Will MacKenzie,72,4.02,1599,398
88,T79,T79,Sean O'Hair,84,4.02,1447,360
89,T79,T79,Ryan Palmer,84,4.02,1879,467
90,T79,T79,Andres Romero,73,4.02,1722,428
91,T79,T79,Michael Sim,64,4.02,1147,285
92,T79,T79,Paul Stankowski,62,4.02,1539,383
93,T94,T94,Woody Austin,93,4.03,2125,527
94,T94,T94,Henrik Bjornstad,72,4.03,1703,423
95,T94,T94,Chad Campbell,94,4.03,2267,563
96,T94,T94,Alex Cejka,81,4.03,1791,444
97,T94,T94,James Driscoll,78,4.03,1767,439
98,T94,T94,Robert Garrigus,71,4.03,1676,416
99,T94,T94,Mathew Goggin,85,4.03,2014,500
100,T94,T94,Padraig Harrington,57,4.03,1061,263
101,T94,T94,J.P. Hayes,79,4.03,1794,445
102,T94,T94,Ryuji Imada,90,4.03,2051,509
103,T94,T94,Zach Johnson,93,4.03,2035,505
104,T94,T94,Richard Johnson,90,4.03,2071,514
105,T94,T94,Jerry Kelly,99,4.03,2104,522
106,T94,T94,Adam Scott,70,4.03,1197,297
107,T94,T94,Kevin Stadler,86,4.03,1855,460
108,T94,T94,Brian Stuard,81,4.03,1669,414
109,T94,T94,Mark Wilson,87,4.03,1995,495
110,T111,T111,Blake Adams,84,4.04,1947,482
111,T111,T111,Robert Allenby,76,4.04,1485,368
112,T111,T111,Brent Delahoussaye,57,4.04,1362,337
113,T111,T111,Jason Dufner,87,4.04,2166,536
114,T111,T111,Mathias Grönberg,61,4.04,1484,367
115,T111,T111,Trevor Immelman,55,4.04,1167,289
116,T111,T111,Lee Janzen,77,4.04,1740,431
117,T111,T111,Matt Jones,89,4.04,1891,468
118,T111,T111,Martin Laird,91,4.04,2020,500
119,T111,T111,Marc Leishman,87,4.04,2188,541
120,T111,T111,Hunter Mahan,85,4.04,1732,429
121,T111,T111,Troy Matteson,84,4.04,2002,496
122,T111,T111,Billy Mayfair,78,4.04,1631,404
123,T111,T111,Ryan Moore,80,4.04,1566,388
124,T111,T111,Brenden Pappas,66,4.04,1433,355
125,T111,T111,Aron Price,70,4.04,1277,316
126,T111,T111,Brett Quigley,96,4.04,2398,593
