,Tenth_Tee_Late_Par_5_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_5_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_5_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_5_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_5_Scoring_Average_AVG,Tenth_Tee_Late_Par_5_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Bubba Watson,77,4.17,125,30
1,2,2,Sergio Garcia,58,4.25,51,12
2,3,3,John Daly,63,4.35,135,31
3,4,4,J.P. Hayes,79,4.38,105,24
4,5,5,George McNeill,79,4.43,155,35
5,6,6,Jarrod Lyle,54,4.44,71,16
6,7,7,Vijay Singh,75,4.45,98,22
7,8,8,Charlie Wi,95,4.47,143,32
8,9,9,Robert Allenby,76,4.48,130,29
9,10,10,Alex Prugh,88,4.49,202,45
10,T11,T11,Hunter Mahan,85,4.5,162,36
11,T11,T11,Bo Van Pelt,104,4.5,144,32
12,T13,T13,Robert Garrigus,71,4.51,176,39
13,T13,T13,Tom Gillis,97,4.51,356,79
14,T15,T15,Stewart Cink,84,4.52,131,29
15,T15,T15,Bill Haas,87,4.52,226,50
16,T15,T15,Scott Piercy,88,4.52,298,66
17,T18,T18,Padraig Harrington,57,4.53,77,17
18,T18,T18,Charles Howell III,103,4.53,222,49
19,T18,T18,Spencer Levin,110,4.53,272,60
20,21,21,Chad Collins,87,4.55,232,51
21,T22,T22,Brendon de Jonge,114,4.56,287,63
22,T22,T22,Martin Laird,91,4.56,269,59
23,T22,T22,Kenny Perry,69,4.56,114,25
24,T22,T22,Tim Petrovic,105,4.56,301,66
25,T26,T26,Aaron Baddeley,94,4.57,274,60
26,T26,T26,Chris Couch,66,4.57,242,53
27,T26,T26,J.B. Holmes,100,4.57,233,51
28,T26,T26,Justin Rose,78,4.57,128,28
29,T26,T26,Nick Watney,91,4.57,137,30
30,T31,T31,Matt Bettencourt,91,4.59,266,58
31,T31,T31,Tim Clark,88,4.59,188,41
32,T31,T31,Jason Day,82,4.59,188,41
33,T31,T31,Will MacKenzie,72,4.59,170,37
34,T31,T31,Rocco Mediate,71,4.59,133,29
35,T31,T31,Jay Williamson,76,4.59,156,34
36,37,37,Kevin Na,94,4.6,216,47
37,T38,T38,Richard Johnson,90,4.61,286,62
38,T38,T38,Marc Leishman,87,4.61,106,23
39,T38,T38,Brandt Snedeker,89,4.61,203,44
40,T41,T41,Briny Baird,87,4.62,231,50
41,T41,T41,Ben Crane,85,4.62,194,42
42,T41,T41,Ernie Els,72,4.62,60,13
43,T41,T41,Matt Every,60,4.62,217,47
44,T41,T41,J.J. Henry,92,4.62,314,68
