,Rounds_in_the_60s_RANK THIS WEEK,Rounds_in_the_60s_RANK LAST WEEK,Rounds_in_the_60s_PLAYER NAME,Rounds_in_the_60s_EVENTS,Rounds_in_the_60s_TOTAL RNDS
351,T300,T300,Braxton Marquez,1,1
352,T300,T300,Len Mattiace,6,1
353,T300,T300,Spike McRoy,4,1
354,T300,T300,Katsumasa Miyamoto,2,1
355,T300,T300,John Morse,5,1
356,T300,T300,Alistair Presnell,1,1
357,T300,T300,Michael Putnam,1,1
358,T300,T300,Alexandre Rocha,1,1
359,T300,T300,Chris Rogers,2,1
360,T300,T300,Christopher Ross,1,1
361,T300,T300,Phil Schmitt,2,1
362,T300,T300,Marcel Siem,1,1
363,T300,T300,Bob Sowards,1,1
364,T300,T300,Nick Taylor,2,1
365,T300,T300,Steven Tiley,1,1
366,T300,T300,Blake Trimble,1,1
367,T300,T300,Tom Watson,3,1
368,T300,T300,Danny Wax,1,1
369,T300,T300,Tim Weinhart,1,1
370,T300,T300,Isaac Weintraub,1,1
371,T300,T300,Casey Wittenberg,1,1
372,T300,T300,Chris Wood,5,1
