,Top_10_Final_Round_Performance_RANK THIS WEEK,Top_10_Final_Round_Performance_RANK LAST WEEK,Top_10_Final_Round_Performance_PLAYER NAME,Top_10_Final_Round_Performance_EVENTS,Top_10_Final_Round_Performance_% TIMES IMPROVED,Top_10_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Matt Bettencourt,32,100.0,1.0
1,T1,T1,Paul Casey,17,100.0,5.0
2,T1,T1,Michael Connell,25,100.0,1.0
3,T1,T1,Ben Crane,24,100.0,3.0
4,T1,T1,Brian Davis,32,100.0,2.0
5,T1,T1,Luke Donald,20,100.0,6.0
6,T1,T1,Jason Dufner,25,100.0,1.0
7,T1,T1,David Duval,24,100.0,1.0
8,T1,T1,Steve Elkington,22,100.0,2.0
9,T1,T1,Bob Estes,26,100.0,1.0
10,T1,T1,Steve Flesch,25,100.0,1.0
11,T1,T1,Rickie Fowler,28,100.0,4.0
12,T1,T1,Mathew Goggin,28,100.0,1.0
13,T1,T1,J.P. Hayes,25,100.0,2.0
14,T1,T1,Freddie Jacobson,24,100.0,2.0
15,T1,T1,Martin Laird,26,100.0,3.0
16,T1,T1,Rory McIlroy,16,100.0,2.0
17,T1,T1,Shaun Micheel,21,100.0,2.0
18,T1,T1,Jeff Quinney,29,100.0,2.0
19,T1,T1,Michael Sim,20,100.0,1.0
20,T1,T1,Roland Thatcher,26,100.0,1.0
21,T1,T1,D.J. Trahan,27,100.0,4.0
22,T1,T1,Johnson Wagner,28,100.0,1.0
23,T1,T1,Jimmy Walker,27,100.0,2.0
24,T1,T1,Mike Weir,19,100.0,1.0
25,T1,T1,Steve Wheatcroft,27,100.0,1.0
26,T1,T1,Jay Williamson,24,100.0,1.0
27,T1,T1,Y.E. Yang,21,100.0,1.0
28,T29,T29,Matt Kuchar,26,85.7,6.0
29,T29,T29,Bo Van Pelt,28,85.7,6.0
30,31,31,Retief Goosen,19,83.3,5.0
31,T32,T32,Tim Clark,24,80.0,4.0
32,T32,T32,Steve Stricker,19,80.0,4.0
33,T34,T34,Ryan Moore,24,75.0,3.0
34,T34,T34,Jeff Overton,26,75.0,6.0
35,T34,T34,Ryan Palmer,27,75.0,3.0
36,T34,T34,Vaughn Taylor,26,75.0,3.0
37,T34,T34,Bubba Watson,22,75.0,3.0
38,T39,T39,Ernie Els,20,66.7,4.0
39,T39,T39,Paul Goydos,25,66.7,2.0
40,T39,T39,Bill Lunde,28,66.7,2.0
41,T39,T39,Steve Marino,24,66.7,2.0
42,T39,T39,Geoff Ogilvy,19,66.7,2.0
43,T39,T39,D.A. Points,29,66.7,2.0
44,T39,T39,Alex Prugh,28,66.7,2.0
