,Back_9_Round_2_Scoring_Average_RANK THIS WEEK,Back_9_Round_2_Scoring_Average_RANK LAST WEEK,Back_9_Round_2_Scoring_Average_PLAYER NAME,Back_9_Round_2_Scoring_Average_AVG,Back_9_Round_2_Scoring_Average_TOTAL STROKES,Back_9_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Jim Furyk,34.6,692,20
1,2,2,Matt Every,34.61,623,18
2,3,3,Johnson Wagner,34.67,936,27
3,4,4,Spencer Levin,34.68,1075,31
4,5,5,Charley Hoffman,34.71,833,24
5,6,6,Dustin Johnson,34.73,764,22
6,7,7,Kevin Sutherland,34.8,870,25
7,8,8,Lucas Glover,34.82,766,22
8,9,9,Steve Stricker,34.83,627,18
9,10,10,Steve Elkington,34.86,732,21
10,T11,T11,Matt Kuchar,34.88,872,25
11,T11,T11,Kevin Na,34.88,872,25
12,13,13,Charlie Wi,34.89,942,27
13,T14,T14,Shaun Micheel,34.9,733,21
14,T14,T14,Andres Romero,34.9,733,21
15,T16,T16,Charles Howell III,34.93,978,28
16,T16,T16,Brett Quigley,34.93,978,28
17,T18,T18,Paul Stankowski,34.94,629,18
18,T18,T18,Dean Wilson,34.94,629,18
19,T20,T20,Robert Allenby,34.95,699,20
20,T20,T20,Ben Crane,34.95,769,22
21,22,22,J.B. Holmes,34.96,909,26
22,T23,T23,Chris DiMarco,35.0,805,23
23,T23,T23,Joe Durant,35.0,665,19
24,T23,T23,Heath Slocum,35.0,875,25
25,26,26,Rickie Fowler,35.04,981,28
26,T27,T27,Justin Rose,35.05,771,22
27,T27,T27,Camilo Villegas,35.05,666,19
28,T29,T29,Ryuji Imada,35.07,982,28
29,T29,T29,D.J. Trahan,35.07,947,27
30,31,31,Bryce Molder,35.08,912,26
31,T32,T32,Aron Price,35.09,772,22
32,T32,T32,Chris Tidland,35.09,807,23
33,34,34,Phil Mickelson,35.1,702,20
34,T35,T35,Greg Chalmers,35.11,948,27
35,T35,T35,Ernie Els,35.11,667,19
36,T35,T35,Tom Gillis,35.11,948,27
37,T38,T38,Robert Garrigus,35.14,738,21
38,T38,T38,Bo Van Pelt,35.14,984,28
39,T40,T40,Aaron Baddeley,35.15,914,26
40,T40,T40,Omar Uresti,35.15,949,27
41,42,42,Bill Haas,35.16,879,25
42,43,43,Cliff Kresge,35.18,598,17
43,T44,T44,Chad Campbell,35.19,915,26
44,T44,T44,Brett Wetterich,35.19,563,16
45,46,46,Troy Matteson,35.21,986,28
46,47,47,J.P. Hayes,35.24,881,25
47,48,48,Alex Prugh,35.25,987,28
48,49,49,Briny Baird,35.26,952,27
49,T50,T50,Alex Cejka,35.27,917,26
50,T50,T50,Pat Perez,35.27,917,26
51,T50,T50,Tom Pernice Jr.,35.27,776,22
52,T50,T50,John Rollins,35.27,917,26
53,T54,T54,Woody Austin,35.28,1023,29
54,T54,T54,Michael Connell,35.28,882,25
55,T54,T54,Skip Kendall,35.28,635,18
56,T57,T57,Cameron Percy,35.29,847,24
57,T57,T57,Jay Williamson,35.29,847,24
58,T59,T59,Billy Mayfair,35.32,883,25
59,T59,T59,Jeff Overton,35.32,883,25
60,61,61,George McNeill,35.33,954,27
61,62,62,Webb Simpson,35.35,1096,31
62,T63,T63,Graham DeLaet,35.36,990,28
63,T63,T63,Mark Wilson,35.36,990,28
64,65,65,Luke Donald,35.37,672,19
65,T66,T66,Brendon de Jonge,35.38,1132,32
66,T66,T66,Tim Herron,35.38,849,24
67,T66,T66,Justin Leonard,35.38,920,26
68,T66,T66,David Toms,35.38,849,24
69,70,70,Retief Goosen,35.39,637,18
70,T71,T71,Kris Blanks,35.41,1027,29
71,T71,T71,Chris Stroud,35.41,956,27
72,T71,T71,Boo Weekley,35.41,956,27
73,T74,T74,Freddie Jacobson,35.42,850,24
74,T74,T74,Sean O'Hair,35.42,850,24
75,T76,T76,Paul Casey,35.44,567,16
76,T76,T76,Matt Jones,35.44,957,27
77,78,78,Brandt Snedeker,35.46,922,26
78,79,79,Richard Johnson,35.48,958,27
79,T80,T80,Stephen Ames,35.5,710,20
80,T80,T80,Chad Collins,35.5,923,26
81,T80,T80,Davis Love III,35.5,852,24
82,T80,T80,Brenden Pappas,35.5,852,24
83,T80,T80,John Senden,35.5,1065,30
84,T85,T85,Stuart Appleby,35.52,1101,31
85,T85,T85,Jeff Maggert,35.52,888,25
86,87,87,Blake Adams,35.54,924,26
87,88,88,Josh Teater,35.55,1102,31
88,T89,T89,Steve Flesch,35.56,889,25
89,T89,T89,Bill Lunde,35.56,960,27
90,T89,T89,Tim Petrovic,35.56,1138,32
91,T92,T92,Jason Day,35.57,818,23
92,T92,T92,Brian Stuard,35.57,996,28
93,T94,T94,Martin Flores,35.58,925,26
94,T94,T94,Martin Laird,35.58,925,26
95,T94,T94,Marc Leishman,35.58,925,26
96,T94,T94,Chris Riley,35.58,854,24
97,T94,T94,Garrett Willis,35.58,854,24
98,T99,T99,Stewart Cink,35.59,783,22
99,T99,T99,Padraig Harrington,35.59,605,17
100,T99,T99,Scott Piercy,35.59,961,27
101,T99,T99,Vance Veazey,35.59,783,22
102,103,103,Rod Pampling,35.62,926,26
103,T104,T104,Cameron Tringale,35.64,784,22
104,T104,T104,Bubba Watson,35.64,784,22
105,T106,T106,Jonathan Byrd,35.65,927,26
106,T106,T106,Lee Janzen,35.65,927,26
107,T106,T106,Rocco Mediate,35.65,820,23
108,T106,T106,Vaughn Taylor,35.65,927,26
109,T110,T110,Ben Curtis,35.67,856,24
110,T110,T110,Geoff Ogilvy,35.67,642,18
111,T112,T112,John Daly,35.68,678,19
112,T112,T112,Brian Davis,35.68,1106,31
113,T114,T114,Brian Gay,35.69,1035,29
114,T114,T114,Carl Pettersson,35.69,1035,29
115,T114,T114,D.A. Points,35.69,1035,29
116,117,117,Jimmy Walker,35.7,964,27
117,T118,T118,Zach Johnson,35.71,857,24
118,T118,T118,Ian Poulter,35.71,500,14
119,T120,T120,Bob Estes,35.73,929,26
120,T120,T120,James Nitties,35.73,1072,30
121,T122,T122,J.J. Henry,35.74,965,27
122,T122,T122,Trevor Immelman,35.74,679,19
123,124,124,David Duval,35.75,858,24
124,125,125,Jason Bohn,35.76,894,25
125,126,126,Will MacKenzie,35.77,787,22
126,T127,T127,Tim Clark,35.78,823,23
127,T127,T127,Jarrod Lyle,35.78,644,18
128,129,129,Roland Thatcher,35.8,895,25
129,130,130,Joe Ogilvie,35.81,1146,32
130,131,131,Ricky Barnes,35.82,1003,28
131,T132,T132,Greg Owen,35.83,824,23
132,T132,T132,Jeev Milkha Singh,35.83,645,18
133,T134,T134,Matt Bettencourt,35.84,1111,31
134,T134,T134,David Lutterus,35.84,896,25
135,T134,T134,John Merrick,35.84,1111,31
136,T134,T134,Rory Sabbatini,35.84,896,25
137,T134,T134,Michael Sim,35.84,681,19
138,139,139,Andrew McLardy,35.85,717,20
139,T140,T140,Sergio Garcia,35.86,502,14
140,T140,T140,Jerry Kelly,35.86,1004,28
141,142,142,Vijay Singh,35.91,790,22
142,143,143,Mathew Goggin,35.93,1006,28
143,T144,T144,James Driscoll,35.96,935,26
144,T144,T144,Nathan Green,35.96,971,27
145,T144,T144,Michael Letzig,35.96,935,26
146,T147,T147,Cameron Beckman,36.0,900,25
147,T147,T147,Mark Calcavecchia,36.0,576,16
148,T147,T147,Hunter Mahan,36.0,864,24
149,T147,T147,Scott McCarron,36.0,1044,29
150,T147,T147,Kenny Perry,36.0,684,19
151,T147,T147,Jeff Quinney,36.0,1044,29
152,T147,T147,Adam Scott,36.0,684,19
153,T147,T147,Kevin Streelman,36.0,972,27
154,155,155,Troy Merritt,36.03,1045,29
155,156,156,Kevin Stadler,36.04,973,27
156,157,157,Daniel Chopra,36.07,974,27
157,158,158,Paul Goydos,36.08,866,24
158,T159,T159,K.J. Choi,36.09,794,22
159,T159,T159,Ryan Moore,36.09,830,23
160,161,161,Ángel Cabrera,36.11,650,18
161,162,162,Brent Delahoussaye,36.14,759,21
162,163,163,Rich Barcelo,36.16,904,25
163,T164,T164,Ted Purdy,36.17,1085,30
164,T164,T164,Nick Watney,36.17,832,23
165,166,166,John Mallinger,36.21,1014,28
166,T167,T167,Steve Lowery,36.24,906,25
167,T167,T167,Jerod Turner,36.24,616,17
168,T169,T169,Michael Bradley,36.25,870,24
169,T169,T169,Scott Verplank,36.25,725,20
170,171,171,Steve Marino,36.26,834,23
171,172,172,Henrik Bjornstad,36.27,943,26
172,173,173,Roger Tambellini,36.31,944,26
173,T174,T174,Chris Couch,36.33,763,21
174,T174,T174,Greg Kraft,36.33,763,21
175,T174,T174,Charles Warren,36.33,763,21
176,T174,T174,Mike Weir,36.33,654,18
177,178,178,Derek Lamely,36.37,982,27
178,179,179,Nicholas Thompson,36.38,1055,29
179,180,180,Jason Dufner,36.4,910,25
180,181,181,Chris Wilson,36.44,911,25
181,182,182,Justin Bolli,36.52,840,23
182,T183,T183,Craig Bowden,36.53,694,19
183,T183,T183,Garth Mulroy,36.53,694,19
184,185,185,Ryan Palmer,36.56,987,27
185,T186,T186,Mathias Grönberg,36.73,808,22
186,T186,T186,Rory McIlroy,36.73,551,15
187,188,188,Y.E. Yang,36.75,735,20
188,189,189,Kevin Johnson,36.8,920,25
189,190,190,Steve Wheatcroft,36.85,995,27
190,191,191,Jeff Gove,36.95,813,22
191,192,192,Brad Faxon,37.36,822,22
