,Scrambling_from_10-20_yards_RANK THIS WEEK,Scrambling_from_10-20_yards_RANK LAST WEEK,Scrambling_from_10-20_yards_PLAYER NAME,Scrambling_from_10-20_yards_ROUNDS,Scrambling_from_10-20_yards_%,Scrambling_from_10-20_yards_SUCCESSES,Scrambling_from_10-20_yards_ATTEMPTS
0,1,1,Bryce Molder,80,75.7,162,214
1,2,2,Zach Johnson,90,75.57,133,176
2,3,3,Morgan Hoffmann,71,75.18,106,141
3,4,4,Phil Mickelson,75,75.16,115,153
4,T5,T5,Andrew Landry,53,75.0,78,104
5,T5,T5,Adam Scott,79,75.0,66,88
6,7,7,Tim Wilkinson,72,73.91,85,115
7,8,8,Brendon Todd,66,73.6,131,178
8,9,9,David Hearn,95,73.24,156,213
9,10,10,Matt Kuchar,100,72.96,143,196
10,11,11,Aaron Baddeley,93,72.77,147,202
11,12,12,Rob Oppenheim,67,71.85,97,135
12,13,13,Luke Donald,81,71.7,114,159
13,14,14,Jason Day,76,71.55,83,116
14,15,15,Ricky Barnes,97,71.5,153,214
15,16,16,Scott Langley,65,71.43,115,161
16,17,17,Paul Casey,77,71.19,84,118
17,18,18,Bill Haas,86,71.15,111,156
18,19,19,Harris English,97,70.9,134,189
19,20,20,Jonas Blixt,79,70.62,149,211
20,21,21,Spencer Levin,104,70.3,142,202
21,22,22,Cameron Tringale,81,70.06,110,157
22,23,23,Russell Henley,76,69.89,123,176
23,24,24,Rickie Fowler,80,69.7,92,132
24,25,25,Steve Stricker,53,69.57,80,115
25,26,26,Si Woo Kim,113,69.47,182,262
26,27,27,Branden Grace,63,69.31,70,101
27,28,28,Steven Bowditch,71,69.28,106,153
28,29,29,Tyrone Van Aswegen,105,69.12,150,217
29,30,30,Zac Blair,99,69.11,179,259
30,31,31,Stuart Appleby,71,68.84,137,199
31,32,32,Brian Harman,104,68.72,167,243
32,T33,T33,Luke Guthrie,57,68.37,67,98
33,T33,T33,Patrick Reed,105,68.37,147,215
34,35,35,Ryan Moore,86,68.35,108,158
35,36,36,Charles Howell III,91,68.33,123,180
36,37,37,Marc Leishman,89,68.11,126,185
37,38,38,Martin Piller,59,67.94,89,131
38,39,39,Jamie Lovemark,91,67.89,148,218
39,T40,T40,Billy Hurley III,66,67.84,116,171
40,T40,T40,Jimmy Walker,85,67.84,116,171
41,42,42,Steve Marino,72,67.65,92,136
42,43,43,Chris Kirk,90,67.48,139,206
43,T44,T44,Chad Campbell,90,67.44,145,215
44,T44,T44,Luke List,79,67.44,116,172
45,46,46,K.J. Choi,73,67.28,109,162
46,47,47,Derek Fathauer,94,67.26,150,223
47,48,48,Padraig Harrington,54,67.23,80,119
48,49,49,Chad Collins,73,67.21,123,183
49,50,50,Jordan Spieth,80,67.11,100,149
50,51,51,Bronson Burgoon,83,67.08,108,161
51,52,52,Adam Hadwin,93,66.95,156,233
52,53,53,Mark Hubbard,101,66.94,166,248
53,T54,T54,Retief Goosen,55,66.9,97,145
54,T54,T54,Charl Schwartzel,73,66.9,95,142
55,56,56,David Lingmerth,84,66.88,105,157
56,57,57,Jon Curran,99,66.81,151,226
57,T58,T58,Jim Furyk,52,66.67,68,102
58,T58,T58,Matt Jones,83,66.67,104,156
59,T58,T58,Francesco Molinari,64,66.67,104,156
60,T58,T58,Justin Rose,65,66.67,82,123
61,T58,T58,David Toms,62,66.67,98,147
62,T58,T58,Mark Wilson,66,66.67,108,162
63,64,64,William McGirt,98,66.52,147,221
64,65,65,Freddie Jacobson,86,66.48,121,182
65,66,66,Alex Cejka,71,66.39,79,119
66,67,67,Troy Merritt,77,66.28,114,172
67,68,68,Camilo Villegas,83,66.19,139,210
68,69,69,Sergio Garcia,54,66.18,45,68
69,70,70,Dicky Pride,55,66.13,82,124
70,71,71,Brandt Snedeker,93,65.88,112,170
71,72,72,Dustin Johnson,87,65.73,94,143
72,73,73,Jerry Kelly,76,65.68,111,169
73,T74,T74,Hunter Mahan,61,65.65,86,131
74,T74,T74,Henrik Norlander,71,65.65,86,131
75,76,76,Danny Lee,93,65.64,128,195
76,77,77,Webb Simpson,70,65.54,97,148
77,78,78,Andres Gonzales,80,65.45,108,165
78,79,79,Jim Herman,93,65.41,121,185
79,80,80,Justin Thomas,99,65.29,111,170
80,81,81,Russell Knox,92,65.22,105,161
81,82,82,Scott Stallings,74,65.03,106,163
82,83,83,Colt Knost,90,64.92,124,191
83,84,84,Nick Taylor,83,64.88,109,168
84,85,85,Jeff Overton,69,64.86,96,148
85,86,86,Fabián Gómez,82,64.77,114,176
86,87,87,Emiliano Grillo,93,64.74,112,173
87,88,88,Sam Saunders,69,64.66,86,133
88,89,89,Whee Kim,82,64.57,113,175
89,90,90,Jason Kokrak,89,64.56,102,158
90,91,91,Ryan Palmer,86,64.55,122,189
91,T92,T92,Charley Hoffman,91,64.5,129,200
92,T92,T92,Peter Malnati,85,64.5,129,200
93,94,94,John Huh,86,64.45,136,211
94,95,95,Gary Woodland,95,64.42,105,163
95,96,96,Kevin Kisner,97,64.41,114,177
96,97,97,Tom Hoge,81,64.33,110,171
97,98,98,Ben Crane,80,64.32,119,185
98,99,99,Hideki Matsuyama,76,64.29,90,140
99,100,100,Brian Stuard,66,64.06,123,192
100,101,101,Scott Pinckney,87,64.0,112,175
101,102,102,Abraham Ancer,51,63.93,78,122
102,103,103,Martin Laird,82,63.8,104,163
103,104,104,J.B. Holmes,77,63.7,86,135
104,105,105,Patrick Rodgers,89,63.69,100,157
105,106,106,Sung Kang,89,63.55,129,203
106,107,107,Hiroshi Iwata,85,63.46,132,208
107,108,108,Billy Horschel,73,63.41,78,123
108,109,109,Graeme McDowell,63,63.38,90,142
109,110,110,Tyler Aldridge,83,63.27,124,196
110,111,111,Seung-Yul Noh,85,63.1,106,168
111,112,112,D.A. Points,55,63.0,63,100
112,113,113,Harold Varner III,92,62.98,131,208
113,114,114,Cameron Smith,73,62.96,85,135
114,115,115,Jason Gore,78,62.94,107,170
115,116,116,Erik Compton,65,62.91,95,151
116,T117,T117,Chez Reavie,90,62.9,117,186
117,T117,T117,Shawn Stefani,91,62.9,117,186
118,119,119,Will MacKenzie,84,62.87,105,167
119,120,120,Rory McIlroy,69,62.73,69,110
120,121,121,Brendon de Jonge,83,62.72,106,169
121,122,122,Robert Allenby,51,62.71,74,118
122,T123,T123,Stewart Cink,61,62.5,65,104
123,T123,T123,Shane Lowry,57,62.5,60,96
124,125,125,Daniel Berger,92,62.3,114,183
125,126,126,Andrew Loupe,75,62.15,110,177
126,127,127,George McNeill,51,62.14,87,140
127,128,128,Brendan Steele,88,62.11,100,161
128,129,129,Roberto Castro,97,62.0,124,200
129,130,130,Boo Weekley,83,61.98,119,192
130,131,131,Rod Pampling,54,61.95,70,113
131,132,132,John Senden,88,61.9,117,189
132,133,133,Kyle Reifers,115,61.88,138,223
133,134,134,Ángel Cabrera,62,61.65,82,133
134,135,135,Keegan Bradley,82,61.54,96,156
135,136,136,Kevin Chappell,93,61.43,137,223
136,137,137,Patton Kizzire,93,61.39,124,202
137,138,138,Smylie Kaufman,91,61.27,106,173
138,139,139,Ernie Els,66,61.21,101,165
139,140,140,Blayne Barber,84,61.2,112,183
140,141,141,Lucas Glover,75,61.19,82,134
141,142,142,Geoff Ogilvy,63,61.18,93,152
142,143,143,Rory Sabbatini,57,61.06,69,113
143,144,144,Scott Brown,88,61.0,122,200
144,T145,T145,Kyle Stanley,92,60.94,117,192
145,T145,T145,Johnson Wagner,86,60.94,117,192
146,147,147,Michael Kim,100,60.83,146,240
147,148,148,Steve Wheatcroft,85,60.61,120,198
148,149,149,Daniel Summerhays,99,60.53,138,228
149,150,150,Wes Roach,59,60.17,71,118
150,151,151,Robert Streb,87,60.13,95,158
151,152,152,Hudson Swafford,104,60.0,126,210
152,153,153,Chris Stroud,82,59.9,115,192
153,154,154,Jason Dufner,105,59.89,109,182
154,155,155,Tony Finau,95,59.72,126,211
155,T156,T156,Kevin Na,96,59.63,96,161
156,T156,T156,Scott Piercy,87,59.63,96,161
157,158,158,Sean O'Hair,89,59.62,127,213
158,159,159,Willy Wilcox,67,59.32,105,177
159,160,160,Jhonattan Vegas,97,59.28,99,167
160,161,161,Rhein Gibson,58,59.05,62,105
161,162,162,D.H. Lee,61,59.03,85,144
162,163,163,Anirban Lahiri,72,58.96,79,134
163,164,164,Vijay Singh,72,58.79,107,182
164,165,165,J.J. Henry,68,58.77,67,114
165,166,166,Derek Ernst,59,58.47,69,118
166,167,167,Greg Owen,85,58.17,89,153
167,168,168,Brooks Koepka,75,57.79,89,154
168,169,169,Brett Stegmaier,87,57.6,125,217
169,170,170,Thomas Aiken,70,57.46,77,134
170,171,171,Vaughn Taylor,72,57.3,102,178
171,172,172,Bubba Watson,72,57.27,63,110
172,173,173,Chesson Hadley,81,56.8,96,169
173,174,174,Louis Oosthuizen,63,56.7,55,97
174,175,175,James Hahn,85,56.5,100,177
175,176,176,Dawie van der Walt,72,56.38,84,149
176,177,177,Ben Martin,92,56.34,120,213
177,178,178,Jason Bohn,67,56.29,94,167
178,179,179,Michael Thompson,71,55.28,68,123
179,180,180,Kelly Kraft,63,54.63,59,108
180,181,181,Carlos Ortiz,79,54.27,89,164
181,182,182,Ken Duke,58,53.74,79,147
182,183,183,Graham DeLaet,70,53.46,85,159
183,184,184,Kevin Streelman,82,53.21,83,156
184,185,185,Robert Garrigus,69,49.22,63,128
