,Proximity_to_Hole_from_20-30_yards_RANK THIS WEEK,Proximity_to_Hole_from_20-30_yards_RANK LAST WEEK,Proximity_to_Hole_from_20-30_yards_PLAYER NAME,Proximity_to_Hole_from_20-30_yards_ROUNDS,Proximity_to_Hole_from_20-30_yards_AVG DTP,Proximity_to_Hole_from_20-30_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_20-30_yards_# OF SHOTS,Proximity_to_Hole_from_20-30_yards_SCRAMBLING RANK
0,1,1,Luke List,79,"7' 2""",674.8330000000001,94,44
1,2,2,Jon Curran,99,"7' 4""",1022.0,139,13
2,3,3,Luke Donald,81,"7' 6""",722.0830000000001,96,6
3,4,4,Aaron Baddeley,93,"7' 7""",990.5830000000001,131,5
4,T5,T5,Rory McIlroy,69,"7' 8""",576.9169999999999,75,88
5,T5,T5,Charl Schwartzel,73,"7' 8""",638.75,83,69
6,T7,T7,Robert Garrigus,69,"7' 10""",501.75,64,172
7,T7,T7,Padraig Harrington,54,"7' 10""",548.4169999999999,70,64
8,T9,T9,Jason Day,76,"7' 11""",791.75,100,26
9,T9,T9,Will MacKenzie,84,"7' 11""",779.1669999999999,98,120
10,T9,T9,Chez Reavie,90,"7' 11""",830.6669999999999,105,15
11,T12,T12,Retief Goosen,55,"8' 0""",591.5,74,59
12,T12,T12,Branden Grace,63,"8' 0""",503.667,63,82
13,T12,T12,Matt Kuchar,100,"8' 0""",943.0830000000001,118,34
14,T12,T12,Jamie Lovemark,91,"8' 0""",1041.833,130,36
15,T16,T16,Jason Bohn,67,"8' 1""",515.75,64,144
16,T16,T16,Sung Kang,89,"8' 1""",961.1669999999999,119,68
17,18,18,Steve Stricker,53,"8' 2""",558.0830000000001,68,1
18,T19,T19,Zach Johnson,90,"8' 3""",884.75,107,24
19,T19,T19,Steve Wheatcroft,85,"8' 3""",946.1669999999999,115,54
20,T21,T21,Andrew Landry,53,"8' 4""",334.167,40,28
21,T21,T21,Phil Mickelson,75,"8' 4""",725.1669999999999,87,4
22,T21,T21,Seung-Yul Noh,85,"8' 4""",953.5,114,118
23,T21,T21,David Toms,62,"8' 4""",624.0,75,43
24,T25,T25,John Huh,86,"8' 5""",828.5830000000001,98,25
25,T25,T25,Francesco Molinari,64,"8' 5""",725.5830000000001,86,53
26,T25,T25,Brandt Snedeker,93,"8' 5""",1050.25,125,16
27,T28,T28,Kevin Chappell,93,"8' 7""",975.0830000000001,114,79
28,T28,T28,Rickie Fowler,80,"8' 7""",774.0,90,21
29,T28,T28,Jeff Overton,69,"8' 7""",816.8330000000001,95,11
30,T31,T31,Roberto Castro,97,"8' 8""",1239.417,143,62
31,T31,T31,Ben Crane,80,"8' 8""",945.0830000000001,109,31
32,T31,T31,Hiroshi Iwata,85,"8' 8""",1069.5,123,77
33,T31,T31,Peter Malnati,85,"8' 8""",1076.5,124,87
34,T31,T31,Henrik Norlander,71,"8' 8""",573.75,66,57
35,T31,T31,Tyrone Van Aswegen,105,"8' 8""",1180.75,136,47
36,T37,T37,Chad Campbell,90,"8' 9""",1014.0,116,21
37,T37,T37,Si Woo Kim,113,"8' 9""",1220.0,139,20
38,T37,T37,Patton Kizzire,93,"8' 9""",743.0830000000001,85,141
39,T37,T37,Troy Merritt,77,"8' 9""",897.0,103,107
40,T37,T37,Wes Roach,59,"8' 9""",429.667,49,146
41,T37,T37,Brian Stuard,66,"8' 9""",649.1669999999999,74,23
42,T37,T37,Boo Weekley,83,"8' 9""",782.0,89,94
43,T44,T44,Stuart Appleby,71,"8' 10""",1004.5,114,14
44,T44,T44,Zac Blair,99,"8' 10""",1148.5,130,16
45,T44,T44,Steven Bowditch,71,"8' 10""",984.25,111,185
46,T44,T44,Erik Compton,65,"8' 10""",668.5,76,128
47,T44,T44,Jason Dufner,105,"8' 10""",964.6669999999999,109,139
48,T44,T44,James Hahn,85,"8' 10""",1132.0,128,150
49,T44,T44,Brooks Koepka,75,"8' 10""",793.5830000000001,90,152
50,T44,T44,Anirban Lahiri,72,"8' 10""",705.0830000000001,80,138
51,T44,T44,Scott Langley,65,"8' 10""",783.5,89,19
52,T44,T44,Bryce Molder,80,"8' 10""",1002.8330000000001,114,2
53,T44,T44,Patrick Reed,105,"8' 10""",1018.0830000000001,115,8
54,T44,T44,Justin Rose,65,"8' 10""",642.5,73,102
55,T44,T44,Scott Stallings,74,"8' 10""",870.5830000000001,99,103
56,T57,T57,Bill Haas,86,"8' 11""",816.8330000000001,92,12
57,T57,T57,Russell Henley,76,"8' 11""",910.5,102,41
58,T57,T57,Rory Sabbatini,57,"8' 11""",544.3330000000001,61,137
59,T57,T57,Vaughn Taylor,72,"8' 11""",749.3330000000001,84,163
60,T57,T57,Willy Wilcox,67,"8' 11""",758.0830000000001,85,100
61,T57,T57,Mark Wilson,66,"8' 11""",722.8330000000001,81,54
62,T63,T63,Freddie Jacobson,86,"9' 0""",1012.0830000000001,112,58
63,T63,T63,Sean O'Hair,89,"9' 0""",1192.75,132,110
64,T65,T65,Tom Hoge,81,"9' 1""",784.5,86,91
65,T65,T65,Billy Horschel,73,"9' 1""",832.9169999999999,92,166
66,T65,T65,Colt Knost,90,"9' 1""",851.5830000000001,94,27
67,T65,T65,Brendon Todd,66,"9' 1""",982.5830000000001,108,35
68,T69,T69,K.J. Choi,73,"9' 2""",918.75,100,33
69,T69,T69,Chad Collins,73,"9' 2""",932.9169999999999,102,51
70,T69,T69,Derek Ernst,59,"9' 2""",575.25,63,52
71,T69,T69,Chesson Hadley,81,"9' 2""",842.25,92,168
72,T69,T69,Billy Hurley III,66,"9' 2""",708.6669999999999,77,32
73,T69,T69,Whee Kim,82,"9' 2""",935.6669999999999,102,104
74,T69,T69,Chris Kirk,90,"9' 2""",1049.5,115,16
75,T69,T69,Adam Scott,79,"9' 2""",660.9169999999999,72,74
76,T69,T69,Webb Simpson,70,"9' 2""",733.8330000000001,80,75
77,T69,T69,Shawn Stefani,91,"9' 2""",1058.5,116,49
78,T69,T69,Kevin Streelman,82,"9' 2""",859.8330000000001,94,174
79,T69,T69,Tim Wilkinson,72,"9' 2""",658.5,72,10
80,T69,T69,Gary Woodland,95,"9' 2""",1045.5,114,59
81,T82,T82,Paul Casey,77,"9' 3""",789.5,85,36
82,T82,T82,Brian Harman,104,"9' 3""",1411.25,152,38
83,T82,T82,Charles Howell III,91,"9' 3""",1103.083,119,44
84,T82,T82,Smylie Kaufman,91,"9' 3""",976.6669999999999,106,159
85,T82,T82,Spencer Levin,104,"9' 3""",1196.583,129,76
86,T82,T82,Geoff Ogilvy,63,"9' 3""",737.5830000000001,80,142
87,T88,T88,Ricky Barnes,97,"9' 4""",1060.833,114,66
88,T88,T88,Harris English,97,"9' 4""",952.6669999999999,102,63
89,T88,T88,Fabián Gómez,82,"9' 4""",1284.167,138,132
90,T88,T88,Jason Kokrak,89,"9' 4""",1001.5830000000001,107,92
91,T88,T88,Ryan Moore,86,"9' 4""",634.4169999999999,68,61
92,T88,T88,D.A. Points,55,"9' 4""",513.8330000000001,55,108
93,94,94,Ernie Els,66,"9' 5""",876.0,93,163
94,T95,T95,Daniel Berger,92,"9' 6""",967.8330000000001,102,127
95,T95,T95,Keegan Bradley,82,"9' 6""",931.1669999999999,98,165
96,T95,T95,Luke Guthrie,57,"9' 6""",741.4169999999999,78,50
97,T95,T95,J.J. Henry,68,"9' 6""",1120.583,118,173
98,T95,T95,Danny Lee,93,"9' 6""",1111.833,117,122
99,T95,T95,Cameron Smith,73,"9' 6""",665.0,70,153
100,T95,T95,Kyle Stanley,92,"9' 6""",1064.0,112,155
