,Scrambling_10-20_yds_RTP_Score_RANK THIS WEEK,Scrambling_10-20_yds_RTP_Score_RANK LAST WEEK,Scrambling_10-20_yds_RTP_Score_PLAYER NAME,Scrambling_10-20_yds_RTP_Score_ROUNDS,Scrambling_10-20_yds_RTP_Score_AVG RTP,Scrambling_10-20_yds_RTP_Score_TOTAL HOLES,Scrambling_10-20_yds_RTP_Score_TOTAL RTP
0,1,1,Bryce Molder,80,0.215,214,46.0
1,2,2,Adam Scott,79,0.21600000000000003,88,19.0
2,3,3,Zach Johnson,90,0.222,176,39.0
3,4,4,Phil Mickelson,75,0.22899999999999998,153,35.0
4,5,5,Bill Haas,86,0.237,156,37.0
5,6,6,Tim Wilkinson,72,0.243,115,28.0
6,7,7,Luke Donald,81,0.252,159,40.0
7,8,8,Brendon Todd,66,0.253,178,45.0
8,9,9,David Hearn,95,0.258,213,55.0
9,10,10,Rickie Fowler,80,0.265,132,35.0
10,11,11,Ricky Barnes,97,0.266,214,57.0
11,12,12,Scott Langley,65,0.267,161,43.0
12,T13,T13,Morgan Hoffmann,71,0.27,141,38.0
13,T13,T13,Patrick Reed,105,0.27,215,58.0
14,15,15,Rob Oppenheim,67,0.27399999999999997,135,37.0
15,T16,T16,Jason Day,76,0.276,116,32.0
16,T16,T16,Matt Kuchar,100,0.276,196,54.0
17,T18,T18,Aaron Baddeley,93,0.27699999999999997,202,56.0
18,T18,T18,Spencer Levin,104,0.27699999999999997,202,56.0
19,20,20,Steve Stricker,53,0.278,115,32.0
20,21,21,Harris English,97,0.28,189,53.0
21,T22,T22,Paul Casey,77,0.28800000000000003,118,34.0
22,T22,T22,Andrew Landry,53,0.28800000000000003,104,30.0
23,24,24,Jonas Blixt,79,0.289,211,61.0
24,25,25,Russell Henley,76,0.29,176,51.0
25,26,26,Cameron Tringale,81,0.293,157,46.0
26,27,27,Francesco Molinari,64,0.295,156,46.0
27,28,28,K.J. Choi,73,0.29600000000000004,162,48.0
28,29,29,Si Woo Kim,113,0.298,262,78.0
29,T30,T30,Chad Campbell,90,0.302,215,65.0
30,T30,T30,Jordan Spieth,80,0.302,149,45.0
31,32,32,Padraig Harrington,54,0.303,119,36.0
32,33,33,Brian Harman,104,0.305,243,74.0
33,T34,T34,Charles Howell III,91,0.306,180,55.0
34,T34,T34,David Lingmerth,84,0.306,157,48.0
35,T36,T36,Stuart Appleby,71,0.307,199,61.0
36,T36,T36,Jamie Lovemark,91,0.307,218,67.0
37,38,38,Sergio Garcia,54,0.309,68,21.0
38,39,39,Ryan Moore,86,0.31,158,49.0
39,T40,T40,Alex Cejka,71,0.311,119,37.0
40,T40,T40,Webb Simpson,70,0.311,148,46.0
41,42,42,William McGirt,98,0.312,221,69.0
42,T43,T43,Zac Blair,99,0.313,259,81.0
43,T43,T43,Martin Piller,59,0.313,131,41.0
44,T43,T43,David Toms,62,0.313,147,46.0
45,T46,T46,Derek Fathauer,94,0.314,223,70.0
46,T46,T46,Marc Leishman,89,0.314,185,58.0
47,48,48,Luke Guthrie,57,0.316,98,31.0
48,T49,T49,Chad Collins,73,0.317,183,58.0
49,T49,T49,Retief Goosen,55,0.317,145,46.0
50,T51,T51,Emiliano Grillo,93,0.318,173,55.0
51,T51,T51,Brandt Snedeker,93,0.318,170,54.0
52,53,53,Tyrone Van Aswegen,105,0.32299999999999995,217,70.0
53,T54,T54,Jim Furyk,52,0.324,102,33.0
54,T54,T54,Steve Marino,72,0.324,136,44.0
55,T56,T56,Chris Kirk,90,0.325,206,67.0
56,T56,T56,Justin Rose,65,0.325,123,40.0
57,T58,T58,Steven Bowditch,71,0.327,153,50.0
58,T58,T58,Mark Hubbard,101,0.327,248,81.0
59,T58,T58,Jimmy Walker,85,0.327,171,56.0
60,61,61,Troy Merritt,77,0.331,172,57.0
61,T62,T62,Bronson Burgoon,83,0.335,161,54.0
62,T62,T62,Adam Hadwin,93,0.335,233,78.0
63,64,64,Jon Curran,99,0.336,226,76.0
64,65,65,Luke List,79,0.337,172,58.0
65,66,66,Billy Hurley III,66,0.33899999999999997,171,58.0
66,T67,T67,Matt Jones,83,0.34,156,53.0
67,T67,T67,D.A. Points,55,0.34,100,34.0
68,T67,T67,Mark Wilson,66,0.34,162,55.0
69,70,70,Ben Crane,80,0.341,185,63.0
70,71,71,Russell Knox,92,0.342,161,55.0
71,72,72,Brendon de Jonge,83,0.34299999999999997,169,58.0
72,T73,T73,Abraham Ancer,51,0.344,122,42.0
73,T73,T73,Danny Lee,93,0.344,195,67.0
74,T73,T73,Patrick Rodgers,89,0.344,157,54.0
75,T73,T73,Brian Stuard,66,0.344,192,66.0
76,T77,T77,Andres Gonzales,80,0.345,165,57.0
77,T77,T77,Tom Hoge,81,0.345,171,59.0
78,T79,T79,Stewart Cink,61,0.34600000000000003,104,36.0
79,T79,T79,John Huh,86,0.34600000000000003,211,73.0
80,T79,T79,Sam Saunders,69,0.34600000000000003,133,46.0
81,T82,T82,Branden Grace,63,0.34700000000000003,101,35.0
82,T82,T82,Justin Thomas,99,0.34700000000000003,170,59.0
83,84,84,Jason Kokrak,89,0.348,158,55.0
84,85,85,Ryan Palmer,86,0.349,189,66.0
85,86,86,Charley Hoffman,91,0.35,200,70.0
86,87,87,Erik Compton,65,0.35100000000000003,151,53.0
87,T88,T88,Ernie Els,66,0.35200000000000004,165,58.0
88,T88,T88,Freddie Jacobson,86,0.35200000000000004,182,64.0
89,T88,T88,Charl Schwartzel,73,0.35200000000000004,142,50.0
90,T91,T91,J.B. Holmes,77,0.35600000000000004,135,48.0
91,T91,T91,Martin Laird,82,0.35600000000000004,163,58.0
92,93,93,Camilo Villegas,83,0.35700000000000004,210,75.0
93,T94,T94,Roberto Castro,97,0.36,200,72.0
94,T94,T94,Whee Kim,82,0.36,175,63.0
95,T94,T94,Chez Reavie,90,0.36,186,67.0
96,T94,T94,Shawn Stefani,91,0.36,186,67.0
97,98,98,Jerry Kelly,76,0.361,169,61.0
98,T99,T99,Scott Stallings,74,0.36200000000000004,163,59.0
99,T99,T99,Gary Woodland,95,0.36200000000000004,163,59.0
100,101,101,Dicky Pride,55,0.363,124,45.0
101,102,102,Dustin Johnson,87,0.364,143,52.0
102,T103,T103,Peter Malnati,85,0.365,200,73.0
103,T103,T103,Jeff Overton,69,0.365,148,54.0
104,T105,T105,Daniel Berger,92,0.366,183,67.0
105,T105,T105,Billy Horschel,73,0.366,123,45.0
106,T105,T105,Colt Knost,90,0.366,191,70.0
107,T105,T105,Graeme McDowell,63,0.366,142,52.0
108,T105,T105,Henrik Norlander,71,0.366,131,48.0
109,110,110,Tyler Aldridge,83,0.36700000000000005,196,72.0
110,111,111,Nick Taylor,83,0.369,168,62.0
111,112,112,Cameron Smith,73,0.37,135,50.0
112,113,113,Rod Pampling,54,0.37200000000000005,113,42.0
113,T114,T114,Derek Ernst,59,0.373,118,44.0
114,T114,T114,Lucas Glover,75,0.373,134,50.0
115,T116,T116,Fabián Gómez,82,0.375,176,66.0
116,T116,T116,Seung-Yul Noh,85,0.375,168,63.0
117,T116,T116,Kyle Stanley,92,0.375,192,72.0
118,T119,T119,Patton Kizzire,93,0.376,202,76.0
119,T119,T119,John Senden,88,0.376,189,71.0
120,121,121,Jim Herman,93,0.37799999999999995,185,70.0
121,T122,T122,Andrew Loupe,75,0.379,177,67.0
122,T122,T122,Hideki Matsuyama,76,0.379,140,53.0
123,124,124,Smylie Kaufman,91,0.382,173,66.0
124,125,125,Blayne Barber,84,0.38299999999999995,183,70.0
125,126,126,Sung Kang,89,0.384,203,78.0
126,127,127,Vijay Singh,72,0.385,182,70.0
127,128,128,Kevin Chappell,93,0.386,223,86.0
128,T129,T129,Michael Kim,100,0.38799999999999996,240,93.0
129,T129,T129,Geoff Ogilvy,63,0.38799999999999996,152,59.0
130,T131,T131,Hiroshi Iwata,85,0.389,208,81.0
131,T131,T131,Will MacKenzie,84,0.389,167,65.0
132,T131,T131,Scott Pinckney,87,0.389,175,68.0
133,T134,T134,Jason Dufner,105,0.39,182,71.0
134,T134,T134,Kevin Kisner,97,0.39,177,69.0
135,T136,T136,Kevin Na,96,0.391,161,63.0
136,T136,T136,Brendan Steele,88,0.391,161,63.0
137,T136,T136,Boo Weekley,83,0.391,192,75.0
138,139,139,Robert Streb,87,0.392,158,62.0
139,T140,T140,Shane Lowry,57,0.396,96,38.0
140,T140,T140,Johnson Wagner,86,0.396,192,76.0
141,T142,T142,Keegan Bradley,82,0.397,156,62.0
142,T142,T142,Hunter Mahan,61,0.397,131,52.0
143,T144,T144,Scott Brown,88,0.4,200,80.0
144,T144,T144,Rory McIlroy,69,0.4,110,44.0
145,T144,T144,George McNeill,51,0.4,140,56.0
146,147,147,Anirban Lahiri,72,0.40299999999999997,134,54.0
147,T148,T148,Scott Piercy,87,0.40399999999999997,161,65.0
148,T148,T148,Daniel Summerhays,99,0.40399999999999997,228,92.0
149,150,150,Jason Gore,78,0.406,170,69.0
150,151,151,Harold Varner III,92,0.409,208,85.0
151,152,152,D.H. Lee,61,0.41,144,59.0
152,153,153,Chris Stroud,82,0.41100000000000003,192,79.0
153,154,154,J.J. Henry,68,0.41200000000000003,114,47.0
154,T155,T155,Brooks Koepka,75,0.41600000000000004,154,64.0
155,T155,T155,Rory Sabbatini,57,0.41600000000000004,113,47.0
156,T157,T157,Tony Finau,95,0.41700000000000004,211,88.0
157,T157,T157,Kyle Reifers,115,0.41700000000000004,223,93.0
158,159,159,Sean O'Hair,89,0.418,213,89.0
159,160,160,Ángel Cabrera,62,0.42100000000000004,133,56.0
160,161,161,Robert Allenby,51,0.424,118,50.0
161,162,162,Greg Owen,85,0.425,153,65.0
162,T163,T163,Hudson Swafford,104,0.429,210,90.0
163,T163,T163,Steve Wheatcroft,85,0.429,198,85.0
164,165,165,Jhonattan Vegas,97,0.431,167,72.0
165,166,166,Wes Roach,59,0.43200000000000005,118,51.0
166,167,167,Brett Stegmaier,87,0.433,217,94.0
167,168,168,Dawie van der Walt,72,0.436,149,65.0
168,169,169,Chesson Hadley,81,0.43799999999999994,169,74.0
169,170,170,Willy Wilcox,67,0.441,177,78.0
170,171,171,Bubba Watson,72,0.445,110,49.0
171,172,172,James Hahn,85,0.446,177,79.0
172,T173,T173,Thomas Aiken,70,0.44799999999999995,134,60.0
173,T173,T173,Rhein Gibson,58,0.44799999999999995,105,47.0
174,T175,T175,Jason Bohn,67,0.449,167,75.0
175,T175,T175,Vaughn Taylor,72,0.449,178,80.0
176,177,177,Ben Martin,92,0.46,213,98.0
177,T178,T178,Kelly Kraft,63,0.46299999999999997,108,50.0
178,T178,T178,Carlos Ortiz,79,0.46299999999999997,164,76.0
179,180,180,Louis Oosthuizen,63,0.46399999999999997,97,45.0
180,181,181,Ken Duke,58,0.483,147,71.0
181,182,182,Kevin Streelman,82,0.5,156,78.0
182,183,183,Michael Thompson,71,0.512,123,63.0
183,184,184,Graham DeLaet,70,0.516,159,82.0
184,185,185,Robert Garrigus,69,0.555,128,71.0
