,Sand_Saves_from_30_yards_RANK THIS WEEK,Sand_Saves_from_30_yards_RANK LAST WEEK,Sand_Saves_from_30_yards_PLAYER NAME,Sand_Saves_from_30_yards_ROUNDS,Sand_Saves_from_30_yards_%,Sand_Saves_from_30_yards_# OF SAVES,Sand_Saves_from_30_yards_# OF BUNKERS
0,T1,T1,Robert Allenby,51,85.71,6.0,7
1,T1,T1,Jerry Kelly,76,85.71,6.0,7
2,3,3,Jamie Lovemark,91,84.62,11.0,13
3,4,4,Danny Lee,93,70.0,7.0,10
4,5,5,Kevin Chappell,93,66.67,6.0,9
5,6,6,Jason Day,76,62.5,5.0,8
6,7,7,Brandt Snedeker,93,61.54,8.0,13
7,T8,T8,Branden Grace,63,60.0,6.0,10
8,T8,T8,Brooks Koepka,75,60.0,3.0,5
9,T10,T10,Andres Gonzales,80,58.33,7.0,12
10,T10,T10,Sean O'Hair,89,58.33,7.0,12
11,12,12,Ernie Els,66,57.89,11.0,19
12,T13,T13,Jim Furyk,52,57.14,4.0,7
13,T13,T13,Louis Oosthuizen,63,57.14,4.0,7
14,T15,T15,Derek Ernst,59,55.56,5.0,9
15,T15,T15,Rory McIlroy,69,55.56,5.0,9
16,T17,T17,Sung Kang,89,54.55,12.0,22
17,T17,T17,Brian Stuard,66,54.55,6.0,11
18,19,19,Justin Rose,65,53.85,7.0,13
19,T20,T20,Tony Finau,95,52.94,9.0,17
20,T20,T20,Kyle Reifers,115,52.94,9.0,17
21,22,22,Aaron Baddeley,93,52.63,10.0,19
22,T23,T23,Thomas Aiken,70,50.0,4.0,8
23,T23,T23,Abraham Ancer,51,50.0,4.0,8
24,T23,T23,Alex Cejka,71,50.0,3.0,6
25,T23,T23,Chad Collins,73,50.0,5.0,10
26,T23,T23,Sergio Garcia,54,50.0,4.0,8
27,T23,T23,John Huh,86,50.0,6.0,12
28,T23,T23,Scott Piercy,87,50.0,12.0,24
29,T23,T23,Martin Piller,59,50.0,2.0,4
30,T23,T23,Jordan Spieth,80,50.0,3.0,6
31,T23,T23,Brendan Steele,88,50.0,4.0,8
32,T23,T23,David Toms,62,50.0,4.0,8
33,T23,T23,Tim Wilkinson,72,50.0,3.0,6
34,T35,T35,Adam Hadwin,93,47.37,9.0,19
35,T35,T35,Kevin Streelman,82,47.37,9.0,19
36,37,37,Luke Donald,81,47.06,8.0,17
37,T38,T38,Jim Herman,93,46.15,6.0,13
38,T38,T38,Freddie Jacobson,86,46.15,6.0,13
39,T38,T38,George McNeill,51,46.15,6.0,13
40,T38,T38,Tyrone Van Aswegen,105,46.15,6.0,13
41,T42,T42,Graham DeLaet,70,45.45,5.0,11
42,T42,T42,David Lingmerth,84,45.45,5.0,11
43,T44,T44,Padraig Harrington,54,44.44,4.0,9
44,T44,T44,Kelly Kraft,63,44.44,4.0,9
45,T44,T44,Martin Laird,82,44.44,4.0,9
46,T44,T44,Ben Martin,92,44.44,4.0,9
47,T44,T44,Vaughn Taylor,72,44.44,4.0,9
48,T44,T44,Brendon Todd,66,44.44,4.0,9
49,T44,T44,Bubba Watson,72,44.44,4.0,9
50,T51,T51,Smylie Kaufman,91,43.75,7.0,16
51,T51,T51,William McGirt,98,43.75,7.0,16
52,T53,T53,Ben Crane,80,42.86,6.0,14
53,T53,T53,Russell Henley,76,42.86,6.0,14
54,T53,T53,Morgan Hoffmann,71,42.86,6.0,14
55,T53,T53,Billy Horschel,73,42.86,6.0,14
56,T53,T53,Seung-Yul Noh,85,42.86,6.0,14
57,T53,T53,Vijay Singh,72,42.86,3.0,7
58,T53,T53,Willy Wilcox,67,42.86,3.0,7
59,T60,T60,Robert Garrigus,69,41.67,5.0,12
60,T60,T60,Luke List,79,41.67,5.0,12
61,T60,T60,Andrew Loupe,75,41.67,5.0,12
62,T60,T60,Webb Simpson,70,41.67,5.0,12
63,T64,T64,J.J. Henry,68,40.0,4.0,10
64,T64,T64,Gary Woodland,95,40.0,6.0,15
65,T66,T66,Jonas Blixt,79,38.89,7.0,18
66,T66,T66,Shawn Stefani,91,38.89,7.0,18
67,T68,T68,Daniel Berger,92,38.46,5.0,13
