,Proximity_to_Hole_from_10-20_yards_RANK THIS WEEK,Proximity_to_Hole_from_10-20_yards_RANK LAST WEEK,Proximity_to_Hole_from_10-20_yards_PLAYER NAME,Proximity_to_Hole_from_10-20_yards_ROUNDS,Proximity_to_Hole_from_10-20_yards_AVG DTP,Proximity_to_Hole_from_10-20_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_10-20_yards_# OF SHOTS,Proximity_to_Hole_from_10-20_yards_SCRAMBLING RANK
0,1,1,Padraig Harrington,54,"5' 2""",718.25,138,64
1,2,2,Chad Campbell,90,"5' 4""",1337.25,250,21
2,T3,T3,Retief Goosen,55,"5' 8""",948.25,167,59
3,T3,T3,Scott Langley,65,"5' 8""",1011.3330000000001,178,19
4,T5,T5,George McNeill,51,"5' 10""",936.5,160,171
5,T5,T5,Bryce Molder,80,"5' 10""",1381.1670000000001,238,2
6,T7,T7,Jason Day,76,"5' 11""",916.25,154,26
7,T7,T7,Rickie Fowler,80,"5' 11""",1009.0830000000001,171,21
8,T7,T7,Zach Johnson,90,"5' 11""",1206.5,203,24
9,T7,T7,Rob Oppenheim,67,"5' 11""",922.1669999999999,156,72
10,T7,T7,Dicky Pride,55,"5' 11""",814.5,137,67
11,T7,T7,Steve Stricker,53,"5' 11""",721.4169999999999,122,1
12,T13,T13,Chad Collins,73,"6' 0""",1197.917,201,51
13,T13,T13,Shane Lowry,57,"6' 0""",657.8330000000001,109,169
14,T13,T13,Brendon Todd,66,"6' 0""",1191.5,198,35
15,T16,T16,Paul Casey,77,"6' 1""",858.4169999999999,142,36
16,T16,T16,Luke Donald,81,"6' 1""",1113.083,182,6
17,T16,T16,Charles Howell III,91,"6' 1""",1276.083,210,44
18,T16,T16,Chris Kirk,90,"6' 1""",1427.25,234,16
19,T16,T16,Luke List,79,"6' 1""",1281.583,211,44
20,T16,T16,Justin Rose,65,"6' 1""",977.1669999999999,160,102
21,T16,T16,Jordan Spieth,80,"6' 1""",1131.75,185,9
22,23,23,Si Woo Kim,113,"6' 2""",1918.75,312,20
23,T24,T24,Stuart Appleby,71,"6' 3""",1393.9170000000001,223,14
24,T24,T24,Keegan Bradley,82,"6' 3""",1186.25,190,165
25,T24,T24,Bill Haas,86,"6' 3""",1201.333,191,12
26,T24,T24,Adam Hadwin,93,"6' 3""",1694.5829999999999,272,97
27,T24,T24,Matt Jones,83,"6' 3""",1236.833,197,140
28,T24,T24,D.A. Points,55,"6' 3""",717.5,115,108
29,T24,T24,Tim Wilkinson,72,"6' 3""",814.0,130,10
30,T31,T31,K.J. Choi,73,"6' 4""",1173.417,185,33
31,T31,T31,Peter Malnati,85,"6' 4""",1377.9170000000001,219,87
32,T31,T31,Patrick Reed,105,"6' 4""",1582.8329999999999,249,8
33,T31,T31,Webb Simpson,70,"6' 4""",1094.417,173,75
34,T35,T35,Zac Blair,99,"6' 5""",1792.0,278,16
35,T35,T35,Bronson Burgoon,83,"6' 5""",1219.583,189,94
36,T35,T35,Billy Hurley III,66,"6' 5""",1194.5,186,32
37,T35,T35,Hideki Matsuyama,76,"6' 5""",1048.083,164,46
38,T35,T35,Brandt Snedeker,93,"6' 5""",1293.25,201,16
39,T40,T40,Abraham Ancer,51,"6' 6""",847.9169999999999,130,131
40,T40,T40,Aaron Baddeley,93,"6' 6""",1536.5,236,5
41,T40,T40,Ricky Barnes,97,"6' 6""",1623.3329999999999,249,66
42,T40,T40,Jon Curran,99,"6' 6""",1590.25,244,13
43,T40,T40,Jim Furyk,52,"6' 6""",816.8330000000001,125,119
44,T40,T40,Lucas Glover,75,"6' 6""",1081.667,167,123
45,T40,T40,David Hearn,95,"6' 6""",1587.25,245,40
46,T40,T40,Russell Knox,92,"6' 6""",1157.333,179,28
47,T40,T40,Phil Mickelson,75,"6' 6""",1220.083,188,4
48,T40,T40,Seung-Yul Noh,85,"6' 6""",1289.167,198,118
49,T50,T50,Jerry Kelly,76,"6' 7""",1221.083,186,7
50,T50,T50,Shawn Stefani,91,"6' 7""",1341.4170000000001,204,49
51,T50,T50,Justin Thomas,99,"6' 7""",1435.9170000000001,217,151
52,T50,T50,Tyrone Van Aswegen,105,"6' 7""",1594.5,243,47
53,T54,T54,Alex Cejka,71,"6' 8""",904.5,136,3
54,T54,T54,Ben Crane,80,"6' 8""",1326.5829999999999,200,31
55,T54,T54,Branden Grace,63,"6' 8""",809.1669999999999,122,82
56,T54,T54,Luke Guthrie,57,"6' 8""",747.9169999999999,112,50
57,T54,T54,John Huh,86,"6' 8""",1600.0,239,25
58,T54,T54,Hiroshi Iwata,85,"6' 8""",1566.5,236,77
59,T54,T54,D.H. Lee,61,"6' 8""",1077.667,162,183
60,T54,T54,Marc Leishman,89,"6' 8""",1415.0,213,56
61,T54,T54,Jimmy Walker,85,"6' 8""",1302.5,196,112
62,T54,T54,Mark Wilson,66,"6' 8""",1170.917,175,54
63,T64,T64,Harris English,97,"6' 9""",1501.4170000000001,223,63
64,T64,T64,Brian Harman,104,"6' 9""",1877.3329999999999,278,38
65,T64,T64,Spencer Levin,104,"6' 9""",1622.0,239,76
66,T64,T64,David Lingmerth,84,"6' 9""",1196.583,178,71
67,T64,T64,Will MacKenzie,84,"6' 9""",1222.25,182,120
68,T64,T64,Rory McIlroy,69,"6' 9""",923.9169999999999,137,88
69,T64,T64,Kevin Na,96,"6' 9""",1198.583,177,89
70,T64,T64,Chez Reavie,90,"6' 9""",1446.0829999999999,214,15
71,T64,T64,David Toms,62,"6' 9""",1046.333,155,43
72,T73,T73,Steven Bowditch,71,"6' 10""",1364.5,200,185
73,T73,T73,Ernie Els,66,"6' 10""",1276.833,186,163
74,T73,T73,Derek Ernst,59,"6' 10""",971.5,142,52
75,T73,T73,Dustin Johnson,87,"6' 10""",1298.333,189,70
76,T73,T73,Hunter Mahan,61,"6' 10""",1107.083,162,154
77,T73,T73,Greg Owen,85,"6' 10""",1225.167,179,181
78,T73,T73,Rod Pampling,54,"6' 10""",822.1669999999999,121,30
79,T73,T73,Patrick Rodgers,89,"6' 10""",1370.4170000000001,200,101
80,T73,T73,Sam Saunders,69,"6' 10""",1088.667,159,132
81,T73,T73,Kyle Stanley,92,"6' 10""",1463.5829999999999,215,155
82,T73,T73,Cameron Tringale,81,"6' 10""",1303.75,190,124
83,T84,T84,Scott Brown,88,"6' 11""",1611.75,232,83
84,T84,T84,Stewart Cink,61,"6' 11""",819.0830000000001,118,170
85,T84,T84,Freddie Jacobson,86,"6' 11""",1422.0829999999999,206,58
86,T84,T84,Patton Kizzire,93,"6' 11""",1618.4170000000001,233,141
87,T84,T84,Colt Knost,90,"6' 11""",1367.25,198,27
88,T84,T84,Danny Lee,93,"6' 11""",1601.8329999999999,231,122
89,T84,T84,Jamie Lovemark,91,"6' 11""",1836.6670000000001,264,36
90,T84,T84,Sean O'Hair,89,"6' 11""",1734.9170000000001,251,110
91,T84,T84,Adam Scott,79,"6' 11""",808.1669999999999,117,74
92,T84,T84,Vijay Singh,72,"6' 11""",1459.25,212,135
93,T84,T84,Kevin Streelman,82,"6' 11""",1234.917,178,174
94,T84,T84,Camilo Villegas,83,"6' 11""",1577.5829999999999,229,73
95,T96,T96,Daniel Berger,92,"7' 0""",1536.4170000000001,219,127
96,T96,T96,Derek Fathauer,94,"7' 0""",1805.3329999999999,259,81
97,T96,T96,Mark Hubbard,101,"7' 0""",2008.0,286,65
98,T96,T96,Whee Kim,82,"7' 0""",1408.9170000000001,201,104
99,T96,T96,Michael Kim,100,"7' 0""",1866.3329999999999,266,39
100,T96,T96,Matt Kuchar,100,"7' 0""",1546.25,222,34
101,T96,T96,William McGirt,98,"7' 0""",1846.5829999999999,264,48
102,T96,T96,Troy Merritt,77,"7' 0""",1435.0829999999999,205,107
103,T96,T96,Francesco Molinari,64,"7' 0""",1213.583,174,53
104,T96,T96,Jeff Overton,69,"7' 0""",1244.75,177,11
105,T96,T96,Ryan Palmer,86,"7' 0""",1687.6670000000001,241,114
106,T96,T96,Charl Schwartzel,73,"7' 0""",1159.5,166,69
107,T96,T96,Cameron Smith,73,"7' 0""",1033.667,147,153
108,T96,T96,Robert Streb,87,"7' 0""",1254.25,179,149
109,T110,T110,Tyler Aldridge,83,"7' 1""",1604.8329999999999,226,105
110,T110,T110,Jason Dufner,105,"7' 1""",1543.3329999999999,217,139
111,T110,T110,Andres Gonzales,80,"7' 1""",1332.3329999999999,189,148
112,T110,T110,J.J. Henry,68,"7' 1""",961.9169999999999,136,173
113,T110,T110,Billy Horschel,73,"7' 1""",1071.75,151,166
114,T110,T110,Andrew Landry,53,"7' 1""",833.5,117,28
