,Scrambling_20-30_yds_RTP_Score_RANK THIS WEEK,Scrambling_20-30_yds_RTP_Score_RANK LAST WEEK,Scrambling_20-30_yds_RTP_Score_PLAYER NAME,Scrambling_20-30_yds_RTP_Score_ROUNDS,Scrambling_20-30_yds_RTP_Score_AVG RTP,Scrambling_20-30_yds_RTP_Score_TOTAL HOLES,Scrambling_20-30_yds_RTP_Score_TOTAL RTP
0,1,1,Phil Mickelson,75,0.254,59,15.0
1,2,2,Steve Stricker,53,0.298,57,17.0
2,3,3,Aaron Baddeley,93,0.34,97,33.0
3,4,4,Alex Cejka,71,0.34700000000000003,49,17.0
4,5,5,Jason Day,76,0.349,63,22.0
5,6,6,Patrick Reed,105,0.35200000000000004,91,32.0
6,7,7,Retief Goosen,55,0.35700000000000004,56,20.0
7,8,8,Seung-Yul Noh,85,0.358,95,34.0
8,9,9,Robert Garrigus,69,0.361,36,13.0
9,10,10,Jon Curran,99,0.36700000000000005,120,44.0
10,T11,T11,Russell Knox,92,0.377,53,20.0
11,T11,T11,Mark Wilson,66,0.377,69,26.0
12,13,13,Luke Donald,81,0.37799999999999995,82,31.0
13,14,14,K.J. Choi,73,0.384,86,33.0
14,15,15,Harris English,97,0.387,75,29.0
15,16,16,Brendon Todd,66,0.389,90,35.0
16,17,17,Tim Wilkinson,72,0.391,64,25.0
17,18,18,Jeff Overton,69,0.395,76,30.0
18,19,19,David Toms,62,0.4,70,28.0
19,20,20,Freddie Jacobson,86,0.402,87,35.0
20,21,21,Jason Dufner,105,0.40299999999999997,77,31.0
21,T22,T22,Sean O'Hair,89,0.40399999999999997,94,38.0
22,T22,T22,Jhonattan Vegas,97,0.40399999999999997,94,38.0
23,24,24,Chad Campbell,90,0.405,84,34.0
24,T25,T25,Brian Harman,104,0.40700000000000003,123,50.0
25,T25,T25,Steve Wheatcroft,85,0.40700000000000003,81,33.0
26,27,27,Scott Langley,65,0.41100000000000003,73,30.0
27,28,28,Bryce Molder,80,0.41700000000000004,96,40.0
28,29,29,Blayne Barber,84,0.418,79,33.0
29,30,30,Michael Kim,100,0.42200000000000004,109,46.0
30,31,31,Hiroshi Iwata,85,0.42700000000000005,96,41.0
31,32,32,D.H. Lee,61,0.429,56,24.0
32,33,33,Si Woo Kim,113,0.433,104,45.0
33,T34,T34,Martin Laird,82,0.434,76,33.0
34,T34,T34,Johnson Wagner,86,0.434,83,36.0
35,36,36,Erik Compton,65,0.435,62,27.0
36,37,37,Derek Ernst,59,0.44,50,22.0
37,38,38,Keegan Bradley,82,0.441,68,30.0
38,39,39,Roberto Castro,97,0.442,104,46.0
39,T40,T40,Rickie Fowler,80,0.444,54,24.0
40,T40,T40,Gary Woodland,95,0.444,81,36.0
41,T42,T42,Bill Haas,86,0.446,74,33.0
42,T42,T42,Adam Scott,79,0.446,56,25.0
43,T44,T44,Russell Henley,76,0.452,73,33.0
44,T44,T44,Colt Knost,90,0.452,84,38.0
45,46,46,Kelly Kraft,63,0.45299999999999996,53,24.0
46,47,47,Ben Crane,80,0.456,90,41.0
47,48,48,Peter Malnati,85,0.457,105,48.0
48,49,49,Charl Schwartzel,73,0.45799999999999996,59,27.0
49,50,50,Daniel Summerhays,99,0.45899999999999996,109,50.0
50,51,51,Tyrone Van Aswegen,105,0.46,100,46.0
51,52,52,Dicky Pride,55,0.467,45,21.0
52,53,53,Patrick Rodgers,89,0.46799999999999997,62,29.0
53,54,54,Zac Blair,99,0.469,113,53.0
54,55,55,Brandt Snedeker,93,0.473,93,44.0
55,56,56,Luke List,79,0.47700000000000004,65,31.0
56,57,57,J.B. Holmes,77,0.478,69,33.0
57,58,58,Graeme McDowell,63,0.479,48,23.0
58,T59,T59,Rhein Gibson,58,0.483,60,29.0
59,T59,T59,Anirban Lahiri,72,0.483,60,29.0
60,T59,T59,Webb Simpson,70,0.483,60,29.0
61,T62,T62,Jamie Lovemark,91,0.484,93,45.0
62,T62,T62,Geoff Ogilvy,63,0.484,64,31.0
63,64,64,Shane Lowry,57,0.48700000000000004,39,19.0
64,T65,T65,Will MacKenzie,84,0.488,84,41.0
65,T65,T65,Kyle Stanley,92,0.488,84,41.0
66,67,67,Branden Grace,63,0.49,49,24.0
67,T68,T68,Luke Guthrie,57,0.49200000000000005,61,30.0
68,T68,T68,Brett Stegmaier,87,0.49200000000000005,61,30.0
69,T68,T68,Brian Stuard,66,0.49200000000000005,65,32.0
70,71,71,Marc Leishman,89,0.493,71,35.0
71,T72,T72,John Huh,86,0.494,81,40.0
72,T72,T72,Zach Johnson,90,0.494,89,44.0
73,T72,T72,Nick Taylor,83,0.494,77,38.0
74,75,75,James Hahn,85,0.495,103,51.0
75,T76,T76,Hunter Mahan,61,0.5,64,32.0
76,T76,T76,Rod Pampling,54,0.5,38,19.0
77,T76,T76,Robert Streb,87,0.5,78,39.0
78,T76,T76,Bubba Watson,72,0.5,50,25.0
79,T80,T80,Jonas Blixt,79,0.505,91,46.0
80,T80,T80,Sung Kang,89,0.505,107,54.0
81,T82,T82,Camilo Villegas,83,0.506,89,45.0
82,T82,T82,Jimmy Walker,85,0.506,85,43.0
83,T84,T84,Billy Hurley III,66,0.507,69,35.0
84,T84,T84,Vijay Singh,72,0.507,75,38.0
