,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
135,136,136,Kevin Streelman,82,25.45,14,55
136,137,137,Jason Kokrak,89,25.42,15,59
137,138,138,Vaughn Taylor,72,25.32,20,79
138,T139,T139,Erik Compton,65,25.0,19,76
139,T139,T139,Graham DeLaet,70,25.0,14,56
140,T139,T139,Emiliano Grillo,93,25.0,20,80
141,T139,T139,Jim Herman,93,25.0,15,60
142,T139,T139,Danny Lee,93,25.0,14,56
143,T139,T139,Scott Stallings,74,25.0,14,56
144,145,145,Morgan Hoffmann,71,24.75,25,101
145,146,146,Justin Thomas,99,24.74,24,97
146,147,147,Andres Gonzales,80,24.69,20,81
147,148,148,Russell Henley,76,24.62,16,65
148,149,149,Dicky Pride,55,24.44,11,45
149,150,150,Andrew Landry,53,24.32,9,37
150,151,151,Sam Saunders,69,24.29,17,70
151,T152,T152,Harris English,97,24.0,24,100
152,T152,T152,Nick Taylor,83,24.0,18,75
153,154,154,Wes Roach,59,23.73,14,59
154,155,155,Charley Hoffman,91,23.64,13,55
155,156,156,J.B. Holmes,77,23.53,20,85
156,157,157,Bubba Watson,72,23.4,11,47
157,158,158,George McNeill,51,23.21,13,56
158,T159,T159,Bryce Molder,80,23.19,16,69
159,T159,T159,Johnson Wagner,86,23.19,16,69
160,161,161,Brendon de Jonge,83,23.08,18,78
161,162,162,Ricky Barnes,97,22.64,24,106
162,163,163,Sean O'Hair,89,22.62,19,84
163,T164,T164,Keegan Bradley,82,21.88,14,64
164,T164,T164,Ángel Cabrera,62,21.88,14,64
165,T164,T164,Ryan Palmer,86,21.88,14,64
166,167,167,D.H. Lee,61,21.43,12,56
167,168,168,Steve Marino,72,21.13,15,71
168,169,169,Luke List,79,20.97,13,62
169,170,170,Brendan Steele,88,20.9,14,67
170,171,171,Chesson Hadley,81,20.48,17,83
171,172,172,Kyle Reifers,115,20.45,18,88
172,173,173,Robert Allenby,51,20.37,11,54
173,174,174,J.J. Henry,68,20.29,14,69
174,175,175,Hudson Swafford,104,20.2,20,99
175,176,176,Boo Weekley,83,20.0,11,55
176,177,177,Scott Pinckney,87,19.72,14,71
177,178,178,Jason Bohn,67,19.61,10,51
178,179,179,Shane Lowry,57,19.51,8,41
179,180,180,Dawie van der Walt,72,19.35,12,62
180,T181,T181,Jason Gore,78,19.23,10,52
181,T181,T181,Greg Owen,85,19.23,15,78
182,T183,T183,Patrick Rodgers,89,18.99,15,79
183,T183,T183,Kyle Stanley,92,18.99,15,79
184,185,185,Steven Bowditch,71,17.46,22,126
