,Scrambling_from__10_yards_RANK THIS WEEK,Scrambling_from__10_yards_RANK LAST WEEK,Scrambling_from__10_yards_PLAYER NAME,Scrambling_from__10_yards_ROUNDS,Scrambling_from__10_yards_%,Scrambling_from__10_yards_SUCCESSES,Scrambling_from__10_yards_ATTEMPTS
97,T96,T96,Luke List,79,85.71,78,91
98,T96,T96,Sam Saunders,69,85.71,60,70
99,100,100,Jason Kokrak,89,85.57,83,97
100,T101,T101,Freddie Jacobson,86,85.54,71,83
101,T101,T101,Marc Leishman,89,85.54,71,83
102,103,103,J.B. Holmes,77,85.53,65,76
103,T104,T104,Phil Mickelson,75,85.51,59,69
104,T104,T104,Tim Wilkinson,72,85.51,59,69
105,106,106,Jim Furyk,52,85.42,41,48
106,107,107,Matt Kuchar,100,85.26,81,95
107,108,108,Will MacKenzie,84,85.14,63,74
108,109,109,Jason Bohn,67,85.0,68,80
109,110,110,Ryan Palmer,86,84.96,96,113
110,111,111,James Hahn,85,84.88,73,86
111,112,112,Justin Rose,65,84.85,56,66
112,113,113,Paul Casey,77,84.72,61,72
113,T114,T114,Chesson Hadley,81,84.71,72,85
114,T114,T114,Nick Taylor,83,84.71,72,85
115,116,116,Bubba Watson,72,84.48,49,58
116,117,117,Rhein Gibson,58,84.44,38,45
117,118,118,Dustin Johnson,87,84.27,75,89
118,119,119,Spencer Levin,104,84.26,91,108
119,120,120,Scott Piercy,87,84.09,74,88
120,121,121,William McGirt,98,84.07,95,113
121,T122,T122,Robert Garrigus,69,84.06,58,69
122,T122,T122,Brendon Todd,66,84.06,58,69
123,124,124,Hunter Mahan,61,84.0,42,50
124,125,125,Derek Fathauer,94,83.93,94,112
125,126,126,Justin Thomas,99,83.84,83,99
126,127,127,Erik Compton,65,83.78,62,74
127,128,128,Charley Hoffman,91,83.67,82,98
128,T129,T129,Charl Schwartzel,73,83.61,51,61
129,T129,T129,Dawie van der Walt,72,83.61,51,61
130,131,131,Sung Kang,89,83.53,71,85
131,132,132,Vaughn Taylor,72,83.33,85,102
132,T133,T133,Chad Campbell,90,83.12,64,77
133,T133,T133,Brendon de Jonge,83,83.12,64,77
134,T133,T133,Brian Stuard,66,83.12,64,77
135,136,136,Vijay Singh,72,82.95,73,88
136,137,137,Zac Blair,99,82.86,87,105
137,T138,T138,Danny Lee,93,82.76,72,87
138,T138,T138,Rod Pampling,54,82.76,48,58
139,140,140,Jason Dufner,105,82.67,62,75
140,141,141,Brooks Koepka,75,82.5,66,80
141,142,142,Jhonattan Vegas,97,82.35,84,102
142,T143,T143,Jonas Blixt,79,82.28,65,79
143,T143,T143,John Senden,88,82.28,65,79
144,145,145,Rory McIlroy,69,82.19,60,73
145,146,146,Thomas Aiken,70,82.14,46,56
146,147,147,Troy Merritt,77,82.11,78,95
147,148,148,Steven Bowditch,71,82.09,55,67
148,T149,T149,Ken Duke,58,82.05,64,78
149,T149,T149,Sergio Garcia,54,82.05,32,39
150,151,151,Steve Stricker,53,81.97,50,61
151,152,152,D.A. Points,55,81.82,45,55
152,153,153,Boo Weekley,83,81.72,76,93
153,154,154,Henrik Norlander,71,81.54,53,65
154,155,155,Chris Stroud,82,81.25,65,80
155,156,156,Keegan Bradley,82,81.13,43,53
156,157,157,Cameron Tringale,81,81.01,64,79
157,158,158,Kyle Stanley,92,81.0,81,100
158,159,159,Hudson Swafford,104,80.99,98,121
159,160,160,Geoff Ogilvy,63,80.95,51,63
160,161,161,Ben Martin,92,80.9,72,89
161,162,162,Hiroshi Iwata,85,80.61,79,98
162,163,163,Smylie Kaufman,91,80.46,70,87
163,164,164,Shane Lowry,57,80.39,41,51
164,165,165,Graeme McDowell,63,80.36,45,56
165,166,166,Andrew Loupe,75,80.22,73,91
166,167,167,Robert Allenby,51,80.0,36,45
167,168,168,Adam Hadwin,93,79.8,79,99
168,169,169,Robert Streb,87,79.75,63,79
169,170,170,Anirban Lahiri,72,79.66,47,59
170,171,171,Brendan Steele,88,79.49,62,78
171,172,172,Steve Marino,72,79.41,54,68
172,173,173,Tom Hoge,81,79.0,79,100
173,174,174,Scott Pinckney,87,78.87,56,71
174,175,175,Abraham Ancer,51,78.72,37,47
175,176,176,Jason Day,76,78.69,48,61
176,177,177,Bronson Burgoon,83,77.55,76,98
177,178,178,Graham DeLaet,70,77.42,48,62
178,T179,T179,Branden Grace,63,76.92,50,65
179,T179,T179,Carlos Ortiz,79,76.92,50,65
180,181,181,Stewart Cink,61,76.74,33,43
181,182,182,Webb Simpson,70,76.47,52,68
182,183,183,Matt Jones,83,76.25,61,80
183,184,184,George McNeill,51,75.0,36,48
184,185,185,Scott Langley,65,73.85,48,65
