,Scrambling_from__10_yards_RANK THIS WEEK,Scrambling_from__10_yards_RANK LAST WEEK,Scrambling_from__10_yards_PLAYER NAME,Scrambling_from__10_yards_ROUNDS,Scrambling_from__10_yards_%,Scrambling_from__10_yards_SUCCESSES,Scrambling_from__10_yards_ATTEMPTS
0,1,1,Ryan Moore,86,94.9,93,98
1,2,2,Rob Oppenheim,67,94.74,54,57
2,3,3,Retief Goosen,55,94.23,49,52
3,4,4,Hideki Matsuyama,76,93.65,59,63
4,5,5,Peter Malnati,85,93.62,88,94
5,6,6,Aaron Baddeley,93,93.51,72,77
6,7,7,Rickie Fowler,80,93.42,71,76
7,8,8,Camilo Villegas,83,92.94,79,85
8,9,9,Patrick Rodgers,89,92.86,78,84
9,10,10,Stuart Appleby,71,92.39,85,92
10,T11,T11,Derek Ernst,59,92.31,48,52
11,T11,T11,Luke Guthrie,57,92.31,60,65
12,T13,T13,Louis Oosthuizen,63,92.16,47,51
13,T13,T13,Martin Piller,59,92.16,47,51
14,15,15,Michael Thompson,71,91.89,68,74
15,16,16,Chez Reavie,90,91.67,99,108
16,17,17,Wes Roach,59,91.53,54,59
17,18,18,Tyler Aldridge,83,91.43,64,70
18,19,19,Rory Sabbatini,57,91.11,41,45
19,T20,T20,Andres Gonzales,80,91.04,61,67
20,T20,T20,Seung-Yul Noh,85,91.04,61,67
21,22,22,Brandt Snedeker,93,90.72,88,97
22,23,23,Whee Kim,82,90.48,76,84
23,T24,T24,Luke Donald,81,90.41,66,73
24,T24,T24,Johnson Wagner,86,90.41,66,73
25,26,26,Ángel Cabrera,62,90.32,56,62
26,27,27,Ricky Barnes,97,90.24,74,82
27,28,28,Jordan Spieth,80,90.22,83,92
28,29,29,Morgan Hoffmann,71,90.12,73,81
29,30,30,Chris Kirk,90,90.09,100,111
30,T31,T31,Ernie Els,66,90.0,63,70
31,T31,T31,Fabián Gómez,82,90.0,81,90
32,T31,T31,Michael Kim,100,90.0,99,110
33,T31,T31,Kelly Kraft,63,90.0,45,50
34,T31,T31,Francesco Molinari,64,90.0,72,80
35,T31,T31,Jeff Overton,69,90.0,72,80
36,37,37,Harris English,97,89.89,80,89
37,38,38,Patton Kizzire,93,89.74,70,78
38,39,39,Tyrone Van Aswegen,105,89.72,96,107
39,40,40,Greg Owen,85,89.33,67,75
40,41,41,Ben Crane,80,89.29,75,84
41,42,42,Alex Cejka,71,89.23,58,65
42,43,43,Colt Knost,90,89.16,74,83
43,44,44,J.J. Henry,68,89.06,57,64
44,45,45,Jerry Kelly,76,89.02,73,82
45,46,46,Sean O'Hair,89,88.89,80,90
46,47,47,Scott Stallings,74,88.73,63,71
47,48,48,Bill Haas,86,88.71,55,62
48,49,49,Steve Wheatcroft,85,88.66,86,97
49,50,50,Kyle Reifers,115,88.62,109,123
50,51,51,Tony Finau,95,88.54,85,96
51,52,52,Daniel Berger,92,88.51,77,87
52,53,53,Lucas Glover,75,88.46,69,78
53,T54,T54,Zach Johnson,90,88.37,76,86
54,T54,T54,Russell Knox,92,88.37,76,86
55,56,56,Kevin Streelman,82,88.33,53,60
56,57,57,Harold Varner III,92,88.3,83,94
57,T58,T58,Jim Herman,93,88.24,90,102
58,T58,T58,Bryce Molder,80,88.24,75,85
59,60,60,Brett Stegmaier,87,88.17,82,93
60,61,61,Scott Brown,88,87.95,73,83
61,62,62,Billy Horschel,73,87.93,51,58
62,63,63,Mark Hubbard,101,87.88,87,99
63,64,64,Blayne Barber,84,87.67,64,73
64,T65,T65,Emiliano Grillo,93,87.65,71,81
65,T65,T65,Willy Wilcox,67,87.65,71,81
66,67,67,John Huh,86,87.61,99,113
67,T68,T68,Jason Gore,78,87.5,77,88
68,T68,T68,Russell Henley,76,87.5,63,72
69,T68,T68,Billy Hurley III,66,87.5,77,88
70,71,71,Gary Woodland,95,87.38,90,103
71,72,72,Roberto Castro,97,87.27,96,110
72,73,73,Chad Collins,73,87.21,75,86
73,74,74,Jamie Lovemark,91,87.13,88,101
74,75,75,Patrick Reed,105,86.96,100,115
75,T76,T76,Dicky Pride,55,86.89,53,61
76,T76,T76,David Toms,62,86.89,53,61
77,78,78,Charles Howell III,91,86.87,86,99
78,79,79,Martin Laird,82,86.84,66,76
79,80,80,David Hearn,95,86.81,79,91
80,T81,T81,Brian Harman,104,86.73,98,113
81,T81,T81,David Lingmerth,84,86.73,85,98
82,T83,T83,Padraig Harrington,54,86.67,52,60
83,T83,T83,Adam Scott,79,86.67,65,75
84,T83,T83,Mark Wilson,66,86.67,52,60
85,86,86,Kevin Na,96,86.6,84,97
86,87,87,Andrew Landry,53,86.36,38,44
87,88,88,K.J. Choi,73,86.25,69,80
88,89,89,Cameron Smith,73,86.05,37,43
89,90,90,Si Woo Kim,113,86.03,117,136
90,T91,T91,Jon Curran,99,86.0,86,100
91,T91,T91,Kevin Kisner,97,86.0,86,100
92,93,93,Shawn Stefani,91,85.96,98,114
93,94,94,Jimmy Walker,85,85.88,73,85
94,95,95,Daniel Summerhays,99,85.87,79,92
95,T96,T96,Kevin Chappell,93,85.71,90,105
96,T96,T96,D.H. Lee,61,85.71,48,56
