,Scrambling_Average_Distance_to_Hole_RANK THIS WEEK,Scrambling_Average_Distance_to_Hole_RANK LAST WEEK,Scrambling_Average_Distance_to_Hole_PLAYER NAME,Scrambling_Average_Distance_to_Hole_ROUNDS,Scrambling_Average_Distance_to_Hole_AVG DTP,Scrambling_Average_Distance_to_Hole_TOTAL DISTANCE (FEET),Scrambling_Average_Distance_to_Hole_ATTEMPTS
46,T47,T47,Abraham Ancer,51,"7' 11""",1794.8329999999999,227
47,T47,T47,Ben Crane,80,"7' 11""",3095.417,390
48,T47,T47,Jon Curran,99,"7' 11""",3853.833,487
49,T47,T47,Marc Leishman,89,"7' 11""",2866.667,362
50,T47,T47,Jamie Lovemark,91,"7' 11""",3585.25,452
51,T47,T47,Geoff Ogilvy,63,"7' 11""",2322.083,294
52,T47,T47,Ryan Palmer,86,"7' 11""",3112.917,395
53,T47,T47,Robert Streb,87,"7' 11""",2686.417,341
54,T55,T55,Roberto Castro,97,"8' 0""",3587.833,448
55,T55,T55,Ernie Els,66,"8' 0""",2764.167,346
56,T55,T55,Charley Hoffman,91,"8' 0""",3136.917,392
57,T55,T55,Billy Hurley III,66,"8' 0""",2825.583,353
58,T55,T55,Dustin Johnson,87,"8' 0""",2465.0,309
59,T55,T55,Danny Lee,93,"8' 0""",3129.917,390
60,T55,T55,Jeff Overton,69,"8' 0""",2714.5,341
61,T62,T62,Tyler Aldridge,83,"8' 1""",2959.417,367
62,T62,T62,Branden Grace,63,"8' 1""",1879.5,233
63,T62,T62,Russell Henley,76,"8' 1""",2791.583,347
64,T62,T62,Whee Kim,82,"8' 1""",2984.083,368
65,T66,T66,Jim Furyk,52,"8' 2""",1751.3329999999999,214
66,T66,T66,Andrew Landry,53,"8' 2""",1578.0829999999999,193
67,T66,T66,Seung-Yul Noh,85,"8' 2""",3010.917,367
68,T66,T66,Henrik Norlander,71,"8' 2""",2138.083,263
69,T66,T66,Rob Oppenheim,67,"8' 2""",2272.25,278
70,T66,T66,Jordan Spieth,80,"8' 2""",2726.75,335
71,T72,T72,Derek Ernst,59,"8' 3""",1950.4170000000001,237
72,T72,T72,Jim Herman,93,"8' 3""",3256.833,394
73,T72,T72,Sung Kang,89,"8' 3""",3478.75,420
74,T72,T72,Chris Kirk,90,"8' 3""",3573.25,433
75,T72,T72,Spencer Levin,104,"8' 3""",3714.167,451
76,T72,T72,Kyle Reifers,115,"8' 3""",4125.583,500
77,T78,T78,K.J. Choi,73,"8' 4""",3029.083,364
78,T78,T78,Chad Collins,73,"8' 4""",3217.25,388
79,T78,T78,Lucas Glover,75,"8' 4""",2514.667,302
80,T78,T78,Hideki Matsuyama,76,"8' 4""",2383.917,285
81,T78,T78,Louis Oosthuizen,63,"8' 4""",1656.6670000000001,199
82,T78,T78,Dicky Pride,55,"8' 4""",2133.75,255
83,T84,T84,Brian Harman,104,"8' 5""",4437.667,527
84,T84,T84,David Lingmerth,84,"8' 5""",3018.917,358
85,T84,T84,Luke List,79,"8' 5""",2991.167,357
86,T84,T84,William McGirt,98,"8' 5""",4042.25,479
87,T84,T84,Kyle Stanley,92,"8' 5""",3448.417,408
88,T84,T84,Camilo Villegas,83,"8' 5""",3531.583,421
89,T84,T84,Boo Weekley,83,"8' 5""",3075.0,365
90,T84,T84,Steve Wheatcroft,85,"8' 5""",3425.0,407
91,T84,T84,Willy Wilcox,67,"8' 5""",2910.75,345
92,T84,T84,Gary Woodland,95,"8' 5""",3156.083,375
93,T94,T94,Ricky Barnes,97,"8' 6""",3641.75,428
94,T94,T94,Zac Blair,99,"8' 6""",4309.583,506
95,T94,T94,James Hahn,85,"8' 6""",3283.5,387
96,T94,T94,Mark Hubbard,101,"8' 6""",4139.75,487
97,T94,T94,Jerry Kelly,76,"8' 6""",2751.167,324
98,T94,T94,Greg Owen,85,"8' 6""",2709.667,320
99,T100,T100,Jason Dufner,105,"8' 7""",3231.0,378
100,T100,T100,Robert Garrigus,69,"8' 7""",2137.667,250
101,T100,T100,J.B. Holmes,77,"8' 7""",2713.833,315
102,T100,T100,Shane Lowry,57,"8' 7""",1756.0829999999999,205
103,T100,T100,Ryan Moore,86,"8' 7""",3026.417,353
104,T100,T100,Chez Reavie,90,"8' 7""",3383.0,393
105,T100,T100,Justin Thomas,99,"8' 7""",3362.917,392
106,T107,T107,Erik Compton,65,"8' 8""",2755.083,317
107,T107,T107,Derek Fathauer,94,"8' 8""",3956.75,458
108,T107,T107,Patton Kizzire,93,"8' 8""",3342.083,386
109,T107,T107,Rory Sabbatini,57,"8' 8""",1941.4170000000001,223
110,T107,T107,Sam Saunders,69,"8' 8""",2553.833,294
111,T107,T107,Jimmy Walker,85,"8' 8""",3251.833,376
112,T113,T113,Andres Gonzales,80,"8' 9""",2781.75,317
113,T113,T113,Tom Hoge,81,"8' 9""",3251.917,370
114,T113,T113,Freddie Jacobson,86,"8' 9""",3425.75,391
115,T113,T113,Smylie Kaufman,91,"8' 9""",3102.833,355
116,T113,T113,Martin Laird,82,"8' 9""",2965.917,340
117,T113,T113,Wes Roach,59,"8' 9""",2066.667,237
118,T113,T113,Cameron Smith,73,"8' 9""",2339.667,267
119,T113,T113,Chris Stroud,82,"8' 9""",3273.417,375
120,T113,T113,Brian Stuard,66,"8' 9""",3111.833,357
121,T122,T122,Jason Kokrak,89,"8' 10""",3195.75,363
122,T122,T122,Peter Malnati,85,"8' 10""",3900.667,441
123,T122,T122,Graeme McDowell,63,"8' 10""",2304.75,260
124,T122,T122,Scott Stallings,74,"8' 10""",2926.5,330
125,T122,T122,Brendan Steele,88,"8' 10""",2962.333,335
126,T122,T122,Nick Taylor,83,"8' 10""",3145.833,355
127,T122,T122,Bubba Watson,72,"8' 10""",2129.0,240
128,T129,T129,Blayne Barber,84,"8' 11""",3348.333,376
129,T129,T129,Chesson Hadley,81,"8' 11""",3222.0,360
130,T129,T129,J.J. Henry,68,"8' 11""",2712.667,303
131,T129,T129,Anirban Lahiri,72,"8' 11""",2514.333,281
132,T129,T129,Vaughn Taylor,72,"8' 11""",3333.167,374
133,T129,T129,Jhonattan Vegas,97,"8' 11""",3492.583,393
134,T135,T135,Jonas Blixt,79,"9' 0""",3770.333,419
135,T135,T135,Jason Bohn,67,"9' 0""",2924.333,325
136,T135,T135,Adam Hadwin,93,"9' 0""",4202.333,466
137,T135,T135,Hiroshi Iwata,85,"9' 0""",3869.167,428
138,T135,T135,Michael Kim,100,"9' 0""",4492.0,500
139,T135,T135,Brooks Koepka,75,"9' 0""",2711.667,301
140,T135,T135,Steve Marino,72,"9' 0""",2665.167,296
141,T135,T135,George McNeill,51,"9' 0""",2358.0,263
142,T135,T135,John Senden,88,"9' 0""",3579.0,396
143,T144,T144,Robert Allenby,51,"9' 1""",2191.667,241
144,T144,T144,Scott Brown,88,"9' 1""",3769.583,414
145,T144,T144,Stewart Cink,61,"9' 1""",2125.333,233
146,T144,T144,Brendon de Jonge,83,"9' 1""",3164.583,350
147,T144,T144,Billy Horschel,73,"9' 1""",2542.583,279
148,T144,T144,D.H. Lee,61,"9' 1""",2543.667,279
149,T144,T144,Cameron Tringale,81,"9' 1""",3534.917,388
150,T151,T151,Tony Finau,95,"9' 2""",3812.167,416
151,T151,T151,Fabián Gómez,82,"9' 2""",3768.333,412
152,T151,T151,D.A. Points,55,"9' 2""",1993.0829999999999,217
153,T151,T151,Daniel Summerhays,99,"9' 2""",4347.167,473
154,T155,T155,Jason Gore,78,"9' 3""",3027.25,326
155,T155,T155,Luke Guthrie,57,"9' 3""",2291.667,248
156,T155,T155,Andrew Loupe,75,"9' 3""",3319.917,358
157,T155,T155,Scott Piercy,87,"9' 3""",3104.5,337
158,T155,T155,Brett Stegmaier,87,"9' 3""",3647.833,395
159,T155,T155,Kevin Streelman,82,"9' 3""",2956.75,319
160,T155,T155,Michael Thompson,71,"9' 3""",2508.083,271
161,T155,T155,Harold Varner III,92,"9' 3""",3883.667,419
162,T163,T163,Sergio Garcia,54,"9' 4""",1379.0829999999999,148
163,T163,T163,Colt Knost,90,"9' 4""",3597.167,387
164,T163,T163,Troy Merritt,77,"9' 4""",3573.833,383
165,166,166,Daniel Berger,92,"9' 6""",3567.833,376
166,T167,T167,Steven Bowditch,71,"9' 7""",3334.333,347
167,T167,T167,Morgan Hoffmann,71,"9' 7""",3113.917,325
168,T169,T169,Thomas Aiken,70,"9' 8""",2424.917,250
169,T169,T169,Kevin Kisner,97,"9' 8""",3758.25,389
170,T169,T169,Dawie van der Walt,72,"9' 8""",2852.833,295
171,T172,T172,Ángel Cabrera,62,"9' 9""",2774.667,285
172,T172,T172,Ken Duke,58,"9' 9""",3140.5,323
173,T172,T172,Emiliano Grillo,93,"9' 9""",3431.333,353
174,T172,T172,Carlos Ortiz,79,"9' 9""",3251.0,333
175,176,176,Johnson Wagner,86,"9' 10""",3736.0,381
176,177,177,Martin Piller,59,"10' 0""",2551.333,256
177,178,178,Hudson Swafford,104,"10' 1""",4413.417,438
178,T179,T179,Bronson Burgoon,83,"10' 2""",3672.25,361
179,T179,T179,Hunter Mahan,61,"10' 2""",2785.583,275
180,T179,T179,Ben Martin,92,"10' 2""",4331.25,425
181,182,182,Rhein Gibson,58,"10' 5""",2366.417,227
182,183,183,Kelly Kraft,63,"10' 7""",2426.417,230
183,T184,T184,Graham DeLaet,70,"10' 9""",3214.333,300
184,T184,T184,Scott Pinckney,87,"10' 9""",3860.5,358
