,Proximity_to_Hole_ARG_RANK THIS WEEK,Proximity_to_Hole_ARG_RANK LAST WEEK,Proximity_to_Hole_ARG_PLAYER NAME,Proximity_to_Hole_ARG_ROUNDS,Proximity_to_Hole_ARG_AVG DTP,Proximity_to_Hole_ARG_TOTAL DISTANCE (FEET),Proximity_to_Hole_ARG_# OF SHOTS,Proximity_to_Hole_ARG_SCRAMBLING RANK
36,T29,T29,Kevin Na,96,"6' 11""",3160.75,455,89
37,T29,T29,Charl Schwartzel,73,"6' 11""",2598.833,377,69
38,T29,T29,Vaughn Taylor,72,"6' 11""",3157.583,456,163
39,T29,T29,Steve Wheatcroft,85,"6' 11""",3575.167,514,54
40,T41,T41,Ricky Barnes,97,"7' 0""",3810.167,542,66
41,T41,T41,Keegan Bradley,82,"7' 0""",2786.75,399,165
42,T41,T41,Kevin Chappell,93,"7' 0""",3876.0,551,79
43,T41,T41,Erik Compton,65,"7' 0""",2766.583,393,128
44,T41,T41,Harris English,97,"7' 0""",3423.083,489,63
45,T41,T41,Dustin Johnson,87,"7' 0""",2963.167,423,70
46,T41,T41,Russell Knox,92,"7' 0""",2889.75,414,28
47,T41,T41,Jamie Lovemark,91,"7' 0""",4246.917,609,36
48,T41,T41,Phil Mickelson,75,"7' 0""",2948.167,422,4
49,T41,T41,Rob Oppenheim,67,"7' 0""",2383.667,339,72
50,T41,T41,Rod Pampling,54,"7' 0""",1927.3329999999999,275,30
51,T41,T41,Dicky Pride,55,"7' 0""",2113.167,303,67
52,T41,T41,Brendon Todd,66,"7' 0""",3207.25,456,35
53,T54,T54,Derek Ernst,59,"7' 1""",2206.417,310,52
54,T54,T54,Brian Harman,104,"7' 1""",4670.167,656,38
55,T54,T54,David Hearn,95,"7' 1""",3517.333,495,40
56,T54,T54,Hiroshi Iwata,85,"7' 1""",3773.25,533,77
57,T54,T54,Will MacKenzie,84,"7' 1""",3139.917,444,120
58,T54,T54,Hideki Matsuyama,76,"7' 1""",2680.25,379,46
59,T54,T54,Seung-Yul Noh,85,"7' 1""",3362.75,475,118
60,T54,T54,Chez Reavie,90,"7' 1""",3521.417,500,15
61,T54,T54,Adam Scott,79,"7' 1""",2263.667,321,74
62,T54,T54,Vijay Singh,72,"7' 1""",3505.417,493,135
63,T54,T54,Scott Stallings,74,"7' 1""",3100.333,438,103
64,T54,T54,Mark Wilson,66,"7' 1""",2614.917,371,54
65,T66,T66,Jason Bohn,67,"7' 2""",2917.083,406,144
66,T66,T66,Paul Casey,77,"7' 2""",2613.75,365,36
67,T66,T66,Alex Cejka,71,"7' 2""",2459.917,342,3
68,T66,T66,Ben Crane,80,"7' 2""",3357.833,469,31
69,T66,T66,Jim Furyk,52,"7' 2""",1882.1670000000001,263,119
70,T66,T66,Adam Hadwin,93,"7' 2""",4395.667,615,97
71,T66,T66,Tom Hoge,81,"7' 2""",3265.667,457,91
72,T66,T66,Matt Jones,83,"7' 2""",3313.083,460,140
73,T66,T66,Sung Kang,89,"7' 2""",3852.917,536,68
74,T66,T66,Jerry Kelly,76,"7' 2""",2777.5,386,7
75,T66,T66,David Lingmerth,84,"7' 2""",3143.833,439,71
76,T66,T66,Troy Merritt,77,"7' 2""",3485.75,487,107
77,T66,T66,Ryan Moore,86,"7' 2""",3091.417,431,61
78,T66,T66,Jeff Overton,69,"7' 2""",3144.417,437,11
79,T66,T66,D.A. Points,55,"7' 2""",1906.0,267,108
80,T66,T66,Brian Stuard,66,"7' 2""",2947.0,413,23
81,T82,T82,Tyler Aldridge,83,"7' 3""",3312.417,457,105
82,T82,T82,Abraham Ancer,51,"7' 3""",1944.4170000000001,269,131
83,T82,T82,Daniel Berger,92,"7' 3""",3613.0,497,127
84,T82,T82,Roberto Castro,97,"7' 3""",4135.667,570,62
85,T82,T82,Ernie Els,66,"7' 3""",3166.917,437,163
86,T82,T82,Lucas Glover,75,"7' 3""",2991.167,412,123
87,T82,T82,Colt Knost,90,"7' 3""",3289.25,452,27
88,T82,T82,Justin Rose,65,"7' 3""",2674.417,368,102
89,T82,T82,Camilo Villegas,83,"7' 3""",3767.167,517,73
90,T82,T82,Boo Weekley,83,"7' 3""",3538.833,487,94
91,T82,T82,Willy Wilcox,67,"7' 3""",3209.0,441,100
92,T93,T93,Steven Bowditch,71,"7' 4""",3428.333,468,185
93,T93,T93,Robert Garrigus,69,"7' 4""",2573.333,349,172
94,T93,T93,Charley Hoffman,91,"7' 4""",3687.417,505,111
95,T93,T93,Freddie Jacobson,86,"7' 4""",3586.083,487,58
96,T93,T93,Jason Kokrak,89,"7' 4""",3557.333,486,92
97,T93,T93,D.H. Lee,61,"7' 4""",2481.833,338,183
98,T93,T93,Danny Lee,93,"7' 4""",3719.833,509,122
99,T93,T93,Marc Leishman,89,"7' 4""",3423.0,467,56
100,T93,T93,Spencer Levin,104,"7' 4""",4072.833,555,76
101,T93,T93,Louis Oosthuizen,63,"7' 4""",1953.5,265,167
102,T93,T93,Ryan Palmer,86,"7' 4""",4000.333,545,114
103,T93,T93,Wes Roach,59,"7' 4""",2212.0,300,146
104,T93,T93,Robert Streb,87,"7' 4""",3074.083,419,149
105,T93,T93,Gary Woodland,95,"7' 4""",3761.417,514,59
106,T107,T107,Patton Kizzire,93,"7' 5""",3669.583,495,141
107,T107,T107,Andrew Landry,53,"7' 5""",1750.1670000000001,236,28
108,T107,T107,Sean O'Hair,89,"7' 5""",4358.833,589,110
109,T107,T107,Martin Piller,59,"7' 5""",2323.667,313,90
110,T107,T107,Sam Saunders,69,"7' 5""",2731.583,369,132
111,T107,T107,Kevin Streelman,82,"7' 5""",3019.0,406,174
112,T107,T107,Michael Thompson,71,"7' 5""",2442.5,331,116
113,T107,T107,Jimmy Walker,85,"7' 5""",3663.667,496,112
114,T115,T115,K.J. Choi,73,"7' 6""",3277.5,439,33
115,T115,T115,Jason Dufner,105,"7' 6""",3617.417,485,139
116,T115,T115,Ken Duke,58,"7' 6""",2852.583,380,177
117,T115,T115,Billy Horschel,73,"7' 6""",2753.75,368,166
118,T115,T115,Smylie Kaufman,91,"7' 6""",3691.417,491,159
119,T115,T115,Shane Lowry,57,"7' 6""",1879.0829999999999,250,169
120,T115,T115,George McNeill,51,"7' 6""",2483.25,332,171
121,T115,T115,Henrik Norlander,71,"7' 6""",2605.0,348,57
122,T115,T115,Geoff Ogilvy,63,"7' 6""",2760.583,368,142
123,T115,T115,Kyle Reifers,115,"7' 6""",4806.5,642,147
124,T115,T115,Kyle Stanley,92,"7' 6""",3892.0,518,155
125,T115,T115,Nick Taylor,83,"7' 6""",3503.667,467,78
126,T127,T127,Blayne Barber,84,"7' 7""",3548.0,466,115
127,T127,T127,Bronson Burgoon,83,"7' 7""",3406.0,451,94
128,T127,T127,Derek Fathauer,94,"7' 7""",4372.083,574,81
129,T127,T127,Tony Finau,95,"7' 7""",4328.833,568,105
130,T127,T127,Fabián Gómez,82,"7' 7""",4035.583,530,132
131,T127,T127,Jason Gore,78,"7' 7""",3057.5,405,96
132,T127,T127,Chesson Hadley,81,"7' 7""",3529.083,467,168
133,T127,T127,James Hahn,85,"7' 7""",3668.667,484,150
134,T127,T127,J.B. Holmes,77,"7' 7""",3414.833,451,130
135,T127,T127,Michael Kim,100,"7' 7""",4615.917,608,39
136,T127,T127,Brooks Koepka,75,"7' 7""",3270.75,429,152
137,T127,T127,Scott Piercy,87,"7' 7""",3355.833,443,117
138,T127,T127,Patrick Rodgers,89,"7' 7""",3566.667,468,101
139,T140,T140,Jim Herman,93,"7' 8""",3776.5,495,85
140,T140,T140,Morgan Hoffmann,71,"7' 8""",3153.417,413,99
141,T140,T140,Graeme McDowell,63,"7' 8""",2500.5,327,86
142,T140,T140,Chris Stroud,82,"7' 8""",3671.333,477,126
143,T140,T140,Justin Thomas,99,"7' 8""",3908.25,510,151
144,T140,T140,Harold Varner III,92,"7' 8""",4227.333,550,134
145,T146,T146,Scott Brown,88,"7' 9""",3897.167,502,83
146,T146,T146,Andres Gonzales,80,"7' 9""",3258.667,422,148
147,T146,T146,Mark Hubbard,101,"7' 9""",4717.833,610,65
148,T146,T146,Whee Kim,82,"7' 9""",3748.583,484,104
149,T146,T146,Kelly Kraft,63,"7' 9""",2305.417,296,145
150,T146,T146,Greg Owen,85,"7' 9""",3377.25,435,181
151,T146,T146,Brendan Steele,88,"7' 9""",3507.417,452,162
152,T153,T153,Russell Henley,76,"7' 10""",3390.167,434,41
153,T153,T153,Kevin Kisner,97,"7' 10""",3897.417,495,129
154,T153,T153,Martin Laird,82,"7' 10""",3520.833,449,92
155,T153,T153,Rory Sabbatini,57,"7' 10""",2318.583,297,137
156,T153,T153,Johnson Wagner,86,"7' 10""",3846.417,493,109
157,T153,T153,Bubba Watson,72,"7' 10""",2616.917,334,176
158,T159,T159,Thomas Aiken,70,"7' 11""",2469.333,312,143
159,T159,T159,J.J. Henry,68,"7' 11""",3086.917,389,173
160,T159,T159,William McGirt,98,"7' 11""",4796.333,608,48
161,T159,T159,Cameron Smith,73,"7' 11""",2521.25,320,153
162,T159,T159,Brett Stegmaier,87,"7' 11""",3965.417,503,97
163,T159,T159,Cameron Tringale,81,"7' 11""",3853.583,489,124
164,T165,T165,Andrew Loupe,75,"8' 0""",4144.167,519,175
165,T165,T165,John Senden,88,"8' 0""",4055.833,505,80
166,T167,T167,Jonas Blixt,79,"8' 1""",4360.25,542,42
167,T167,T167,Stewart Cink,61,"8' 1""",2363.417,292,170
168,T167,T167,Anirban Lahiri,72,"8' 1""",2914.417,361,138
169,T167,T167,Jhonattan Vegas,97,"8' 1""",4496.75,556,84
170,T171,T171,Robert Allenby,51,"8' 2""",2437.75,300,182
171,T171,T171,Sergio Garcia,54,"8' 2""",1764.1670000000001,217,113
172,T171,T171,Rhein Gibson,58,"8' 2""",2497.75,305,160
173,T171,T171,Hunter Mahan,61,"8' 2""",3053.917,375,154
174,T171,T171,Daniel Summerhays,99,"8' 2""",4976.417,611,121
175,176,176,Emiliano Grillo,93,"8' 3""",3939.333,476,156
176,T177,T177,Graham DeLaet,70,"8' 4""",3271.75,392,179
177,T177,T177,Steve Marino,72,"8' 4""",3336.667,399,125
178,T177,T177,Ben Martin,92,"8' 4""",4487.333,536,160
179,T177,T177,Hudson Swafford,104,"8' 4""",4879.583,585,158
180,T181,T181,Ángel Cabrera,62,"8' 5""",3131.0,372,156
181,T181,T181,Dawie van der Walt,72,"8' 5""",3166.833,376,180
182,T183,T183,Carlos Ortiz,79,"8' 6""",3761.667,444,184
183,T183,T183,Scott Pinckney,87,"8' 6""",4020.25,471,177
184,185,185,Brendon de Jonge,83,"8' 7""",3952.333,462,136
