,Proximity_to_Hole_ARG_RANK THIS WEEK,Proximity_to_Hole_ARG_RANK LAST WEEK,Proximity_to_Hole_ARG_PLAYER NAME,Proximity_to_Hole_ARG_ROUNDS,Proximity_to_Hole_ARG_AVG DTP,Proximity_to_Hole_ARG_TOTAL DISTANCE (FEET),Proximity_to_Hole_ARG_# OF SHOTS,Proximity_to_Hole_ARG_SCRAMBLING RANK
0,1,1,Padraig Harrington,54,"5' 11""",1945.8329999999999,328,64
1,2,2,Luke List,79,"6' 3""",3061.0,489,44
2,3,3,Steve Stricker,53,"6' 4""",1903.0,300,1
3,T4,T4,Luke Donald,81,"6' 5""",2544.417,399,6
4,T4,T4,Jordan Spieth,80,"6' 5""",2727.667,425,9
5,T6,T6,Stuart Appleby,71,"6' 6""",3192.583,490,14
6,T6,T6,Jason Day,76,"6' 6""",2493.833,384,26
7,T6,T6,Billy Hurley III,66,"6' 6""",2687.667,411,32
8,T9,T9,Jon Curran,99,"6' 7""",3721.917,568,13
9,T9,T9,Zach Johnson,90,"6' 7""",3122.0,476,24
10,T9,T9,Si Woo Kim,113,"6' 7""",4800.417,730,20
11,T9,T9,Bryce Molder,80,"6' 7""",3319.25,503,2
12,T13,T13,Chad Campbell,90,"6' 8""",3524.25,530,21
13,T13,T13,Retief Goosen,55,"6' 8""",2439.25,364,59
14,T13,T13,Patrick Reed,105,"6' 8""",3795.583,570,8
15,T16,T16,Rickie Fowler,80,"6' 9""",2835.667,420,21
16,T16,T16,John Huh,86,"6' 9""",3646.75,543,25
17,T16,T16,Chris Kirk,90,"6' 9""",3548.75,529,16
18,T16,T16,Scott Langley,65,"6' 9""",2699.333,401,19
19,T16,T16,Webb Simpson,70,"6' 9""",2519.667,372,75
20,T16,T16,Brandt Snedeker,93,"6' 9""",3397.083,506,16
21,T16,T16,Shawn Stefani,91,"6' 9""",3522.583,522,49
22,T23,T23,Branden Grace,63,"6' 10""",2006.75,292,82
23,T23,T23,Bill Haas,86,"6' 10""",2859.833,417,12
24,T23,T23,Charles Howell III,91,"6' 10""",3524.083,518,44
25,T23,T23,David Toms,62,"6' 10""",2384.25,347,43
26,T23,T23,Tyrone Van Aswegen,105,"6' 10""",4000.083,588,47
27,T23,T23,Tim Wilkinson,72,"6' 10""",2180.25,318,10
28,T29,T29,Aaron Baddeley,93,"6' 11""",3747.583,544,5
29,T29,T29,Zac Blair,99,"6' 11""",4095.5,592,16
30,T29,T29,Chad Collins,73,"6' 11""",3268.0,474,51
31,T29,T29,Luke Guthrie,57,"6' 11""",2168.333,314,50
32,T29,T29,Matt Kuchar,100,"6' 11""",3553.333,512,34
33,T29,T29,Peter Malnati,85,"6' 11""",3709.667,534,87
34,T29,T29,Rory McIlroy,69,"6' 11""",2367.0,341,88
35,T29,T29,Francesco Molinari,64,"6' 11""",2779.25,403,53
