,Scrambling__30_yds_RTP_Score_RANK THIS WEEK,Scrambling__30_yds_RTP_Score_RANK LAST WEEK,Scrambling__30_yds_RTP_Score_PLAYER NAME,Scrambling__30_yds_RTP_Score_ROUNDS,Scrambling__30_yds_RTP_Score_AVG RTP,Scrambling__30_yds_RTP_Score_TOTAL HOLES,Scrambling__30_yds_RTP_Score_TOTAL RTP
93,94,94,Francesco Molinari,64,0.8640000000000001,59,51.0
94,T95,T95,Spencer Levin,104,0.866,67,58.0
95,T95,T95,Steve Wheatcroft,85,0.866,82,71.0
96,T97,T97,Adam Hadwin,93,0.868,91,79.0
97,T97,T97,Charles Howell III,91,0.868,91,79.0
98,T97,T97,Daniel Summerhays,99,0.868,91,79.0
99,100,100,Kevin Chappell,93,0.87,54,47.0
100,101,101,Dawie van der Walt,72,0.871,62,54.0
101,102,102,Scott Stallings,74,0.875,56,49.0
102,103,103,Ricky Barnes,97,0.877,106,93.0
103,104,104,Harris English,97,0.88,100,88.0
104,105,105,James Hahn,85,0.884,69,61.0
105,106,106,Russell Knox,92,0.885,61,54.0
106,107,107,Smylie Kaufman,91,0.8859999999999999,88,78.0
107,108,108,David Hearn,95,0.888,80,71.0
108,109,109,Rory McIlroy,69,0.889,27,24.0
109,T110,T110,Charley Hoffman,91,0.8909999999999999,55,49.0
110,T110,T110,Kevin Streelman,82,0.8909999999999999,55,49.0
111,112,112,Andrew Landry,53,0.892,37,33.0
112,T113,T113,Abraham Ancer,51,0.895,38,34.0
113,T113,T113,Fabián Gómez,82,0.895,95,85.0
114,T115,T115,Retief Goosen,55,0.899,69,62.0
115,T115,T115,J.J. Henry,68,0.899,69,62.0
116,T115,T115,Bryce Molder,80,0.899,69,62.0
117,118,118,K.J. Choi,73,0.9,80,72.0
118,119,119,Shane Lowry,57,0.902,41,37.0
119,120,120,Billy Horschel,73,0.904,52,47.0
120,T121,T121,Patrick Reed,105,0.907,75,68.0
121,T121,T121,Nick Taylor,83,0.907,75,68.0
122,123,123,Freddie Jacobson,86,0.91,89,81.0
123,124,124,Jhonattan Vegas,97,0.914,70,64.0
124,125,125,Wes Roach,59,0.915,59,54.0
125,126,126,Jim Herman,93,0.917,60,55.0
126,127,127,Martin Piller,59,0.9179999999999999,49,45.0
127,128,128,Kyle Reifers,115,0.92,88,81.0
128,129,129,Erik Compton,65,0.9209999999999999,76,70.0
129,T130,T130,Keegan Bradley,82,0.922,64,59.0
130,T130,T130,John Huh,86,0.922,64,59.0
131,132,132,Russell Henley,76,0.9229999999999999,65,60.0
132,T133,T133,Seung-Yul Noh,85,0.925,106,98.0
133,T133,T133,Camilo Villegas,83,0.925,107,99.0
134,135,135,Will MacKenzie,84,0.9259999999999999,68,63.0
135,T136,T136,Luke Guthrie,57,0.9279999999999999,69,64.0
136,T136,T136,Justin Thomas,99,0.9279999999999999,97,90.0
137,T138,T138,Danny Lee,93,0.929,56,52.0
138,T138,T138,Michael Thompson,71,0.929,56,52.0
139,T140,T140,Andrew Loupe,75,0.93,115,107.0
140,T140,T140,Scott Pinckney,87,0.93,71,66.0
141,142,142,Rickie Fowler,80,0.9329999999999999,60,56.0
142,143,143,Brendon de Jonge,83,0.9359999999999999,78,73.0
143,144,144,Emiliano Grillo,93,0.938,80,75.0
144,T145,T145,Sean O'Hair,89,0.94,84,79.0
145,T145,T145,D.A. Points,55,0.94,50,47.0
146,T145,T145,Brendan Steele,88,0.94,67,63.0
147,148,148,Zac Blair,99,0.941,68,64.0
148,T149,T149,Martin Laird,82,0.9420000000000001,86,81.0
149,T149,T149,Johnson Wagner,86,0.9420000000000001,69,65.0
150,T151,T151,Sam Saunders,69,0.943,70,66.0
151,T151,T151,Adam Scott,79,0.943,53,50.0
152,153,153,Lucas Glover,75,0.945,55,52.0
153,T154,T154,Hunter Mahan,61,0.9490000000000001,78,74.0
154,T154,T154,Kyle Stanley,92,0.9490000000000001,79,75.0
155,156,156,J.B. Holmes,77,0.953,85,81.0
156,157,157,Rory Sabbatini,57,0.9570000000000001,47,45.0
157,158,158,Phil Mickelson,75,0.958,72,69.0
158,159,159,Morgan Hoffmann,71,0.96,101,97.0
159,160,160,Jason Bohn,67,0.961,51,49.0
160,161,161,Cameron Smith,73,0.965,57,55.0
161,162,162,Luke List,79,0.968,62,60.0
162,163,163,Ángel Cabrera,62,0.9690000000000001,64,62.0
163,164,164,Hudson Swafford,104,0.97,99,96.0
164,T165,T165,Hiroshi Iwata,85,0.971,70,68.0
165,T165,T165,Chris Stroud,82,0.971,70,68.0
166,167,167,Patrick Rodgers,89,0.975,79,77.0
167,168,168,Graeme McDowell,63,0.976,41,40.0
168,169,169,Robert Allenby,51,0.981,54,53.0
169,T170,T170,Graham DeLaet,70,0.982,56,55.0
170,T170,T170,George McNeill,51,0.982,56,55.0
171,172,172,Jason Kokrak,89,0.983,59,58.0
172,T173,T173,Chesson Hadley,81,0.988,83,82.0
173,T173,T173,Carlos Ortiz,79,0.988,83,82.0
174,T175,T175,Ryan Palmer,86,1.0,64,64.0
175,T175,T175,Boo Weekley,83,1.0,55,55.0
176,177,177,D.H. Lee,61,1.018,56,57.0
177,178,178,Rhein Gibson,58,1.023,43,44.0
178,179,179,Greg Owen,85,1.026,78,80.0
179,180,180,Steve Marino,72,1.028,71,73.0
180,181,181,Derek Ernst,59,1.0590000000000002,34,36.0
181,182,182,Jonas Blixt,79,1.06,83,88.0
182,183,183,Andres Gonzales,80,1.062,81,86.0
183,184,184,Jason Gore,78,1.135,52,59.0
184,185,185,Steven Bowditch,71,1.3330000000000002,126,168.0
