,Scrambling__30_yds_RTP_Score_RANK THIS WEEK,Scrambling__30_yds_RTP_Score_RANK LAST WEEK,Scrambling__30_yds_RTP_Score_PLAYER NAME,Scrambling__30_yds_RTP_Score_ROUNDS,Scrambling__30_yds_RTP_Score_AVG RTP,Scrambling__30_yds_RTP_Score_TOTAL HOLES,Scrambling__30_yds_RTP_Score_TOTAL RTP
0,1,1,Brandt Snedeker,93,0.638,80,51.0
1,2,2,David Toms,62,0.644,59,38.0
2,3,3,Stuart Appleby,71,0.662,71,47.0
3,4,4,Brian Stuard,66,0.667,57,38.0
4,5,5,Jordan Spieth,80,0.672,64,43.0
5,6,6,Steve Stricker,53,0.679,53,36.0
6,7,7,Colt Knost,90,0.69,71,49.0
7,8,8,Ryan Moore,86,0.6940000000000001,72,50.0
8,9,9,Ben Crane,80,0.701,67,47.0
9,10,10,Thomas Aiken,70,0.7190000000000001,32,23.0
10,11,11,Kevin Na,96,0.721,61,44.0
11,12,12,Tim Wilkinson,72,0.7240000000000001,58,42.0
12,13,13,John Senden,88,0.733,75,55.0
13,14,14,Anirban Lahiri,72,0.7340000000000001,64,47.0
14,15,15,William McGirt,98,0.735,68,50.0
15,T16,T16,Branden Grace,63,0.7440000000000001,39,29.0
16,T16,T16,Shawn Stefani,91,0.7440000000000001,78,58.0
17,18,18,Robert Streb,87,0.746,67,50.0
18,T19,T19,Roberto Castro,97,0.747,79,59.0
19,T19,T19,Tony Finau,95,0.747,83,62.0
20,21,21,Rod Pampling,54,0.75,36,27.0
21,22,22,Jason Day,76,0.754,61,46.0
22,23,23,Geoff Ogilvy,63,0.755,49,37.0
23,T24,T24,Kelly Kraft,63,0.7559999999999999,45,34.0
24,T24,T24,Tyrone Van Aswegen,105,0.7559999999999999,127,96.0
25,26,26,Jeff Overton,69,0.757,74,56.0
26,27,27,Scott Langley,65,0.7609999999999999,46,35.0
27,T28,T28,Brian Harman,104,0.762,101,77.0
28,T28,T28,Justin Rose,65,0.762,42,32.0
29,T30,T30,Billy Hurley III,66,0.763,59,45.0
30,T30,T30,Brett Stegmaier,87,0.763,76,58.0
31,32,32,Rob Oppenheim,67,0.765,68,52.0
32,T33,T33,Kevin Kisner,97,0.769,78,60.0
33,T33,T33,Troy Merritt,77,0.769,78,60.0
34,35,35,Padraig Harrington,54,0.772,57,44.0
35,T36,T36,David Lingmerth,84,0.774,53,41.0
36,T36,T36,Charl Schwartzel,73,0.774,53,41.0
37,38,38,Chad Campbell,90,0.7759999999999999,76,59.0
38,T39,T39,Tyler Aldridge,83,0.782,78,61.0
39,T39,T39,Henrik Norlander,71,0.782,55,43.0
40,41,41,Ken Duke,58,0.7859999999999999,56,44.0
41,42,42,Ernie Els,66,0.792,77,61.0
42,43,43,Ben Martin,92,0.795,73,58.0
43,44,44,Marc Leishman,89,0.8,65,52.0
44,45,45,Jon Curran,99,0.802,106,85.0
45,T46,T46,Alex Cejka,71,0.804,56,45.0
46,T46,T46,Jim Furyk,52,0.804,46,37.0
47,T46,T46,Zach Johnson,90,0.804,97,78.0
48,49,49,Scott Piercy,87,0.8059999999999999,62,50.0
49,T50,T50,Si Woo Kim,113,0.8079999999999999,120,97.0
50,T50,T50,Patton Kizzire,93,0.8079999999999999,104,84.0
51,52,52,Aaron Baddeley,93,0.81,105,85.0
52,53,53,Brendon Todd,66,0.8140000000000001,102,83.0
53,54,54,Peter Malnati,85,0.815,108,88.0
54,T55,T55,Chad Collins,73,0.816,87,71.0
55,T55,T55,Matt Jones,83,0.816,87,71.0
56,T57,T57,Daniel Berger,92,0.818,66,54.0
57,T57,T57,Jimmy Walker,85,0.818,88,72.0
58,59,59,Jerry Kelly,76,0.82,50,41.0
59,60,60,Tom Hoge,81,0.821,78,64.0
60,61,61,Gary Woodland,95,0.8220000000000001,73,60.0
61,62,62,Matt Kuchar,100,0.823,62,51.0
62,T63,T63,Chez Reavie,90,0.828,64,53.0
63,T63,T63,Cameron Tringale,81,0.828,99,82.0
64,65,65,Louis Oosthuizen,63,0.8290000000000001,41,34.0
65,T66,T66,Chris Kirk,90,0.836,55,46.0
66,T66,T66,Brooks Koepka,75,0.836,55,46.0
67,T66,T66,Willy Wilcox,67,0.836,55,46.0
68,T69,T69,Bronson Burgoon,83,0.838,74,62.0
69,T69,T69,Vijay Singh,72,0.838,74,62.0
70,71,71,Jamie Lovemark,91,0.84,94,79.0
71,T72,T72,Scott Brown,88,0.841,63,53.0
72,T72,T72,Bill Haas,86,0.841,63,53.0
73,T72,T72,Whee Kim,82,0.841,69,58.0
74,75,75,Mark Hubbard,101,0.8420000000000001,95,80.0
75,T76,T76,Robert Garrigus,69,0.8440000000000001,45,38.0
76,T76,T76,Dicky Pride,55,0.8440000000000001,45,38.0
77,78,78,Webb Simpson,70,0.846,39,33.0
78,79,79,Stewart Cink,61,0.847,59,50.0
79,80,80,Paul Casey,77,0.848,46,39.0
80,T81,T81,Jason Dufner,105,0.8490000000000001,93,79.0
81,T81,T81,Michael Kim,100,0.8490000000000001,93,79.0
82,83,83,Mark Wilson,66,0.85,60,51.0
83,T84,T84,Dustin Johnson,87,0.851,67,57.0
84,T84,T84,Bubba Watson,72,0.851,47,40.0
85,86,86,Sergio Garcia,54,0.852,27,23.0
86,87,87,Blayne Barber,84,0.8540000000000001,96,82.0
87,88,88,Derek Fathauer,94,0.856,118,101.0
88,T89,T89,Hideki Matsuyama,76,0.857,42,36.0
89,T89,T89,Harold Varner III,92,0.857,91,78.0
90,91,91,Luke Donald,81,0.86,57,49.0
91,92,92,Vaughn Taylor,72,0.861,79,68.0
92,93,93,Sung Kang,89,0.862,58,50.0
