,Scrambling_Rough_RTP_Score_RANK THIS WEEK,Scrambling_Rough_RTP_Score_RANK LAST WEEK,Scrambling_Rough_RTP_Score_PLAYER NAME,Scrambling_Rough_RTP_Score_ROUNDS,Scrambling_Rough_RTP_Score_AVG RTP,Scrambling_Rough_RTP_Score_TOTAL HOLES,Scrambling_Rough_RTP_Score_TOTAL RTP
63,T63,T63,Shawn Stefani,91,0.434,182,79.0
64,T63,T63,Brian Stuard,66,0.434,173,75.0
65,T63,T63,Willy Wilcox,67,0.434,136,59.0
66,67,67,John Huh,86,0.435,168,73.0
67,68,68,Jason Day,76,0.43700000000000006,126,55.0
68,T69,T69,Ben Crane,80,0.43799999999999994,169,74.0
69,T69,T69,Jamie Lovemark,91,0.43799999999999994,194,85.0
70,71,71,Dicky Pride,55,0.439,107,47.0
71,72,72,Ricky Barnes,97,0.44,209,92.0
72,73,73,Jeff Overton,69,0.441,145,64.0
73,T74,T74,Chad Campbell,90,0.444,180,80.0
74,T74,T74,Marc Leishman,89,0.444,169,75.0
75,76,76,Dustin Johnson,87,0.446,166,74.0
76,77,77,Jon Curran,99,0.44799999999999995,194,87.0
77,T78,T78,Daniel Berger,92,0.449,156,70.0
78,T78,T78,Justin Rose,65,0.449,127,57.0
79,80,80,Tyrone Van Aswegen,105,0.45,209,94.0
80,T81,T81,Padraig Harrington,54,0.452,124,56.0
81,T81,T81,Colt Knost,90,0.452,155,70.0
82,T81,T81,Boo Weekley,83,0.452,157,71.0
83,T84,T84,Tyler Aldridge,83,0.45299999999999996,181,82.0
84,T84,T84,Will MacKenzie,84,0.45299999999999996,172,78.0
85,T86,T86,Robert Streb,87,0.455,145,66.0
86,T86,T86,Chris Stroud,82,0.455,167,76.0
87,T88,T88,Retief Goosen,55,0.456,114,52.0
88,T88,T88,Sung Kang,89,0.456,193,88.0
89,T90,T90,Fabián Gómez,82,0.457,186,85.0
90,T90,T90,Charl Schwartzel,73,0.457,129,59.0
91,T90,T90,Jhonattan Vegas,97,0.457,197,90.0
92,T93,T93,Tony Finau,95,0.45899999999999996,205,94.0
93,T93,T93,Jim Herman,93,0.45899999999999996,172,79.0
94,T93,T93,Mark Hubbard,101,0.45899999999999996,220,101.0
95,T96,T96,Hideki Matsuyama,76,0.46,126,58.0
96,T96,T96,William McGirt,98,0.46,174,80.0
97,T98,T98,Brian Harman,104,0.461,228,105.0
98,T98,T98,Russell Henley,76,0.461,141,65.0
99,T98,T98,J.B. Holmes,77,0.461,152,70.0
100,T98,T98,Kevin Na,96,0.461,165,76.0
101,T102,T102,Graeme McDowell,63,0.46299999999999997,123,57.0
102,T102,T102,Chez Reavie,90,0.46299999999999997,177,82.0
103,104,104,Scott Piercy,87,0.46399999999999997,151,70.0
104,105,105,Rob Oppenheim,67,0.465,127,59.0
105,106,106,Luke Guthrie,57,0.466,133,62.0
106,T107,T107,Derek Fathauer,94,0.467,242,113.0
107,T107,T107,Freddie Jacobson,86,0.467,182,85.0
108,T107,T107,David Toms,62,0.467,120,56.0
109,T107,T107,Cameron Tringale,81,0.467,180,84.0
110,T111,T111,Scott Brown,88,0.469,162,76.0
111,T111,T111,Whee Kim,82,0.469,160,75.0
112,T111,T111,Anirban Lahiri,72,0.469,130,61.0
113,T111,T111,Vijay Singh,72,0.469,145,68.0
114,T115,T115,Martin Laird,82,0.47,168,79.0
115,T115,T115,Ben Martin,92,0.47,183,86.0
116,T117,T117,Jason Gore,78,0.47200000000000003,163,77.0
117,T117,T117,Harold Varner III,92,0.47200000000000003,178,84.0
118,119,119,Adam Hadwin,93,0.474,196,93.0
119,120,120,Webb Simpson,70,0.47600000000000003,105,50.0
120,T121,T121,Erik Compton,65,0.478,178,85.0
121,T121,T121,Lucas Glover,75,0.478,115,55.0
122,T121,T121,Kevin Kisner,97,0.478,161,77.0
123,T121,T121,Camilo Villegas,83,0.478,201,96.0
124,125,125,Louis Oosthuizen,63,0.48200000000000004,83,40.0
125,126,126,Andres Gonzales,80,0.483,180,87.0
126,T127,T127,Ernie Els,66,0.493,146,72.0
127,T127,T127,Geoff Ogilvy,63,0.493,144,71.0
128,T129,T129,Jason Dufner,105,0.494,160,79.0
129,T129,T129,Danny Lee,93,0.494,164,81.0
130,T129,T129,Troy Merritt,77,0.494,166,82.0
131,132,132,Derek Ernst,59,0.495,111,55.0
132,T133,T133,Blayne Barber,84,0.5,180,90.0
133,T133,T133,Michael Kim,100,0.5,226,113.0
134,T133,T133,Luke List,79,0.5,154,77.0
135,136,136,Patton Kizzire,93,0.502,203,102.0
136,T137,T137,Stuart Appleby,71,0.503,177,89.0
137,T137,T137,Bronson Burgoon,83,0.503,189,95.0
138,T137,T137,Brendon de Jonge,83,0.503,189,95.0
139,140,140,Kyle Reifers,115,0.506,243,123.0
140,141,141,Rod Pampling,54,0.508,118,60.0
141,T142,T142,Scott Pinckney,87,0.511,182,93.0
142,T142,T142,Sam Saunders,69,0.511,133,68.0
143,144,144,Kelly Kraft,63,0.512,123,63.0
144,145,145,Smylie Kaufman,91,0.515,169,87.0
145,146,146,Vaughn Taylor,72,0.516,153,79.0
146,147,147,Justin Thomas,99,0.518,193,100.0
147,148,148,Patrick Rodgers,89,0.52,152,79.0
148,149,149,Matt Jones,83,0.521,142,74.0
149,150,150,Bubba Watson,72,0.522,115,60.0
150,151,151,Hiroshi Iwata,85,0.525,204,107.0
151,152,152,Sean O'Hair,89,0.526,173,91.0
152,T153,T153,Stewart Cink,61,0.529,104,55.0
153,T153,T153,Steve Marino,72,0.529,153,81.0
154,155,155,Kyle Stanley,92,0.537,190,102.0
155,T156,T156,Carlos Ortiz,79,0.5379999999999999,173,93.0
156,T156,T156,Dawie van der Walt,72,0.5379999999999999,169,91.0
157,158,158,John Senden,88,0.541,135,73.0
158,159,159,Hunter Mahan,61,0.545,132,72.0
159,160,160,Rory Sabbatini,57,0.547,106,58.0
160,161,161,Brooks Koepka,75,0.551,127,70.0
161,162,162,Keegan Bradley,82,0.552,125,69.0
162,T163,T163,George McNeill,51,0.5539999999999999,121,67.0
163,T163,T163,Wes Roach,59,0.5539999999999999,130,72.0
164,165,165,Ken Duke,58,0.555,137,76.0
165,166,166,Chesson Hadley,81,0.562,169,95.0
166,167,167,Emiliano Grillo,93,0.564,156,88.0
167,T168,T168,Billy Horschel,73,0.5710000000000001,105,60.0
168,T168,T168,D.H. Lee,61,0.5710000000000001,154,88.0
169,T168,T168,Michael Thompson,71,0.5710000000000001,154,88.0
170,T171,T171,Andrew Loupe,75,0.574,195,112.0
171,T171,T171,Hudson Swafford,104,0.574,195,112.0
172,173,173,Morgan Hoffmann,71,0.575,160,92.0
173,174,174,Brendan Steele,88,0.5760000000000001,165,95.0
174,175,175,Robert Garrigus,69,0.5820000000000001,134,78.0
175,176,176,J.J. Henry,68,0.583,103,60.0
176,T177,T177,Shane Lowry,57,0.6,95,57.0
177,T177,T177,Johnson Wagner,86,0.6,140,84.0
178,179,179,Graham DeLaet,70,0.609,128,78.0
179,180,180,Greg Owen,85,0.611,126,77.0
180,181,181,Rhein Gibson,58,0.613,124,76.0
181,182,182,Cameron Smith,73,0.625,112,70.0
182,183,183,Ángel Cabrera,62,0.627,126,79.0
183,184,184,Robert Allenby,51,0.664,110,73.0
184,185,185,Steven Bowditch,71,0.72,189,136.0
