,Sand_Saves_from_10-20_yards_RANK THIS WEEK,Sand_Saves_from_10-20_yards_RANK LAST WEEK,Sand_Saves_from_10-20_yards_PLAYER NAME,Sand_Saves_from_10-20_yards_ROUNDS,Sand_Saves_from_10-20_yards_%,Sand_Saves_from_10-20_yards_# OF SAVES,Sand_Saves_from_10-20_yards_# OF BUNKERS
0,1,1,Jason Day,76,80.0,32,40
1,2,2,Justin Rose,65,75.51,37,49
2,3,3,Padraig Harrington,54,71.79,28,39
3,4,4,Steven Bowditch,71,69.84,44,63
4,5,5,Phil Mickelson,75,68.97,40,58
5,6,6,Adam Scott,79,68.42,26,38
6,7,7,Danny Lee,93,68.35,54,79
7,8,8,Tyrone Van Aswegen,105,67.9,55,81
8,9,9,Chris Kirk,90,67.11,51,76
9,T10,T10,Luke Donald,81,66.67,34,51
10,T10,T10,Andrew Landry,53,66.67,20,30
11,T10,T10,Hideki Matsuyama,76,66.67,36,54
12,T10,T10,Tim Wilkinson,72,66.67,24,36
13,14,14,Smylie Kaufman,91,66.13,41,62
14,15,15,Aaron Baddeley,93,65.33,49,75
15,16,16,Scott Langley,65,64.0,32,50
16,17,17,Zach Johnson,90,63.79,37,58
17,T18,T18,Marc Leishman,89,63.64,35,55
18,T18,T18,Dicky Pride,55,63.64,28,44
19,T18,T18,Brendan Steele,88,63.64,28,44
20,T18,T18,David Toms,62,63.64,28,44
21,T22,T22,Stuart Appleby,71,63.24,43,68
22,T22,T22,Chad Campbell,90,63.24,43,68
23,T24,T24,David Hearn,95,63.08,41,65
24,T24,T24,Troy Merritt,77,63.08,41,65
25,26,26,Brendon Todd,66,62.3,38,61
26,27,27,Spencer Levin,104,61.9,39,63
27,28,28,Tyler Aldridge,83,61.82,34,55
28,29,29,John Huh,86,61.76,42,68
29,30,30,Louis Oosthuizen,63,61.54,24,39
30,31,31,Sean O'Hair,89,60.98,50,82
31,T32,T32,Sergio Garcia,54,60.87,14,23
32,T32,T32,Patrick Reed,105,60.87,42,69
33,T34,T34,J.B. Holmes,77,60.61,40,66
34,T34,T34,Matt Kuchar,100,60.61,40,66
35,36,36,Jonas Blixt,79,60.49,49,81
36,37,37,Kyle Reifers,115,60.0,42,70
37,38,38,Brian Harman,104,59.8,61,102
38,39,39,Mark Hubbard,101,59.77,52,87
39,40,40,Retief Goosen,55,59.57,28,47
40,41,41,Brandt Snedeker,93,59.38,38,64
41,42,42,Si Woo Kim,113,59.34,54,91
42,T43,T43,Ben Crane,80,59.26,32,54
43,T43,T43,Cameron Smith,73,59.26,32,54
44,45,45,Michael Kim,100,59.21,45,76
45,46,46,Morgan Hoffmann,71,59.18,29,49
46,T47,T47,Bryce Molder,80,59.09,39,66
47,T47,T47,Brian Stuard,66,59.09,26,44
48,T49,T49,Shane Lowry,57,58.82,20,34
49,T49,T49,Michael Thompson,71,58.82,20,34
50,51,51,Martin Laird,82,58.62,34,58
51,52,52,Paul Casey,77,58.49,31,53
52,53,53,Fabián Gómez,82,58.46,38,65
53,T54,T54,Robert Allenby,51,58.33,21,36
54,T54,T54,Abraham Ancer,51,58.33,21,36
55,T54,T54,Ricky Barnes,97,58.33,42,72
56,T54,T54,Jason Kokrak,89,58.33,28,48
57,58,58,Cameron Tringale,81,58.18,32,55
58,59,59,Scott Brown,88,57.97,40,69
59,T60,T60,Thomas Aiken,70,57.89,22,38
60,T60,T60,Rod Pampling,54,57.89,22,38
61,62,62,Charl Schwartzel,73,57.81,37,64
62,63,63,Brendon de Jonge,83,57.63,34,59
63,64,64,Rob Oppenheim,67,57.5,23,40
64,65,65,Charles Howell III,91,57.41,31,54
65,66,66,Chad Collins,73,56.9,33,58
66,T67,T67,Emiliano Grillo,93,56.76,42,74
67,T67,T67,Martin Piller,59,56.76,21,37
68,69,69,Rhein Gibson,58,56.67,17,30
69,70,70,Ryan Moore,86,56.6,30,53
70,T71,T71,Harris English,97,56.45,35,62
71,T71,T71,Chez Reavie,90,56.45,35,62
72,73,73,Billy Horschel,73,56.41,22,39
73,74,74,Hudson Swafford,104,56.32,49,87
74,T75,T75,K.J. Choi,73,56.25,36,64
75,T75,T75,Kelly Kraft,63,56.25,18,32
76,77,77,Hunter Mahan,61,56.1,23,41
77,78,78,Justin Thomas,99,56.06,37,66
78,79,79,Scott Piercy,87,56.0,42,75
79,80,80,Russell Henley,76,55.93,33,59
80,T81,T81,Andres Gonzales,80,55.56,25,45
81,T81,T81,Luke Guthrie,57,55.56,15,27
82,T81,T81,Matt Jones,83,55.56,30,54
83,T81,T81,Whee Kim,82,55.56,35,63
84,T81,T81,Seung-Yul Noh,85,55.56,35,63
85,86,86,Jordan Spieth,80,55.36,31,56
86,T87,T87,Steve Marino,72,55.32,26,47
87,T87,T87,Steve Stricker,53,55.32,26,47
88,89,89,Zac Blair,99,55.29,47,85
89,90,90,Jon Curran,99,54.88,45,82
90,91,91,Jim Furyk,52,54.84,17,31
91,92,92,Henrik Norlander,71,54.76,23,42
92,T93,T93,Peter Malnati,85,54.55,36,66
93,T93,T93,Rory Sabbatini,57,54.55,24,44
94,T93,T93,Shawn Stefani,91,54.55,30,55
95,96,96,Adam Hadwin,93,54.43,43,79
96,97,97,Billy Hurley III,66,54.35,25,46
97,T98,T98,Rickie Fowler,80,54.24,32,59
98,T98,T98,Jimmy Walker,85,54.24,32,59
99,100,100,Chesson Hadley,81,53.97,34,63
100,101,101,Bubba Watson,72,53.85,21,39
101,102,102,Russell Knox,92,53.7,29,54
102,103,103,Webb Simpson,70,53.57,30,56
103,104,104,Erik Compton,65,53.19,25,47
104,T105,T105,Branden Grace,63,53.13,17,32
105,T105,T105,D.A. Points,55,53.13,17,32
106,107,107,Roberto Castro,97,52.86,37,70
107,T108,T108,Blayne Barber,84,52.73,29,55
108,T108,T108,Freddie Jacobson,86,52.73,29,55
109,110,110,Nick Taylor,83,52.31,34,65
110,T111,T111,Charley Hoffman,91,52.0,39,75
111,T111,T111,Sam Saunders,69,52.0,26,50
112,T111,T111,Scott Stallings,74,52.0,26,50
113,114,114,Jerry Kelly,76,51.92,27,52
114,T115,T115,David Lingmerth,84,51.85,28,54
115,T115,T115,Francesco Molinari,64,51.85,28,54
116,117,117,Jamie Lovemark,91,51.81,43,83
117,118,118,Ken Duke,58,51.79,29,56
118,119,119,Kevin Na,96,51.72,30,58
119,120,120,Chris Stroud,82,51.39,37,72
120,T121,T121,Derek Fathauer,94,51.32,39,76
121,T121,T121,Hiroshi Iwata,85,51.32,39,76
122,123,123,Will MacKenzie,84,50.98,26,51
123,124,124,Robert Streb,87,50.88,29,57
124,125,125,Scott Pinckney,87,50.85,30,59
125,126,126,Luke List,79,50.82,31,61
126,127,127,Ryan Palmer,86,50.59,43,85
127,T128,T128,Daniel Berger,92,50.0,38,76
128,T128,T128,Alex Cejka,71,50.0,14,28
129,T128,T128,Tom Hoge,81,50.0,26,52
130,T128,T128,Sung Kang,89,50.0,28,56
131,T128,T128,Andrew Loupe,75,50.0,31,62
132,T128,T128,Jeff Overton,69,50.0,27,54
133,T128,T128,Vaughn Taylor,72,50.0,31,62
134,T128,T128,Gary Woodland,95,50.0,29,58
135,T136,T136,Patton Kizzire,93,49.18,30,61
136,T136,T136,Boo Weekley,83,49.18,30,61
137,138,138,Johnson Wagner,86,49.15,29,59
138,139,139,Greg Owen,85,48.98,24,49
139,T140,T140,George McNeill,51,48.78,20,41
140,T140,T140,Dawie van der Walt,72,48.78,20,41
141,142,142,Ángel Cabrera,62,48.57,17,35
142,143,143,Kyle Stanley,92,48.39,30,62
143,144,144,Dustin Johnson,87,48.33,29,60
144,145,145,Brooks Koepka,75,48.28,28,58
145,146,146,William McGirt,98,48.24,41,85
146,147,147,Camilo Villegas,83,47.89,34,71
147,T148,T148,Jason Bohn,67,47.83,33,69
148,T148,T148,Graeme McDowell,63,47.83,22,46
149,150,150,Bronson Burgoon,83,47.73,21,44
150,151,151,John Senden,88,47.62,30,63
151,152,152,Colt Knost,90,46.97,31,66
152,153,153,Kevin Kisner,97,46.88,30,64
153,154,154,D.H. Lee,61,46.81,22,47
154,155,155,Vijay Singh,72,46.77,29,62
155,156,156,J.J. Henry,68,46.67,14,30
156,157,157,Anirban Lahiri,72,46.51,20,43
157,158,158,Daniel Summerhays,99,46.43,39,84
158,159,159,Geoff Ogilvy,63,46.3,25,54
159,160,160,Jim Herman,93,45.83,33,72
160,161,161,Graham DeLaet,70,45.31,29,64
161,162,162,Bill Haas,86,44.78,30,67
162,163,163,Wes Roach,59,44.74,17,38
163,164,164,Keegan Bradley,82,44.64,25,56
164,165,165,Rory McIlroy,69,43.9,18,41
165,166,166,Harold Varner III,92,43.33,26,60
166,167,167,Jason Dufner,105,43.28,29,67
167,168,168,Derek Ernst,59,42.5,17,40
168,169,169,Mark Wilson,66,42.42,14,33
169,170,170,Brett Stegmaier,87,41.82,23,55
170,171,171,Jhonattan Vegas,97,41.51,22,53
171,172,172,Stewart Cink,61,41.18,14,34
172,173,173,James Hahn,85,40.91,27,66
173,174,174,Steve Wheatcroft,85,40.58,28,69
174,175,175,Jason Gore,78,40.35,23,57
175,T176,T176,Ernie Els,66,40.0,22,55
176,T176,T176,Lucas Glover,75,40.0,20,50
177,T176,T176,Willy Wilcox,67,40.0,28,70
178,179,179,Tony Finau,95,39.47,30,76
179,180,180,Kevin Chappell,93,39.06,25,64
180,181,181,Robert Garrigus,69,39.02,16,41
181,182,182,Ben Martin,92,38.1,24,63
182,183,183,Patrick Rodgers,89,36.54,19,52
183,184,184,Kevin Streelman,82,36.36,24,66
184,185,185,Carlos Ortiz,79,34.69,17,49
