,Scrambling_from_20-30_yards_RANK THIS WEEK,Scrambling_from_20-30_yards_RANK LAST WEEK,Scrambling_from_20-30_yards_PLAYER NAME,Scrambling_from_20-30_yards_ROUNDS,Scrambling_from_20-30_yards_%,Scrambling_from_20-30_yards_SUCCESSES,Scrambling_from_20-30_yards_ATTEMPTS
0,1,1,Phil Mickelson,75,72.88,43,59
1,2,2,Steve Stricker,53,71.93,41,57
2,3,3,Aaron Baddeley,93,67.01,65,97
3,T4,T4,Jason Day,76,66.67,42,63
4,T4,T4,Robert Garrigus,69,66.67,24,36
5,6,6,Patrick Reed,105,65.93,60,91
6,7,7,Alex Cejka,71,65.31,32,49
7,8,8,Jon Curran,99,65.0,78,120
8,9,9,Brendon Todd,66,64.44,58,90
9,10,10,Retief Goosen,55,64.29,36,56
10,11,11,Seung-Yul Noh,85,64.21,61,95
11,12,12,K.J. Choi,73,63.95,55,86
12,13,13,Jhonattan Vegas,97,62.77,59,94
13,14,14,Tim Wilkinson,72,62.5,40,64
14,15,15,Russell Knox,92,62.26,33,53
15,16,16,Luke Donald,81,62.2,51,82
16,17,17,Chad Campbell,90,61.9,52,84
17,18,18,Jeff Overton,69,61.84,47,76
18,19,19,Steve Wheatcroft,85,61.73,50,81
19,20,20,Michael Kim,100,61.47,67,109
20,21,21,Harris English,97,61.33,46,75
21,22,22,Jason Dufner,105,61.04,47,77
22,23,23,Freddie Jacobson,86,60.92,53,87
23,24,24,Mark Wilson,66,60.87,42,69
24,25,25,David Toms,62,60.0,42,70
25,26,26,Sean O'Hair,89,59.57,56,94
26,27,27,Colt Knost,90,59.52,50,84
27,28,28,Blayne Barber,84,59.49,47,79
28,29,29,Bill Haas,86,59.46,44,74
29,T30,T30,Hiroshi Iwata,85,59.38,57,96
30,T30,T30,Bryce Molder,80,59.38,57,96
31,32,32,Brian Harman,104,59.35,73,123
32,33,33,Charl Schwartzel,73,59.32,35,59
33,34,34,Russell Henley,76,58.9,43,73
34,35,35,Erik Compton,65,58.06,36,62
35,36,36,Gary Woodland,95,58.02,47,81
36,37,37,Derek Ernst,59,58.0,29,50
37,38,38,Martin Laird,82,57.89,44,76
38,39,39,Rickie Fowler,80,57.41,31,54
39,40,40,Keegan Bradley,82,57.35,39,68
40,41,41,D.H. Lee,61,57.14,32,56
41,42,42,Brian Stuard,66,56.92,37,65
42,43,43,Roberto Castro,97,56.73,59,104
43,44,44,Webb Simpson,70,56.67,34,60
44,45,45,Johnson Wagner,86,56.63,47,83
45,46,46,Kelly Kraft,63,56.6,30,53
46,47,47,Patrick Rodgers,89,56.45,35,62
47,48,48,Scott Langley,65,56.16,41,73
48,49,49,Si Woo Kim,113,55.77,58,104
49,50,50,Zac Blair,99,55.75,63,113
50,T51,T51,Ben Crane,80,55.56,50,90
51,T51,T51,Dicky Pride,55,55.56,25,45
52,53,53,Peter Malnati,85,55.24,58,105
53,54,54,J.B. Holmes,77,55.07,38,69
54,T55,T55,Jamie Lovemark,91,54.84,51,93
55,T55,T55,Brandt Snedeker,93,54.84,51,93
56,57,57,Kyle Stanley,92,54.76,46,84
57,58,58,Geoff Ogilvy,63,54.69,35,64
58,T59,T59,Adam Hadwin,93,54.17,52,96
59,T59,T59,Graeme McDowell,63,54.17,26,48
60,61,61,Daniel Summerhays,99,54.13,59,109
61,62,62,Luke Guthrie,57,54.1,33,61
62,63,63,Tyrone Van Aswegen,105,54.0,54,100
63,64,64,Zach Johnson,90,53.93,48,89
64,T65,T65,Jonas Blixt,79,53.85,49,91
65,T65,T65,Luke List,79,53.85,35,65
66,T67,T67,Will MacKenzie,84,53.57,45,84
67,T67,T67,Adam Scott,79,53.57,30,56
68,69,69,John Senden,88,53.33,48,90
69,70,70,Hunter Mahan,61,53.13,34,64
70,71,71,John Huh,86,53.09,43,81
71,72,72,Ben Martin,92,53.06,52,98
72,73,73,Scott Brown,88,53.0,53,100
73,74,74,Camilo Villegas,83,52.81,47,89
74,75,75,Scott Stallings,74,52.7,39,74
75,76,76,Chez Reavie,90,52.63,40,76
76,77,77,Paul Casey,77,52.54,31,59
77,78,78,Hideki Matsuyama,76,52.38,33,63
78,79,79,Shawn Stefani,91,52.33,45,86
79,80,80,Chris Kirk,90,52.17,48,92
80,T81,T81,Vijay Singh,72,52.0,39,75
81,T81,T81,Bubba Watson,72,52.0,26,50
