,Scrambling_from_20-30_yards_RANK THIS WEEK,Scrambling_from_20-30_yards_RANK LAST WEEK,Scrambling_from_20-30_yards_PLAYER NAME,Scrambling_from_20-30_yards_ROUNDS,Scrambling_from_20-30_yards_%,Scrambling_from_20-30_yards_SUCCESSES,Scrambling_from_20-30_yards_ATTEMPTS
82,83,83,Nick Taylor,83,51.95,40,77
83,84,84,Graham DeLaet,70,51.72,30,58
84,85,85,Anirban Lahiri,72,51.67,31,60
85,86,86,J.J. Henry,68,51.65,47,91
86,87,87,Fabián Gómez,82,51.49,52,101
87,88,88,James Hahn,85,51.46,53,103
88,89,89,Kevin Kisner,97,51.43,36,70
89,90,90,Sung Kang,89,51.4,55,107
90,91,91,Ricky Barnes,97,51.06,48,94
91,92,92,Branden Grace,63,51.02,25,49
92,93,93,Brett Stegmaier,87,50.82,31,61
93,T94,T94,Patton Kizzire,93,50.77,33,65
94,T94,T94,Steve Marino,72,50.77,33,65
95,96,96,Billy Hurley III,66,50.72,35,69
96,T97,T97,Marc Leishman,89,50.7,36,71
97,T97,T97,Brendan Steele,88,50.7,36,71
98,99,99,Matt Jones,83,50.68,37,73
99,100,100,Mark Hubbard,101,50.5,51,101
100,T101,T101,Chesson Hadley,81,50.0,38,76
101,T101,T101,Padraig Harrington,54,50.0,27,54
102,T101,T101,Rory McIlroy,69,50.0,21,42
103,T101,T101,Troy Merritt,77,50.0,39,78
104,T101,T101,Henrik Norlander,71,50.0,23,46
105,T101,T101,Louis Oosthuizen,63,50.0,19,38
106,T101,T101,Rod Pampling,54,50.0,19,38
107,T101,T101,Cameron Smith,73,50.0,31,62
108,T101,T101,Jordan Spieth,80,50.0,32,64
109,T101,T101,Robert Streb,87,50.0,39,78
110,111,111,Steven Bowditch,71,49.44,44,89
111,T112,T112,Charles Howell III,91,49.41,42,85
112,T112,T112,Jimmy Walker,85,49.41,42,85
113,114,114,Kevin Chappell,93,49.4,41,83
114,115,115,Smylie Kaufman,91,49.28,34,69
115,116,116,Spencer Levin,104,49.11,55,112
116,117,117,Kevin Na,96,48.84,42,86
117,118,118,Thomas Aiken,70,48.78,20,41
118,119,119,Shane Lowry,57,48.72,19,39
119,T120,T120,Tyler Aldridge,83,48.65,36,74
120,T120,T120,Chad Collins,73,48.65,36,74
121,T122,T122,Brendon de Jonge,83,48.61,35,72
122,T122,T122,Hudson Swafford,104,48.61,35,72
123,124,124,Andrew Landry,53,48.48,16,33
124,125,125,Rhein Gibson,58,48.33,29,60
125,126,126,Jason Bohn,67,48.21,27,56
126,127,127,Derek Fathauer,94,48.05,37,77
127,128,128,Carlos Ortiz,79,47.95,35,73
128,129,129,Kyle Reifers,115,47.93,58,121
129,130,130,Stuart Appleby,71,47.78,43,90
130,131,131,William McGirt,98,47.57,49,103
131,132,132,Tom Hoge,81,47.37,36,76
132,133,133,Charley Hoffman,91,47.3,35,74
133,134,134,Ryan Palmer,86,47.22,34,72
134,135,135,Danny Lee,93,47.19,42,89
135,136,136,Justin Thomas,99,47.13,41,87
136,T137,T137,Jason Kokrak,89,47.06,40,85
137,T137,T137,Martin Piller,59,47.06,24,51
138,T139,T139,Dustin Johnson,87,46.67,28,60
139,T139,T139,Kevin Streelman,82,46.67,35,75
140,T139,T139,Boo Weekley,83,46.67,28,60
141,142,142,Chris Stroud,82,46.48,33,71
142,143,143,Scott Piercy,87,46.3,25,54
143,144,144,David Hearn,95,46.25,37,80
144,145,145,Ernie Els,66,46.05,35,76
145,146,146,Stewart Cink,61,46.03,29,63
146,147,147,Sam Saunders,69,45.9,28,61
147,T148,T148,Jerry Kelly,76,45.61,26,57
148,T148,T148,Greg Owen,85,45.61,26,57
149,150,150,David Lingmerth,84,45.57,36,79
150,151,151,Ángel Cabrera,62,45.45,25,55
151,152,152,Brooks Koepka,75,45.28,24,53
152,153,153,Cameron Tringale,81,45.19,47,104
153,154,154,Billy Horschel,73,45.07,32,71
154,155,155,Justin Rose,65,44.9,22,49
155,156,156,Rob Oppenheim,67,44.83,26,58
156,157,157,Whee Kim,82,44.44,32,72
157,158,158,Bronson Burgoon,83,44.29,31,70
158,T159,T159,Jim Herman,93,44.19,38,86
159,T159,T159,Matt Kuchar,100,44.19,38,86
160,T159,T159,Wes Roach,59,44.19,19,43
161,162,162,Lucas Glover,75,44.12,30,68
162,163,163,Willy Wilcox,67,43.94,29,66
163,164,164,D.A. Points,55,43.59,17,39
164,165,165,Harold Varner III,92,43.42,33,76
165,T166,T166,Andrew Loupe,75,43.4,23,53
166,T166,T166,Michael Thompson,71,43.4,23,53
167,168,168,Emiliano Grillo,93,42.86,30,70
168,169,169,Ryan Moore,86,42.62,26,61
169,T170,T170,Andres Gonzales,80,42.37,25,59
170,T170,T170,Dawie van der Walt,72,42.37,25,59
171,172,172,Daniel Berger,92,42.17,35,83
172,173,173,Vaughn Taylor,72,41.94,26,62
173,174,174,Scott Pinckney,87,41.77,33,79
174,175,175,Robert Allenby,51,41.67,25,60
175,176,176,George McNeill,51,41.51,22,53
176,177,177,Ken Duke,58,41.43,29,70
177,178,178,Tony Finau,95,40.79,31,76
178,179,179,Francesco Molinari,64,40.3,27,67
179,180,180,Rory Sabbatini,57,40.0,18,45
180,181,181,Jason Gore,78,38.89,21,54
181,182,182,Jim Furyk,52,37.78,17,45
182,183,183,Abraham Ancer,51,36.59,15,41
183,184,184,Sergio Garcia,54,36.36,12,33
184,185,185,Morgan Hoffmann,71,35.94,23,64
