,Proximity_to_Hole_from_Rough_RANK THIS WEEK,Proximity_to_Hole_from_Rough_RANK LAST WEEK,Proximity_to_Hole_from_Rough_PLAYER NAME,Proximity_to_Hole_from_Rough_ROUNDS,Proximity_to_Hole_from_Rough_AVG DTP,Proximity_to_Hole_from_Rough_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Rough_# OF SHOTS,Proximity_to_Hole_from_Rough_SCRAMBLING RANK
46,T45,T45,Chad Collins,73,"7' 6""",1208.333,162,51
47,T45,T45,Jason Dufner,105,"7' 6""",1205.083,161,139
48,T45,T45,Tony Finau,95,"7' 6""",1660.6670000000001,222,105
49,T45,T45,Hiroshi Iwata,85,"7' 6""",1390.0829999999999,186,77
50,T45,T45,Rory McIlroy,69,"7' 6""",1140.25,152,88
51,T45,T45,Louis Oosthuizen,63,"7' 6""",749.3330000000001,100,167
52,T45,T45,Adam Scott,79,"7' 6""",903.5830000000001,121,74
53,T45,T45,Steve Wheatcroft,85,"7' 6""",1408.5829999999999,187,54
54,T55,T55,Zac Blair,99,"7' 7""",1590.75,209,16
55,T55,T55,Ernie Els,66,"7' 7""",1207.583,160,163
56,T55,T55,Branden Grace,63,"7' 7""",990.8330000000001,130,82
57,T55,T55,Adam Hadwin,93,"7' 7""",1682.5829999999999,221,97
58,T55,T55,Scott Langley,65,"7' 7""",1020.5830000000001,135,19
59,T55,T55,David Lingmerth,84,"7' 7""",1440.6670000000001,190,71
60,T55,T55,Troy Merritt,77,"7' 7""",1290.667,170,107
61,T55,T55,Jeff Overton,69,"7' 7""",1004.5830000000001,133,11
62,T63,T63,Chad Campbell,90,"7' 8""",1445.75,189,21
63,T63,T63,Russell Knox,92,"7' 8""",1403.75,184,28
64,T63,T63,Will MacKenzie,84,"7' 8""",1260.917,165,120
65,T63,T63,Graeme McDowell,63,"7' 8""",1083.333,141,86
66,T63,T63,Ryan Palmer,86,"7' 8""",1618.6670000000001,210,114
67,T63,T63,Tyrone Van Aswegen,105,"7' 8""",1560.5829999999999,204,47
68,T69,T69,Alex Cejka,71,"7' 9""",1004.0830000000001,130,3
69,T69,T69,Luke Guthrie,57,"7' 9""",938.9169999999999,121,50
70,T69,T69,Sung Kang,89,"7' 9""",1485.0829999999999,192,68
71,T69,T69,Colt Knost,90,"7' 9""",1165.917,150,27
72,T69,T69,Rod Pampling,54,"7' 9""",750.4169999999999,97,30
73,T69,T69,Dicky Pride,55,"7' 9""",660.25,85,67
74,T69,T69,Justin Rose,65,"7' 9""",1242.417,160,102
75,T69,T69,Daniel Summerhays,99,"7' 9""",1947.6670000000001,250,121
76,T69,T69,Nick Taylor,83,"7' 9""",1157.167,149,78
77,T69,T69,David Toms,62,"7' 9""",848.5830000000001,109,43
78,T69,T69,Camilo Villegas,83,"7' 9""",1543.0829999999999,200,73
79,T69,T69,Jimmy Walker,85,"7' 9""",1653.5,214,112
80,T81,T81,Erik Compton,65,"7' 10""",1169.25,149,128
81,T81,T81,Fabián Gómez,82,"7' 10""",1655.1670000000001,211,132
82,T81,T81,Retief Goosen,55,"7' 10""",973.0,124,59
83,T81,T81,Matt Jones,83,"7' 10""",1178.667,151,140
84,T81,T81,Matt Kuchar,100,"7' 10""",1568.3329999999999,201,34
85,T81,T81,Steve Marino,72,"7' 10""",1179.333,151,125
86,T81,T81,Hideki Matsuyama,76,"7' 10""",1161.0,149,46
87,T81,T81,Wes Roach,59,"7' 10""",773.6669999999999,99,146
88,T81,T81,Kyle Stanley,92,"7' 10""",1471.75,188,155
89,T81,T81,Vaughn Taylor,72,"7' 10""",1299.083,165,163
90,T91,T91,Daniel Berger,92,"7' 11""",1440.0,182,127
91,T91,T91,Jim Furyk,52,"7' 11""",873.1669999999999,110,119
92,T91,T91,Andres Gonzales,80,"7' 11""",1416.8329999999999,179,148
93,T91,T91,James Hahn,85,"7' 11""",1538.25,195,150
94,T91,T91,Brian Harman,104,"7' 11""",1881.4170000000001,237,38
95,T91,T91,Rob Oppenheim,67,"7' 11""",870.3330000000001,110,72
96,T97,T97,Tyler Aldridge,83,"8' 0""",1349.75,169,105
97,T97,T97,Aaron Baddeley,93,"8' 0""",1649.8329999999999,206,5
98,T97,T97,Keegan Bradley,82,"8' 0""",1072.417,134,165
99,T97,T97,Ken Duke,58,"8' 0""",1123.167,140,177
100,T97,T97,David Hearn,95,"8' 0""",1225.75,154,40
101,T97,T97,Jason Kokrak,89,"8' 0""",1642.5,206,92
102,T97,T97,Phil Mickelson,75,"8' 0""",1410.0,176,4
103,T97,T97,Sam Saunders,69,"8' 0""",1016.0830000000001,127,132
104,T97,T97,Brian Stuard,66,"8' 0""",1272.583,159,23
105,T97,T97,Jhonattan Vegas,97,"8' 0""",1727.5829999999999,215,84
106,T97,T97,Mark Wilson,66,"8' 0""",1057.5,132,54
107,T108,T108,Chesson Hadley,81,"8' 1""",1399.25,174,168
108,T108,T108,Morgan Hoffmann,71,"8' 1""",1168.75,144,99
109,T108,T108,Michael Kim,100,"8' 1""",1702.1670000000001,211,39
110,T108,T108,D.H. Lee,61,"8' 1""",1027.333,127,183
111,T108,T108,Robert Streb,87,"8' 1""",1233.75,153,149
112,T108,T108,Justin Thomas,99,"8' 1""",1738.8329999999999,215,151
113,T114,T114,Blayne Barber,84,"8' 2""",1364.0829999999999,167,115
114,T114,T114,K.J. Choi,73,"8' 2""",1286.583,157,33
115,T114,T114,Charles Howell III,91,"8' 2""",1463.0,179,44
116,T114,T114,Spencer Levin,104,"8' 2""",1537.25,189,76
117,T114,T114,Patrick Rodgers,89,"8' 2""",1285.917,158,101
118,T119,T119,Steven Bowditch,71,"8' 3""",1493.9170000000001,181,185
119,T119,T119,Webb Simpson,70,"8' 3""",1000.1669999999999,121,75
120,T119,T119,Brendon Todd,66,"8' 3""",1396.1670000000001,169,35
121,T122,T122,Derek Fathauer,94,"8' 4""",1884.5829999999999,227,81
122,T122,T122,Billy Horschel,73,"8' 4""",1001.5,120,166
123,T122,T122,Kelly Kraft,63,"8' 4""",816.4169999999999,98,145
124,T122,T122,Marc Leishman,89,"8' 4""",1498.25,179,56
125,T122,T122,Jamie Lovemark,91,"8' 4""",1832.6670000000001,221,36
126,T122,T122,Chris Stroud,82,"8' 4""",1433.3329999999999,172,126
127,T122,T122,Harold Varner III,92,"8' 4""",1649.8329999999999,197,134
128,T129,T129,Kevin Kisner,97,"8' 5""",1556.6670000000001,185,129
129,T129,T129,Patton Kizzire,93,"8' 5""",1585.0,188,141
130,T129,T129,Danny Lee,93,"8' 5""",1648.6670000000001,196,122
131,T129,T129,Greg Owen,85,"8' 5""",1120.5,133,181
132,T129,T129,Cameron Smith,73,"8' 5""",923.6669999999999,110,153
133,T129,T129,Cameron Tringale,81,"8' 5""",1553.5,185,124
134,T129,T129,Bubba Watson,72,"8' 5""",1150.5,137,176
135,T136,T136,Harris English,97,"8' 6""",1413.1670000000001,167,63
136,T136,T136,Jim Herman,93,"8' 6""",1491.3329999999999,176,85
137,T136,T136,Martin Piller,59,"8' 6""",1038.667,122,90
138,T136,T136,Michael Thompson,71,"8' 6""",1098.833,129,116
139,T136,T136,Willy Wilcox,67,"8' 6""",1177.25,138,100
140,T136,T136,Gary Woodland,95,"8' 6""",1735.3329999999999,204,59
141,T142,T142,George McNeill,51,"8' 7""",1027.417,120,171
142,T142,T142,Kyle Reifers,115,"8' 7""",2152.75,250,147
143,T144,T144,Thomas Aiken,70,"8' 8""",1027.417,118,143
144,T144,T144,Abraham Ancer,51,"8' 8""",792.0,91,131
145,T144,T144,Russell Henley,76,"8' 8""",1170.25,135,41
146,T144,T144,J.B. Holmes,77,"8' 8""",1580.0829999999999,183,130
147,T144,T144,Martin Laird,82,"8' 8""",1386.25,160,92
148,T144,T144,Hunter Mahan,61,"8' 8""",1227.25,141,154
149,T150,T150,Lucas Glover,75,"8' 9""",1248.333,142,123
150,T150,T150,Brooks Koepka,75,"8' 9""",1455.5829999999999,167,152
151,T150,T150,Francesco Molinari,64,"8' 9""",1168.0,133,53
152,T150,T150,Sean O'Hair,89,"8' 9""",1749.5,200,110
153,T154,T154,Scott Brown,88,"8' 10""",1535.0,174,83
154,T154,T154,Robert Garrigus,69,"8' 10""",1192.0,135,172
155,T154,T154,Charley Hoffman,91,"8' 10""",1657.0,187,111
156,T154,T154,Henrik Norlander,71,"8' 10""",1079.667,122,57
157,T154,T154,Dawie van der Walt,72,"8' 10""",1348.1670000000001,152,180
158,T159,T159,Bronson Burgoon,83,"8' 11""",1571.0829999999999,177,94
159,T159,T159,Sergio Garcia,54,"8' 11""",838.0830000000001,94,113
160,T159,T159,Freddie Jacobson,86,"8' 11""",1556.6670000000001,175,58
161,T159,T159,Brett Stegmaier,87,"8' 11""",1633.6670000000001,183,97
162,T159,T159,Johnson Wagner,86,"8' 11""",1422.1670000000001,160,109
163,T164,T164,Emiliano Grillo,93,"9' 0""",1576.0,175,156
164,T164,T164,Anirban Lahiri,72,"9' 0""",1359.25,151,138
165,T164,T164,Brendan Steele,88,"9' 0""",1736.3329999999999,193,162
166,T167,T167,Stewart Cink,61,"9' 1""",951.25,105,170
167,T167,T167,Whee Kim,82,"9' 1""",1428.9170000000001,157,104
168,T167,T167,Hudson Swafford,104,"9' 1""",2044.9170000000001,225,158
169,T170,T170,Smylie Kaufman,91,"9' 2""",1844.1670000000001,201,159
170,T170,T170,Shane Lowry,57,"9' 2""",817.8330000000001,89,169
171,T172,T172,Jonas Blixt,79,"9' 3""",1798.25,195,42
172,T172,T172,Ángel Cabrera,62,"9' 3""",1197.0,129,156
173,T172,T172,Rory Sabbatini,57,"9' 3""",1020.3330000000001,110,137
174,175,175,Graham DeLaet,70,"9' 4""",1186.5,127,179
175,T176,T176,Andrew Loupe,75,"9' 5""",1956.5,207,175
176,T176,T176,Ben Martin,92,"9' 5""",1925.1670000000001,205,160
177,T176,T176,William McGirt,98,"9' 5""",1853.3329999999999,197,48
178,179,179,Scott Pinckney,87,"9' 6""",1713.3329999999999,180,177
179,180,180,Carlos Ortiz,79,"9' 7""",1663.4170000000001,173,184
180,T181,T181,Brendon de Jonge,83,"9' 9""",1705.75,175,136
181,T181,T181,John Senden,88,"9' 9""",1529.1670000000001,157,80
182,T183,T183,Rhein Gibson,58,"10' 0""",1049.0,105,160
183,T183,T183,J.J. Henry,68,"10' 0""",1181.333,118,173
184,185,185,Robert Allenby,51,"10' 10""",1135.0,105,182
