,Proximity_to_Hole_from_Fringe_RANK THIS WEEK,Proximity_to_Hole_from_Fringe_RANK LAST WEEK,Proximity_to_Hole_from_Fringe_PLAYER NAME,Proximity_to_Hole_from_Fringe_ROUNDS,Proximity_to_Hole_from_Fringe_AVG DTP,Proximity_to_Hole_from_Fringe_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Fringe_# OF SHOTS,Proximity_to_Hole_from_Fringe_SCRAMBLING RANK
0,T1,T1,Rickie Fowler,80,"2' 0""",85.917,43,21
1,T1,T1,Francesco Molinari,64,"2' 0""",117.667,58,53
2,T3,T3,Robert Garrigus,69,"2' 1""",97.25,46,172
3,T3,T3,Scott Piercy,87,"2' 1""",114.667,55,117
4,T5,T5,Shane Lowry,57,"2' 2""",77.5,36,169
5,T5,T5,Jordan Spieth,80,"2' 2""",117.75,54,9
6,T5,T5,Robert Streb,87,"2' 2""",108.167,49,149
7,T8,T8,Hideki Matsuyama,76,"2' 3""",115.583,52,46
8,T8,T8,Phil Mickelson,75,"2' 3""",99.583,45,4
9,T8,T8,Rod Pampling,54,"2' 3""",52.083,23,30
10,T8,T8,Tim Wilkinson,72,"2' 3""",97.167,43,10
11,T12,T12,Aaron Baddeley,93,"2' 4""",126.417,54,5
12,T12,T12,Brian Harman,104,"2' 4""",205.833,87,38
13,T12,T12,Rory McIlroy,69,"2' 4""",105.833,45,88
14,T15,T15,Fabián Gómez,82,"2' 5""",130.833,54,132
15,T15,T15,David Lingmerth,84,"2' 5""",152.0,62,71
16,T15,T15,Kevin Na,96,"2' 5""",163.25,67,89
17,T15,T15,Mark Wilson,66,"2' 5""",122.5,51,54
18,T19,T19,Alex Cejka,71,"2' 6""",105.75,43,3
19,T19,T19,Sergio Garcia,54,"2' 6""",65.083,26,113
20,T19,T19,Matt Jones,83,"2' 6""",144.667,58,140
21,T19,T19,Chez Reavie,90,"2' 6""",185.083,75,15
22,T23,T23,Ricky Barnes,97,"2' 7""",148.417,58,66
23,T23,T23,Bill Haas,86,"2' 7""",120.417,46,12
24,T23,T23,Freddie Jacobson,86,"2' 7""",154.083,60,58
25,T23,T23,Dustin Johnson,87,"2' 7""",112.667,43,70
26,T23,T23,Whee Kim,82,"2' 7""",143.583,56,104
27,T23,T23,Andrew Loupe,75,"2' 7""",167.25,65,175
28,T23,T23,Graeme McDowell,63,"2' 7""",116.75,45,86
29,T23,T23,John Senden,88,"2' 7""",160.917,63,80
30,T23,T23,Kevin Streelman,82,"2' 7""",117.833,46,174
31,T23,T23,Brian Stuard,66,"2' 7""",154.167,59,23
32,T23,T23,Justin Thomas,99,"2' 7""",145.417,57,151
33,T34,T34,Jason Bohn,67,"2' 8""",124.917,47,144
34,T34,T34,Paul Casey,77,"2' 8""",123.667,46,36
35,T34,T34,Chad Collins,73,"2' 8""",136.583,52,51
36,T34,T34,Derek Fathauer,94,"2' 8""",210.167,78,81
37,T34,T34,Luke Guthrie,57,"2' 8""",111.5,42,50
38,T34,T34,Chesson Hadley,81,"2' 8""",175.833,66,168
39,T34,T34,James Hahn,85,"2' 8""",153.417,58,150
40,T34,T34,Mark Hubbard,101,"2' 8""",231.667,86,65
41,T34,T34,Kevin Kisner,97,"2' 8""",179.083,67,129
42,T34,T34,Spencer Levin,104,"2' 8""",227.25,84,76
43,T34,T34,Ryan Palmer,86,"2' 8""",190.667,71,114
44,T34,T34,Patrick Reed,105,"2' 8""",178.0,67,8
45,T34,T34,Sam Saunders,69,"2' 8""",152.0,57,132
46,T47,T47,Daniel Berger,92,"2' 9""",187.333,68,127
47,T47,T47,K.J. Choi,73,"2' 9""",157.0,57,33
48,T47,T47,Jon Curran,99,"2' 9""",241.75,87,13
49,T47,T47,J.B. Holmes,77,"2' 9""",155.583,57,130
50,T47,T47,Si Woo Kim,113,"2' 9""",264.5,96,20
51,T47,T47,Matt Kuchar,100,"2' 9""",177.667,65,34
52,T47,T47,Ryan Moore,86,"2' 9""",150.083,54,61
53,T47,T47,Seung-Yul Noh,85,"2' 9""",160.75,59,118
54,T47,T47,Kyle Reifers,115,"2' 9""",271.25,99,147
55,T56,T56,Thomas Aiken,70,"2' 10""",128.75,45,143
56,T56,T56,Bronson Burgoon,83,"2' 10""",226.333,80,94
57,T56,T56,Kevin Chappell,93,"2' 10""",184.0,65,79
58,T56,T56,Jason Day,76,"2' 10""",119.583,42,26
59,T56,T56,Ernie Els,66,"2' 10""",180.667,63,163
60,T56,T56,Tony Finau,95,"2' 10""",185.167,66,105
61,T56,T56,Emiliano Grillo,93,"2' 10""",157.917,56,156
62,T56,T56,Charley Hoffman,91,"2' 10""",235.083,82,111
63,T56,T56,Billy Horschel,73,"2' 10""",136.333,48,166
64,T56,T56,Russell Knox,92,"2' 10""",139.917,49,28
65,T56,T56,D.H. Lee,61,"2' 10""",134.25,47,183
66,T56,T56,Peter Malnati,85,"2' 10""",200.167,70,87
67,T56,T56,Troy Merritt,77,"2' 10""",191.417,67,107
68,T56,T56,D.A. Points,55,"2' 10""",85.167,30,108
69,T56,T56,Brendan Steele,88,"2' 10""",177.667,62,162
70,T56,T56,Steve Stricker,53,"2' 10""",96.333,34,1
71,T56,T56,Nick Taylor,83,"2' 10""",209.667,74,78
72,T56,T56,Bubba Watson,72,"2' 10""",111.583,39,176
73,T74,T74,Stuart Appleby,71,"2' 11""",225.75,78,14
74,T74,T74,Scott Brown,88,"2' 11""",190.667,66,83
75,T74,T74,Ben Crane,80,"2' 11""",185.5,63,31
76,T74,T74,Brendon de Jonge,83,"2' 11""",167.667,58,136
77,T74,T74,Luke Donald,81,"2' 11""",197.25,68,6
78,T74,T74,Michael Kim,100,"2' 11""",218.667,75,39
79,T74,T74,Danny Lee,93,"2' 11""",182.5,62,122
80,T74,T74,Rob Oppenheim,67,"2' 11""",135.667,46,72
81,T74,T74,Jeff Overton,69,"2' 11""",168.333,57,11
82,T74,T74,Martin Piller,59,"2' 11""",146.417,50,90
83,T74,T74,Justin Rose,65,"2' 11""",121.167,41,102
84,T74,T74,Brandt Snedeker,93,"2' 11""",164.083,56,16
85,T74,T74,Vaughn Taylor,72,"2' 11""",179.833,61,163
86,T87,T87,Ken Duke,58,"3' 0""",171.75,58,177
87,T87,T87,Rhein Gibson,58,"3' 0""",140.833,47,160
88,T87,T87,Lucas Glover,75,"3' 0""",167.583,56,123
89,T87,T87,Retief Goosen,55,"3' 0""",139.167,46,59
90,T87,T87,Padraig Harrington,54,"3' 0""",118.5,39,64
91,T87,T87,Morgan Hoffmann,71,"3' 0""",147.0,49,99
92,T87,T87,Charles Howell III,91,"3' 0""",238.25,79,44
93,T87,T87,Anirban Lahiri,72,"3' 0""",121.083,40,138
94,T87,T87,Geoff Ogilvy,63,"3' 0""",136.583,45,142
95,T87,T87,Adam Scott,79,"3' 0""",126.417,42,74
96,T87,T87,Cameron Smith,73,"3' 0""",121.583,40,153
97,T87,T87,Shawn Stefani,91,"3' 0""",215.417,72,49
98,T87,T87,David Toms,62,"3' 0""",150.417,50,43
99,T87,T87,Tyrone Van Aswegen,105,"3' 0""",228.0,75,47
100,T87,T87,Willy Wilcox,67,"3' 0""",208.083,69,100
101,T102,T102,Abraham Ancer,51,"3' 1""",117.75,38,131
102,T102,T102,Zac Blair,99,"3' 1""",281.08299999999997,90,16
103,T102,T102,Ángel Cabrera,62,"3' 1""",162.25,53,156
104,T102,T102,Erik Compton,65,"3' 1""",155.917,51,128
105,T102,T102,Jim Furyk,52,"3' 1""",112.417,36,119
106,T102,T102,Jason Kokrak,89,"3' 1""",173.583,57,92
107,T102,T102,Kelly Kraft,63,"3' 1""",130.833,43,145
108,T102,T102,Ben Martin,92,"3' 1""",207.5,67,160
109,T102,T102,Michael Thompson,71,"3' 1""",155.75,51,116
110,T102,T102,Brendon Todd,66,"3' 1""",174.667,57,35
111,T102,T102,Gary Woodland,95,"3' 1""",236.333,77,59
112,T113,T113,Tyler Aldridge,83,"3' 2""",219.833,70,105
113,T113,T113,Jason Dufner,105,"3' 2""",208.25,66,139
114,T113,T113,Jason Gore,78,"3' 2""",196.25,62,96
115,T113,T113,Adam Hadwin,93,"3' 2""",245.417,77,97
116,T113,T113,Billy Hurley III,66,"3' 2""",172.167,54,32
117,T113,T113,Will MacKenzie,84,"3' 2""",197.917,62,120
118,T113,T113,Dicky Pride,55,"3' 2""",152.75,48,67
119,T113,T113,Chris Stroud,82,"3' 2""",193.417,61,126
120,T121,T121,Graham DeLaet,70,"3' 3""",216.083,67,179
121,T121,T121,Chris Kirk,90,"3' 3""",187.5,57,16
122,T121,T121,Henrik Norlander,71,"3' 3""",160.417,49,57
123,T121,T121,Vijay Singh,72,"3' 3""",221.417,68,135
124,T121,T121,Daniel Summerhays,99,"3' 3""",227.417,70,121
125,T121,T121,Steve Wheatcroft,85,"3' 3""",250.167,77,54
126,T127,T127,Blayne Barber,84,"3' 4""",213.833,64,115
127,T127,T127,Keegan Bradley,82,"3' 4""",156.833,47,165
128,T127,T127,Stewart Cink,61,"3' 4""",155.0,47,170
129,T127,T127,David Hearn,95,"3' 4""",252.917,76,40
130,T127,T127,Tom Hoge,81,"3' 4""",200.25,60,91
131,T127,T127,Sung Kang,89,"3' 4""",262.08299999999997,79,68
132,T127,T127,Colt Knost,90,"3' 4""",175.25,53,27
133,T127,T127,Scott Langley,65,"3' 4""",156.417,47,19
134,T127,T127,Marc Leishman,89,"3' 4""",192.75,58,56
135,T127,T127,Luke List,79,"3' 4""",227.917,68,44
136,T127,T127,George McNeill,51,"3' 4""",126.667,38,171
137,T127,T127,Louis Oosthuizen,63,"3' 4""",104.083,31,167
138,T127,T127,Scott Pinckney,87,"3' 4""",231.667,70,177
139,T127,T127,Wes Roach,59,"3' 4""",146.917,44,146
140,T127,T127,Patrick Rodgers,89,"3' 4""",250.667,76,101
141,T127,T127,Webb Simpson,70,"3' 4""",184.417,55,75
142,T127,T127,Camilo Villegas,83,"3' 4""",218.583,66,73
143,T144,T144,Jonas Blixt,79,"3' 5""",229.583,68,42
144,T144,T144,Steven Bowditch,71,"3' 5""",190.583,56,185
145,T144,T144,Chad Campbell,90,"3' 5""",239.75,71,21
146,T144,T144,Hiroshi Iwata,85,"3' 5""",237.583,70,77
147,T144,T144,Zach Johnson,90,"3' 5""",243.833,72,24
148,T144,T144,Patton Kizzire,93,"3' 5""",245.25,72,141
149,T144,T144,Brooks Koepka,75,"3' 5""",157.083,46,152
150,T144,T144,Jamie Lovemark,91,"3' 5""",245.5,71,36
151,T144,T144,William McGirt,98,"3' 5""",237.0,70,48
152,T144,T144,Brett Stegmaier,87,"3' 5""",212.75,62,97
153,T144,T144,Harold Varner III,92,"3' 5""",237.0,69,134
154,T155,T155,Harris English,97,"3' 6""",249.25,72,63
155,T155,T155,J.J. Henry,68,"3' 6""",240.5,69,173
156,T155,T155,Jim Herman,93,"3' 6""",281.16700000000003,81,85
157,T155,T155,Smylie Kaufman,91,"3' 6""",199.333,57,159
158,T155,T155,Martin Laird,82,"3' 6""",250.167,72,92
159,T155,T155,Andrew Landry,53,"3' 6""",77.333,22,28
160,T155,T155,Hunter Mahan,61,"3' 6""",139.0,40,154
161,T155,T155,Scott Stallings,74,"3' 6""",172.0,49,103
162,T155,T155,Hudson Swafford,104,"3' 6""",264.41700000000003,75,158
163,T155,T155,Cameron Tringale,81,"3' 6""",204.333,59,124
164,T155,T155,Boo Weekley,83,"3' 6""",299.58299999999997,86,94
165,T166,T166,Andres Gonzales,80,"3' 7""",141.917,40,148
166,T166,T166,Branden Grace,63,"3' 7""",114.5,32,82
167,T166,T166,Johnson Wagner,86,"3' 7""",300.08299999999997,83,109
168,T166,T166,Jimmy Walker,85,"3' 7""",212.833,59,112
169,170,170,Charl Schwartzel,73,"3' 8""",159.75,44,69
170,T171,T171,John Huh,86,"3' 9""",286.25,77,25
171,T171,T171,Steve Marino,72,"3' 9""",203.5,54,125
172,T171,T171,Kyle Stanley,92,"3' 9""",311.58299999999997,83,155
173,T171,T171,Jhonattan Vegas,97,"3' 9""",259.33299999999997,69,84
174,T175,T175,Roberto Castro,97,"3' 10""",327.16700000000003,86,62
175,T175,T175,Dawie van der Walt,72,"3' 10""",187.083,49,180
176,T177,T177,Derek Ernst,59,"3' 11""",182.667,47,52
177,T177,T177,Russell Henley,76,"3' 11""",224.917,57,41
178,T177,T177,Sean O'Hair,89,"3' 11""",300.16700000000003,76,110
179,T177,T177,Carlos Ortiz,79,"3' 11""",211.75,54,184
180,T177,T177,Greg Owen,85,"3' 11""",270.41700000000003,69,181
181,182,182,Bryce Molder,80,"4' 0""",262.66700000000003,66,2
182,183,183,Rory Sabbatini,57,"4' 1""",151.917,37,137
183,184,184,Jerry Kelly,76,"4' 3""",221.333,52,7
184,185,185,Robert Allenby,51,"4' 4""",184.75,43,182
