,Proximity_to_Hole_from_Other_Locations_RANK THIS WEEK,Proximity_to_Hole_from_Other_Locations_RANK LAST WEEK,Proximity_to_Hole_from_Other_Locations_PLAYER NAME,Proximity_to_Hole_from_Other_Locations_ROUNDS,Proximity_to_Hole_from_Other_Locations_AVG DTP,Proximity_to_Hole_from_Other_Locations_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Other_Locations_# OF SHOTS,Proximity_to_Hole_from_Other_Locations_SCRAMBLING RANK
89,T88,T88,Brandt Snedeker,93,"6' 9""",11.046,136,16
90,T88,T88,Mark Wilson,66,"6' 9""",9.635,119,54
91,T92,T92,Jonas Blixt,79,"6' 10""",12.437000000000001,152,42
92,T92,T92,Steven Bowditch,71,"6' 10""",9.663,118,185
93,T92,T92,Jon Curran,99,"6' 10""",13.148,161,13
94,T92,T92,Russell Henley,76,"6' 10""",11.040999999999999,134,41
95,T92,T92,Morgan Hoffmann,71,"6' 10""",10.960999999999999,134,99
96,T92,T92,J.B. Holmes,77,"6' 10""",9.539,116,130
97,T92,T92,Sung Kang,89,"6' 10""",12.958,158,68
98,T92,T92,Patton Kizzire,93,"6' 10""",11.985,146,141
99,T92,T92,Hunter Mahan,61,"6' 10""",9.651,117,154
100,T92,T92,Peter Malnati,85,"6' 10""",12.669,154,87
101,T92,T92,Sean O'Hair,89,"6' 10""",15.390999999999998,187,110
102,T92,T92,Vijay Singh,72,"6' 10""",12.22,149,135
103,T104,T104,Andres Gonzales,80,"6' 11""",10.767999999999999,130,148
104,T104,T104,Dustin Johnson,87,"6' 11""",8.367,101,70
105,T104,T104,Matt Jones,83,"6' 11""",11.69,141,140
106,T104,T104,William McGirt,98,"6' 11""",15.550999999999998,188,48
107,T108,T108,Roberto Castro,97,"7' 0""",13.378,159,62
108,T108,T108,Whee Kim,82,"7' 0""",13.57,161,104
109,T108,T108,Martin Laird,82,"7' 0""",10.464,124,92
110,T108,T108,Seung-Yul Noh,85,"7' 0""",11.88,141,118
111,T108,T108,Carlos Ortiz,79,"7' 0""",11.686,139,184
112,T108,T108,Kyle Reifers,115,"7' 0""",12.74,151,147
113,T108,T108,Adam Scott,79,"7' 0""",7.275,87,74
114,T115,T115,Ernie Els,66,"7' 1""",9.986,118,163
115,T115,T115,Hiroshi Iwata,85,"7' 1""",13.353,158,77
116,T115,T115,Freddie Jacobson,86,"7' 1""",12.492,147,58
117,T115,T115,Ben Martin,92,"7' 1""",13.37,158,160
118,T115,T115,George McNeill,51,"7' 1""",7.943,93,171
119,T115,T115,Louis Oosthuizen,63,"7' 1""",5.244,62,167
120,T115,T115,Kyle Stanley,92,"7' 1""",11.731,138,155
121,T115,T115,Harold Varner III,92,"7' 1""",15.206,179,134
122,T115,T115,Johnson Wagner,86,"7' 1""",13.455,159,109
123,T124,T124,Tyler Aldridge,83,"7' 2""",11.536,134,105
124,T124,T124,Robert Allenby,51,"7' 2""",7.956,93,182
125,T124,T124,K.J. Choi,73,"7' 2""",9.326,108,33
126,T124,T124,Adam Hadwin,93,"7' 2""",16.761,195,97
127,T124,T124,J.J. Henry,68,"7' 2""",11.662,135,173
128,T124,T124,Charley Hoffman,91,"7' 2""",11.409,132,111
129,T124,T124,Kevin Kisner,97,"7' 2""",11.844000000000001,138,129
130,T124,T124,Ryan Moore,86,"7' 2""",10.265999999999998,120,61
131,T124,T124,Henrik Norlander,71,"7' 2""",9.53,111,57
132,T133,T133,Scott Brown,88,"7' 3""",13.09,150,83
133,T133,T133,Derek Ernst,59,"7' 3""",9.574,110,52
134,T133,T133,Tony Finau,95,"7' 3""",13.619000000000002,156,105
135,T133,T133,John Huh,86,"7' 3""",13.497,156,25
136,T133,T133,Andrew Landry,53,"7' 3""",7.391,85,28
137,T133,T133,David Lingmerth,84,"7' 3""",9.125,105,71
138,T133,T133,Troy Merritt,77,"7' 3""",12.127,140,107
139,T133,T133,Martin Piller,59,"7' 3""",7.195,83,90
140,T133,T133,Cameron Tringale,81,"7' 3""",10.947000000000001,126,124
141,T142,T142,Jason Gore,78,"7' 4""",9.544,109,96
142,T142,T142,Danny Lee,93,"7' 4""",11.059000000000001,125,122
143,T142,T142,Justin Thomas,99,"7' 4""",11.220999999999998,127,151
144,T142,T142,Michael Thompson,71,"7' 4""",8.918,101,116
145,T146,T146,Alex Cejka,71,"7' 5""",10.094,113,3
146,T146,T146,Stewart Cink,61,"7' 5""",6.685,75,170
147,T146,T146,Rhein Gibson,58,"7' 5""",8.82,99,160
148,T146,T146,Fabián Gómez,82,"7' 5""",12.575,142,132
149,T146,T146,D.H. Lee,61,"7' 5""",8.746,98,183
150,T146,T146,Patrick Rodgers,89,"7' 5""",12.732999999999999,143,101
151,T146,T146,Jhonattan Vegas,97,"7' 5""",14.123,158,84
152,T153,T153,Andrew Loupe,75,"7' 6""",13.697000000000001,152,175
153,T153,T153,Kevin Na,96,"7' 6""",9.202,102,89
154,T153,T153,D.A. Points,55,"7' 6""",7.728,86,108
155,T153,T153,Sam Saunders,69,"7' 6""",9.056000000000001,101,132
156,T153,T153,Brendan Steele,88,"7' 6""",10.585,118,162
157,T158,T158,Bronson Burgoon,83,"7' 7""",10.663,117,94
158,T158,T158,Jason Dufner,105,"7' 7""",13.267000000000001,146,139
159,T158,T158,Chesson Hadley,81,"7' 7""",10.710999999999999,118,168
160,T158,T158,Michael Kim,100,"7' 7""",17.034000000000002,188,39
161,T158,T158,Scott Pinckney,87,"7' 7""",11.957,131,177
162,T158,T158,Bubba Watson,72,"7' 7""",7.337999999999999,81,176
163,T164,T164,Jason Bohn,67,"7' 8""",11.265,122,144
164,T164,T164,Scott Piercy,87,"7' 8""",9.345,102,117
165,T166,T166,Blayne Barber,84,"7' 9""",13.321,143,115
166,T166,T166,John Senden,88,"7' 9""",16.107,173,80
167,T166,T166,Kevin Streelman,82,"7' 9""",8.985,97,174
168,T166,T166,Hudson Swafford,104,"7' 9""",14.114,152,158
169,T170,T170,Ángel Cabrera,62,"7' 10""",11.998,128,156
170,T170,T170,Brendon de Jonge,83,"7' 10""",12.365,131,136
171,T170,T170,Nick Taylor,83,"7' 10""",13.39,143,78
172,T173,T173,Thomas Aiken,70,"7' 11""",8.568,90,143
173,T173,T173,Ken Duke,58,"7' 11""",8.276,87,177
174,T173,T173,Mark Hubbard,101,"7' 11""",14.554,154,65
175,T176,T176,Cameron Smith,73,"8' 0""",9.501,99,153
176,T176,T176,Daniel Summerhays,99,"8' 0""",14.397,150,121
177,178,178,Emiliano Grillo,93,"8' 1""",11.419,118,156
178,T179,T179,Ben Crane,80,"8' 3""",13.046,132,31
179,T179,T179,Steve Marino,72,"8' 3""",11.089,112,125
180,T179,T179,Geoff Ogilvy,63,"8' 3""",10.708,108,142
181,T179,T179,Justin Rose,65,"8' 3""",8.033,81,102
182,T179,T179,Dawie van der Walt,72,"8' 3""",10.58,107,180
183,184,184,Graham DeLaet,70,"9' 7""",12.198,106,179
184,185,185,Sergio Garcia,54,"10' 0""",5.504,46,113
