,Sand_Saves_from_20-30_yards_RANK THIS WEEK,Sand_Saves_from_20-30_yards_RANK LAST WEEK,Sand_Saves_from_20-30_yards_PLAYER NAME,Sand_Saves_from_20-30_yards_ROUNDS,Sand_Saves_from_20-30_yards_%,Sand_Saves_from_20-30_yards_# OF SAVES,Sand_Saves_from_20-30_yards_# OF BUNKERS
53,54,54,Rory McIlroy,69,53.57,15,28
54,T55,T55,Derek Ernst,59,53.33,8,15
55,T55,T55,Lucas Glover,75,53.33,16,30
56,T55,T55,Jeff Overton,69,53.33,16,30
57,58,58,Kevin Chappell,93,53.19,25,47
58,59,59,Chad Campbell,90,53.13,17,32
59,60,60,Rod Pampling,54,52.94,9,17
60,T61,T61,Roberto Castro,97,52.38,22,42
61,T61,T61,Seung-Yul Noh,85,52.38,22,42
62,T63,T63,Erik Compton,65,52.0,13,25
63,T63,T63,Hunter Mahan,61,52.0,13,25
64,T65,T65,Scott Langley,65,51.72,15,29
65,T65,T65,Ryan Moore,86,51.72,15,29
66,67,67,Steve Wheatcroft,85,51.61,16,31
67,68,68,Jim Herman,93,51.43,18,35
68,69,69,Brian Harman,104,51.06,24,47
69,T70,T70,Ángel Cabrera,62,50.0,9,18
70,T70,T70,Brendon de Jonge,83,50.0,13,26
71,T70,T70,Jason Dufner,105,50.0,16,32
72,T70,T70,Rhein Gibson,58,50.0,9,18
73,T70,T70,Retief Goosen,55,50.0,11,22
74,T70,T70,Branden Grace,63,50.0,8,16
75,T70,T70,Luke Guthrie,57,50.0,9,18
76,T70,T70,J.B. Holmes,77,50.0,14,28
77,T70,T70,Patton Kizzire,93,50.0,12,24
78,T70,T70,Andrew Landry,53,50.0,5,10
79,T70,T70,Troy Merritt,77,50.0,16,32
80,T70,T70,Carlos Ortiz,79,50.0,12,24
81,T70,T70,Jordan Spieth,80,50.0,11,22
82,T70,T70,Brendan Steele,88,50.0,13,26
83,T70,T70,Justin Thomas,99,50.0,17,34
84,T70,T70,Michael Thompson,71,50.0,9,18
85,T70,T70,Tyrone Van Aswegen,105,50.0,23,46
86,T70,T70,Harold Varner III,92,50.0,16,32
87,T70,T70,Bubba Watson,72,50.0,14,28
88,89,89,William McGirt,98,48.98,24,49
89,T90,T90,Sung Kang,89,48.72,19,39
90,T90,T90,Peter Malnati,85,48.72,19,39
91,92,92,Steven Bowditch,71,48.48,16,33
92,T93,T93,George McNeill,51,48.39,15,31
93,T93,T93,Patrick Rodgers,89,48.39,15,31
94,T93,T93,Johnson Wagner,86,48.39,15,31
95,96,96,Graham DeLaet,70,48.28,14,29
96,97,97,Kyle Reifers,115,48.21,27,56
97,T98,T98,Jason Gore,78,48.0,12,25
98,T98,T98,Adam Scott,79,48.0,12,25
99,T100,T100,Dustin Johnson,87,47.83,11,23
100,T100,T100,Brian Stuard,66,47.83,11,23
101,102,102,Ben Martin,92,47.73,21,44
102,103,103,Stuart Appleby,71,47.62,10,21
103,104,104,Tony Finau,95,47.5,19,40
104,105,105,Shawn Stefani,91,47.37,18,38
105,106,106,Anirban Lahiri,72,47.22,17,36
106,107,107,Charles Howell III,91,47.06,16,34
107,T108,T108,Scott Piercy,87,46.43,13,28
108,T108,T108,Justin Rose,65,46.43,13,28
109,T108,T108,Brett Stegmaier,87,46.43,13,28
110,T111,T111,Abraham Ancer,51,46.15,6,13
111,T111,T111,Keegan Bradley,82,46.15,12,26
112,T113,T113,Will MacKenzie,84,45.95,17,37
113,T113,T113,Camilo Villegas,83,45.95,17,37
114,115,115,Brooks Koepka,75,45.83,11,24
115,116,116,Danny Lee,93,45.71,16,35
116,T117,T117,J.J. Henry,68,45.45,15,33
117,T117,T117,Boo Weekley,83,45.45,10,22
118,119,119,Matt Jones,83,45.24,19,42
119,T120,T120,Stewart Cink,61,45.16,14,31
120,T120,T120,Charley Hoffman,91,45.16,14,31
121,T120,T120,Robert Streb,87,45.16,14,31
122,123,123,Tyler Aldridge,83,45.0,9,20
123,T124,T124,Zac Blair,99,44.44,24,54
124,T124,T124,Paul Casey,77,44.44,12,27
125,T124,T124,Si Woo Kim,113,44.44,20,45
126,T124,T124,Willy Wilcox,67,44.44,12,27
127,128,128,Cameron Tringale,81,44.19,19,43
128,129,129,Scott Brown,88,44.12,15,34
129,130,130,Louis Oosthuizen,63,44.0,11,25
130,131,131,Mark Hubbard,101,43.4,23,53
131,132,132,James Hahn,85,43.18,19,44
132,T133,T133,Rickie Fowler,80,42.86,9,21
133,T133,T133,Tom Hoge,81,42.86,9,21
134,T133,T133,Hudson Swafford,104,42.86,15,35
135,136,136,Jamie Lovemark,91,42.11,16,38
136,137,137,Padraig Harrington,54,41.67,10,24
137,138,138,Chris Kirk,90,41.18,14,34
138,139,139,Tim Wilkinson,72,40.91,9,22
139,T140,T140,Morgan Hoffmann,71,40.74,11,27
140,T140,T140,Billy Horschel,73,40.74,11,27
141,142,142,Ernie Els,66,40.63,13,32
142,T143,T143,Chesson Hadley,81,40.54,15,37
143,T143,T143,Vijay Singh,72,40.54,15,37
144,145,145,Daniel Berger,92,40.48,17,42
145,T146,T146,Emiliano Grillo,93,40.0,14,35
146,T146,T146,Kyle Stanley,92,40.0,16,40
147,T148,T148,Derek Fathauer,94,39.47,15,38
148,T148,T148,David Hearn,95,39.47,15,38
149,T150,T150,Chad Collins,73,39.39,13,33
150,T150,T150,Zach Johnson,90,39.39,13,33
151,152,152,Daniel Summerhays,99,39.02,16,41
152,153,153,Dawie van der Walt,72,38.89,7,18
153,154,154,Hideki Matsuyama,76,38.71,12,31
154,155,155,Ryan Palmer,86,38.64,17,44
155,156,156,Jimmy Walker,85,38.46,15,39
156,157,157,Billy Hurley III,66,38.1,8,21
157,158,158,Martin Laird,82,37.93,11,29
158,159,159,Ken Duke,58,37.84,14,37
159,160,160,Wes Roach,59,37.5,6,16
160,161,161,Spencer Levin,104,37.21,16,43
161,162,162,Scott Stallings,74,36.84,14,38
162,163,163,Jason Bohn,67,36.36,8,22
163,164,164,Kevin Streelman,82,36.11,13,36
164,165,165,Thomas Aiken,70,35.71,5,14
165,T166,T166,Whee Kim,82,35.48,11,31
166,T166,T166,Steve Marino,72,35.48,11,31
167,T168,T168,Kelly Kraft,63,35.0,7,20
168,T168,T168,Shane Lowry,57,35.0,7,20
169,T168,T168,Kevin Na,96,35.0,14,40
170,171,171,Greg Owen,85,34.88,15,43
171,172,172,Rob Oppenheim,67,34.48,10,29
172,T173,T173,Jim Furyk,52,33.33,8,24
173,T173,T173,Jason Kokrak,89,33.33,8,24
174,T173,T173,Francesco Molinari,64,33.33,9,27
175,T173,T173,Rory Sabbatini,57,33.33,7,21
176,T173,T173,Sam Saunders,69,33.33,9,27
177,178,178,Nick Taylor,83,32.35,11,34
178,179,179,Jerry Kelly,76,32.14,9,28
179,180,180,David Lingmerth,84,31.82,7,22
180,181,181,Andrew Loupe,75,30.43,7,23
181,182,182,Andres Gonzales,80,27.27,6,22
182,183,183,Scott Pinckney,87,25.0,7,28
183,184,184,D.A. Points,55,22.22,4,18
184,185,185,Chris Stroud,82,18.52,5,27
