,Sand_Saves_from_20-30_yards_RANK THIS WEEK,Sand_Saves_from_20-30_yards_RANK LAST WEEK,Sand_Saves_from_20-30_yards_PLAYER NAME,Sand_Saves_from_20-30_yards_ROUNDS,Sand_Saves_from_20-30_yards_%,Sand_Saves_from_20-30_yards_# OF SAVES,Sand_Saves_from_20-30_yards_# OF BUNKERS
0,1,1,Jonas Blixt,79,75.0,21,28
1,2,2,Mark Wilson,66,69.23,18,26
2,3,3,Jon Curran,99,68.63,35,51
3,T4,T4,Martin Piller,59,68.18,15,22
4,T4,T4,Steve Stricker,53,68.18,15,22
5,6,6,Russell Henley,76,67.57,25,37
6,T7,T7,Alex Cejka,71,66.67,16,24
7,T7,T7,Sergio Garcia,54,66.67,10,15
8,T7,T7,Hiroshi Iwata,85,66.67,22,33
9,T7,T7,Cameron Smith,73,66.67,12,18
10,11,11,Michael Kim,100,65.31,32,49
11,12,12,Colt Knost,90,63.89,23,36
12,13,13,K.J. Choi,73,63.41,26,41
13,14,14,Marc Leishman,89,63.16,24,38
14,T15,T15,Robert Allenby,51,62.5,10,16
15,T15,T15,Freddie Jacobson,86,62.5,25,40
16,T15,T15,D.H. Lee,61,62.5,10,16
17,T15,T15,Dicky Pride,55,62.5,10,16
18,19,19,Phil Mickelson,75,61.54,16,26
19,20,20,Patrick Reed,105,61.11,22,36
20,21,21,Blayne Barber,84,60.87,14,23
21,T22,T22,Webb Simpson,70,60.71,17,28
22,T22,T22,Vaughn Taylor,72,60.71,17,28
23,T24,T24,Luke List,79,60.0,15,25
24,T24,T24,Sean O'Hair,89,60.0,21,35
25,T24,T24,David Toms,62,60.0,12,20
26,27,27,Chez Reavie,90,59.46,22,37
27,T28,T28,Bronson Burgoon,83,59.26,16,27
28,T28,T28,Kevin Kisner,97,59.26,16,27
29,30,30,Jason Day,76,58.82,20,34
30,31,31,Bill Haas,86,58.33,14,24
31,32,32,Russell Knox,92,58.06,18,31
32,T33,T33,Henrik Norlander,71,57.89,11,19
33,T33,T33,Geoff Ogilvy,63,57.89,11,19
34,T35,T35,Robert Garrigus,69,57.14,8,14
35,T35,T35,Graeme McDowell,63,57.14,12,21
36,T35,T35,Bryce Molder,80,57.14,20,35
37,T35,T35,John Senden,88,57.14,20,35
38,39,39,Luke Donald,81,56.41,22,39
39,40,40,Fabián Gómez,82,56.25,27,48
40,41,41,John Huh,86,55.81,24,43
41,42,42,Gary Woodland,95,55.26,21,38
42,43,43,Aaron Baddeley,93,55.17,16,29
43,T44,T44,Smylie Kaufman,91,55.0,22,40
44,T44,T44,Matt Kuchar,100,55.0,22,40
45,T44,T44,Jhonattan Vegas,97,55.0,22,40
46,T47,T47,Ben Crane,80,54.84,17,31
47,T47,T47,Harris English,97,54.84,17,31
48,T47,T47,Charl Schwartzel,73,54.84,17,31
49,50,50,Brendon Todd,66,54.55,12,22
50,T51,T51,Ricky Barnes,97,54.05,20,37
51,T51,T51,Adam Hadwin,93,54.05,20,37
52,T51,T51,Brandt Snedeker,93,54.05,20,37
