,Sand_Saves_from__10_yards_RANK THIS WEEK,Sand_Saves_from__10_yards_RANK LAST WEEK,Sand_Saves_from__10_yards_PLAYER NAME,Sand_Saves_from__10_yards_ROUNDS,Sand_Saves_from__10_yards_%,Sand_Saves_from__10_yards_# OF SAVES,Sand_Saves_from__10_yards_# OF BUNKERS
0,T1,T1,Daniel Berger,92,100.0,3.0,3
1,T1,T1,Ángel Cabrera,62,100.0,5.0,5
2,T1,T1,Retief Goosen,55,100.0,4.0,4
3,T1,T1,J.B. Holmes,77,100.0,6.0,6
4,T1,T1,Will MacKenzie,84,100.0,3.0,3
5,T1,T1,Peter Malnati,85,100.0,5.0,5
6,T1,T1,Hideki Matsuyama,76,100.0,2.0,2
7,T1,T1,Graeme McDowell,63,100.0,2.0,2
8,T1,T1,Greg Owen,85,100.0,1.0,1
9,T1,T1,Scott Piercy,87,100.0,4.0,4
10,T1,T1,Dicky Pride,55,100.0,3.0,3
11,T1,T1,Kevin Streelman,82,100.0,1.0,1
12,T1,T1,Jimmy Walker,85,100.0,3.0,3
13,14,14,Bill Haas,86,87.5,7.0,8
14,T15,T15,Bryce Molder,80,85.71,6.0,7
15,T15,T15,Sean O'Hair,89,85.71,6.0,7
16,T15,T15,Sam Saunders,69,85.71,6.0,7
17,T15,T15,Jordan Spieth,80,85.71,6.0,7
18,T19,T19,Stuart Appleby,71,83.33,5.0,6
19,T19,T19,Jason Kokrak,89,83.33,5.0,6
20,T19,T19,Ben Martin,92,83.33,5.0,6
21,T19,T19,Ryan Moore,86,83.33,5.0,6
22,23,23,Aaron Baddeley,93,81.82,9.0,11
23,T24,T24,Derek Ernst,59,80.0,4.0,5
24,T24,T24,Andres Gonzales,80,80.0,4.0,5
25,T24,T24,Sung Kang,89,80.0,4.0,5
26,T24,T24,Russell Knox,92,80.0,4.0,5
27,T24,T24,Geoff Ogilvy,63,80.0,4.0,5
28,T24,T24,Rob Oppenheim,67,80.0,4.0,5
29,T24,T24,Webb Simpson,70,80.0,8.0,10
30,T24,T24,Harold Varner III,92,80.0,4.0,5
31,T32,T32,Bronson Burgoon,83,77.78,7.0,9
32,T32,T32,Phil Mickelson,75,77.78,7.0,9
