,Sand_Saves_from__10_yards_RANK THIS WEEK,Sand_Saves_from__10_yards_RANK LAST WEEK,Sand_Saves_from__10_yards_PLAYER NAME,Sand_Saves_from__10_yards_ROUNDS,Sand_Saves_from__10_yards_%,Sand_Saves_from__10_yards_# OF SAVES,Sand_Saves_from__10_yards_# OF BUNKERS
33,34,34,Chris Kirk,90,76.47,13.0,17
34,T35,T35,David Hearn,95,75.0,6.0,8
35,T35,T35,J.J. Henry,68,75.0,3.0,4
36,T35,T35,Mark Hubbard,101,75.0,6.0,8
37,T35,T35,Whee Kim,82,75.0,3.0,4
38,T35,T35,Shane Lowry,57,75.0,3.0,4
39,T35,T35,Rory Sabbatini,57,75.0,3.0,4
40,T41,T41,Branden Grace,63,71.43,5.0,7
41,T41,T41,Chesson Hadley,81,71.43,5.0,7
42,T41,T41,Billy Horschel,73,71.43,5.0,7
43,T41,T41,Billy Hurley III,66,71.43,5.0,7
44,T41,T41,Dustin Johnson,87,71.43,5.0,7
45,T46,T46,Fabián Gómez,82,70.0,7.0,10
46,T46,T46,Patrick Reed,105,70.0,7.0,10
47,T46,T46,Kyle Reifers,115,70.0,7.0,10
48,T49,T49,Rickie Fowler,80,69.23,9.0,13
49,T49,T49,Brian Harman,104,69.23,9.0,13
50,T49,T49,Zach Johnson,90,69.23,9.0,13
51,52,52,Luke List,79,68.75,11.0,16
52,T53,T53,Chad Campbell,90,66.67,6.0,9
53,T53,T53,Jason Day,76,66.67,2.0,3
54,T53,T53,Tony Finau,95,66.67,6.0,9
55,T53,T53,John Huh,86,66.67,6.0,9
56,T53,T53,Jerry Kelly,76,66.67,6.0,9
57,T53,T53,Anirban Lahiri,72,66.67,2.0,3
58,T53,T53,D.H. Lee,61,66.67,4.0,6
59,T53,T53,Hunter Mahan,61,66.67,4.0,6
60,T53,T53,Seung-Yul Noh,85,66.67,4.0,6
61,T53,T53,Brandt Snedeker,93,66.67,6.0,9
62,T53,T53,Camilo Villegas,83,66.67,4.0,6
63,T64,T64,Steven Bowditch,71,64.29,9.0,14
64,T64,T64,Jon Curran,99,64.29,9.0,14
65,T64,T64,Chez Reavie,90,64.29,9.0,14
66,T67,T67,Adam Hadwin,93,63.64,7.0,11
67,T67,T67,Brooks Koepka,75,63.64,7.0,11
68,T67,T67,Matt Kuchar,100,63.64,7.0,11
69,T67,T67,Ryan Palmer,86,63.64,7.0,11
70,T67,T67,Brendon Todd,66,63.64,7.0,11
71,T72,T72,Emiliano Grillo,93,62.5,5.0,8
72,T72,T72,Scott Pinckney,87,62.5,5.0,8
73,T72,T72,Chris Stroud,82,62.5,10.0,16
74,T72,T72,Mark Wilson,66,62.5,5.0,8
75,76,76,Chad Collins,73,61.54,8.0,13
76,T77,T77,Jason Gore,78,60.0,6.0,10
77,T77,T77,Luke Guthrie,57,60.0,3.0,5
78,T77,T77,Padraig Harrington,54,60.0,3.0,5
79,T77,T77,Colt Knost,90,60.0,3.0,5
80,T77,T77,Louis Oosthuizen,63,60.0,3.0,5
81,T77,T77,Cameron Tringale,81,60.0,3.0,5
82,83,83,Shawn Stefani,91,58.33,7.0,12
83,T84,T84,Blayne Barber,84,57.14,4.0,7
84,T84,T84,Roberto Castro,97,57.14,4.0,7
85,T84,T84,K.J. Choi,73,57.14,4.0,7
86,T84,T84,Lucas Glover,75,57.14,4.0,7
87,T84,T84,Marc Leishman,89,57.14,4.0,7
88,T84,T84,Brendan Steele,88,57.14,4.0,7
89,T84,T84,Brian Stuard,66,57.14,4.0,7
90,T84,T84,Tyrone Van Aswegen,105,57.14,4.0,7
91,T84,T84,Willy Wilcox,67,57.14,4.0,7
92,93,93,Si Woo Kim,113,56.25,9.0,16
93,T94,T94,Jonas Blixt,79,55.56,5.0,9
94,T94,T94,Erik Compton,65,55.56,5.0,9
95,T94,T94,Harris English,97,55.56,5.0,9
96,T94,T94,Kelly Kraft,63,55.56,5.0,9
97,T94,T94,Danny Lee,93,55.56,5.0,9
98,T94,T94,Charl Schwartzel,73,55.56,5.0,9
99,T94,T94,Daniel Summerhays,99,55.56,5.0,9
100,T94,T94,Steve Wheatcroft,85,55.56,5.0,9
101,T102,T102,Derek Fathauer,94,54.55,6.0,11
102,T102,T102,Charley Hoffman,91,54.55,6.0,11
103,T102,T102,Michael Kim,100,54.55,6.0,11
104,T105,T105,Tyler Aldridge,83,50.0,4.0,8
105,T105,T105,Zac Blair,99,50.0,7.0,14
106,T105,T105,Ben Crane,80,50.0,4.0,8
107,T105,T105,Graham DeLaet,70,50.0,2.0,4
108,T105,T105,Ernie Els,66,50.0,2.0,4
109,T105,T105,James Hahn,85,50.0,3.0,6
110,T105,T105,Russell Henley,76,50.0,3.0,6
111,T105,T105,Morgan Hoffmann,71,50.0,3.0,6
112,T105,T105,David Lingmerth,84,50.0,4.0,8
113,T105,T105,Andrew Loupe,75,50.0,4.0,8
114,T105,T105,Steve Marino,72,50.0,1.0,2
115,T105,T105,William McGirt,98,50.0,8.0,16
116,T105,T105,Rory McIlroy,69,50.0,2.0,4
117,T105,T105,George McNeill,51,50.0,2.0,4
118,T105,T105,Martin Piller,59,50.0,1.0,2
119,T105,T105,Wes Roach,59,50.0,2.0,4
120,T105,T105,Patrick Rodgers,89,50.0,3.0,6
121,T105,T105,Justin Rose,65,50.0,3.0,6
122,T105,T105,Adam Scott,79,50.0,4.0,8
123,T105,T105,Cameron Smith,73,50.0,2.0,4
124,T105,T105,Scott Stallings,74,50.0,2.0,4
125,T105,T105,Brett Stegmaier,87,50.0,1.0,2
126,T105,T105,Robert Streb,87,50.0,6.0,12
127,T105,T105,Nick Taylor,83,50.0,3.0,6
128,T105,T105,Jhonattan Vegas,97,50.0,6.0,12
129,T105,T105,Bubba Watson,72,50.0,3.0,6
130,131,131,Freddie Jacobson,86,45.45,5.0,11
131,T132,T132,Scott Brown,88,44.44,4.0,9
132,T132,T132,Vijay Singh,72,44.44,4.0,9
133,T132,T132,Justin Thomas,99,44.44,4.0,9
134,T135,T135,Paul Casey,77,42.86,3.0,7
135,T135,T135,Hiroshi Iwata,85,42.86,6.0,14
136,T135,T135,Patton Kizzire,93,42.86,3.0,7
137,T135,T135,Scott Langley,65,42.86,3.0,7
138,T135,T135,John Senden,88,42.86,3.0,7
139,T140,T140,Keegan Bradley,82,40.0,2.0,5
140,T140,T140,Jim Furyk,52,40.0,2.0,5
141,T140,T140,Kevin Na,96,40.0,2.0,5
142,T140,T140,Carlos Ortiz,79,40.0,2.0,5
143,T140,T140,Steve Stricker,53,40.0,2.0,5
144,T140,T140,Johnson Wagner,86,40.0,2.0,5
145,T146,T146,Ken Duke,58,37.5,3.0,8
146,T146,T146,Tom Hoge,81,37.5,3.0,8
147,T146,T146,Spencer Levin,104,37.5,3.0,8
148,T146,T146,Jamie Lovemark,91,37.5,3.0,8
149,T146,T146,Kyle Stanley,92,37.5,3.0,8
150,T146,T146,Gary Woodland,95,37.5,3.0,8
151,T152,T152,Troy Merritt,77,36.36,4.0,11
152,T152,T152,Rod Pampling,54,36.36,4.0,11
153,154,154,Vaughn Taylor,72,35.71,5.0,14
154,T155,T155,Thomas Aiken,70,33.33,2.0,6
155,T155,T155,Ricky Barnes,97,33.33,2.0,6
156,T155,T155,Alex Cejka,71,33.33,1.0,3
157,T155,T155,Brendon de Jonge,83,33.33,2.0,6
158,T155,T155,Luke Donald,81,33.33,2.0,6
159,T155,T155,Sergio Garcia,54,33.33,3.0,9
160,T155,T155,Robert Garrigus,69,33.33,1.0,3
161,T155,T155,Jim Herman,93,33.33,1.0,3
162,T155,T155,David Toms,62,33.33,1.0,3
163,T164,T164,Smylie Kaufman,91,30.0,3.0,10
164,T164,T164,Kevin Kisner,97,30.0,3.0,10
165,T164,T164,Hudson Swafford,104,30.0,3.0,10
166,T167,T167,Kevin Chappell,93,28.57,2.0,7
167,T167,T167,Jason Dufner,105,28.57,2.0,7
168,169,169,Matt Jones,83,25.0,2.0,8
169,T170,T170,Martin Laird,82,20.0,1.0,5
170,T170,T170,Henrik Norlander,71,20.0,1.0,5
171,T170,T170,Jeff Overton,69,20.0,1.0,5
172,173,173,Boo Weekley,83,14.29,1.0,7
173,T174,T174,Robert Allenby,51,0.0,,1
174,T174,T174,Jason Bohn,67,0.0,,5
175,T174,T174,Rhein Gibson,58,0.0,,3
176,T174,T174,Charles Howell III,91,0.0,,3
177,T174,T174,Andrew Landry,53,0.0,,3
178,T174,T174,Francesco Molinari,64,0.0,,1
179,T174,T174,D.A. Points,55,0.0,,3
180,T174,T174,Dawie van der Walt,72,0.0,,1
