,Scrambling_RANK THIS WEEK,Scrambling_RANK LAST WEEK,Scrambling_PLAYER NAME,Scrambling_ROUNDS,Scrambling_%,Scrambling_PAR OR BETTER,Scrambling_MISSED GIR
69,70,70,Dustin Johnson,87,59.58,283,475
70,71,71,David Lingmerth,84,59.57,305,512
71,72,72,Rob Oppenheim,67,59.56,246,413
72,73,73,Camilo Villegas,83,59.55,321,539
73,74,74,Adam Scott,79,59.5,238,400
74,75,75,Webb Simpson,70,59.42,246,414
75,76,76,Spencer Levin,104,59.41,360,606
76,77,77,Hiroshi Iwata,85,59.34,359,605
77,78,78,Nick Taylor,83,59.26,288,486
78,79,79,Kevin Chappell,93,59.15,333,563
79,80,80,John Senden,88,59.13,285,482
80,81,81,Derek Fathauer,94,59.1,380,643
81,82,82,Branden Grace,63,59.05,212,359
82,83,83,Scott Brown,88,59.03,327,554
83,84,84,Jhonattan Vegas,97,58.97,299,507
84,85,85,Jim Herman,93,58.96,339,575
85,86,86,Graeme McDowell,63,58.85,226,384
86,87,87,Peter Malnati,85,58.79,341,580
87,88,88,Rory McIlroy,69,58.7,199,339
88,89,89,Kevin Na,96,58.53,326,557
89,90,90,Martin Piller,59,58.47,214,366
90,91,91,Tom Hoge,81,58.46,304,520
91,T92,T92,Jason Kokrak,89,58.37,293,502
92,T92,T92,Martin Laird,82,58.37,265,454
93,T94,T94,Bronson Burgoon,83,58.33,280,480
94,T94,T94,Boo Weekley,83,58.33,280,480
95,96,96,Jason Gore,78,58.3,260,446
96,T97,T97,Adam Hadwin,93,58.27,331,568
97,T97,T97,Brett Stegmaier,87,58.27,296,508
98,99,99,Morgan Hoffmann,71,58.24,258,443
99,100,100,Willy Wilcox,67,58.18,249,428
100,101,101,Patrick Rodgers,89,58.17,274,471
101,102,102,Justin Rose,65,58.1,208,358
102,103,103,Scott Stallings,74,58.08,248,427
103,104,104,Whee Kim,82,58.0,279,481
104,T105,T105,Tyler Aldridge,83,57.96,284,490
105,T105,T105,Tony Finau,95,57.96,346,597
106,107,107,Troy Merritt,77,57.93,296,511
107,108,108,D.A. Points,55,57.86,184,318
108,109,109,Johnson Wagner,86,57.81,274,474
109,110,110,Sean O'Hair,89,57.79,304,526
110,111,111,Charley Hoffman,91,57.75,324,561
111,112,112,Jimmy Walker,85,57.71,307,532
112,113,113,Sergio Garcia,54,57.66,158,274
113,114,114,Ryan Palmer,86,57.63,287,498
114,115,115,Blayne Barber,84,57.62,276,479
115,116,116,Michael Thompson,71,57.49,238,414
116,117,117,Scott Piercy,87,57.29,283,494
117,118,118,Seung-Yul Noh,85,57.25,296,517
118,119,119,Jim Furyk,52,57.24,170,297
119,120,120,Will MacKenzie,84,57.23,277,484
120,121,121,Daniel Summerhays,99,57.21,377,659
121,122,122,Danny Lee,93,57.19,334,584
122,123,123,Lucas Glover,75,57.18,219,383
123,124,124,Cameron Tringale,81,57.14,272,476
124,125,125,Steve Marino,72,56.97,237,416
125,126,126,Chris Stroud,82,56.96,274,481
126,127,127,Daniel Berger,92,56.95,295,518
127,128,128,Erik Compton,65,56.93,267,469
128,129,129,Kevin Kisner,97,56.88,335,589
129,130,130,J.B. Holmes,77,56.68,263,464
130,131,131,Abraham Ancer,51,56.67,187,330
131,T132,T132,Fabián Gómez,82,56.59,292,516
132,T132,T132,Sam Saunders,69,56.59,236,417
133,134,134,Harold Varner III,92,56.53,316,559
134,135,135,Vijay Singh,72,56.52,273,483
135,136,136,Brendon de Jonge,83,56.49,283,501
136,137,137,Rory Sabbatini,57,56.48,196,347
137,138,138,Anirban Lahiri,72,56.4,260,461
138,139,139,Jason Dufner,105,56.39,309,548
139,140,140,Matt Jones,83,56.26,292,519
140,141,141,Patton Kizzire,93,56.24,320,569
141,142,142,Geoff Ogilvy,63,56.22,217,386
142,143,143,Thomas Aiken,70,56.21,199,354
143,144,144,Jason Bohn,67,56.16,228,406
144,145,145,Kelly Kraft,63,56.07,194,346
145,146,146,Wes Roach,59,56.04,204,364
146,147,147,Kyle Reifers,115,55.95,362,647
147,148,148,Andres Gonzales,80,55.79,265,475
148,149,149,Robert Streb,87,55.77,285,511
149,150,150,James Hahn,85,55.72,302,542
150,151,151,Justin Thomas,99,55.56,330,594
151,152,152,Brooks Koepka,75,55.53,231,416
152,153,153,Cameron Smith,73,55.29,256,463
153,154,154,Hunter Mahan,61,55.26,226,409
154,155,155,Kyle Stanley,92,55.13,290,526
155,T156,T156,Ángel Cabrera,62,55.1,227,412
156,T156,T156,Emiliano Grillo,93,55.1,281,510
157,158,158,Hudson Swafford,104,54.97,321,584
158,159,159,Smylie Kaufman,91,54.87,293,534
159,T160,T160,Rhein Gibson,58,54.84,170,310
160,T160,T160,Ben Martin,92,54.84,289,527
161,162,162,Brendan Steele,88,54.76,259,473
162,T163,T163,Ernie Els,66,54.66,252,461
163,T163,T163,Vaughn Taylor,72,54.66,252,461
164,165,165,Keegan Bradley,82,54.57,245,449
165,166,166,Billy Horschel,73,54.55,222,407
166,167,167,Louis Oosthuizen,63,54.21,174,321
167,168,168,Chesson Hadley,81,54.05,267,494
168,169,169,Shane Lowry,57,53.91,186,345
169,170,170,Stewart Cink,61,53.54,174,325
170,171,171,George McNeill,51,53.5,176,329
171,172,172,Robert Garrigus,69,53.48,192,359
172,173,173,J.J. Henry,68,53.11,205,386
173,174,174,Kevin Streelman,82,52.97,241,455
174,175,175,Andrew Loupe,75,52.83,261,494
175,176,176,Bubba Watson,72,52.74,202,383
176,T177,T177,Ken Duke,58,52.53,208,396
177,T177,T177,Scott Pinckney,87,52.53,249,474
178,179,179,Graham DeLaet,70,52.39,197,376
179,180,180,Dawie van der Walt,72,52.03,218,419
180,181,181,Greg Owen,85,51.7,228,441
181,182,182,Robert Allenby,51,50.75,169,333
182,183,183,D.H. Lee,61,50.61,207,409
183,184,184,Carlos Ortiz,79,50.0,240,480
184,185,185,Steven Bowditch,71,49.14,286,582
