,SG_Around-the-Green_RANK THIS WEEK,SG_Around-the-Green_RANK LAST WEEK,SG_Around-the-Green_PLAYER NAME,SG_Around-the-Green_ROUNDS,SG_Around-the-Green_AVERAGE,SG_Around-the-Green_TOTAL SG:ARG,SG_Around-the-Green_MEASURED ROUNDS
0,1,1,Steve Stricker,53,0.544,24.46,45
1,2,2,Bryce Molder,80,0.498,33.379,67
2,3,3,Retief Goosen,55,0.457,21.926,48
3,4,4,Luke Donald,81,0.429,25.337,59
4,5,5,Brendon Todd,66,0.41200000000000003,22.247,54
5,6,6,Padraig Harrington,54,0.408,17.97,44
6,7,7,Chad Collins,73,0.40700000000000003,26.075,64
7,8,8,Patrick Reed,105,0.406,31.651,78
8,9,9,Si Woo Kim,113,0.40299999999999997,39.525999999999996,98
9,10,10,Aaron Baddeley,93,0.39799999999999996,29.48,74
10,11,11,Rickie Fowler,80,0.387,24.759,64
11,12,12,Jason Day,76,0.375,20.226,54
12,13,13,Seung-Yul Noh,85,0.374,25.802,69
13,14,14,Chad Campbell,90,0.37,29.198,79
14,15,15,Bill Haas,86,0.353,22.596,64
15,16,16,Charles Howell III,91,0.327,25.467,78
16,17,17,Zach Johnson,90,0.321,23.428,73
17,18,18,Brandt Snedeker,93,0.31,22.919,74
18,19,19,Jon Curran,99,0.304,25.506,84
19,20,20,Alex Cejka,71,0.297,15.17,51
20,21,21,Jamie Lovemark,91,0.28600000000000003,23.480999999999998,82
21,22,22,David Toms,62,0.278,15.033,54
22,23,23,Webb Simpson,70,0.276,15.98,58
23,24,24,Jordan Spieth,80,0.264,15.317,58
24,25,25,Tim Wilkinson,72,0.26,13.005,50
25,26,26,Scott Langley,65,0.254,13.466,53
26,27,27,Stuart Appleby,71,0.248,16.35,66
27,28,28,Matt Kuchar,100,0.242,18.632,77
28,T29,T29,Ryan Moore,86,0.237,15.417,65
29,T29,T29,Justin Rose,65,0.237,11.617,49
30,31,31,Jim Furyk,52,0.23199999999999998,10.2,44
31,32,32,Ricky Barnes,97,0.22699999999999998,18.178,80
32,33,33,Charl Schwartzel,73,0.22399999999999998,12.567,56
33,34,34,Phil Mickelson,75,0.218,12.872,59
34,35,35,Robert Streb,87,0.213,13.872,65
35,36,36,Rory McIlroy,69,0.21100000000000002,10.122,48
36,37,37,Jimmy Walker,85,0.21,14.716,70
37,T38,T38,J.B. Holmes,77,0.209,12.527000000000001,60
38,T38,T38,Vijay Singh,72,0.209,13.575,65
39,T40,T40,Keegan Bradley,82,0.205,12.901,63
40,T40,T40,Chris Kirk,90,0.205,15.161,74
41,42,42,Rod Pampling,54,0.19899999999999998,7.36,37
42,43,43,Ben Crane,80,0.192,12.449000000000002,65
43,44,44,Marc Leishman,89,0.191,12.425999999999998,65
