,Back_9_Lowest_Round_RANK THIS WEEK,Back_9_Lowest_Round_RANK LAST WEEK,Back_9_Lowest_Round_PLAYER NAME,Back_9_Lowest_Round_ROUNDS,Back_9_Lowest_Round_LOW RND
56,T44,T44,Bob Burns,91,31
57,T44,T44,Jason Caron,77,31
58,T44,T44,Jim Carter,96,31
59,T44,T44,Brandel Chamblee,72,31
60,T44,T44,Barry Cheesman,96,31
61,T44,T44,Stewart Cink,98,31
62,T44,T44,Russ Cochran,71,31
63,T44,T44,Bobby Cochran,78,31
64,T44,T44,Fred Couples,71,31
65,T44,T44,Paul Curry,64,31
66,T44,T44,Robert Damron,93,31
67,T44,T44,Chris DiMarco,118,31
68,T44,T44,Scott Dunlap,106,31
69,T44,T44,Joe Durant,94,31
70,T44,T44,Joel Edwards,99,31
71,T44,T44,Brad Elder,110,31
72,T44,T44,Ernie Els,74,31
73,T44,T44,Brad Fabel,88,31
74,T44,T44,Rick Fehr,73,31
75,T44,T44,Steve Flesch,123,31
76,T44,T44,Carlos Franco,85,31
77,T44,T44,Robin Freeman,98,31
78,T44,T44,Bob Friend,96,31
79,T44,T44,Edward Fryatt,101,31
80,T44,T44,Fred Funk,110,31
81,T44,T44,Robert Gamez,76,31
82,T44,T44,Kelly Gibson,84,31
83,T44,T44,Steve Gotsche,91,31
84,T44,T44,Jeff Gove,86,31
85,T44,T44,Scott Gump,108,31
86,T44,T44,Dudley Hart,74,31
87,T44,T44,J.P. Hayes,91,31
88,T44,T44,Glen Hnatiuk,94,31
89,T44,T44,P.H. Horgan III,65,31
90,T44,T44,Bradley Hughes,93,31
91,T44,T44,Mike Hulbert,82,31
92,T44,T44,Brandt Jobe,91,31
93,T44,T44,Pete Jordan,102,31
94,T44,T44,Greg Kraft,106,31
95,T44,T44,Tom Lehman,71,31
96,T44,T44,Justin Leonard,98,31
97,T44,T44,J.L. Lewis,104,31
98,T44,T44,Frank Lickliter II,107,31
99,T44,T44,Steve Lowery,107,31
100,T44,T44,Casey Martin,90,31
101,T44,T44,Jim McGovern,55,31
102,T44,T44,Rocco Mediate,79,31
103,T44,T44,David Morland IV,88,31
104,T44,T44,Perry Moss,53,31
105,T44,T44,Sean Murphy,102,31
106,T44,T44,Joe Ogilvie,95,31
107,T44,T44,Joe Ozaki,55,31
108,T44,T44,Jesper Parnevik,71,31
109,T44,T44,Craig Parry,73,31
110,T44,T44,Steve Pate,97,31
111,T44,T44,Dennis Paulson,82,31
112,T44,T44,Craig Perks,82,31
113,T44,T44,Kenny Perry,76,31
114,T44,T44,Nick Price,63,31
115,T44,T44,Mike Reid,76,31
116,T44,T44,Chris Riley,98,31
117,T44,T44,Joey Sindelar,88,31
118,T44,T44,Jeff Sluman,113,31
119,T44,T44,Craig Spence,89,31
120,T44,T44,Mike Sposa,73,31
121,T44,T44,Mike Springer,83,31
122,T44,T44,Craig Stadler,70,31
123,T44,T44,Paul Stankowski,77,31
124,T44,T44,"Dave Stockton, Jr.",89,31
125,T44,T44,David Sutherland,109,31
126,T44,T44,Kevin Sutherland,98,31
127,T44,T44,Hal Sutton,93,31
128,T44,T44,David Toms,113,31
129,T44,T44,Ted Tryba,112,31
130,T44,T44,Bob Tway,91,31
131,T44,T44,Jean Van de Velde,70,31
132,T44,T44,Scott Verplank,106,31
133,T44,T44,Duffy Waldorf,80,31
134,T44,T44,Brian Watts,89,31
135,T44,T44,Tiger Woods,82,31
136,T137,T137,Fulton Allem,77,32
137,T137,T137,Chip Beck,51,32
138,T137,T137,Notah Begay III,82,32
139,T137,T137,Eric Booker,87,32
140,T137,T137,Mike Brisky,89,32
141,T137,T137,Olin Browne,103,32
142,T137,T137,Mark Calcavecchia,99,32
143,T137,T137,Greg Chalmers,96,32
144,T137,T137,John Cook,90,32
145,T137,T137,Glen Day,93,32
146,T137,T137,Jay Delsing,97,32
147,T137,T137,Trevor Dodds,86,32
148,T137,T137,Doug Dunakey,83,32
149,T137,T137,Steve Elkington,59,32
150,T137,T137,Bob Estes,68,32
151,T137,T137,Nick Faldo,51,32
152,T137,T137,Dan Forsman,88,32
153,T137,T137,David Frost,65,32
154,T137,T137,Brian Gay,101,32
155,T137,T137,Mathew Goggin,91,32
156,T137,T137,Jimmy Green,85,32
157,T137,T137,Jay Haas,80,32
158,T137,T137,Steve Hart,72,32
159,T137,T137,Bob Heintz,87,32
160,T137,T137,Nolan Henke,79,32
161,T137,T137,Scott Hoch,108,32
162,T137,T137,Ryan Howison,83,32
163,T137,T137,Peter Jacobsen,65,32
164,T137,T137,Lee Janzen,92,32
165,T137,T137,Steve Jones,75,32
166,T137,T137,Jerry Kelly,111,32
167,T137,T137,Neal Lancaster,99,32
168,T137,T137,Andrew Magee,78,32
169,T137,T137,Jeff Maggert,86,32
170,T137,T137,John Maginnes,99,32
171,T137,T137,Shigeki Maruyama,88,32
172,T137,T137,Len Mattiace,107,32
173,T137,T137,Billy Mayfair,93,32
174,T137,T137,Larry Mize,71,32
175,T137,T137,Tom Pernice Jr.,98,32
176,T137,T137,Dicky Pride,98,32
177,T137,T137,Brett Quigley,63,32
178,T137,T137,Charles Raulerson,98,32
179,T137,T137,John Rollins,72,32
180,T137,T137,Tom Scherrer,104,32
181,T137,T137,Vijay Singh,97,32
182,T137,T137,Jerry Smith,104,32
183,T137,T137,Steve Stricker,63,32
184,T137,T137,Esteban Toledo,113,32
185,T137,T137,Omar Uresti,94,32
186,T137,T137,Kevin Wentworth,83,32
187,T188,T188,Emlyn Aubrey,68,33
188,T188,T188,Aaron Bengoechea,75,33
189,T188,T188,Craig Bowden,54,33
190,T188,T188,John Daly,71,33
191,T188,T188,Keith Nolan,57,33
192,T188,T188,Mark O'Meara,61,33
193,T188,T188,Tom Purtzer,58,33
194,T188,T188,Mark Wiebe,95,33
