,Par_4_Eagle_Leaders_RANK THIS WEEK,Par_4_Eagle_Leaders_RANK LAST WEEK,Par_4_Eagle_Leaders_PLAYER NAME,Par_4_Eagle_Leaders_ROUNDS,Par_4_Eagle_Leaders_TOTAL,Par_4_Eagle_Leaders_TOTAL PAR 4 HOLES,Par_4_Eagle_Leaders_TOTAL HOLE OUTS
0,T1,T1,Bob Burns,91,4,930,
1,T1,T1,Phil Mickelson,85,4,858,
2,T3,T3,Ben Bates,107,3,1085,
3,T3,T3,Brad Elder,110,3,1136,
4,T3,T3,Edward Fryatt,101,3,1018,
5,T3,T3,Matt Gogel,86,3,866,
6,T3,T3,Hal Sutton,93,3,948,
7,T8,T8,Billy Andrade,89,2,895,
8,T8,T8,Cameron Beckman,81,2,848,
9,T8,T8,Jay Don Blake,95,2,976,
10,T8,T8,Eric Booker,87,2,882,
11,T8,T8,Olin Browne,103,2,1038,
12,T8,T8,Mark Calcavecchia,99,2,978,
13,T8,T8,K.J. Choi,92,2,920,
14,T8,T8,Michael Clark II,84,2,828,
15,T8,T8,Russ Cochran,71,2,728,
16,T8,T8,Ernie Els,74,2,744,
17,T8,T8,Bob Friend,96,2,960,
18,T8,T8,Robert Gamez,76,2,794,
19,T8,T8,Brent Geiberger,79,2,790,
20,T8,T8,Bill Glasson,93,2,952,
21,T8,T8,Dudley Hart,74,2,762,
22,T8,T8,Gabriel Hjertstedt,86,2,868,
23,T8,T8,Pete Jordan,102,2,1064,
24,T8,T8,Greg Kraft,106,2,1106,
25,T8,T8,Andrew Magee,78,2,748,
26,T8,T8,John Maginnes,99,2,1028,
27,T8,T8,Billy Mayfair,93,2,915,
28,T8,T8,Rocco Mediate,79,2,805,
29,T8,T8,Shaun Micheel,94,2,944,
30,T8,T8,Sean Murphy,102,2,1041,
31,T8,T8,Steve Pate,97,2,981,
32,T8,T8,Dennis Paulson,82,2,842,
33,T8,T8,David Peoples,99,2,1034,
34,T8,T8,Craig Perks,82,2,844,
35,T8,T8,Brett Quigley,63,2,672,
36,T8,T8,Vijay Singh,97,2,990,
37,T8,T8,Mike Sposa,73,2,763,
38,T8,T8,Mike Springer,83,2,839,
39,T8,T8,Tiger Woods,82,2,810,
40,T41,T41,Fulton Allem,77,1,777,
41,T41,T41,Robert Allenby,98,1,1022,
42,T41,T41,Stuart Appleby,86,1,880,
43,T41,T41,Tommy Armour III,91,1,930,
44,T41,T41,Paul Azinger,73,1,776,
45,T41,T41,Doug Barron,85,1,858,
46,T41,T41,Notah Begay III,82,1,858,
47,T41,T41,Ronnie Black,82,1,815,
48,T41,T41,Michael Bradley,73,1,748,
49,T41,T41,Jason Caron,77,1,784,
50,T41,T41,Jim Carter,96,1,995,
51,T41,T41,Barry Cheesman,96,1,970,
52,T41,T41,Bobby Cochran,78,1,794,
53,T41,T41,John Cook,90,1,923,
54,T41,T41,Fred Couples,71,1,730,
55,T41,T41,Paul Curry,64,1,656,
56,T41,T41,Chris DiMarco,118,1,1197,
57,T41,T41,Scott Dunlap,106,1,1126,
58,T41,T41,Brad Fabel,88,1,903,
59,T41,T41,Carlos Franco,85,1,902,
60,T41,T41,Harrison Frazar,72,1,729,
61,T41,T41,Robin Freeman,98,1,1030,
62,T41,T41,Jim Furyk,98,1,1030,
63,T41,T41,Brian Gay,101,1,1024,
64,T41,T41,Kelly Gibson,84,1,846,
65,T41,T41,Mathew Goggin,91,1,936,
66,T41,T41,Steve Gotsche,91,1,924,
67,T41,T41,Paul Goydos,99,1,1028,
68,T41,T41,Bob Heintz,87,1,882,
69,T41,T41,Ryan Howison,83,1,830,
70,T41,T41,Mike Hulbert,82,1,831,
71,T41,T41,Brandt Jobe,91,1,915,
72,T41,T41,Steve Jones,75,1,755,
73,T41,T41,Jerry Kelly,111,1,1150,
74,T41,T41,Franklin Langham,95,1,939,
75,T41,T41,Davis Love III,98,1,984,
76,T41,T41,Steve Lowery,107,1,1092,
77,T41,T41,Shigeki Maruyama,88,1,916,
78,T41,T41,Len Mattiace,107,1,1131,
79,T41,T41,Scott McCarron,100,1,1016,
80,T41,T41,Larry Mize,71,1,714,
81,T41,T41,David Morland IV,88,1,888,
82,T41,T41,Frank Nobilo,98,1,999,
83,T41,T41,Keith Nolan,57,1,586,
84,T41,T41,Joe Ogilvie,95,1,946,
85,T41,T41,Joe Ozaki,55,1,554,
86,T41,T41,Jesper Parnevik,71,1,746,
87,T41,T41,Tom Pernice Jr.,98,1,996,
88,T41,T41,Chris Perry,109,1,1082,
89,T41,T41,Nick Price,63,1,668,
90,T41,T41,Mike Reid,76,1,769,
91,T41,T41,Loren Roberts,87,1,946,
92,T41,T41,John Rollins,72,1,746,
93,T41,T41,Rory Sabbatini,85,1,862,
94,T41,T41,Jerry Smith,104,1,1054,
95,T41,T41,Craig Spence,89,1,885,
96,T41,T41,Craig Stadler,70,1,679,
97,T41,T41,Paul Stankowski,77,1,754,
98,T41,T41,Steve Stricker,63,1,636,
99,T41,T41,Kevin Sutherland,98,1,990,
100,T41,T41,Ted Tryba,112,1,1175,
101,T41,T41,Bob Tway,91,1,936,
