,Rounds_in_the_60s_RANK THIS WEEK,Rounds_in_the_60s_RANK LAST WEEK,Rounds_in_the_60s_PLAYER NAME,Rounds_in_the_60s_EVENTS,Rounds_in_the_60s_TOTAL RNDS
0,1,1,Steve Flesch,32,66
1,2,2,Tiger Woods,20,51
2,3,3,Scott Verplank,28,50
3,4,4,Jonathan Kaye,34,47
4,5,5,Skip Kendall,32,46
5,T6,T6,Stewart Cink,27,45
6,T6,T6,Chris DiMarco,33,45
7,T6,T6,Blaine McCallister,30,45
8,T9,T9,Scott Hoch,29,44
9,T9,T9,Chris Perry,31,44
10,T11,T11,Robert Allenby,26,43
11,T11,T11,Greg Kraft,29,43
12,T11,T11,Steve Lowery,30,43
13,T11,T11,Phil Mickelson,23,43
14,T11,T11,David Toms,31,43
15,T11,T11,Mike Weir,28,43
16,T17,T17,Jim Furyk,25,42
17,T17,T17,Davis Love III,25,42
18,T17,T17,Kirk Triplett,28,42
19,T20,T20,Frank Lickliter II,31,41
20,T20,T20,Jeff Sluman,32,41
21,22,22,Scott Dunlap,30,40
22,T23,T23,Greg Chalmers,28,39
23,T23,T23,Fred Funk,32,39
24,T23,T23,Hal Sutton,25,39
25,T23,T23,Jay Williamson,32,39
26,T27,T27,Mark Calcavecchia,28,38
27,T27,T27,Joel Edwards,29,38
28,T27,T27,J.L. Lewis,30,38
29,T27,T27,David Peoples,28,38
30,T27,T27,Vijay Singh,26,38
31,T32,T32,Stuart Appleby,24,37
32,T32,T32,Glen Day,28,37
33,T32,T32,Joe Durant,28,37
34,T32,T32,Bill Glasson,27,37
35,T32,T32,Len Mattiace,31,37
36,T32,T32,Kevin Sutherland,27,37
37,T38,T38,Loren Roberts,24,36
38,T38,T38,Esteban Toledo,35,36
39,T40,T40,Stephen Ames,31,35
40,T40,T40,Tom Byrum,27,35
41,T40,T40,Rory Sabbatini,26,35
42,T40,T40,Grant Waite,26,35
43,T44,T44,Ernie Els,20,34
44,T44,T44,Brad Faxon,29,34
45,T44,T44,John Huston,23,34
46,T44,T44,Jerry Kelly,32,34
47,T44,T44,Franklin Langham,28,34
