,Front_9_Round_4_Scoring_Average_RANK THIS WEEK,Front_9_Round_4_Scoring_Average_RANK LAST WEEK,Front_9_Round_4_Scoring_Average_PLAYER NAME,Front_9_Round_4_Scoring_Average_AVG,Front_9_Round_4_Scoring_Average_TOTAL STROKES,Front_9_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Barry Cheesman,34.09,375,11
1,2,2,Stuart Appleby,34.11,614,18
2,3,3,Nick Price,34.14,478,14
3,T4,T4,Billy Andrade,34.17,410,12
4,T4,T4,Greg Chalmers,34.17,615,18
5,6,6,Chris Perry,34.18,752,22
6,7,7,David Duval,34.2,513,15
7,8,8,Tiger Woods,34.26,651,19
8,9,9,Russ Cochran,34.27,377,11
9,10,10,Kevin Sutherland,34.37,653,19
10,11,11,Tom Purtzer,34.38,275,8
11,T12,T12,Jay Don Blake,34.47,586,17
12,T12,T12,Phil Mickelson,34.47,586,17
13,14,14,Stewart Cink,34.48,724,21
14,T15,T15,Kirk Triplett,34.5,690,20
15,T15,T15,Scott Verplank,34.5,828,24
16,17,17,Jim McGovern,34.56,311,9
17,18,18,Franklin Langham,34.59,588,17
18,T19,T19,Scott Hoch,34.63,831,24
19,T19,T19,Hal Sutton,34.63,658,19
20,21,21,Robert Gamez,34.64,381,11
21,22,22,Perry Moss,34.67,208,6
22,T23,T23,Paul Azinger,34.69,555,16
23,T23,T23,Brian Gay,34.69,555,16
24,25,25,Ernie Els,34.76,591,17
25,26,26,Vijay Singh,34.77,765,22
26,T27,T27,Michael Clark II,34.83,418,12
27,T27,T27,David Toms,34.83,836,24
28,29,29,Carl Paulson,34.84,662,19
29,30,30,Brad Elder,34.85,697,20
30,31,31,Bob Heintz,34.88,279,8
31,32,32,Mark Calcavecchia,34.89,663,19
32,T33,T33,Peter Jacobsen,34.9,349,10
33,T33,T33,Brett Quigley,34.9,349,10
34,35,35,Doug Dunakey,34.92,454,13
35,T36,T36,K.J. Choi,34.93,489,14
36,T36,T36,Dudley Hart,34.93,489,14
37,T38,T38,Craig Barlow,34.94,594,17
38,T38,T38,Rocco Mediate,34.94,559,16
39,T40,T40,Bill Glasson,34.95,664,19
40,T40,T40,Justin Leonard,34.95,664,19
41,T42,T42,Craig Bowden,35.0,140,4
42,T42,T42,Mike Brisky,35.0,420,12
43,T42,T42,Brandel Chamblee,35.0,490,14
44,T42,T42,Paul Curry,35.0,245,7
45,T42,T42,J.L. Lewis,35.0,735,21
46,T42,T42,Jeff Maggert,35.0,525,15
47,T42,T42,Jesper Parnevik,35.0,525,15
48,T42,T42,Craig Perks,35.0,420,12
49,T42,T42,Loren Roberts,35.0,700,20
50,T42,T42,John Rollins,35.0,280,8
51,T42,T42,Paul Stankowski,35.0,490,14
52,53,53,Chris DiMarco,35.04,841,24
53,54,54,Carlos Franco,35.05,666,19
54,55,55,Grant Waite,35.06,631,18
55,T56,T56,Sergio Garcia,35.08,421,12
56,T56,T56,Gabriel Hjertstedt,35.08,456,13
57,58,58,Jason Buha,35.09,386,11
58,T59,T59,Joel Edwards,35.1,702,20
59,T59,T59,Jeff Gove,35.1,351,10
60,T59,T59,Bob May,35.1,702,20
61,T59,T59,David Peoples,35.1,702,20
62,T63,T63,Steve Flesch,35.11,983,28
63,T63,T63,Scott McCarron,35.11,632,18
64,T63,T63,Tom Scherrer,35.11,632,18
65,T66,T66,Jim Furyk,35.13,808,23
66,T66,T66,Steve Jones,35.13,527,15
67,T66,T66,Skip Kendall,35.13,843,24
68,T66,T66,Rory Sabbatini,35.13,562,16
69,70,70,Jay Haas,35.15,457,13
70,T71,T71,Woody Austin,35.17,633,18
71,T71,T71,Andrew Magee,35.17,422,12
72,T73,T73,Michael Bradley,35.2,352,10
73,T73,T73,Steve Stricker,35.2,352,10
74,T73,T73,Jay Williamson,35.2,704,20
75,T76,T76,Craig Parry,35.21,493,14
76,T76,T76,Dennis Paulson,35.21,493,14
