,Round_2_Scoring_Average_RANK THIS WEEK,Round_2_Scoring_Average_RANK LAST WEEK,Round_2_Scoring_Average_PLAYER NAME,Round_2_Scoring_Average_AVG,Round_2_Scoring_Average_TOTAL STROKES,Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,67.53,1283,19
1,2,2,Steve Flesch,68.55,2125,31
2,3,3,Phil Mickelson,69.05,1450,21
3,4,4,David Duval,69.06,1174,17
4,5,5,John Huston,69.41,1527,22
5,6,6,Ernie Els,69.47,1181,17
6,7,7,Larry Mize,69.65,1393,20
7,8,8,Scott Dunlap,69.7,2091,30
8,9,9,Kevin Sutherland,69.73,1813,26
9,10,10,Hal Sutton,69.75,1674,24
10,11,11,Robert Allenby,69.76,1744,25
11,12,12,Paul Azinger,69.79,1326,19
12,13,13,Stewart Cink,69.8,1745,25
13,14,14,Grant Waite,69.83,1676,24
14,T15,T15,Steve Lowery,69.86,2026,29
15,T15,T15,David Peoples,69.86,1956,28
16,T17,T17,Fred Funk,69.87,2096,30
17,T17,T17,Jeff Sluman,69.87,2096,30
18,19,19,Vijay Singh,69.88,1677,24
19,20,20,David Toms,69.9,2027,29
20,21,21,Stephen Ames,69.93,2028,29
21,22,22,Blaine McCallister,69.97,2099,30
22,T23,T23,Bill Glasson,70.0,1820,26
23,T23,T23,Mike Weir,70.0,1750,25
24,25,25,Kenny Perry,70.05,1401,20
25,26,26,Fred Couples,70.06,1261,18
26,27,27,Scott McCarron,70.1,2033,29
27,28,28,Jim Furyk,70.17,1684,24
28,29,29,Franklin Langham,70.19,1895,27
29,T30,T30,K.J. Choi,70.21,2036,29
30,T30,T30,Sergio Garcia,70.21,983,14
31,T30,T30,Davis Love III,70.21,1685,24
32,33,33,Kirk Triplett,70.22,1896,27
33,34,34,Nick Price,70.24,1194,17
34,T35,T35,Jonathan Kaye,70.25,2248,32
35,T35,T35,Jerry Kelly,70.25,2248,32
36,T37,T37,Greg Kraft,70.28,2038,29
37,T37,T37,Jesper Parnevik,70.28,1265,18
38,39,39,Steve Jones,70.3,1406,20
39,40,40,Olin Browne,70.31,2039,29
40,41,41,Bob May,70.32,1758,25
41,T42,T42,Greg Chalmers,70.33,1899,27
42,T42,T42,Peter Jacobsen,70.33,1477,21
43,44,44,Brent Geiberger,70.36,1548,22
44,45,45,Glen Day,70.37,1900,27
45,46,46,Scott Hoch,70.39,1971,28
46,47,47,Frank Nobilo,70.41,1901,27
47,48,48,Skip Kendall,70.42,2183,31
48,T49,T49,Russ Cochran,70.43,1620,23
49,T49,T49,Joe Durant,70.43,1972,28
50,T49,T49,Harrison Frazar,70.43,1620,23
51,52,52,Chris DiMarco,70.44,2254,32
52,53,53,Len Mattiace,70.45,2184,31
53,T54,T54,Frank Lickliter II,70.47,2114,30
54,T54,T54,Carl Paulson,70.47,2255,32
55,T56,T56,Chris Perry,70.48,2044,29
56,T56,T56,Chris Riley,70.48,1903,27
57,58,58,Brandel Chamblee,70.5,1410,20
58,59,59,Loren Roberts,70.52,1622,23
59,60,60,Jay Williamson,70.53,2116,30
60,T61,T61,Joel Edwards,70.55,2046,29
61,T61,T61,Craig Stadler,70.55,1411,20
62,63,63,Tom Lehman,70.56,1270,18
63,64,64,Tom Byrum,70.58,1835,26
64,65,65,Scott Verplank,70.61,1977,28
65,T66,T66,Mark Calcavecchia,70.62,1836,26
66,T66,T66,Paul Stankowski,70.62,1483,21
67,T68,T68,Rocco Mediate,70.65,1413,20
68,T68,T68,Mark Wiebe,70.65,1837,26
69,T70,T70,Dudley Hart,70.67,1484,21
70,T70,T70,Duffy Waldorf,70.67,1484,21
71,72,72,Brian Henninger,70.68,1979,28
72,T73,T73,Fulton Allem,70.74,1627,23
73,T73,T73,Dan Forsman,70.74,1910,27
74,75,75,Steve Elkington,70.75,1132,16
75,76,76,Joe Ogilvie,70.76,2052,29
76,77,77,Robert Damron,70.78,1911,27
77,78,78,Bob Estes,70.79,1345,19
78,T79,T79,Pete Jordan,70.84,2196,31
79,T79,T79,Tom Scherrer,70.84,2196,31
80,T81,T81,Ben Bates,70.85,2409,34
81,T81,T81,Justin Leonard,70.85,1842,26
82,T81,T81,Steve Pate,70.85,1842,26
83,T84,T84,Notah Begay III,70.87,1630,23
84,T84,T84,Jerry Smith,70.87,2197,31
