,Back_9_Round_1_Scoring_Average_RANK THIS WEEK,Back_9_Round_1_Scoring_Average_RANK LAST WEEK,Back_9_Round_1_Scoring_Average_PLAYER NAME,Back_9_Round_1_Scoring_Average_AVG,Back_9_Round_1_Scoring_Average_TOTAL STROKES,Back_9_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Kenny Perry,34.6,692,20
1,2,2,Jim Furyk,34.75,834,24
2,3,3,Tiger Woods,34.84,662,19
3,4,4,Davis Love III,34.92,838,24
4,5,5,Steve Lowery,34.93,1013,29
5,6,6,Bob May,35.04,876,25
6,7,7,John Huston,35.05,771,22
7,8,8,Steve Flesch,35.06,1087,31
8,T9,T9,Vijay Singh,35.08,842,24
9,T9,T9,Grant Waite,35.08,877,25
10,11,11,Phil Mickelson,35.1,737,21
11,12,12,Glen Hnatiuk,35.14,1019,29
12,T13,T13,Jonathan Kaye,35.15,1160,33
13,T13,T13,Chris Riley,35.15,949,27
14,15,15,Joe Durant,35.18,985,28
15,16,16,Doug Barron,35.19,915,26
16,T17,T17,Paul Azinger,35.21,669,19
17,T17,T17,David Peoples,35.21,986,28
18,19,19,Fred Couples,35.22,634,18
19,T20,T20,Tom Byrum,35.23,916,26
20,T20,T20,David Sutherland,35.23,1092,31
21,22,22,Ernie Els,35.24,599,17
22,23,23,Mark Brooks,35.25,987,28
23,24,24,Skip Kendall,35.26,1093,31
24,25,25,Bill Glasson,35.27,917,26
25,T26,T26,Scott Hoch,35.29,988,28
26,T26,T26,Len Mattiace,35.29,1094,31
27,T26,T26,Hal Sutton,35.29,847,24
28,T26,T26,Scott Verplank,35.29,988,28
29,T30,T30,Stephen Ames,35.31,1024,29
30,T30,T30,Justin Leonard,35.31,918,26
31,T32,T32,Greg Chalmers,35.33,954,27
32,T32,T32,Tim Herron,35.33,954,27
33,T34,T34,Paul Goydos,35.34,1025,29
34,T34,T34,Jerry Kelly,35.34,1131,32
35,T36,T36,Fred Funk,35.35,1096,31
36,T36,T36,Kevin Sutherland,35.35,919,26
37,T38,T38,Robert Allenby,35.36,884,25
38,T38,T38,Brad Faxon,35.36,990,28
39,40,40,Scott McCarron,35.38,1026,29
40,41,41,Rory Sabbatini,35.4,885,25
41,T42,T42,David Duval,35.41,602,17
42,T42,T42,Kelly Gibson,35.41,1027,29
43,T42,T42,Carl Paulson,35.41,1133,32
44,45,45,Jay Williamson,35.42,1098,31
45,46,46,Frank Lickliter II,35.43,1063,30
46,T47,T47,J.P. Hayes,35.44,886,25
47,T47,T47,Esteban Toledo,35.44,1205,34
48,49,49,Jeff Sluman,35.45,1099,31
49,50,50,Lee Janzen,35.46,922,26
50,51,51,Frank Nobilo,35.48,958,27
51,T52,T52,Andrew Magee,35.5,852,24
52,T52,T52,Steve Pate,35.5,923,26
53,T54,T54,Michael Clark II,35.52,959,27
54,T54,T54,Loren Roberts,35.52,817,23
55,T54,T54,David Toms,35.52,1030,29
56,T54,T54,Jean Van de Velde,35.52,746,21
57,T58,T58,Brandt Jobe,35.53,1066,30
58,T58,T58,Shaun Micheel,35.53,1066,30
59,60,60,Mike Reid,35.55,782,22
60,61,61,Sean Murphy,35.56,1209,34
61,T62,T62,Dudley Hart,35.57,818,23
62,T62,T62,Duffy Waldorf,35.57,747,21
63,64,64,Dan Forsman,35.59,961,27
64,65,65,Paul Curry,35.6,890,25
65,66,66,Joel Edwards,35.62,1033,29
66,67,67,Chris DiMarco,35.63,1140,32
67,T68,T68,Doug Dunakey,35.65,927,26
68,T68,T68,Rick Fehr,35.65,820,23
69,70,70,Scott Gump,35.66,1248,35
70,T71,T71,John Cook,35.67,963,27
71,T71,T71,Billy Mayfair,35.67,963,27
72,73,73,Tommy Tolles,35.68,678,19
73,T74,T74,K.J. Choi,35.69,1035,29
74,T74,T74,Chris Perry,35.69,1035,29
75,T74,T74,Bob Tway,35.69,1035,29
76,T77,T77,Glen Day,35.7,964,27
77,T77,T77,Blaine McCallister,35.7,1071,30
78,T79,T79,Woody Austin,35.71,1107,31
79,T79,T79,David Frost,35.71,857,24
80,T79,T79,Paul Stankowski,35.71,750,21
81,82,82,Brian Gay,35.72,1143,32
82,T83,T83,Billy Andrade,35.73,1072,30
83,T83,T83,Jimmy Green,35.73,929,26
84,85,85,Robin Freeman,35.74,1108,31
85,T86,T86,Steve Jones,35.75,715,20
86,T86,T86,Casey Martin,35.75,1001,28
87,88,88,Jim McGovern,35.76,608,17
88,T89,T89,Stuart Appleby,35.77,787,22
89,T89,T89,Mike Sposa,35.77,930,26
90,91,91,Mark Wiebe,35.78,966,27
91,T92,T92,Craig Barlow,35.79,1038,29
92,T92,T92,Greg Kraft,35.79,1038,29
93,T92,T92,Craig Perks,35.79,1002,28
94,95,95,"Dave Stockton, Jr.",35.8,1074,30
95,T96,T96,Bradley Hughes,35.81,1146,32
96,T96,T96,Peter Jacobsen,35.81,752,21
97,T96,T96,Pete Jordan,35.81,1110,31
98,99,99,Brian Watts,35.82,1003,28
99,T100,T100,Olin Browne,35.83,1039,29
100,T100,T100,Russ Cochran,35.83,860,24
101,T100,T100,Scott Dunlap,35.83,1075,30
102,T100,T100,Carlos Franco,35.83,824,23
103,T100,T100,Matt Gogel,35.83,1039,29
104,T100,T100,J.L. Lewis,35.83,1039,29
105,T100,T100,David Morland IV,35.83,1075,30
106,T100,T100,Joe Ogilvie,35.83,1039,29
107,T108,T108,Stewart Cink,35.84,896,25
108,T108,T108,Edward Fryatt,35.84,1111,31
109,T108,T108,Shigeki Maruyama,35.84,896,25
110,111,111,Cameron Beckman,35.85,932,26
111,112,112,Tommy Armour III,35.86,1040,29
112,T113,T113,Brad Fabel,35.87,1076,30
113,T113,T113,Neal Lancaster,35.87,1076,30
114,T115,T115,Mark Calcavecchia,35.88,933,26
115,T115,T115,Mathew Goggin,35.88,1148,32
116,T115,T115,Jeff Maggert,35.88,897,25
117,T118,T118,Ronnie Black,35.89,969,27
118,T118,T118,John Rollins,35.89,969,27
119,120,120,Perry Moss,35.9,718,20
120,121,121,P.H. Horgan III,35.92,898,25
121,T122,T122,Kirk Triplett,35.93,970,27
122,T122,T122,Kevin Wentworth,35.93,1078,30
123,T124,T124,Nick Price,35.94,611,17
124,T124,T124,Dicky Pride,35.94,1222,34
125,126,126,Larry Mize,35.95,719,20
126,T127,T127,Ben Bates,35.97,1223,34
127,T127,T127,Jerry Smith,35.97,1115,31
128,T129,T129,Jason Buha,36.0,1044,29
