,Par_4_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_4_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_4_Birdie_or_Better_Leaders_PLAYER NAME,Par_4_Birdie_or_Better_Leaders_ROUNDS,Par_4_Birdie_or_Better_Leaders_%,Par_4_Birdie_or_Better_Leaders_PAR 4 BIRDIES OR BETTER,Par_4_Birdie_or_Better_Leaders_PAR 4 HOLES
0,1,1,Tiger Woods,82,21.11,171,810
1,2,2,Davis Love III,98,20.33,200,984
2,3,3,Steve Flesch,123,20.28,260,1282
3,4,4,David Duval,73,19.75,143,724
4,5,5,Mark Calcavecchia,99,19.73,193,978
5,6,6,David Toms,113,19.12,221,1156
6,7,7,Paul Azinger,73,18.94,147,776
7,8,8,Loren Roberts,87,18.92,179,946
8,9,9,Kirk Triplett,101,18.76,197,1050
9,10,10,Justin Leonard,98,18.71,186,994
10,11,11,Mike Weir,102,18.7,192,1027
11,12,12,Billy Andrade,89,18.66,167,895
12,13,13,John Huston,81,18.63,161,864
13,14,14,Scott Dunlap,106,18.56,209,1126
14,15,15,Greg Chalmers,96,18.52,180,972
15,16,16,Steve Lowery,107,18.5,202,1092
16,T17,T17,Joe Durant,94,18.41,181,983
17,T17,T17,Nick Price,63,18.41,123,668
18,19,19,Chris DiMarco,118,18.13,217,1197
19,20,20,Jonathan Kaye,115,18.09,212,1172
20,T21,T21,Carlos Franco,85,18.07,163,902
21,T21,T21,Phil Mickelson,85,18.07,155,858
22,23,23,Scott Verplank,106,18.05,202,1119
23,24,24,Paul Stankowski,77,18.04,136,754
24,25,25,Franklin Langham,95,18.0,169,939
25,26,26,Grant Waite,85,17.88,157,878
26,27,27,Jeff Maggert,86,17.86,155,868
27,28,28,Skip Kendall,114,17.82,206,1156
28,29,29,Jason Buha,82,17.79,153,860
29,30,30,Chris Perry,109,17.74,192,1082
30,31,31,Kenny Perry,76,17.71,136,768
31,32,32,Stewart Cink,98,17.65,182,1031
32,33,33,Brad Faxon,98,17.51,173,988
33,34,34,Vijay Singh,97,17.37,172,990
34,35,35,Scott Hoch,108,17.36,187,1077
35,36,36,Ernie Els,74,17.34,129,744
36,37,37,David Peoples,99,17.31,179,1034
37,38,38,Stuart Appleby,86,17.27,152,880
38,39,39,Rich Beem,84,17.24,146,847
39,40,40,Brent Geiberger,79,17.22,136,790
40,41,41,Blaine McCallister,104,17.17,186,1083
41,42,42,Brian Henninger,93,17.15,161,939
42,T43,T43,Tom Byrum,91,17.12,162,946
43,T43,T43,Paul Goydos,99,17.12,176,1028
44,45,45,Cameron Beckman,81,17.1,145,848
45,46,46,Russ Cochran,71,17.03,124,728
46,47,47,Larry Mize,71,16.95,121,714
47,48,48,Bill Glasson,93,16.91,161,952
48,49,49,Hal Sutton,93,16.88,160,948
49,50,50,Tim Herron,96,16.83,170,1010
50,T51,T51,Dudley Hart,74,16.8,128,762
51,T51,T51,Tommy Tolles,60,16.8,103,613
52,53,53,Duffy Waldorf,80,16.75,134,800
53,54,54,Jeff Sluman,113,16.72,196,1172
54,T55,T55,Bob Burns,91,16.67,155,930
55,T55,T55,Steve Gotsche,91,16.67,154,924
56,57,57,Glen Day,93,16.6,159,958
57,58,58,Brandel Chamblee,72,16.58,121,730
58,59,59,Kevin Sutherland,98,16.57,164,990
59,T60,T60,Stephen Ames,99,16.55,164,991
60,T60,T60,Jim McGovern,55,16.55,91,550
61,T62,T62,Frank Lickliter II,107,16.54,181,1094
62,T62,T62,Scott McCarron,100,16.54,168,1016
63,64,64,Michael Clark II,84,16.43,136,828
64,65,65,Sergio Garcia,59,16.37,91,556
65,66,66,Rory Sabbatini,85,16.36,141,862
66,67,67,David Sutherland,109,16.32,180,1103
67,68,68,Craig Barlow,98,16.3,164,1006
68,69,69,Jesper Parnevik,71,16.22,121,746
69,70,70,Edward Fryatt,101,16.21,165,1018
70,71,71,Craig Stadler,70,16.2,110,679
71,72,72,Harrison Frazar,72,16.19,118,729
72,73,73,Bob May,95,16.15,157,972
73,74,74,Joe Ogilvie,95,16.07,152,946
74,T75,T75,Andrew Magee,78,16.04,120,748
75,T75,T75,Sean Murphy,102,16.04,167,1041
76,77,77,Fred Couples,71,16.03,117,730
77,78,78,Jim Furyk,98,16.02,165,1030
78,79,79,Tom Lehman,71,15.96,120,752
79,T80,T80,Lee Janzen,92,15.93,152,954
80,T80,T80,Jay Williamson,105,15.93,170,1067
81,82,82,Brian Gay,101,15.92,163,1024
82,83,83,Robert Damron,93,15.89,150,944
83,84,84,Jim Carter,96,15.88,158,995
84,T85,T85,Casey Martin,90,15.85,145,915
85,T85,T85,Mike Springer,83,15.85,133,839
86,87,87,Greg Kraft,106,15.82,175,1106
87,T88,T88,Jay Don Blake,95,15.78,154,976
88,T88,T88,J.L. Lewis,104,15.78,169,1071
89,T90,T90,Bob Estes,68,15.76,107,679
90,T90,T90,Chris Riley,98,15.76,156,990
91,92,92,Brandt Jobe,91,15.74,144,915
92,93,93,Omar Uresti,94,15.71,153,974
93,94,94,Tom Purtzer,58,15.7,92,586
94,95,95,Tom Scherrer,104,15.68,166,1059
95,96,96,Woody Austin,104,15.66,163,1041
96,97,97,Bob Heintz,87,15.65,138,882
97,98,98,Doug Barron,85,15.62,134,858
98,99,99,Shigeki Maruyama,88,15.5,142,916
99,100,100,Brad Elder,110,15.49,176,1136
100,101,101,J.P. Hayes,91,15.43,141,914
101,102,102,Pete Jordan,102,15.41,164,1064
102,103,103,Doug Dunakey,83,15.38,127,826
103,T104,T104,Matt Gogel,86,15.36,133,866
104,T104,T104,Craig Parry,73,15.36,114,742
105,106,106,K.J. Choi,92,15.33,141,920
106,107,107,Brad Fabel,88,15.28,138,903
107,108,108,Fred Funk,110,15.26,175,1147
108,109,109,Glen Hnatiuk,94,15.25,143,938
109,110,110,Joel Edwards,99,15.24,158,1037
110,111,111,Mark Wiebe,95,15.22,146,959
111,112,112,Brett Quigley,63,15.18,102,672
112,113,113,Craig Perks,82,15.17,128,844
113,T114,T114,Nick Faldo,51,15.02,79,526
114,T114,T114,Joey Sindelar,88,15.02,129,859
115,116,116,Jean Van de Velde,70,14.97,106,708
116,T117,T117,Emlyn Aubrey,68,14.95,99,662
117,T117,T117,Barry Cheesman,96,14.95,145,970
118,T117,T117,John Cook,90,14.95,138,923
119,120,120,Steve Stricker,63,14.94,95,636
120,121,121,Brian Watts,89,14.93,136,911
121,T122,T122,Trevor Dodds,86,14.91,130,872
122,T122,T122,Rocco Mediate,79,14.91,120,805
123,124,124,Charles Raulerson,98,14.9,152,1020
124,125,125,Gabriel Hjertstedt,86,14.86,129,868
125,T126,T126,Jay Haas,80,14.85,117,788
126,T126,T126,Carl Paulson,105,14.85,159,1071
127,128,128,John Daly,71,14.8,111,750
128,129,129,Ben Bates,107,14.75,160,1085
129,130,130,Shaun Micheel,94,14.72,139,944
130,131,131,Mark O'Meara,61,14.65,87,594
131,T132,T132,Billy Mayfair,93,14.64,134,915
132,T132,T132,David Morland IV,88,14.64,130,888
133,134,134,"Dave Stockton, Jr.",89,14.57,131,899
134,135,135,Mike Reid,76,14.56,112,769
135,136,136,Olin Browne,103,14.55,151,1038
136,137,137,Kelly Gibson,84,14.54,123,846
137,138,138,Bobby Cochran,78,14.48,115,794
138,139,139,Dan Forsman,88,14.47,132,912
139,140,140,Bob Tway,91,14.42,135,936
140,141,141,Eric Booker,87,14.4,127,882
141,T142,T142,Mark Brooks,91,14.36,133,926
142,T142,T142,Bradley Hughes,93,14.36,135,940
143,T144,T144,Robert Allenby,98,14.29,146,1022
144,T144,T144,Rick Fehr,73,14.29,106,742
145,146,146,Steve Pate,97,14.27,140,981
146,147,147,Joe Ozaki,55,14.26,79,554
147,148,148,Steve Elkington,59,14.24,90,632
148,149,149,Robert Gamez,76,14.23,113,794
149,150,150,P.H. Horgan III,65,14.22,97,682
150,151,151,Gary Nicklaus,84,14.2,122,859
151,152,152,Mathew Goggin,91,14.14,129,912
152,T153,T153,Ronnie Black,82,14.11,115,815
153,T153,T153,Frank Nobilo,98,14.11,141,999
154,155,155,John Rollins,72,14.08,105,746
155,T156,T156,Len Mattiace,107,14.06,159,1131
156,T156,T156,Tom Pernice Jr.,98,14.06,140,996
157,158,158,Kevin Wentworth,83,14.04,115,819
158,159,159,Esteban Toledo,113,14.03,163,1162
159,160,160,Craig Spence,89,14.01,124,885
160,161,161,Notah Begay III,82,13.99,120,858
161,T162,T162,David Frost,65,13.91,96,690
162,T162,T162,John Maginnes,99,13.91,143,1028
163,164,164,Michael Bradley,73,13.9,104,748
164,165,165,Mike Sposa,73,13.89,106,763
165,166,166,Aaron Bengoechea,75,13.85,105,758
166,167,167,Jerry Kelly,111,13.83,159,1150
167,168,168,Tommy Armour III,91,13.76,128,930
168,169,169,Bob Friend,96,13.75,132,960
169,170,170,Corey Pavin,74,13.74,107,779
170,171,171,Neal Lancaster,99,13.68,136,994
171,172,172,Craig Bowden,54,13.62,76,558
172,173,173,Steve Jones,75,13.51,102,755
173,174,174,Jay Delsing,97,13.5,130,963
174,175,175,Jeff Gove,86,13.44,114,848
175,176,176,Chip Beck,51,13.37,69,516
176,177,177,Peter Jacobsen,65,13.31,90,676
177,178,178,Dennis Paulson,82,13.3,112,842
178,179,179,Fulton Allem,77,13.26,103,777
179,180,180,Ryan Howison,83,13.13,109,830
180,181,181,Robin Freeman,98,13.11,135,1030
181,182,182,Mike Brisky,89,12.91,115,891
182,T183,T183,Nolan Henke,79,12.85,107,833
183,T183,T183,Ted Tryba,112,12.85,151,1175
184,185,185,Bart Bryant,73,12.79,98,766
185,186,186,Jason Caron,77,12.76,100,784
186,187,187,Jimmy Green,85,12.59,109,866
187,188,188,Scott Gump,108,12.55,139,1108
188,189,189,Steve Hart,72,12.47,91,730
189,190,190,Perry Moss,53,12.41,68,548
190,191,191,Jerry Smith,104,12.33,130,1054
191,192,192,Paul Curry,64,12.2,80,656
192,193,193,Dicky Pride,98,11.99,118,984
193,194,194,Keith Nolan,57,11.6,68,586
194,195,195,Mike Hulbert,82,11.07,92,831
