,Sub-Par_Rounds_RANK THIS WEEK,Sub-Par_Rounds_RANK LAST WEEK,Sub-Par_Rounds_PLAYER NAME,Sub-Par_Rounds_EVENTS
0,1,1,Steve Flesch,32
1,T2,T2,Scott Hoch,29
2,T2,T2,Scott Verplank,28
3,T2,T2,Tiger Woods,20
4,T5,T5,Chris Perry,31
5,T5,T5,Jeff Sluman,32
6,T7,T7,Chris DiMarco,33
7,T7,T7,Brad Elder,34
8,T7,T7,David Toms,31
9,10,10,Blaine McCallister,30
10,T11,T11,Jonathan Kaye,34
11,T11,T11,Jerry Kelly,32
12,T11,T11,Greg Kraft,29
13,T11,T11,Steve Lowery,30
14,T15,T15,Greg Chalmers,28
15,T15,T15,Scott Dunlap,30
16,T15,T15,Vijay Singh,26
17,T18,T18,Stewart Cink,27
18,T18,T18,Fred Funk,32
19,T18,T18,David Peoples,28
20,T21,T21,Robert Allenby,26
21,T21,T21,Mark Calcavecchia,28
22,T21,T21,Jim Furyk,25
23,T21,T21,Skip Kendall,32
24,T21,T21,Phil Mickelson,23
25,T26,T26,Davis Love III,25
26,T26,T26,Esteban Toledo,35
27,T28,T28,Woody Austin,32
28,T28,T28,Frank Lickliter II,31
29,T28,T28,Len Mattiace,31
30,T28,T28,Kevin Sutherland,27
31,T28,T28,Kirk Triplett,28
32,T28,T28,Mike Weir,28
33,T34,T34,Joe Durant,28
34,T34,T34,Joel Edwards,29
35,T34,T34,J.L. Lewis,30
36,T34,T34,Hal Sutton,25
37,T38,T38,Justin Leonard,28
38,T38,T38,Scott McCarron,30
39,T40,T40,Olin Browne,31
40,T40,T40,Kenny Perry,20
41,T42,T42,Brad Faxon,29
42,T42,T42,Brian Gay,33
43,T42,T42,Bill Glasson,27
44,T42,T42,Chris Riley,28
45,T42,T42,Jay Williamson,32
46,T47,T47,Stephen Ames,31
47,T47,T47,Tim Herron,28
48,T47,T47,Franklin Langham,28
49,T47,T47,Grant Waite,26
50,T51,T51,Stuart Appleby,24
51,T51,T51,Carl Paulson,33
52,T53,T53,Glen Day,28
53,T53,T53,Pete Jordan,31
54,T53,T53,David Sutherland,32
55,T56,T56,Paul Goydos,30
56,T56,T56,Jeff Maggert,27
57,T56,T56,Sean Murphy,35
58,T56,T56,Tom Scherrer,33
59,T56,T56,Jerry Smith,32
60,T61,T61,Jim Carter,30
61,T61,T61,Shigeki Maruyama,26
62,T63,T63,Edward Fryatt,32
63,T63,T63,J.P. Hayes,26
64,T63,T63,Loren Roberts,24
65,T66,T66,Craig Barlow,31
66,T66,T66,Tom Byrum,27
67,T66,T66,John Cook,28
68,T66,T66,Lee Janzen,27
69,T66,T66,Neal Lancaster,31
70,T66,T66,Shaun Micheel,31
71,T66,T66,Steve Pate,28
72,T66,T66,Rory Sabbatini,26
73,T74,T74,Robert Damron,28
74,T74,T74,Dan Forsman,27
75,T74,T74,Carlos Franco,24
76,T74,T74,Brent Geiberger,24
77,T74,T74,Glen Hnatiuk,30
78,T74,T74,Bob May,26
79,T74,T74,Joe Ogilvie,30
80,T81,T81,Ben Bates,35
81,T81,T81,Jay Don Blake,29
82,T81,T81,Fred Couples,19
83,T81,T81,David Duval,19
84,T81,T81,Robin Freeman,32
85,T81,T81,Rocco Mediate,24
86,T81,T81,Paul Stankowski,22
87,T81,T81,Brian Watts,29
88,T81,T81,Mark Wiebe,28
89,T90,T90,Paul Azinger,20
90,T90,T90,Doug Barron,27
91,T90,T90,Frank Nobilo,28
92,T90,T90,Bob Tway,30
93,T94,T94,Ernie Els,20
94,T94,T94,Robert Gamez,26
95,T94,T94,Scott Gump,36
96,T94,T94,John Huston,23
97,T94,T94,Jean Van de Velde,22
98,T94,T94,Duffy Waldorf,23
99,T100,T100,Billy Andrade,31
100,T100,T100,K.J. Choi,30
101,T100,T100,Mathew Goggin,32
102,T100,T100,John Maginnes,32
103,T100,T100,Joey Sindelar,30
104,T105,T105,Tommy Armour III,30
105,T105,T105,Cameron Beckman,26
106,T105,T105,Brandel Chamblee,21
107,T105,T105,Bob Friend,32
108,T105,T105,Dudley Hart,24
109,T105,T105,Gabriel Hjertstedt,29
110,T105,T105,Billy Mayfair,29
111,T105,T105,Jesper Parnevik,20
112,T105,T105,Tom Pernice Jr.,32
113,T105,T105,"Dave Stockton, Jr.",31
114,T115,T115,Mark Brooks,29
115,T115,T115,Russ Cochran,25
116,T115,T115,Doug Dunakey,27
117,T115,T115,Matt Gogel,30
118,T115,T115,Steve Gotsche,32
119,T115,T115,Jimmy Green,27
120,T115,T115,Brian Henninger,29
121,T115,T115,Bradley Hughes,33
122,T115,T115,Mike Springer,31
123,T115,T115,Ted Tryba,37
124,T125,T125,Barry Cheesman,35
125,T125,T125,Brandt Jobe,32
126,T125,T125,Casey Martin,29
127,T128,T128,Ronnie Black,28
128,T128,T128,Jay Delsing,33
129,T128,T128,Harrison Frazar,24
130,T128,T128,Steve Jones,21
131,T128,T128,Andrew Magee,26
132,T128,T128,David Morland IV,31
133,T128,T128,Dennis Paulson,26
134,T128,T128,Charles Raulerson,32
135,T136,T136,Michael Clark II,28
136,T136,T136,Mike Sposa,26
137,T136,T136,Craig Stadler,21
138,T139,T139,Michael Bradley,26
139,T139,T139,Jay Haas,26
140,T139,T139,Tom Lehman,21
141,T139,T139,Craig Parry,22
142,T139,T139,Nick Price,18
143,T139,T139,Dicky Pride,35
144,T139,T139,Omar Uresti,34
145,T146,T146,Rich Beem,29
146,T146,T146,Jason Buha,29
147,T146,T146,Bob Burns,29
148,T146,T146,Trevor Dodds,29
149,T146,T146,Brad Fabel,30
150,T146,T146,Kelly Gibson,30
151,T146,T146,Bob Heintz,34
152,T146,T146,Mike Reid,23
153,T154,T154,Bob Estes,21
154,T154,T154,Rick Fehr,24
155,T154,T154,Larry Mize,21
156,T154,T154,Craig Spence,31
157,158,158,Jeff Gove,31
158,T159,T159,Notah Begay III,24
159,T159,T159,Peter Jacobsen,22
160,T159,T159,Kevin Wentworth,31
161,T162,T162,Fulton Allem,25
162,T162,T162,Ryan Howison,30
163,T162,T162,Craig Perks,28
164,T165,T165,Mike Brisky,31
165,T165,T165,Bart Bryant,25
166,T165,T165,Paul Curry,25
167,T165,T165,Brett Quigley,21
168,169,169,Sergio Garcia,16
169,T170,T170,Emlyn Aubrey,26
170,T170,T170,Gary Nicklaus,30
171,T170,T170,Joe Ozaki,18
172,T170,T170,Tommy Tolles,20
173,T174,T174,Eric Booker,31
174,T174,T174,David Frost,25
175,T174,T174,Jim McGovern,18
176,T177,T177,Bobby Cochran,30
177,T177,T177,P.H. Horgan III,25
178,T177,T177,Mike Hulbert,34
179,T177,T177,Tom Purtzer,21
180,T181,T181,Jason Caron,29
181,T181,T181,Steve Stricker,21
182,183,183,John Rollins,27
183,T184,T184,Aaron Bengoechea,29
184,T184,T184,John Daly,26
185,T184,T184,Steve Elkington,17
186,T184,T184,"Jim Gallagher, Jr.",16
187,T184,T184,Corey Pavin,25
188,T184,T184,Brent Schwarzrock,19
189,T190,T190,Nolan Henke,32
190,T190,T190,Charles Howell III,13
191,T190,T190,Perry Moss,21
192,T190,T190,Larry Rinker,16
193,T194,T194,Sandy Lyle,18
194,T194,T194,Keith Nolan,23
195,T194,T194,Mark O'Meara,19
196,197,197,Bernhard Langer,10
197,198,198,Bruce Lietzke,9
198,T199,T199,Thomas Bjørn,9
199,T199,T199,Danny Briggs,18
200,T199,T199,Marco Dawson,11
201,T199,T199,John Restino,18
202,T199,T199,Mike Standly,13
203,T199,T199,D.A. Weibring,14
204,T205,T205,Andy Bean,16
205,T205,T205,Craig Bowden,25
206,T205,T205,Brian Claar,8
207,T205,T205,Nick Faldo,15
208,T205,T205,Bob Gilder,14
209,T205,T205,Steve Hart,30
210,T205,T205,Dick Mast,17
211,T205,T205,Colin Montgomerie,9
212,T205,T205,Greg Norman,12
213,T205,T205,Curtis Strange,12
214,T205,T205,Richard Zokol,11
215,T216,T216,Chip Beck,21
216,T216,T216,José María Olazábal,12
217,T218,T218,David Edwards,15
