,Back_9_Round_2_Scoring_Average_RANK THIS WEEK,Back_9_Round_2_Scoring_Average_RANK LAST WEEK,Back_9_Round_2_Scoring_Average_PLAYER NAME,Back_9_Round_2_Scoring_Average_AVG,Back_9_Round_2_Scoring_Average_TOTAL STROKES,Back_9_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,33.74,641,19
1,2,2,Steve Flesch,34.03,1055,31
2,3,3,John Huston,34.27,754,22
3,4,4,K.J. Choi,34.45,999,29
4,5,5,Ernie Els,34.47,586,17
5,6,6,Phil Mickelson,34.48,724,21
6,7,7,Sergio Garcia,34.5,483,14
7,8,8,Russ Cochran,34.61,796,23
8,9,9,Larry Mize,34.65,693,20
9,10,10,Franklin Langham,34.74,938,27
10,11,11,David Peoples,34.75,973,28
11,12,12,Blaine McCallister,34.77,1043,30
12,13,13,Jonathan Kaye,34.78,1113,32
13,14,14,David Toms,34.79,1009,29
14,15,15,Grant Waite,34.83,836,24
15,T16,T16,Robert Allenby,34.84,871,25
16,T16,T16,Stewart Cink,34.84,871,25
17,18,18,Steve Lowery,34.86,1011,29
18,T19,T19,Fred Funk,34.87,1046,30
19,T19,T19,Jeff Sluman,34.87,1046,30
20,T21,T21,Stephen Ames,34.9,1012,29
21,T21,T21,Scott Dunlap,34.9,1047,30
22,23,23,Cameron Beckman,34.92,908,26
23,24,24,Fred Couples,34.94,629,18
24,25,25,Brent Geiberger,34.95,769,22
25,T26,T26,Tom Byrum,34.96,909,26
26,T26,T26,Shigeki Maruyama,34.96,804,23
27,T26,T26,Hal Sutton,34.96,839,24
28,T29,T29,David Duval,35.0,595,17
29,T29,T29,Len Mattiace,35.0,1085,31
30,31,31,Jerry Kelly,35.03,1121,32
31,32,32,Kevin Sutherland,35.08,912,26
32,33,33,Loren Roberts,35.09,807,23
33,34,34,Greg Kraft,35.1,1018,29
34,35,35,Brian Henninger,35.11,983,28
35,36,36,Nick Price,35.12,597,17
36,T37,T37,Jay Don Blake,35.14,984,28
37,T37,T37,Paul Stankowski,35.14,738,21
38,T39,T39,Bill Glasson,35.15,914,26
39,T39,T39,Craig Stadler,35.15,703,20
40,T41,T41,Paul Azinger,35.16,668,19
41,T41,T41,Michael Bradley,35.16,879,25
42,T41,T41,Edward Fryatt,35.16,1090,31
43,T44,T44,Olin Browne,35.17,1020,29
44,T44,T44,Harrison Frazar,35.17,809,23
45,T44,T44,Jim Furyk,35.17,844,24
46,T47,T47,Steve Elkington,35.19,563,16
47,T47,T47,Skip Kendall,35.19,1091,31
48,T47,T47,Kirk Triplett,35.19,950,27
49,50,50,Shaun Micheel,35.21,1021,29
50,T51,T51,Doug Barron,35.23,916,26
51,T51,T51,Mark Calcavecchia,35.23,916,26
52,T51,T51,Lee Janzen,35.23,916,26
53,T51,T51,Frank Lickliter II,35.23,1057,30
54,T51,T51,Jerry Smith,35.23,1092,31
55,T56,T56,Joel Edwards,35.24,1022,29
56,T56,T56,Chris Perry,35.24,1022,29
57,58,58,Joey Sindelar,35.25,987,28
58,T59,T59,Fulton Allem,35.26,811,23
59,T59,T59,Dan Forsman,35.26,952,27
60,61,61,Justin Leonard,35.27,917,26
61,T62,T62,Ben Bates,35.29,1200,34
62,T62,T62,Dudley Hart,35.29,741,21
63,64,64,Steve Jones,35.3,706,20
64,65,65,Scott McCarron,35.31,1024,29
65,66,66,Robert Damron,35.33,954,27
